Geneid	Chr	Start	End	Strand	Length	SRR5298122	SRR5298123	SRR5298124	SRR5298125	SRR5298126	SRR5298127	SRR5298128	SRR5298129	SRR5298130	SRR5298131	SRR5298132	SRR5298133	SRR5298134	SRR5298135
gene:PVX_114455	11	957784	958134	+	351	168	215	549	667	135	148	410	465	132	166	115	178	6	8
gene:PVX_114450	11	958301	959858	-	1558	674	859	1757	2259	486	679	1245	1541	487	602	483	554	18	57
gene:PVX_114445	11	960543	963861	-	3319	1152	1277	2619	3051	872	878	1802	1958	902	989	772	882	50	82
gene:PVX_114440	11	966659	968110	-	1452	628	684	1651	1863	454	496	1045	1191	460	524	418	429	10	23
gene:PVX_114435	11	968395	969469	+	1075	403	466	972	1161	303	370	760	836	383	398	279	298	10	22
gene:PVX_114430	11	970097	972814	-	2718	1361	1446	2606	2844	1079	1228	1802	1863	1029	1150	930	1082	36	60
gene:PVX_114425	11	974543	977392	-	2850	1050	1195	3052	3355	834	895	2181	2460	962	950	795	764	39	68
gene:PVX_114420	11	980058	982362	+	2305	982	1148	2827	3231	756	917	1962	2250	822	903	671	714	23	23
gene:PVX_114415	11	982849	984816	+	1968	942	981	2410	2745	689	771	1575	1945	686	755	526	681	23	46
gene:PVX_114410	11	984986	987483	-	2498	847	967	2501	2800	653	738	1572	1857	727	746	574	649	29	65
gene:PVX_114405	11	989259	993899	+	4641	2192	2253	2901	3313	1579	1754	2128	2362	1694	1752	1480	1601	52	92
gene:PVX_114400	11	994970	996032	-	1063	463	562	1284	1530	372	426	932	943	397	399	305	318	14	24
gene:PVX_114395	11	997636	999919	-	2284	946	1150	2194	2808	704	924	1608	1934	780	930	646	693	28	45
gene:PVX_114390	11	1000262	1001048	+	787	291	312	954	1061	242	240	631	772	234	274	206	213	10	12
gene:PVX_114385	11	1001521	1003470	-	1950	800	960	1671	1837	660	710	1169	1398	674	737	596	675	32	50
gene:PVX_114380	11	1006142	1007380	-	1239	561	671	1587	1765	418	459	1108	1231	472	493	347	398	18	24
gene:PVX_114375	11	1009103	1010351	+	1249	588	631	1117	1351	451	511	740	893	427	531	330	447	121	32
gene:PVX_114370	11	1011779	1015444	+	3666	1452	1714	3088	3509	1112	1247	2172	2289	1211	1283	924	1115	32	88
gene:PVX_114365	11	1015970	1017190	-	1221	512	565	1262	1609	392	489	963	1171	424	503	306	400	17	51
gene:PVX_114360	11	1018352	1019554	-	1203	684	777	1780	1919	557	590	1077	1200	523	561	444	459	17	46
gene:PVX_114355	11	1021014	1023172	-	2159	806	881	1756	2031	612	607	1229	1372	677	721	510	616	41	42
gene:PVX_114350	11	1025347	1028322	-	2976	1138	1338	3265	3631	871	956	2283	2534	919	1038	749	846	105	67
gene:PVX_114345	11	1030115	1038062	+	7948	3071	3468	7434	8339	2325	2560	5101	5669	2416	2571	1969	2139	91	204
gene:PVX_114340	11	1039833	1049312	-	9480	3813	4183	5644	6364	2862	3162	3811	3945	2948	3323	2442	2736	115	198
gene:PVX_114335	11	1057618	1059787	+	2170	978	1015	2829	2953	802	859	1739	1836	748	832	662	624	21	44
gene:PVX_114330	11	1060025	1062258	-	2234	859	953	2304	2628	649	693	1619	1797	670	765	553	654	23	38
gene:PVX_114325	11	1062753	1064700	+	1948	676	820	1950	2140	482	583	1216	1396	541	645	501	528	308	246
gene:PVX_114320	11	1065309	1066354	-	1046	412	438	984	1079	297	371	736	801	321	386	297	314	8	23
gene:PVX_114315	11	1067495	1070291	-	2797	1205	1429	2566	2941	884	1026	1745	1954	989	1096	847	961	67	114
gene:PVX_114310	11	1072903	1073769	-	867	425	456	1210	1405	318	315	830	948	347	378	264	330	16	24
gene:PVX_114305	11	1080139	1086780	+	6642	2287	2718	5027	5663	1755	1947	3448	3834	1875	2160	1566	1743	57	130
gene:PVX_114300	11	1088951	1091539	+	2589	981	1040	2136	2460	711	782	1538	1765	754	849	665	649	25	48
gene:PVX_114295	11	1092036	1094190	-	2155	853	940	1808	2029	584	674	1150	1272	694	754	567	541	24	40
gene:PVX_114290	11	1096578	1099133	+	2556	786	920	2371	2660	527	647	1675	1789	644	677	470	594	64	35
gene:PVX_114285	11	1100920	1102389	+	1470	550	529	1461	1598	370	432	973	1091	430	437	341	361	17	16
gene:PVX_114280	11	1103727	1106167	+	2441	903	988	1964	2276	676	752	1409	1533	726	753	545	649	31	33
gene:PVX_114275	11	1104431	1106227	-	1797	704	790	1404	1506	531	584	931	1093	528	614	479	477	18	28
gene:PVX_114270	11	1108773	1113360	+	4588	1495	1633	2849	3368	1048	1303	1981	2338	1234	1349	958	1109	72	97
gene:PVX_114265	11	1114837	1116480	+	1644	559	645	1672	1904	388	447	1167	1340	492	470	377	443	19	36
gene:PVX_114260	11	1129262	1138672	+	9411	3060	3458	5518	6312	2287	2691	4062	4581	2637	2885	2098	2362	72	135
gene:PVX_114255	11	1140513	1144601	-	4089	1611	1822	3651	4277	1240	1428	2565	2911	1267	1371	1108	1215	58	116
gene:PVX_114250	11	1147218	1148779	+	1562	529	551	1249	1398	366	439	843	960	466	479	364	393	27	153
gene:PVX_114245	11	1149116	1150854	-	1739	640	715	1686	1941	476	544	1146	1343	467	536	376	480	40	25
gene:PVX_114240	11	1151314	1152645	+	1332	559	650	1680	1953	367	496	1139	1225	449	496	379	471	17	23
gene:PVX_114235	11	1152504	1153527	-	1024	421	460	1145	1445	372	381	769	887	300	386	287	331	10	20
gene:PVX_114230	11	1153796	1156742	-	2947	991	1134	2192	2523	764	845	1498	1735	778	919	656	720	28	47
gene:PVX_114225	11	1158613	1161012	+	2400	863	1164	2176	2828	740	895	1469	1719	711	841	631	659	28	61
gene:PVX_114220	11	1162584	1166855	+	4272	1507	1634	2496	2820	1022	1143	1898	2162	1181	1303	886	1054	29	51
gene:PVX_114215	11	1167565	1168560	-	996	360	375	980	1011	250	286	626	737	310	333	233	260	6	13
gene:PVX_114210	11	1169350	1172059	+	2710	1222	1327	2764	3204	983	1075	1884	2034	943	998	877	906	77	41
gene:PVX_114205	11	1172355	1174602	-	2248	808	924	2260	2551	607	650	1559	1818	645	656	526	600	142	64
gene:PVX_114200	11	1176302	1181889	-	5588	2098	2287	4282	4866	1633	1665	3286	3441	1618	1811	1409	1626	51	92
gene:PVX_114195	11	1183445	1185028	-	1584	593	609	1367	1590	450	460	927	958	449	493	381	396	57	24
gene:PVX_114190	11	1185714	1188514	-	2801	1071	1178	2728	3163	883	959	1903	2137	839	927	727	855	37	74
gene:PVX_114185	11	1190454	1192645	-	2192	1041	1107	2344	2570	807	840	1633	1742	751	841	676	716	31	58
gene:PVX_114180	11	1194237	1195145	+	909	372	467	890	989	324	316	685	804	322	337	267	294	10	27
gene:PVX_114175	11	1197213	1201771	+	4559	1653	1874	2238	2533	1184	1398	1557	1692	1352	1441	1104	1264	65	94
gene:PVX_114170	11	1201686	1203908	-	2223	871	939	1325	1460	701	787	912	914	717	824	621	623	23	44
gene:PVX_114165	11	1205749	1206670	+	922	307	413	754	940	248	294	508	529	295	317	237	291	10	12
gene:PVX_114160	11	1208018	1209094	+	1077	461	588	1312	1513	381	402	857	1032	432	446	355	428	25	27
gene:PVX_114155	11	1209147	1209932	-	786	328	424	989	1143	255	291	654	762	283	291	254	269	9	14
gene:PVX_114150	11	1210760	1212379	-	1620	727	810	1455	1675	523	567	1024	1161	570	621	473	497	18	37
gene:PVX_114145	11	1214886	1216325	+	1440	551	604	1547	1734	423	472	1096	1239	484	515	353	416	22	31
gene:PVX_114140	11	1217102	1219372	+	2271	1057	1104	2895	3212	755	791	1972	2160	736	894	596	762	34	66
gene:PVX_114135	11	1220434	1221222	+	789	351	402	1030	1194	282	339	681	832	272	317	271	294	11	13
gene:PVX_114130	11	1221626	1222548	-	923	402	527	1133	1423	293	385	826	950	349	378	259	329	11	25
gene:PVX_114125	11	1224402	1225715	+	1314	515	542	1235	1349	387	462	873	951	446	457	376	428	21	23
gene:PVX_114120	11	1226286	1226936	-	651	284	306	820	911	220	232	525	606	237	249	177	166	4	15
gene:PVX_114115	11	1227941	1235764	+	7824	2747	3053	5189	5873	2053	2311	3697	4158	2314	2628	1806	2018	116	133
gene:PVX_114110	11	1236163	1239060	+	2898	1144	1299	2359	2853	915	950	1656	1826	946	1009	735	809	47	65
gene:PVX_114105	11	1239255	1241486	-	2232	815	877	1586	1751	571	636	1061	1123	678	747	507	565	33	43
gene:PVX_114100	11	1242335	1246542	+	4208	1621	1887	3576	3891	1264	1457	2498	2811	1333	1450	1159	1311	53	87
gene:PVX_114095	11	1248239	1251323	+	3085	1214	1322	2390	2627	906	976	1697	2000	1016	1081	809	892	26	55
gene:PVX_114090	11	1252952	1263256	+	10305	3684	3887	4808	5269	2590	2935	3446	3719	2908	3132	2448	2642	114	171
gene:PVX_114085	11	1263673	1266886	-	3214	1194	1314	2207	2429	939	951	1517	1725	975	1099	788	866	48	86
gene:PVX_114080	11	1267132	1269761	-	2630	989	1160	2695	2976	792	927	1850	1913	857	911	723	837	38	46
gene:PVX_114075	11	1270791	1277451	+	6661	1885	2061	4202	4656	1433	1594	2901	3288	1511	1753	1211	1386	77	101
gene:PVX_114070	11	1277968	1281375	-	3408	994	1059	1703	1998	692	759	1297	1403	822	892	723	671	26	51
gene:PVX_114065	11	1282366	1285476	+	3111	1126	1284	1727	1925	819	896	1205	1313	875	932	777	798	39	37
gene:PVX_114060	11	1285855	1286679	-	825	280	328	834	937	193	243	608	775	195	248	166	187	31	18
gene:PVX_114055	11	1287902	1289758	+	1857	605	665	1678	2005	474	496	1148	1266	451	591	422	485	42	34
gene:PVX_114050	11	1290157	1291344	-	1188	100	153	328	513	97	134	210	324	68	109	85	93	14	17
gene:PVX_114045	11	1293731	1296422	+	2692	849	986	1994	2269	602	667	1292	1542	696	787	547	648	35	56
gene:PVX_114040	11	1296932	1298538	-	1607	629	724	1788	2060	469	551	1264	1428	548	559	410	391	8	25
gene:PVX_114035	11	1300714	1301826	+	1113	327	393	994	1223	258	305	692	870	269	307	207	251	19	18
gene:PVX_114030	11	1302122	1303744	-	1623	628	680	1212	1271	463	510	816	927	562	544	454	462	25	29
gene:PVX_114025	11	1304607	1307228	-	2622	906	1035	1898	2117	657	738	1347	1497	760	877	638	728	19	48
gene:PVX_114020	11	1310683	1311493	-	811	344	359	660	810	291	313	468	472	294	293	210	204	13	33
gene:PVX_114015	11	1316945	1317980	+	1036	381	561	1344	1599	334	436	915	1051	351	373	279	361	21	38
gene:PVX_114010	11	1319898	1320865	-	968	229	266	629	862	128	174	452	579	177	250	129	180	143	15
gene:PVX_114005	11	1322666	1323034	+	369	71	74	198	222	45	42	194	245	70	90	56	64	3	10
gene:PVX_114000	11	1323183	1324876	-	1694	695	779	1386	1624	573	575	858	976	510	590	452	515	18	27
gene:PVX_113995	11	1328430	1333463	-	5034	1705	1845	2816	3109	1208	1359	1931	2221	1334	1401	1148	1191	58	100
gene:PVX_113990	11	1337027	1338220	+	1194	442	465	1118	1217	313	386	765	899	382	426	301	355	13	25
gene:PVX_113985	11	1339351	1343337	-	3987	1409	1605	3314	3838	1057	1162	2248	2530	1118	1345	883	1018	30	60
gene:PVX_113980	11	1344527	1346597	-	2071	755	865	1522	1782	587	598	1087	1189	599	693	527	587	21	36
gene:PVX_113975	11	1349292	1350650	+	1359	558	645	1461	1654	428	467	1024	1199	438	449	372	429	22	37
gene:PVX_113970	11	1351786	1353771	+	1986	772	814	1855	2246	528	720	1224	1449	572	674	513	570	19	45
gene:PVX_113965	11	1354399	1358865	-	4467	1496	1643	3399	3722	1080	1304	2655	2912	1257	1358	1038	1133	44	102
gene:PVX_113960	11	1360574	1361481	+	908	300	333	811	925	229	273	528	595	217	247	187	190	5	13
gene:PVX_113955	11	1361716	1365102	-	3387	1329	1429	3540	3954	955	1047	2361	2755	1002	1125	955	944	134	69
gene:PVX_113950	11	1366628	1367603	+	976	371	406	1186	1259	280	363	736	912	255	307	242	248	256	10
gene:PVX_113945	11	1367512	1370775	-	3264	1228	1389	3731	4017	965	1037	2459	2757	969	1007	865	925	45	63
gene:PVX_113940	11	1371628	1372300	-	673	282	334	867	1042	223	253	583	725	216	247	181	235	12	16
gene:PVX_113935	11	1372953	1374368	-	1416	452	521	1409	1575	334	390	920	987	409	427	329	352	22	17
gene:PVX_113930	11	1376138	1380338	+	4201	1685	1797	3422	3815	1220	1350	2580	2754	1300	1451	1055	1165	41	72
gene:PVX_113925	11	1381501	1385058	+	3558	1363	1451	2568	2853	1025	1241	1943	2119	1108	1245	919	1068	34	84
gene:PVX_113920	11	1385338	1386974	-	1637	420	482	1345	1539	326	351	906	1144	385	435	297	346	17	19
gene:PVX_113915	11	1387862	1396378	+	8517	2781	3080	4127	4733	2059	2317	2921	3378	2285	2646	1770	2143	105	172
gene:PVX_113910	11	1397033	1400001	-	2969	989	1049	1178	1397	730	867	762	782	779	866	642	730	45	70
gene:PVX_113905	11	1402592	1412658	+	10067	3499	3939	6434	7205	2717	3111	4410	4847	2764	3125	2346	2718	101	186
gene:PVX_113900	11	1413476	1415431	+	1956	746	768	1792	1918	545	610	1232	1440	633	648	500	531	14	52
gene:PVX_113895	11	1415456	1418058	-	2603	780	943	2504	2935	590	697	1753	2007	656	761	610	643	26	45
gene:PVX_113890	11	1418825	1420484	+	1660	625	671	1645	1858	437	609	1166	1268	545	625	431	502	28	42
gene:PVX_113885	11	1420672	1421562	-	891	286	373	866	1201	240	327	560	774	264	283	196	243	17	16
gene:PVX_113880	11	1422136	1426198	-	4063	1313	1497	3277	3681	1062	1211	2059	2325	1038	1192	864	973	33	59
gene:PVX_113875	11	1427373	1428626	+	1254	450	419	1179	1308	294	313	863	1032	354	391	289	282	13	26
gene:PVX_113870	11	1429259	1430976	-	1718	611	624	1854	2065	427	492	1195	1412	539	566	461	494	23	40
gene:PVX_113865	11	1432232	1434441	+	2210	794	979	2429	3012	588	753	1658	1943	574	748	521	632	21	55
gene:PVX_113860	11	1435931	1437737	+	1807	690	820	2059	2500	549	631	1304	1656	568	586	461	560	23	43
gene:PVX_113855	11	1438004	1438756	-	753	262	341	808	980	217	253	687	736	233	282	201	243	10	10
gene:PVX_113850	11	1442372	1445651	+	3280	1137	1196	2459	2686	891	933	1531	1698	892	969	828	907	51	68
gene:PVX_113845	11	1446506	1453199	+	6694	2420	2630	6284	6799	1870	2120	4344	4733	1936	2095	1608	1685	79	120
gene:PVX_113835	11	1453385	1455305	+	1921	701	729	1372	1709	465	545	955	1092	634	621	470	492	17	26
gene:PVX_113830	11	1456779	1462646	+	5868	2106	2219	2925	3195	1492	1811	1985	2165	1615	1853	1319	1511	39	93
gene:PVX_113825	11	1463179	1475169	-	11991	3784	4396	3983	4612	2818	3317	2773	2957	3121	3471	2627	2958	199	242
gene:PVX_113820	11	1481994	1483958	+	1965	762	935	2175	2538	571	752	1511	1661	654	674	539	593	32	55
gene:PVX_113815	11	1484573	1487167	-	2595	919	1031	1864	2132	670	763	1289	1386	786	794	620	755	130	50
gene:PVX_113810	11	1490587	1493601	+	3015	1106	1215	2445	2587	869	951	1572	1800	945	1084	822	855	25	76
gene:PVX_113805	11	1494354	1495520	-	1167	429	458	1267	1491	303	362	918	1081	334	383	248	301	12	39
gene:PVX_113800	11	1496941	1500771	+	3831	1189	1367	2492	2814	868	984	1738	2054	1022	1093	785	832	39	57
gene:PVX_113795	11	1502439	1503971	-	1533	650	745	1730	1941	471	543	1069	1232	472	570	475	485	23	27
gene:PVX_113790	11	1505435	1508624	+	3190	964	1166	2653	3145	780	895	1879	2233	779	943	674	769	53	83
gene:PVX_113785	11	1509621	1511852	-	2232	950	953	2800	3118	684	745	1934	2142	765	824	658	698	62	59
gene:PVX_113780	11	1514496	1515620	+	1125	369	420	1284	1511	259	333	879	972	304	341	300	283	7	21
gene:PVX_113775	11	1516825	1517913	+	1089	468	514	1112	1115	356	362	750	779	367	356	290	308	6	34
gene:PVX_113770	11	1518566	1519897	+	1332	422	551	1152	1275	401	401	836	885	411	427	321	378	19	34
gene:PVX_113765	11	1520376	1521318	+	943	376	433	889	1107	276	346	571	711	298	304	242	261	14	19
gene:PVX_113760	11	1521430	1522919	-	1490	633	739	1716	2019	491	534	1100	1336	503	568	381	440	22	33
gene:PVX_113755	11	1523510	1529297	+	5788	1852	1987	3613	4156	1383	1473	2522	2929	1454	1685	1211	1420	61	104
gene:PVX_113750	11	1530963	1532771	+	1809	839	830	2210	2427	581	657	1562	1707	664	695	519	593	36	62
gene:PVX_113745	11	1533151	1534244	+	1094	363	416	1248	1427	295	358	829	951	318	362	271	277	22	21
gene:PVX_113740	11	1534086	1535904	-	1819	679	813	2125	2443	479	616	1459	1630	537	555	495	483	39	31
gene:PVX_113735	11	1539660	1540230	-	571	199	271	516	756	167	201	340	472	124	183	152	198	3	12
gene:PVX_113731	11	1541707	1550918	+	9212	2856	3289	5522	6161	2170	2397	3707	4120	2443	2744	2000	2204	83	160
gene:PVX_113725	11	1554795	1557486	+	2692	1269	1249	2930	3086	905	1077	1825	1964	976	1022	795	851	51	79
gene:PVX_113720	11	1559240	1560403	+	1164	684	831	1038	1138	623	710	652	720	537	585	466	461	18	45
gene:PVX_113710	11	1570696	1573440	+	2745	1418	1440	2611	2973	1077	1260	1730	1976	1166	1258	909	1020	44	78
gene:PVX_113705	11	1574050	1575685	-	1636	769	854	2002	2219	639	666	1449	1602	649	621	468	544	26	50
gene:PVX_113695	11	1576866	1578204	-	1339	684	745	1893	2072	572	663	1287	1456	545	601	458	511	16	44
gene:PVX_113690	11	1578888	1579154	+	267	132	176	428	478	117	139	308	372	114	146	87	131	3	5
gene:PVX_113685	11	1580653	1582349	+	1697	794	816	2095	2542	527	643	1368	1616	564	622	511	574	23	27
gene:PVX_113680	11	1584731	1589219	+	4489	1736	2035	2471	2765	1376	1532	1592	1791	1581	1637	1290	1353	60	127
gene:PVX_113675	11	1589156	1592957	-	3802	1412	1506	3420	3968	1009	1225	2429	2754	1077	1151	922	1008	44	71
gene:PVX_113670	11	1595189	1596380	+	1192	458	543	1273	1513	325	373	897	1019	325	409	281	323	15	26
gene:PVX_113665	11	1596384	1597392	-	1009	463	535	1421	1538	360	380	884	1058	376	378	312	342	16	24
gene:PVX_113660	11	1601013	1602698	+	1686	562	622	1308	1615	409	517	920	1024	475	512	408	427	15	41
gene:PVX_113655	11	1604079	1605933	+	1855	536	604	1091	1318	384	473	830	932	434	524	371	468	14	28
gene:PVX_113650	11	1606279	1607651	-	1373	414	504	959	1129	294	361	724	803	343	378	295	311	19	6
gene:PVX_113645	11	1608234	1613858	-	5625	1917	2135	3215	3485	1510	1667	2092	2564	1650	1844	1356	1542	142	112
gene:PVX_113640	11	1617160	1619565	+	2406	864	1011	2120	2660	686	796	1543	1783	684	759	546	618	41	68
gene:PVX_113635	11	1621055	1626021	-	4967	1770	1897	2437	2429	1346	1474	1785	1968	1533	1659	1294	1340	58	75
gene:PVX_113630	11	1628623	1633528	-	4906	1616	1737	2499	2753	1210	1273	1887	2139	1270	1416	1104	1135	69	65
gene:PVX_113625	11	1635281	1637446	+	2166	730	776	1877	2109	519	590	1372	1532	552	626	515	557	23	40
gene:PVX_113620	11	1638036	1640207	-	2172	666	750	1494	1660	543	597	1132	1268	572	623	509	538	35	31
gene:PVX_113615	11	1645258	1647470	+	2213	644	701	1932	2080	428	489	1422	1546	565	664	413	431	47	34
gene:PVX_113610	11	1648195	1665618	-	17424	6409	6990	6383	7226	4901	5592	4377	4778	5315	5633	4434	4849	273	329
gene:PVX_113605	11	1667228	1669919	-	2692	1171	1303	2913	3305	904	1047	2001	2291	919	980	749	883	38	73
gene:PVX_113600	11	1671898	1674268	-	2371	956	1024	2661	2911	788	905	1662	1898	755	818	637	743	36	49
gene:PVX_113595	11	1676200	1678596	-	2397	896	963	2098	2334	602	717	1396	1472	729	867	597	657	33	37
gene:PVX_113590	11	1680001	1681966	-	1966	655	782	1729	2017	443	541	1115	1381	554	626	408	514	25	40
gene:PVX_113585	11	1683647	1684506	+	860	327	317	922	1074	216	263	614	699	248	289	198	228	10	13
gene:PVX_113580	11	1685194	1686102	+	909	283	385	803	1104	182	239	582	707	229	264	149	203	9	8
gene:PVX_113575	11	1686293	1692018	-	5726	1937	2253	4790	5307	1488	1786	3282	3581	1623	1809	1336	1515	74	115
gene:PVX_113570	11	1692264	1693868	+	1605	431	432	924	1076	290	371	643	765	343	397	261	288	35	26
gene:PVX_113565	11	1697877	1700429	+	2553	757	913	1490	1706	587	683	1010	1123	606	711	520	627	65	45
gene:PVX_113560	11	1700734	1703337	-	2604	961	1020	1307	1457	631	742	977	988	838	759	635	687	25	38
gene:PVX_113555	11	1704206	1706169	+	1964	684	787	1513	1603	486	504	1045	1092	562	625	457	512	17	34
gene:PVX_113550	11	1706193	1707646	-	1454	488	569	847	1023	334	440	665	758	467	470	335	390	16	24
gene:PVX_113545	11	1720064	1722850	+	2787	1063	1187	3089	3486	831	932	2156	2346	857	1008	777	804	41	80
gene:PVX_113540	11	1723306	1724499	-	1194	513	517	855	981	341	355	478	542	406	404	297	367	11	17
gene:PVX_113535	11	1725617	1729332	+	3716	1159	1267	2963	3165	886	916	1894	2146	906	1008	712	877	72	101
gene:PVX_113530	11	1729848	1731229	-	1382	598	605	1624	1912	433	473	1159	1300	465	465	377	429	16	25
gene:PVX_113525	11	1732252	1733997	+	1746	660	744	1735	1936	488	561	1176	1305	548	589	433	504	26	37
gene:PVX_113520	11	1734039	1737673	-	3635	1018	1157	1479	1772	691	784	1105	1296	852	923	668	800	59	69
gene:PVX_113515	11	1739283	1743395	-	4113	1427	1669	2891	3341	1100	1371	1858	2117	1206	1427	1092	1096	23	90
gene:PVX_113510	11	1745241	1745903	+	663	295	322	853	1072	212	293	576	699	221	279	172	252	5	14
gene:PVX_113505	11	1746746	1751978	-	5233	1964	2079	3051	3477	1359	1540	2015	2264	1578	1636	1257	1419	50	100
gene:PVX_113500	11	1756043	1761715	+	5673	2077	2208	2798	3182	1515	1782	1936	2103	1661	1846	1425	1528	66	92
gene:PVX_113495	11	1765303	1768654	+	3352	1117	1305	2700	3209	823	1017	1801	2103	914	1018	723	849	42	56
gene:PVX_113490	11	1770001	1771079	+	1079	449	515	1355	1526	365	400	855	902	358	411	290	324	12	26
gene:PVX_113485	11	1771371	1772135	-	765	331	404	906	1167	245	329	654	775	266	292	201	288	6	27
gene:PVX_113480	11	1772616	1773611	+	996	329	385	977	1157	244	297	678	815	299	316	224	268	9	19
gene:PVX_113475	11	1775380	1777794	-	2415	937	939	2326	2511	688	783	1601	1645	761	807	587	670	22	45
gene:PVX_113470	11	1782824	1786351	+	3528	1335	1554	3168	3611	1052	1210	2215	2394	1085	1242	957	1056	36	80
gene:PVX_113465	11	1787380	1789138	-	1759	452	570	1564	1844	339	399	1190	1407	451	479	308	371	21	37
gene:PVX_113460	11	1793708	1799065	+	5358	2142	2438	2534	2774	1627	1806	1815	2022	1741	1905	1441	1595	68	95
gene:PVX_113455	11	1799992	1800789	-	798	309	349	912	1002	219	259	613	740	228	313	176	250	10	23
gene:PVX_113450	11	1803164	1809346	+	6183	2184	2437	3750	4734	1601	1851	2760	3304	1696	2006	1428	1642	57	305
gene:PVX_113445	11	1810614	1812439	+	1826	689	840	1238	1498	582	588	870	1021	574	669	438	506	20	46
gene:PVX_113440	11	1812622	1813098	+	477	197	243	294	372	162	163	171	250	161	223	146	166	1	4
gene:PVX_113435	11	1813663	1815724	-	2062	742	840	1893	2255	499	677	1311	1526	560	574	448	497	20	36
gene:PVX_113430	11	1816170	1817104	+	935	269	340	842	941	238	243	530	590	224	244	201	253	17	33
gene:PVX_113420	11	1817963	1820817	-	2855	1102	1069	2542	2896	763	829	1769	1883	889	911	613	709	29	79
gene:PVX_113415	11	1825240	1826030	-	791	304	355	788	841	232	262	547	649	298	285	244	251	9	14
gene:PVX_113410	11	1826186	1827449	+	1264	493	532	1189	1369	312	366	886	942	357	438	297	349	11	28
gene:PVX_113405	11	1827703	1831833	+	4131	1555	1763	3372	3928	1147	1274	2324	2607	1267	1339	1046	1193	41	85
gene:PVX_113400	11	1832478	1834106	+	1629	534	562	1396	1548	358	416	1034	1098	420	476	370	363	21	29
gene:PVX_113395	11	1834427	1839221	-	4795	1780	1965	3147	3422	1377	1434	2190	2354	1512	1505	1260	1415	135	94
gene:PVX_113390	11	1839942	1848866	-	8925	3021	3327	5162	5767	2238	2536	3490	3946	2468	2789	2165	2266	123	157
gene:PVX_113385	11	1852792	1854216	-	1425	438	488	1149	1234	347	372	881	962	366	394	307	359	19	21
gene:PVX_113380	11	1854575	1856704	-	2130	821	914	1849	2062	591	601	1261	1335	660	733	541	558	16	42
gene:PVX_113375	11	1856931	1858340	-	1410	457	562	1486	1654	393	399	1082	1183	392	454	378	331	489	20
gene:PVX_113370	11	1863442	1869261	+	5820	1982	2115	2273	2531	1475	1594	1506	1681	1707	1761	1248	1365	54	122
gene:PVX_113365	11	1871718	1875908	+	4191	1417	1578	2336	2622	1121	1158	1730	1804	1234	1320	993	1060	37	58
gene:PVX_113360	11	1876977	1878116	+	1140	471	573	1056	1187	347	437	747	819	355	442	343	404	10	26
gene:PVX_113355	11	1878998	1887682	+	8685	2787	3062	4209	4567	2128	2235	3037	3219	2376	2469	1938	2021	82	142
gene:PVX_113350	11	1888197	1889684	-	1488	627	599	1201	1377	393	436	802	879	462	483	348	443	11	37
gene:PVX_113345	11	1892752	1900381	+	7630	2533	2935	4560	5287	1902	2227	3127	3365	2105	2392	1802	1942	121	174
gene:PVX_113340	11	1901217	1902542	-	1326	609	612	1371	1767	409	489	940	1170	445	489	334	391	15	30
gene:PVX_113335	11	1906151	1908982	+	2832	1029	1182	1899	2155	783	914	1188	1488	851	952	668	815	104	63
gene:PVX_113330	11	1910411	1912129	+	1719	713	767	1735	1892	528	585	1056	1141	593	605	475	543	20	35
gene:PVX_113325	11	1912448	1913899	-	1452	558	686	1150	1319	414	444	728	824	465	473	423	412	22	27
gene:PVX_113320	11	1916566	1918023	+	1458	576	590	1368	1551	389	445	957	1062	449	475	432	407	23	61
gene:PVX_113315	11	1918655	1920046	-	1392	598	658	1650	1849	414	465	1111	1144	472	529	391	441	17	34
gene:PVX_113310	11	1922892	1924565	+	1674	570	647	1237	1443	436	502	969	958	478	542	415	463	13	23
gene:PVX_113305	11	1924862	1926808	-	1947	826	883	2388	2628	608	647	1666	1765	626	704	537	620	18	43
gene:PVX_113300	11	1927452	1928825	+	1374	664	724	1495	1743	480	651	1011	1111	496	567	410	508	106	28
gene:PVX_113295	11	1931555	1935992	+	4438	1525	1729	2785	3075	1125	1251	1922	2189	1225	1358	1003	1172	58	74
gene:PVX_113290	11	1936630	1937691	-	1062	395	432	991	1237	317	349	726	831	332	318	242	310	15	27
gene:PVX_113285	11	1938368	1941764	+	3397	1164	1372	2881	3386	823	985	1967	2300	970	1098	778	875	260	59
gene:PVX_113280	11	1942807	1943658	-	852	480	498	1261	1359	340	410	840	914	332	424	257	333	15	23
gene:PVX_113275	11	1944415	1945854	-	1440	430	516	1113	1474	292	390	796	1058	376	452	279	329	110	24
gene:PVX_113270	11	1946384	1951781	-	5398	2056	2106	4320	4906	1434	1636	2880	3297	1568	1740	1357	1448	138	111
gene:PVX_113265	11	1958452	1962582	+	4131	1557	1749	1936	2115	1145	1235	1356	1432	1281	1377	1049	1252	41	80
gene:PVX_113260	11	1967321	1969280	+	1960	999	1111	510	603	696	793	611	658	754	834	603	758	61	83
gene:PVX_113255	11	1971779	1972802	-	1024	516	631	461	497	436	450	685	738	426	450	293	324	33	55
gene:PVX_113250	11	1979994	1981551	+	1558	830	956	613	607	742	778	773	848	697	770	464	605	77	121
gene:PVX_113245	11	1984488	1986645	+	2158	1239	1348	582	628	926	1078	437	452	859	971	650	745	148	201
