Geneid	Chr	Start	End	Strand	Length	SRR4302519	SRR4302520	SRR4302521	SRR4302522	SRR4302523	SRR4302524	SRR4302525	SRR4302526	SRR4302527	SRR4302528	SRR4302529	SRR4302530	SRR4343872	SRR4343873	SRR4343875	SRR4343876	SRR4343877	SRR4343878	SRR4343879	SRR4343880	SRR5146153	SRR5146154	SRR5146155	SRR5146214	SRR5146215	SRR5146216	SRR5146217	SRR5146218	SRR5146305	SRR5146306	SRR5146307	SRR5146308	SRR5146379	SRR5146380	SRR5150405	SRR5150407	SRR5150408	SRR5150409	SRR5150410
gene:PF3D7_1227800	12	1134370	1137648	-	3279	147	2109	16	454	184	894	184	277	169	222	59	161	57	64	1793	635	392	1124	362	705	294	590	588	1292	418	726	590	2743	75	46	30	31	1537	2961	38	253	55	450	52
gene:PF3D7_1227900	12	1138608	1140302	+	1695	71	867	13	172	64	362	64	108	74	103	29	69	33	15	748	253	178	568	191	445	68	127	227	620	159	286	234	1082	13	10	18	6	75	185	7	64	18	51	49
gene:PF3D7_1228000	12	1140943	1141386	+	444	20	274	2	30	15	90	15	42	26	14	9	29	8	3	182	55	49	115	45	69	58	81	84	162	43	92	64	277	1	1	0	0	21	15	7	33	3	80	63
gene:PF3D7_1228100	12	1141583	1143194	-	1612	61	707	8	133	62	314	62	70	74	176	20	59	16	12	655	205	143	378	164	246	110	183	212	502	144	295	203	875	5	0	22	0	3	3	4	55	8	264	221
gene:PF3D7_1228200	12	1143660	1146116	+	2457	104	1096	18	224	74	424	74	100	67	194	20	79	31	25	895	365	283	635	242	544	95	190	325	939	228	363	331	1633	13	3	4	0	4	1	6	34	7	73	24
gene:PF3D7_1228300	12	1148111	1151461	+	3351	128	2070	33	349	203	846	203	212	163	287	47	166	48	35	1187	450	305	957	312	564	360	707	658	1178	462	631	524	2577	27	32	33	32	77	45	95	1115	172	5046	1494
gene:PF3D7_1228400	12	1153352	1157557	+	4206	159	2196	26	358	155	912	155	373	293	485	68	168	59	49	1624	640	428	1273	465	924	215	414	626	1669	510	1087	665	2803	655	828	476	300	687	1158	44	307	58	614	179
gene:PF3D7_1228500	12	1158554	1160062	+	1509	42	788	10	145	57	270	57	97	102	157	11	58	20	19	548	211	103	355	119	275	77	105	209	535	169	287	139	1018	12	21	7	8	8	10	9	61	17	131	33
gene:PF3D7_1228600	12	1160729	1162960	-	2232	92	1395	22	243	153	729	153	172	109	222	50	116	53	26	1262	477	323	759	269	572	212	372	424	956	453	524	434	1809	34	217	87	50	1671	2545	30	1612	121	2443	333
gene:PF3D7_1228700	12	1165508	1169148	+	3641	158	1831	32	303	173	701	173	194	214	263	48	196	57	62	1420	607	415	1034	397	723	262	496	509	1332	273	734	526	2412	193	326	128	110	97	52	52	447	82	1149	394
gene:PF3D7_1228800	12	1169557	1179186	-	9630	380	4881	75	859	425	1987	425	453	396	827	144	385	173	121	4337	1788	1295	2735	980	1984	734	1330	1397	3447	1038	1744	1363	6711	1141	2621	1684	853	861	1005	248	4430	554	2166	443
gene:PF3D7_1228900	12	1180670	1185483	-	4814	81	1159	13	185	67	397	67	209	207	318	24	95	35	12	1191	514	281	571	240	457	114	196	264	707	130	577	224	1285	161	151	136	57	305	495	56	876	122	1110	234
gene:PF3D7_1229000	12	1186415	1191919	+	5505	249	2666	27	551	228	1172	228	397	350	566	59	194	94	68	2722	1077	575	1692	633	1324	269	519	743	2256	462	1293	701	3664	5	19	33	6	200	472	25	287	49	164	18
gene:PF3D7_1229100	12	1192888	1199214	-	6327	336	3812	60	761	310	1728	310	482	320	547	81	287	120	78	3168	1340	809	1970	718	1316	500	890	1112	2584	700	1348	1184	4988	516	1269	293	622	7580	13282	30	324	58	784	135
gene:PF3D7_1229300	12	1204991	1207963	+	2973	124	1525	15	330	120	609	120	167	164	224	44	119	51	34	1411	508	318	843	316	722	130	336	424	1140	342	582	421	1970	329	1787	727	360	221	191	36	1334	122	880	148
gene:PF3D7_1229400	12	1208912	1209542	+	631	18	253	6	52	20	117	20	27	34	38	12	16	6	4	290	114	80	170	63	100	30	65	78	162	40	74	82	345	42	193	49	34	2742	8975	41	428	70	464	305
gene:PF3D7_1229500	12	1211788	1213563	+	1776	75	1106	13	165	110	544	110	138	80	200	31	102	42	30	919	328	260	490	175	350	212	461	379	634	265	382	370	1373	566	717	313	236	3396	8067	257	2945	467	1951	795
gene:PF3D7_1229600	12	1214043	1217715	-	3673	145	1922	30	347	160	870	160	217	208	318	41	124	70	56	1613	724	394	1041	445	772	208	468	551	1446	439	738	582	2368	424	1112	404	279	35	26	72	988	123	2052	259
gene:PF3D7_1229700	12	1218181	1218766	+	586	16	132	1	7	2	34	2	30	19	32	2	5	1	2	167	61	60	91	44	76	8	8	25	110	11	68	11	136	9	11	24	7	2	3	8	131	27	82	104
gene:PF3D7_1229800	12	1219136	1226465	-	7330	330	4088	59	747	296	1681	296	322	356	621	119	326	141	91	3458	1276	1032	2108	829	1511	432	829	1112	2866	716	1619	1176	5425	27	93	54	29	33	54	4	112	14	687	101
gene:PF3D7_1229900.1	12	1228063	1233005	-	4943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1229900.2	12	1228063	1233005	-	4943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1230000	12	1233696	1241287	+	7592	228	2714	40	496	234	1077	234	353	399	608	83	172	93	49	2720	1062	893	1706	652	1379	275	555	761	2290	723	1263	826	3652	723	362	446	115	195	287	61	861	136	1596	265
gene:PF3D7_1230100	12	1242025	1243599	-	1575	65	971	12	166	98	478	98	243	163	215	29	68	28	15	864	408	220	504	201	395	200	318	290	568	267	494	299	1127	617	2533	543	728	10	8	9	109	23	8133	1463
gene:PF3D7_1230300	12	1249768	1250657	-	890	34	487	10	121	42	163	42	67	47	107	11	32	24	6	487	177	117	285	97	178	71	144	169	348	63	209	180	719	4	1	3	2	3	1	10	48	6	248	300
gene:PF3D7_1230400	12	1251914	1253067	-	1154	29	503	10	70	37	200	37	100	72	94	13	46	22	13	508	163	151	262	100	204	77	152	131	326	96	272	110	672	21	25	36	10	19	23	18	274	35	311	318
gene:PF3D7_1230500	12	1253973	1255481	-	1509	73	1014	24	179	81	427	81	135	125	259	24	72	44	34	864	356	209	507	159	365	122	239	290	640	133	534	247	1299	12	11	7	9	22	93	4	27	17	34	23
gene:PF3D7_1230600	12	1256690	1258104	+	1415	47	705	12	120	62	287	62	110	132	158	20	49	31	21	638	210	192	374	146	240	95	182	208	452	173	353	195	955	83	38	76	26	78	191	16	142	32	246	153
gene:PF3D7_1230700	12	1259620	1262088	+	2469	125	1515	22	378	142	639	142	222	112	223	41	90	69	43	1230	422	265	738	252	411	291	550	460	892	375	562	471	1961	453	1125	144	506	3634	8810	90	818	189	1128	303
gene:PF3D7_1230800	12	1263661	1265593	+	1933	80	1026	18	175	70	364	70	139	130	136	27	93	36	20	890	342	199	596	202	390	107	268	274	727	169	488	264	1321	135	56	58	28	1531	2390	36	683	116	1397	319
gene:PF3D7_1230900	12	1267368	1270181	+	2814	117	1541	27	238	130	592	130	216	169	275	36	102	54	35	1462	563	406	958	336	648	226	385	470	1049	208	672	404	1990	1019	1359	822	399	1982	3445	63	780	147	827	113
gene:PF3D7_1231000	12	1271140	1274855	+	3716	122	1442	9	212	107	585	107	197	178	250	37	105	58	29	1442	566	392	875	357	677	135	267	375	1149	190	540	370	1937	823	2475	1176	729	47	64	40	522	75	5521	598
gene:PF3D7_1231100	12	1276257	1277734	+	1478	30	305	7	57	15	110	15	38	26	61	7	25	5	4	474	192	151	241	114	195	48	68	63	273	130	98	43	577	509	1262	357	431	864	1749	34	318	53	540	422
gene:PF3D7_1231200	12	1278460	1279611	-	1152	61	665	10	163	62	273	62	103	83	167	19	56	29	14	742	322	217	487	209	324	72	128	207	456	84	283	191	961	2056	4528	1456	1357	9	47	4	95	19	554	156
gene:PF3D7_1231300	12	1286498	1289356	-	2859	123	1654	25	292	148	730	148	230	124	243	50	127	48	42	1637	699	446	962	436	744	187	433	519	1158	358	464	603	2242	16	8	16	3	3	7	3	11	6	359	98
gene:PF3D7_1231400	12	1290685	1297069	-	6385	278	3184	39	578	260	1243	260	330	265	464	100	229	123	54	3296	1203	797	2007	790	1499	352	716	970	2405	671	1039	1020	4440	622	1357	832	203	28	42	17	151	42	881	108
gene:PF3D7_1231500	12	1299608	1300027	+	420	15	294	1	39	27	117	27	75	34	44	1	19	8	8	278	96	84	174	67	101	28	73	75	207	44	148	89	405	61	99	21	27	128	395	6	53	8	398	778
gene:PF3D7_1231600	12	1301098	1304604	-	3507	165	2365	39	378	216	1040	216	309	173	292	81	149	67	41	1877	658	436	1180	407	735	322	627	693	1490	482	849	799	2804	32	63	48	13	772	1108	79	728	101	1708	313
gene:PF3D7_1231700	12	1306524	1306968	-	445	12	152	1	23	8	65	8	13	35	73	4	13	5	2	154	61	60	74	34	43	21	30	26	101	38	96	28	238	1	26	5	12	15	45	4	40	9	121	110
gene:PF3D7_1231800	12	1314696	1320170	+	5475	227	2694	52	540	217	1144	217	266	157	305	74	199	107	63	2493	926	614	1535	535	1096	362	658	833	1964	591	856	825	4018	211	1037	418	324	2052	3834	15	181	34	687	78
gene:PF3D7_1231900	12	1321980	1325240	+	3261	151	1409	26	282	111	583	111	189	207	387	47	108	39	29	1618	550	428	1011	362	776	137	271	408	1344	365	685	377	2137	24	18	27	5	20	52	19	118	27	172	65
gene:PF3D7_1232000	12	1325484	1327339	-	1856	73	849	12	157	57	334	57	140	112	206	12	64	25	13	840	273	238	480	195	403	63	123	245	681	181	411	239	1054	28	16	28	9	6	14	8	51	15	66	29
gene:PF3D7_1232100	12	1328311	1331371	-	3061	98	1475	25	277	138	551	138	204	138	210	48	97	63	28	1244	419	241	753	287	501	226	501	452	878	223	555	425	1892	183	201	137	94	154	113	132	1961	250	1961	602
gene:PF3D7_1232200	12	1333134	1334896	+	1763	60	954	14	183	84	458	84	51	80	156	20	86	32	21	851	253	206	490	181	348	215	282	311	622	180	315	240	1219	42	71	55	36	30	20	25	409	60	1826	2140
gene:PF3D7_1232300	12	1336272	1337213	+	942	19	266	2	30	21	114	21	56	51	109	8	13	7	3	288	145	75	168	55	122	28	47	66	224	29	134	71	347	1	6	6	4	2	1	10	169	20	980	1182
gene:PF3D7_1232400	12	1337710	1338816	-	1107	33	563	6	115	51	282	51	130	142	256	20	54	21	11	635	284	195	339	165	255	39	85	172	517	142	364	200	789	121	129	70	58	60	216	6	94	15	218	216
gene:PF3D7_1232500	12	1339845	1343314	-	3470	156	1781	23	364	128	695	128	214	215	397	39	135	46	64	1727	674	501	1160	375	707	160	392	475	1326	336	788	479	2279	1054	3428	1824	546	40	71	18	273	31	1112	323
gene:PF3D7_1232600	12	1344263	1345351	+	1089	58	657	7	161	53	240	53	140	173	322	8	55	22	23	559	213	115	333	105	311	46	105	199	448	110	392	168	765	180	303	91	49	1	4	5	60	29	182	136
gene:PF3D7_1232700	12	1346052	1350512	+	4461	107	1219	17	174	79	497	79	211	185	374	20	99	37	24	1316	515	347	707	297	625	107	215	308	1039	182	665	319	1579	481	1203	279	323	11	8	14	222	41	254	115
gene:PF3D7_1232800	12	1350645	1351283	-	639	16	152	4	46	13	60	13	21	40	66	8	15	3	1	191	57	39	83	41	80	5	23	51	123	43	80	55	198	11	14	12	11	4	8	4	45	6	237	274
gene:PF3D7_1232900	12	1351482	1354104	-	2623	68	783	15	100	68	273	68	135	119	205	16	42	34	15	973	374	300	559	199	471	66	137	190	627	178	427	148	996	142	165	33	51	10	19	9	47	19	210	75
gene:PF3D7_1233000	12	1355317	1357728	-	2412	116	1546	23	237	130	659	130	190	131	203	54	156	52	57	1316	485	296	767	290	524	194	375	431	988	343	476	503	2010	213	298	77	146	53	114	38	316	74	335	61
gene:PF3D7_1233100	12	1359169	1359576	+	408	19	267	3	57	30	97	30	34	30	22	9	35	9	4	270	94	105	175	70	119	28	77	71	186	56	136	65	303	141	76	95	39	155	455	16	147	22	174	56
gene:PF3D7_1233200.2	12	1360631	1370637	-	10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1233200.1	12	1360631	1370637	-	10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1233300	12	1375346	1379587	+	4242	170	2491	38	524	220	1143	220	281	209	429	88	162	79	66	2059	853	570	1359	529	1001	334	567	774	1761	509	1012	759	3466	2	3	17	8	24	15	87	949	174	382	62
gene:PF3D7_1233400	12	1380094	1382378	-	2285	72	940	6	140	72	389	72	104	99	177	15	62	28	18	908	385	261	560	209	437	104	173	232	750	156	356	307	1392	161	196	93	85	364	1114	22	463	51	666	313
gene:PF3D7_1233600	12	1385707	1402218	+	16512	710	8824	142	1798	683	3753	683	940	718	1422	269	728	247	198	8036	3487	2435	4785	1947	3762	1050	2072	2586	6671	1633	3045	2697	12308	5272	16295	8250	4143	1743	3504	244	5892	589	3270	660
gene:PF3D7_1233700	12	1403139	1404884	+	1746	78	914	8	178	64	357	64	123	81	151	30	62	34	13	813	336	230	546	207	447	79	113	218	726	202	350	230	1304	37	60	45	26	6	7	6	60	14	46	32
gene:PF3D7_1233800	12	1405182	1405968	-	787	26	306	1	85	27	114	27	58	51	77	8	19	13	7	269	89	152	156	46	109	48	83	86	203	82	177	81	388	361	1156	255	252	49	130	24	208	40	1643	4302
gene:PF3D7_1233900	12	1407674	1411030	+	3357	115	1740	19	332	134	779	134	328	166	306	49	121	49	27	1679	624	367	1003	396	757	190	343	540	1261	337	651	496	2269	1419	3190	1041	829	364	688	40	472	74	1647	491
gene:PF3D7_1234000	12	1411607	1413104	-	1498	66	742	9	100	69	251	69	116	135	219	28	59	28	14	717	301	176	378	165	289	77	165	219	548	171	437	210	1032	133	224	69	57	32	90	6	89	17	585	369
gene:PF3D7_1234100	12	1414414	1426104	+	11691	469	5702	80	1124	392	2375	392	645	658	1236	142	462	196	128	5369	2281	1383	3534	1321	2763	535	1033	1491	4679	1070	2281	1587	8259	2661	3119	3021	943	1387	2616	149	2280	316	1118	185
gene:PF3D7_1234300	12	1433820	1435995	-	2176	107	1016	9	195	81	469	81	213	108	238	34	110	40	17	992	358	234	572	189	419	170	243	336	842	255	508	375	1498	9	2	6	4	3	4	15	91	19	785	322
gene:PF3D7_1234400	12	1436790	1439349	-	2560	77	1113	12	246	95	401	95	164	126	278	39	78	40	19	944	340	265	544	208	379	107	238	314	746	141	468	328	1432	25	31	35	7	2	10	2	19	4	163	96
gene:PF3D7_1234500	12	1439896	1441050	-	1155	55	541	7	78	47	196	47	93	97	185	10	39	18	9	535	203	145	336	137	230	46	68	148	462	144	351	148	755	47	73	17	30	133	385	9	57	19	351	481
gene:PF3D7_1234600	12	1441736	1445128	-	3393	183	1840	26	405	115	644	115	309	227	312	37	131	70	63	1673	708	409	1073	414	770	153	358	507	1416	347	825	529	2350	2	2	9	1	14	13	33	213	70	300	17
gene:PF3D7_1234700	12	1446375	1450335	-	3961	152	2158	22	418	187	933	187	172	227	408	79	191	80	45	1941	766	468	1213	434	806	304	583	691	1445	453	886	619	2805	10	4	28	1	28	35	11	139	21	11934	2886
gene:PF3D7_1234800	12	1452606	1457227	+	4622	154	2635	50	496	228	1213	228	278	201	394	78	229	86	78	2044	750	554	1299	505	781	397	812	811	1603	585	889	795	3368	279	118	63	62	1725	3306	96	729	154	2089	493
gene:PF3D7_1234900	12	1458233	1459182	+	950	17	334	3	77	25	128	25	100	54	66	6	28	11	5	276	110	71	137	49	95	68	141	106	148	85	165	93	388	420	1725	323	461	86	75	231	2141	438	6843	8933
gene:PF3D7_1235000	12	1459834	1461486	+	1653	62	973	10	162	77	357	77	117	56	97	27	98	26	24	694	263	169	437	132	239	158	304	275	483	125	247	300	1181	73	280	90	77	10	14	10	53	5	7389	8957
gene:PF3D7_1235100	12	1462209	1462602	-	394	31	212	2	43	20	108	20	56	30	38	12	10	2	0	241	115	53	168	79	89	20	34	60	225	12	106	62	420	687	1651	521	359	10	11	11	321	43	1050	2056
gene:PF3D7_1235200	12	1464219	1467572	-	3354	140	2319	41	425	188	986	188	260	136	245	86	197	80	67	1810	687	420	1020	407	692	379	680	660	1327	441	637	626	2892	3	2	34	6	55	30	11	107	30	86	8
gene:PF3D7_1235300	12	1470713	1475701	+	4989	203	2744	35	502	253	1016	253	307	251	414	70	210	78	43	2381	1009	695	1527	686	1186	252	551	767	2000	512	983	803	3604	8925	26207	13076	7024	2599	3923	669	7185	1377	2214	339
gene:PF3D7_1235400	12	1476529	1480014	-	3486	161	2007	26	424	190	846	190	204	170	344	52	177	66	50	1682	592	486	1020	385	694	214	488	575	1352	332	735	505	2747	56	34	33	15	54	94	14	220	37	145	28
gene:PF3D7_1235500	12	1481002	1482942	+	1941	77	1117	4	183	83	483	83	237	161	217	30	85	28	28	1001	402	235	675	220	368	159	319	313	743	112	495	300	1499	205	198	143	61	537	1493	40	407	70	254	159
gene:PF3D7_1235600	12	1484306	1485911	+	1606	75	852	18	190	69	393	69	140	82	111	35	93	43	31	750	237	143	379	150	261	163	380	266	498	171	312	298	1189	10	11	7	4	173	120	51	649	131	4247	4265
gene:PF3D7_1235700	12	1487084	1488691	+	1608	86	1095	18	231	119	441	119	174	68	100	34	77	35	33	873	296	260	503	174	295	237	415	338	616	238	327	337	1421	145	511	92	113	72	57	265	1628	446	1747	2621
gene:PF3D7_1235800	12	1489319	1497065	-	7747	261	3345	45	534	235	1201	235	461	383	769	75	228	97	72	2904	1282	930	1573	618	1186	378	645	860	2300	491	1384	882	4027	54	25	47	16	15	15	13	96	13	2612	359
gene:PF3D7_1235900	12	1497687	1501411	-	3725	145	1462	18	246	106	570	106	114	119	239	37	102	53	38	1454	512	303	792	307	603	123	218	366	1209	221	563	401	2000	46	28	35	9	1214	2514	47	718	109	560	313
gene:PF3D7_1236000	12	1502836	1504068	+	1233	56	673	9	140	54	261	54	112	46	100	22	36	13	20	637	260	192	364	170	262	58	110	180	551	201	198	224	922	13	3	8	0	84	145	32	362	73	730	244
gene:PF3D7_1236100	12	1506932	1508269	-	1338	48	715	12	143	49	236	49	90	78	147	23	59	17	14	693	235	187	366	174	292	123	224	196	447	121	328	164	948	70	55	20	24	1791	4803	69	1486	165	1192	399
gene:PF3D7_1236200	12	1512200	1516516	-	4317	217	2619	42	507	250	1005	250	382	170	322	60	216	70	69	2253	884	531	1445	576	978	412	814	791	1599	486	753	863	3575	603	1098	670	228	355	145	14	202	29	4557	245
gene:PF3D7_1236300	12	1520327	1521604	+	1278	56	812	11	72	55	304	55	145	74	162	23	44	24	19	722	240	155	397	127	212	49	123	209	550	183	289	208	902	536	407	161	103	9	4	12	130	55	151	136
gene:PF3D7_1236400	12	1522463	1524632	+	2170	79	853	8	124	61	345	61	138	102	124	35	58	26	19	974	315	205	514	236	353	98	148	221	728	102	291	209	1358	27	29	20	5	297	726	6	94	26	66	12
gene:PF3D7_1236500	12	1525407	1526216	-	810	43	509	5	107	49	198	49	157	86	122	16	59	24	11	404	214	166	279	118	191	67	110	140	329	73	301	135	701	241	920	490	142	2	1	3	42	4	671	257
gene:PF3D7_1236600	12	1527455	1528034	-	580	22	237	4	51	24	83	24	90	65	83	5	15	7	4	217	72	112	104	39	72	46	82	70	139	50	141	54	283	3708	18658	3101	4328	9	7	0	35	7	2411	4698
gene:PF3D7_1236700	12	1529821	1531347	-	1527	62	790	9	175	57	326	57	155	98	174	31	52	26	31	832	322	140	499	179	285	91	205	288	605	111	295	255	1189	45	83	49	19	13	26	12	72	16	134	43
gene:PF3D7_1236800	12	1532248	1534077	+	1830	59	921	19	162	70	405	70	189	107	193	29	52	23	17	792	322	193	473	157	315	94	164	266	629	82	392	212	1156	25	83	47	22	4	23	6	70	10	214	291
gene:PF3D7_1236900	12	1534519	1535879	-	1361	58	699	11	143	53	284	53	83	84	151	28	70	23	20	603	220	130	337	139	212	97	207	185	462	123	281	210	979	102	282	70	88	32	17	11	148	29	624	602
gene:PF3D7_1237000	12	1538138	1540408	+	2271	99	1143	10	196	93	480	93	153	83	152	35	88	27	20	942	354	295	541	194	338	144	250	317	745	189	339	301	1698	15	6	8	0	135	195	13	131	27	386	308
gene:PF3D7_1237100	12	1540766	1549144	-	8379	328	3971	59	782	277	1518	277	443	544	860	107	272	136	70	3521	1495	1085	2130	941	1732	361	747	995	3056	687	1848	1137	5138	535	319	385	64	186	321	64	701	158	589	66
gene:PF3D7_1237200	12	1550324	1556071	+	5748	221	2749	42	493	245	1219	245	276	300	490	85	227	77	55	2756	1045	598	1764	644	1272	250	605	825	2066	541	1104	765	3585	495	295	291	99	1069	1877	35	527	101	530	101
gene:PF3D7_1237300	12	1556299	1557617	-	1319	36	417	3	56	22	132	22	62	54	85	16	20	12	9	448	169	40	236	100	170	58	71	90	321	41	192	110	563	15	9	10	3	0	1	1	1	1	17	25
gene:PF3D7_1237400	12	1558909	1560623	+	1715	68	788	8	156	66	334	66	96	47	99	16	67	29	13	623	298	225	390	152	243	87	191	217	525	150	246	270	1032	79	263	35	139	120	295	14	137	35	404	280
gene:PF3D7_1237500	12	1561534	1566579	-	5046	211	2537	34	471	191	1109	191	319	248	451	68	186	66	54	2605	960	533	1672	597	1221	275	532	663	1965	515	885	737	3657	585	1080	419	299	598	961	55	532	109	924	125
gene:PF3D7_1237600	12	1568605	1570569	+	1965	40	897	18	185	70	363	70	204	94	151	28	83	36	22	862	264	198	527	204	344	106	203	254	630	107	346	304	1263	276	762	313	169	499	1177	15	144	26	772	435
gene:PF3D7_1237700	12	1572371	1573557	+	1187	37	428	6	73	41	193	41	73	32	89	14	30	15	20	385	163	120	228	84	151	67	100	103	275	157	147	116	616	71	440	83	71	405	1157	97	799	168	856	734
gene:PF3D7_1237800	12	1575197	1575518	+	322	4	83	1	13	8	39	8	16	8	2	0	8	1	0	96	25	45	48	13	32	17	11	15	43	22	17	36	123	1	0	2	0	133	355	5	61	10	179	263
gene:PF3D7_1237900	12	1577181	1580747	+	3567	157	2341	37	373	207	873	207	306	167	316	81	186	68	44	1819	782	497	1163	438	801	350	715	729	1329	539	742	612	3110	58	54	32	27	2142	3300	104	903	161	1119	120
gene:PF3D7_1238000	12	1581984	1582987	+	1004	31	347	2	58	24	105	24	79	85	148	8	15	15	10	276	134	82	133	51	93	37	85	86	219	46	202	73	367	3136	22299	3243	4105	3	10	2	26	1	1847	2062
gene:PF3D7_1238100	12	1583909	1584595	-	687	25	411	7	73	46	197	46	84	64	123	10	11	15	14	396	119	68	220	78	136	63	141	130	232	83	216	123	509	38	18	19	11	417	1062	17	166	39	665	585
gene:PF3D7_1238200	12	1586261	1587466	-	1206	42	567	9	101	40	185	40	105	87	129	25	66	16	8	569	252	188	363	137	255	44	105	132	445	106	284	150	804	30	164	15	38	1	4	1	19	5	67	14
gene:PF3D7_1238300	12	1589169	1592072	+	2904	142	1921	19	359	170	838	170	347	142	249	54	150	58	55	1504	554	349	1011	382	625	256	564	589	1304	466	650	557	2598	48	84	63	33	2058	2695	70	873	145	774	108
gene:PF3D7_1238400	12	1592402	1593632	-	1231	29	350	2	39	17	106	17	47	46	81	7	32	16	6	350	122	126	201	79	117	46	61	75	245	40	123	94	453	225	625	160	139	7	3	13	95	32	448	420
gene:PF3D7_1238500	12	1594826	1600526	+	5701	223	3114	58	748	250	1327	250	358	310	487	84	241	117	71	2501	976	710	1724	698	1040	397	850	946	2131	583	1189	908	3998	1388	4101	2036	806	128	383	103	1290	197	4154	427
gene:PF3D7_1238600	12	1601515	1602696	-	1182	57	841	10	167	67	336	67	120	58	105	30	76	23	20	655	201	167	417	151	245	151	258	248	473	157	260	264	1046	4	20	1	9	36	25	3	46	11	296	94
gene:PF3D7_1238700	12	1605107	1607539	+	2433	104	986	13	193	98	383	98	162	96	154	23	81	40	33	878	336	194	528	217	332	88	137	229	713	175	400	286	1273	40	64	41	26	17	16	23	246	46	420	124
gene:PF3D7_1238800	12	1610363	1612741	+	2379	112	1460	16	273	123	638	123	208	106	164	59	135	57	33	1348	472	336	775	295	485	199	426	482	942	334	445	396	2025	129	105	42	59	1572	3061	65	535	113	2271	212
gene:PF3D7_1238900	12	1615323	1616852	-	1530	66	999	14	213	90	411	90	149	56	98	39	64	33	26	805	388	246	470	182	269	172	280	305	593	208	315	349	1360	71	194	85	47	43	151	8	37	4	236	45
gene:PF3D7_1239000	12	1621237	1623705	-	2469	114	1279	15	208	129	656	129	174	82	183	47	101	39	34	1321	538	241	814	307	489	217	411	411	888	274	421	458	2034	125	336	85	106	330	733	16	208	38	937	411
gene:PF3D7_1239100	12	1626773	1627928	+	1156	41	538	7	95	58	250	58	104	54	81	12	32	15	16	512	207	167	306	136	197	106	139	158	320	60	218	166	720	5	31	15	16	35	35	19	216	43	445	688
gene:PF3D7_1239200	12	1634695	1642428	+	7734	342	4329	61	827	328	1855	328	462	313	562	107	345	154	100	3706	1586	972	2322	944	1647	505	883	1264	2973	761	1362	1171	5938	1074	6088	2907	1376	164	110	100	2631	228	1237	157
gene:PF3D7_1239300	12	1645219	1645836	+	618	28	429	8	82	30	123	30	97	36	96	9	26	11	8	336	163	77	210	76	153	33	57	93	291	76	195	104	547	23	40	29	25	236	557	2	24	9	51	96
gene:PF3D7_1239400	12	1646612	1647151	-	540	18	281	6	72	23	132	23	24	27	58	8	28	13	8	309	163	95	173	87	168	25	64	75	244	44	92	81	406	5	12	4	5	0	0	3	8	2	2265	1467
gene:PF3D7_1239500	12	1648667	1651687	+	3021	146	1715	28	286	141	824	141	251	160	241	44	136	62	41	1459	602	422	905	348	578	252	447	514	1206	345	618	510	2339	82	97	49	52	17	12	24	280	32	429	66
gene:PF3D7_1239600	12	1652936	1653844	-	909	39	583	4	98	55	276	55	102	77	138	19	63	25	19	516	194	148	306	138	210	114	184	226	360	94	332	181	868	2	2	1	0	9	10	9	53	6	39	16
gene:PF3D7_1239700	12	1655487	1658129	+	2643	112	1699	28	333	151	704	151	203	142	211	50	160	53	45	1402	451	395	820	331	480	282	515	562	1066	368	542	525	2237	447	1609	509	352	167	155	86	1420	157	1243	198
gene:PF3D7_1239800	12	1660451	1677754	+	17304	772	8772	151	1592	643	3773	643	709	804	1440	269	679	347	171	8318	3678	2245	5346	2287	3934	648	1318	2319	7468	1961	2968	2599	12440	1954	2930	2067	1113	23	23	55	1146	183	778	86
gene:PF3D7_1239900	12	1678438	1681536	-	3099	126	1662	18	316	123	754	123	224	226	389	70	120	57	43	1561	739	438	971	444	661	240	534	552	1110	281	774	492	2299	641	2751	507	727	274	582	30	173	31	450	69
gene:PF3D7_1240000	12	1682835	1684460	+	1626	76	946	9	193	90	362	90	151	108	209	24	98	28	26	798	439	232	547	227	327	104	197	266	699	213	404	330	1235	206	1237	73	304	158	401	1	24	4	233	66
gene:PF3D7_1240100	12	1685094	1685411	-	318	14	203	8	31	16	94	16	22	29	47	8	36	6	7	184	105	53	103	63	67	24	42	53	115	43	91	48	253	1	1	0	4	209	802	0	18	1	34	25
gene:PF3D7_1240300	12	1694150	1703087	+	8938	334	5074	68	933	853	2632	853	551	296	537	187	374	200	280	3344	14351	3261	2307	24380	4572	1276	2234	1490	2756	1400	1344	1523	7279	185	210	164	72	505	1037	19	314	51	1113	529
