Geneid	Chr	Start	End	Strand	Length	SRR7059090	SRR7059091	SRR7059092	SRR7059093	SRR7059094	SRR7059095	SRR7059096	SRR7059097	SRR7059098	SRR7059099	SRR7059100
gene:PF3D7_1128000.1	11	1087314	1093105	+	5792	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1128100	11	1094909	1095931	-	1023	3	17	5	35	17	21	3	1	0	8	0
gene:PF3D7_1128200	11	1097117	1097527	+	411	2	4	0	4	2	5	14	17	19	44	13
gene:PF3D7_1128300	11	1098167	1103555	-	5389	0	10	6	1	2	5	0	0	0	3	0
gene:PF3D7_1128400	11	1104216	1106505	-	2290	14	23	4	27	9	13	1	5	0	2	3
gene:PF3D7_1128500	11	1107786	1109942	+	2157	12	32	21	23	16	14	0	0	1	0	2
gene:PF3D7_1128600	11	1110436	1112115	-	1680	6	11	11	8	1	5	6	6	4	2	2
gene:PF3D7_1128700	11	1113996	1115477	+	1482	33	90	63	55	45	40	0	0	0	0	0
gene:PF3D7_1128900	11	1118249	1120685	+	2437	96	164	74	15	9	5	1	0	0	4	6
gene:PF3D7_1129000	11	1121930	1123377	+	1448	4	12	5	1	1	2	9	17	32	35	22
gene:PF3D7_1129100	11	1125952	1127310	+	1359	540	1073	879	8283	3749	7595	0	4	1	2	2
gene:PF3D7_1129200	11	1128774	1130813	+	2040	16	60	45	191	122	176	19	14	6	11	2
gene:PF3D7_1129300	11	1131294	1136834	-	5541	34	74	43	1	0	1	2	3	1	12	1
gene:PF3D7_1129400	11	1138075	1139979	-	1905	2	16	8	2	1	4	0	0	2	5	0
gene:PF3D7_1129500	11	1141486	1143910	+	2425	6	2	4	2	0	2	0	1	1	3	1
gene:PF3D7_1129600	11	1144754	1148770	+	4017	41	94	87	796	436	622	1	3	2	3	2
gene:PF3D7_1129700	11	1149976	1150518	-	543	2	3	2	0	1	1	0	0	0	0	0
gene:PF3D7_1129800	11	1152379	1153227	+	849	2	3	3	11	5	12	0	0	1	0	0
gene:PF3D7_1129900	11	1156437	1158266	+	1830	71	141	104	459	214	411	1	7	3	79	27
gene:PF3D7_1130000	11	1159366	1162188	-	2823	26	57	46	485	193	488	0	0	2	1	3
gene:PF3D7_1130100	11	1163094	1163357	-	264	9	40	37	54	64	75	0	4	0	0	0
gene:PF3D7_1130200	11	1165221	1166171	+	951	118	406	197	1610	714	1854	103	98	40	501	137
gene:PF3D7_1130400	11	1168879	1170198	+	1320	290	520	326	1096	408	1184	37	44	29	12	1
gene:PF3D7_1130500	11	1171680	1175724	+	4045	185	569	636	1443	939	1365	0	0	0	0	0
gene:PF3D7_1130600	11	1176441	1179705	+	3265	8	13	10	84	41	60	1	0	0	1	0
gene:PF3D7_1130700	11	1180160	1185616	-	5457	37	92	68	142	96	116	13	17	28	122	15
gene:PF3D7_1130800	11	1187604	1189562	+	1959	1	0	2	2	0	1	0	3	1	0	0
gene:PF3D7_1130900	11	1190123	1194335	+	4213	2	0	3	4	0	0	0	3	2	2	3
gene:PF3D7_1131000	11	1194524	1195036	-	513	7	24	7	165	79	127	0	0	1	0	0
gene:PF3D7_1131100	11	1195988	1198309	-	2322	48	70	42	547	258	399	9	10	14	33	27
gene:PF3D7_1131200	11	1199253	1201805	+	2553	21	30	17	140	119	150	0	1	0	4	0
gene:PF3D7_1131300	11	1201922	1203619	-	1698	3	7	4	27	12	18	4	0	0	1	0
gene:PF3D7_1131400	11	1204297	1209587	-	5291	33	91	59	37	20	31	0	0	0	0	0
gene:PF3D7_1131500	11	1210686	1211456	-	771	1184	1053	569	7	4	8	0	1	0	0	0
gene:PF3D7_1131600	11	1216521	1224812	+	8292	18	12	13	0	1	2	0	0	1	2	1
gene:PF3D7_1131700	11	1225688	1226474	-	787	43	101	103	3563	2682	3743	0	0	0	1	0
gene:PF3D7_1131800	11	1227220	1231950	-	4731	124	323	264	10961	4744	10793	1	1	2	3	2
gene:PF3D7_1131900	11	1234061	1236391	-	2331	247	492	445	1202	798	1363	2	0	0	2	0
gene:PF3D7_1132000	11	1239900	1242548	+	2649	310	561	444	2960	2064	3390	3	3	2	32	12
gene:PF3D7_1132100	11	1243226	1246618	-	3393	603	458	467	10	4	24	1	0	2	3	1
gene:PF3D7_1132200	11	1248310	1250232	-	1923	47	176	49	79	37	92	18	20	14	29	12
gene:PF3D7_1132300	11	1253073	1253894	+	822	16	50	34	75	65	74	0	0	0	6	8
gene:PF3D7_1132400	11	1255286	1259671	-	4386	66	177	158	906	709	884	1	1	1	1	1
gene:PF3D7_1132500	11	1261759	1266078	+	4320	96	126	76	26	5	26	0	1	0	1	0
gene:PF3D7_1132600	11	1266250	1267584	-	1335	10	44	28	213	85	209	0	0	1	1	0
gene:PF3D7_1132700	11	1268455	1269456	+	1002	8	13	7	0	0	0	7	5	2	3	0
gene:PF3D7_1132800	11	1271204	1271980	+	777	48	75	61	792	296	663	0	0	0	0	0
gene:PF3D7_1132900	11	1273407	1274009	+	603	2	6	4	50	43	47	0	0	0	0	1
gene:PF3D7_1133000	11	1275574	1275663	+	90	23	63	36	53	62	57	0	0	0	0	0
gene:PF3D7_1133100	11	1277346	1280637	+	3292	36	58	52	256	122	358	1	1	0	2	0
gene:PF3D7_1133200	11	1281284	1287633	-	6350	23	57	19	30	25	41	3	5	1	18	6
gene:PF3D7_1133300	11	1290501	1291601	+	1101	4	13	3	0	0	2	0	0	1	0	0
gene:PF3D7_1133400	11	1293856	1295724	+	1869	16942	31532	26171	244816	110748	248470	6	10	6	10	11
gene:PF3D7_1133500	11	1296801	1298199	+	1399	2	37	27	232	227	252	0	0	0	0	0
gene:PF3D7_1133600	11	1298474	1300600	-	2127	3	1	1	6	5	2	0	0	0	0	3
gene:PF3D7_1133700	11	1302173	1305987	+	3815	310	615	558	2060	736	1852	1	2	1	4	2
gene:PF3D7_1133800	11	1309024	1311793	+	2770	67	152	171	541	309	476	1	1	0	1	1
gene:PF3D7_1133900	11	1313257	1317173	+	3917	2	2	1	4	8	9	1	3	1	3	0
gene:PF3D7_1134000	11	1320114	1322105	+	1992	401	569	542	10481	3079	9775	50	53	55	2636	837
gene:PF3D7_1134100	11	1323043	1324314	-	1272	92	175	68	0	0	1	3	4	3	1	1
gene:PF3D7_1134200	11	1326747	1332164	+	5418	5	31	13	8	14	8	1	2	3	6	3
gene:PF3D7_1134300	11	1333536	1340219	+	6684	18	62	13	5	2	1	0	1	1	6	1
gene:PF3D7_1134400	11	1340486	1341680	-	1195	2	19	2	1	0	1	0	0	0	1	2
gene:PF3D7_1134500	11	1344303	1349763	+	5461	4	16	3	33	27	18	1	0	2	3	1
gene:PF3D7_1134600	11	1350621	1355789	-	5169	89	283	108	76	61	59	3	2	1	1	0
gene:PF3D7_1134700	11	1359364	1364113	-	4750	2	10	3	12	6	3	7	3	4	66	26
gene:PF3D7_1134800	11	1367186	1368809	+	1624	8	41	20	37	16	22	4	3	5	27	33
gene:PF3D7_1134900	11	1369619	1371667	+	2049	0	6	2	3	1	0	0	0	1	1	1
gene:PF3D7_1135000.1	11	1372311	1373859	+	1549	0	1	0	0	0	0	0	0	0	0	1
gene:PF3D7_1135000.3	11	1373052	1373712	+	661	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1135000.2	11	1373052	1373859	+	808	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1135100	11	1374592	1376661	-	2070	78	61	52	44	23	53	0	0	1	1	1
gene:PF3D7_1135300	11	1381015	1382244	-	1230	1	11	3	7	2	1	0	0	1	0	1
gene:PF3D7_1135400	11	1384378	1385115	-	738	1	2	0	0	1	0	0	0	1	0	0
gene:PF3D7_1135500	11	1387091	1388909	-	1819	0	2	2	1	0	0	0	1	0	1	0
gene:PF3D7_1135600	11	1390064	1396173	+	6110	2	3	1	0	2	0	0	2	2	2	3
gene:PF3D7_1135700	11	1396433	1396764	-	332	10	13	12	7	6	6	7	4	6	10	0
gene:PF3D7_1135800	11	1397506	1397985	+	480	3	5	5	2	1	1	0	0	0	1	0
gene:PF3D7_1135900	11	1398486	1400601	-	2116	31	73	48	385	188	357	1	0	2	0	0
gene:PF3D7_1136000	11	1403906	1414512	+	10607	62	220	218	1136	886	1257	5	2	0	2	4
gene:PF3D7_1136100	11	1415406	1417214	+	1809	1	0	1	2	1	0	0	0	1	0	0
gene:PF3D7_1136200	11	1417466	1420071	-	2606	107	111	54	16	17	21	2	0	1	1	3
gene:PF3D7_1136300	11	1422744	1426201	+	3458	24	27	8	2	8	3	4	3	0	1	1
gene:PF3D7_1136400	11	1427011	1429671	-	2661	13	43	23	11	9	13	3	1	0	1	0
gene:PF3D7_1136500.2	11	1431881	1435170	-	3290	7	18	11	23	20	22	0	0	1	0	1
gene:PF3D7_1136500.1	11	1433141	1435170	-	2030	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1136600	11	1441503	1445471	+	3969	19	37	23	10	11	10	4	0	2	7	0
gene:PF3D7_1136700.2	11	1446489	1448505	+	2017	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1136700.1	11	1446489	1448505	+	2017	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1136800	11	1449690	1451450	-	1761	11	76	63	148	136	198	0	3	1	13	0
gene:PF3D7_1136900	11	1456151	1460319	+	4169	314	274	202	7232	2492	6925	2	4	1	4	4
gene:PF3D7_1137100	11	1462168	1463070	+	903	9	16	7	37	13	35	0	0	0	2	0
gene:PF3D7_1137200	11	1463811	1465058	-	1248	11	32	41	26	39	22	0	2	1	5	5
gene:PF3D7_1137300	11	1466197	1468266	-	2070	15	70	33	190	96	164	2	0	2	6	4
gene:PF3D7_1137400	11	1470600	1471877	-	1278	6	16	4	46	16	18	3	1	1	22	16
gene:PF3D7_1137500	11	1473505	1474116	-	612	45	102	102	575	278	495	0	0	0	1	2
gene:PF3D7_1137600	11	1474667	1476838	-	2172	0	1	2	0	0	3	0	0	0	1	1
gene:PF3D7_1137700	11	1477643	1479850	+	2208	1	1	0	0	0	0	0	0	0	0	0
gene:PF3D7_1137800	11	1480900	1481526	-	627	1621	3309	2869	280300	93117	252848	11	7	7	8	14
gene:PF3D7_1137900	11	1483375	1485858	+	2484	3	10	5	135	84	135	2	2	0	0	0
gene:PF3D7_1138000	11	1487594	1496143	+	8550	8	31	17	35	26	32	3	2	2	1	2
gene:PF3D7_1138100	11	1497134	1497514	+	381	1	3	0	0	1	0	0	0	0	0	0
gene:PF3D7_1138200	11	1498208	1498969	+	762	460	347	246	72	45	77	0	0	0	0	0
gene:PF3D7_1138300	11	1499137	1499571	-	435	0	2	0	5	3	4	0	0	0	0	0
gene:PF3D7_1138400	11	1501011	1513691	-	12681	43	69	30	3	3	7	4	6	1	5	0
gene:PF3D7_1138500	11	1518464	1521238	+	2775	32	82	39	576	182	461	14	12	13	172	40
gene:PF3D7_1138600	11	1522359	1524346	-	1988	1	5	0	3	2	0	2	1	2	1	0
gene:PF3D7_1138700	11	1525654	1531744	-	6091	26	38	27	201	135	179	2	1	3	4	1
gene:PF3D7_1138800	11	1533252	1539856	-	6605	115	303	243	2203	1263	2040	4	6	7	77	44
gene:PF3D7_1139100	11	1548186	1553561	+	5376	98	351	247	1250	784	1112	1	0	0	28	9
gene:PF3D7_1139200	11	1554154	1555505	-	1352	1	2	2	2	1	1	0	0	0	3	2
gene:PF3D7_1139300	11	1556744	1565045	-	8302	13	56	30	334	257	348	2	4	3	29	12
gene:PF3D7_1139500.1	11	1576132	1578978	-	2847	117	230	202	2134	961	2344	1	0	2	0	2
gene:PF3D7_1139500.2	11	1577407	1578978	-	1572	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1139600	11	1580594	1582483	+	1890	194	785	671	2159	2143	2595	1	1	0	4	0
gene:PF3D7_1139700	11	1582995	1584512	-	1518	137	481	384	1345	920	1242	0	0	0	5	0
gene:PF3D7_1139800	11	1585393	1592034	-	6642	7	42	18	86	76	88	2	0	1	3	0
gene:PF3D7_1139900	11	1593966	1594951	+	986	0	7	8	16	6	4	1	0	0	1	0
gene:PF3D7_1140000	11	1595767	1597718	+	1952	423	625	263	0	0	0	0	1	0	0	0
gene:PF3D7_1140100	11	1598550	1599632	-	1083	11	33	13	45	31	47	10	5	5	37	4
gene:PF3D7_1140200	11	1601257	1603078	-	1822	45	95	62	287	185	305	16	18	16	72	34
gene:PF3D7_1140300	11	1605321	1606406	+	1086	1	6	2	2	1	2	1	0	0	1	0
gene:PF3D7_1140400	11	1608006	1608609	+	604	3788	3015	1088	16	8	16	7	5	3	0	0
gene:PF3D7_1140500	11	1610100	1615809	+	5710	46	86	43	4	3	7	3	4	5	6	1
gene:PF3D7_1140600	11	1616416	1621890	-	5475	16	75	34	150	116	155	2	1	2	2	2
gene:PF3D7_1140700	11	1623447	1630274	-	6828	249	223	140	166	86	135	2	2	2	10	3
gene:PF3D7_1140800	11	1633920	1636331	+	2412	31	113	85	625	534	618	0	0	1	3	1
gene:PF3D7_1140900	11	1637103	1643392	-	6290	11	40	4	0	0	1	1	1	1	3	2
gene:PF3D7_1141000	11	1644911	1647382	+	2472	1	2	0	1	0	0	1	1	2	0	1
gene:PF3D7_1141100	11	1649321	1657012	+	7692	6	15	8	111	53	98	3	4	4	5	1
gene:PF3D7_1141200	11	1657507	1657978	-	472	58	103	35	41	24	66	1	1	2	1	0
gene:PF3D7_1141300	11	1659070	1662359	-	3290	8	43	9	0	0	2	5	2	2	0	0
gene:PF3D7_1141400	11	1663621	1665250	+	1630	6	22	7	0	0	0	0	1	0	0	1
gene:PF3D7_1141500	11	1665761	1668162	+	2402	1	1	2	0	2	0	0	0	0	3	1
gene:PF3D7_1141600	11	1668302	1669081	-	780	1	1	2	0	0	0	0	0	0	0	0
gene:PF3D7_1141700	11	1669951	1671512	+	1562	0	1	1	0	0	0	0	1	0	1	0
gene:PF3D7_1141800	11	1672519	1674557	-	2039	52	112	85	518	269	564	17	14	22	13	5
gene:PF3D7_1141900	11	1676255	1677769	-	1515	1	2	0	2	2	0	1	1	0	0	1
gene:PF3D7_1142000	11	1679078	1681156	+	2079	0	3	1	4	2	0	1	0	0	1	0
gene:PF3D7_1142100	11	1681868	1690084	-	8217	118	373	245	2971	1757	3167	4	7	4	74	37
gene:PF3D7_1142200	11	1692897	1694137	-	1241	1	11	3	8	6	5	0	0	1	1	0
gene:PF3D7_1142300	11	1695507	1701258	+	5752	286	416	371	9504	4456	8639	2	2	3	21	19
gene:PF3D7_1142400	11	1702089	1703642	-	1554	0	2	1	4	4	8	1	1	0	0	0
gene:PF3D7_1142500	11	1705696	1706573	-	878	21	33	10	123	36	101	1	0	0	0	0
gene:PF3D7_1142600	11	1708066	1708679	-	614	34	54	62	580	165	401	0	0	0	2	1
gene:PF3D7_1142700	11	1710325	1712172	-	1848	2	13	9	15	7	22	6	5	3	0	3
gene:PF3D7_1142800	11	1713081	1713974	+	894	5	10	1	0	0	2	2	2	5	1	0
gene:PF3D7_1142900	11	1715283	1716806	+	1524	9	26	18	2688	2978	3250	0	0	0	0	0
gene:PF3D7_1143000	11	1717546	1718694	+	1149	7	14	8	144	107	113	0	2	0	2	6
gene:PF3D7_1143100	11	1720047	1724861	-	4815	536	663	528	4341	2245	4697	11	15	12	16	16
gene:PF3D7_1143200	11	1729793	1730899	+	1107	1	3	2	1	1	1	0	0	0	0	0
gene:PF3D7_1143300	11	1731899	1732900	-	1002	17	30	24	70	51	64	0	1	1	20	4
gene:PF3D7_1143400	11	1735126	1736572	+	1447	83	147	78	216	136	259	8	6	1	18	1
gene:PF3D7_1143500	11	1737256	1740029	-	2774	12	26	32	68	65	83	1	0	1	0	0
gene:PF3D7_1143600	11	1740935	1741828	-	894	38	91	46	231	166	211	0	0	1	0	2
gene:PF3D7_1143700	11	1742589	1746306	+	3718	23	30	30	152	111	124	0	0	0	1	0
gene:PF3D7_1143800	11	1748439	1751138	+	2700	70	91	121	410	148	424	6	1	2	7	3
gene:PF3D7_1143900	11	1751577	1753269	-	1693	1	3	0	1	1	0	0	1	0	1	0
gene:PF3D7_1144000	11	1755438	1755935	+	498	50	133	45	59	27	79	0	0	0	0	0
gene:PF3D7_1144100	11	1756557	1757182	-	626	33	47	17	566	266	473	0	0	0	0	0
gene:PF3D7_1144200	11	1757488	1758637	-	1150	6	10	19	21	21	35	0	0	0	1	0
gene:PF3D7_1144300	11	1759257	1759922	-	666	123	202	203	259	271	305	5	5	8	10	2
gene:PF3D7_1144400	11	1762256	1766650	+	4395	2	8	0	2	3	4	4	4	7	22	2
gene:PF3D7_1144500	11	1768328	1769344	+	1017	0	7	1	0	0	0	0	1	0	0	1
gene:PF3D7_1144600	11	1770949	1771902	+	954	4	11	1	1	5	4	0	0	0	1	0
gene:PF3D7_1144700	11	1772350	1773819	-	1470	16	21	9	0	0	0	0	0	0	2	0
gene:PF3D7_1144800	11	1774750	1776726	+	1977	4	19	8	24	16	15	2	2	1	2	2
gene:PF3D7_1144900	11	1777525	1778928	-	1404	37	70	45	801	411	653	25	45	11	252	76
gene:PF3D7_1145000	11	1780084	1782398	-	2315	132	254	154	21	17	29	0	0	2	0	1
gene:PF3D7_1145100	11	1783357	1786563	-	3207	27	70	44	203	125	142	0	1	0	4	3
gene:PF3D7_1145200	11	1789323	1795370	-	6048	1144	1072	593	53	23	89	18	16	15	21	8
gene:PF3D7_1145300	11	1798776	1799670	-	895	6	7	4	16	10	12	0	0	2	0	1
gene:PF3D7_1145400	11	1800544	1803550	-	3007	209	355	162	2004	737	1644	7	2	9	9	3
gene:PF3D7_1145500	11	1807359	1810130	+	2772	4	19	16	7	4	6	0	0	2	6	5
gene:PF3D7_1145600	11	1810290	1812442	-	2153	11	29	6	1	0	1	1	0	1	1	1
gene:PF3D7_1145700	11	1813419	1814573	+	1155	3	3	1	0	0	0	0	0	0	1	0
gene:PF3D7_1145800	11	1814957	1817704	-	2748	4	19	9	18	8	15	1	1	1	0	0
gene:PF3D7_1145900	11	1818594	1820743	+	2150	25	14	22	5	1	3	0	0	0	1	0
gene:PF3D7_1146000	11	1821032	1822969	-	1938	12	35	24	88	28	41	3	3	3	0	1
gene:PF3D7_1146100	11	1824148	1825579	-	1432	96	136	118	394	188	294	0	0	1	1	1
gene:PF3D7_1146200	11	1826203	1826792	-	590	17	22	26	47	44	56	0	0	0	0	2
gene:PF3D7_1146300	11	1828240	1829054	-	815	152	376	279	588	521	616	1	0	0	1	1
gene:PF3D7_1146500	11	1830464	1831417	+	954	36	127	97	309	285	310	1	0	1	0	0
gene:PF3D7_1146600	11	1834401	1838773	+	4373	156	298	193	768	557	818	2	2	3	17	8
gene:PF3D7_1146700	11	1839423	1842878	-	3456	0	2	0	1	4	1	0	0	0	0	1
gene:PF3D7_1146800	11	1843645	1853372	-	9728	4	7	6	37	30	32	2	3	4	13	5
gene:PF3D7_1146900	11	1856390	1857656	+	1267	6	18	6	116	107	127	0	0	0	4	0
gene:PF3D7_1147000	11	1858329	1867357	-	9029	61	170	174	7927	5375	8148	4	1	5	13	7
gene:PF3D7_1147100	11	1870415	1871077	-	663	29	32	23	3	5	4	0	0	0	0	0
gene:PF3D7_1147200	11	1873147	1881414	+	8268	218	411	246	117	107	121	12	31	9	3	1
gene:PF3D7_1147300	11	1883775	1887860	+	4086	80	172	84	137	80	106	2	3	0	18	2
gene:PF3D7_1147400	11	1888637	1889139	-	503	59	132	75	82	76	68	15	18	8	28	7
gene:PF3D7_1147500	11	1889826	1892597	-	2772	2	3	0	1	1	2	1	0	0	1	0
gene:PF3D7_1147600	11	1893436	1895843	-	2408	1	12	2	2	1	1	0	2	0	0	0
gene:PF3D7_1147700	11	1897204	1897884	+	681	3	9	3	1	0	0	5	5	1	3	6
gene:PF3D7_1147800.2	11	1899181	1905695	+	6515	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1147800.1	11	1899181	1905942	+	6762	431	916	693	733	323	542	1	1	0	1	1
gene:PF3D7_1147900	11	1907055	1907708	-	654	3	33	15	53	42	31	1	1	1	0	0
gene:PF3D7_1148000	11	1909210	1913499	-	4290	2	13	8	8	3	4	13	13	10	183	98
gene:PF3D7_1148700	11	1934333	1935582	-	1250	1	1	1	11	0	1	0	0	1	0	1
gene:PF3D7_1148800	11	1941348	1942588	+	1241	1	1	2	1	0	0	1	0	0	0	1
gene:PF3D7_1148900	11	1945778	1946047	+	270	1	0	1	0	0	0	1	2	1	0	0
gene:PF3D7_1149000	11	1950210	1968726	+	18517	9	14	11	17	14	10	25	30	26	101	82
gene:PF3D7_1149100.2	11	1972400	1973874	+	1475	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1149100.1	11	1972400	1973874	+	1475	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1149200	11	1976407	1979804	+	3398	1	2	2	3	3	2	4	6	4	4	0
gene:PF3D7_1149300	11	1982354	1984247	+	1894	0	0	0	0	2	1	2	0	0	0	0
gene:PF3D7_1149400	11	1985870	1986639	-	770	0	1	0	0	0	0	0	0	0	0	0
gene:PF3D7_1149600	11	2001068	2003313	+	2246	0	0	2	0	0	1	0	1	1	0	0
gene:PF3D7_1149700	11	2004754	2005011	+	258	0	0	0	0	0	0	0	0	0	1	0
gene:PF3D7_1149800	11	2006706	2007829	+	1124	0	0	0	1	0	0	0	0	0	2	0
gene:PF3D7_1149900	11	2009875	2010902	+	1028	0	0	0	0	0	0	0	0	1	0	0
gene:PF3D7_1150000	11	2012989	2014316	+	1328	1	0	0	1	1	1	1	0	2	1	1
gene:PF3D7_1150200	11	2018714	2019967	-	1254	0	0	0	2	0	2	0	1	1	0	0
gene:PF3D7_1150300	11	2021854	2023034	-	1181	0	0	0	0	0	0	0	2	1	1	1
gene:PF3D7_1150400	11	2025817	2035886	+	10070	8	15	8	15	23	16	292	323	366	1656	615
gene:PF3D7_1200100	12	16973	24497	+	7525	514	823	629	25456	9892	25666	4	9	2	18	3
gene:PF3D7_1200200	12	26321	27687	-	1367	0	0	0	10	7	21	0	1	1	1	0
gene:PF3D7_1200300	12	30078	31261	-	1184	0	0	1	0	0	1	1	0	1	0	0
gene:PF3D7_1200400	12	32703	41940	+	9238	3	2	5	3	2	14	9	2	4	3	3
gene:PF3D7_1200500	12	43800	45106	-	1307	0	5	1	9	4	6	0	1	0	0	3
gene:PF3D7_1200600	12	46788	56805	-	10018	14	13	13	102	34	85	5	4	3	6	1
gene:PF3D7_1200610	12	57076	57435	-	360	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1200700	12	61556	64336	-	2781	0	0	1	1	0	1	2	1	0	1	3
gene:PF3D7_1200800	12	68808	70842	-	2035	6	1	0	4	10	2	6	5	4	8	10
gene:PF3D7_1200900	12	73229	74522	-	1294	0	1	0	0	0	0	1	0	0	1	1
gene:PF3D7_1201000	12	76846	79067	-	2222	0	0	0	0	0	0	2	5	1	7	0
gene:PF3D7_1201100	12	81449	84451	-	3003	2	3	0	10	4	1	0	1	3	3	2
gene:PF3D7_1201200	12	89934	90749	+	816	1	0	1	4	1	6	0	0	0	0	0
gene:PF3D7_1201300	12	92242	92562	+	321	0	1	2	1116	789	1217	0	0	0	0	0
gene:PF3D7_1201400	12	93581	97146	-	3566	3	2	2	876	468	841	1	0	1	0	0
gene:PF3D7_1201500	12	98978	100471	+	1494	1	2	1	148	83	116	3	0	6	78	39
gene:PF3D7_1201600	12	101581	102624	-	1044	0	5	3	8	5	11	1	0	1	1	1
gene:PF3D7_1201700	12	103861	104604	-	744	100	411	384	884	1021	910	0	1	0	2	1
gene:PF3D7_1201800	12	105683	106339	-	657	13	23	13	16	6	9	1	0	0	0	0
gene:PF3D7_1201900	12	107338	108202	-	865	84	54	41	11	4	2	1	1	0	0	0
gene:PF3D7_1202000	12	109247	112758	-	3512	4	2	3	6	10	8	2	0	0	2	3
gene:PF3D7_1202100.1	12	113787	115923	+	2137	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1202100.2	12	113787	115923	+	2137	0	0	0	0	0	0	0	0	0	0	0
gene:PF3D7_1202200	12	116475	117449	-	975	11	28	18	21	9	8	1	9	1	0	0
gene:PF3D7_1202300	12	119402	141499	+	22098	8	17	8	12	9	14	2	4	2	5	2
gene:PF3D7_1202400	12	141642	143268	-	1627	2	13	12	69	19	57	1	6	0	4	0
gene:PF3D7_1202500	12	144046	147285	-	3240	3	16	15	144	94	143	1	0	0	3	1
gene:PF3D7_1202600	12	148238	155478	-	7241	2047	3042	2683	22394	9331	22609	13	14	14	150	53
gene:PF3D7_1202700	12	158233	160011	+	1779	77	78	59	370	130	337	1	6	0	4	8
gene:PF3D7_1202800	12	160716	161255	+	540	2	5	7	0	0	2	0	0	0	0	0
gene:PF3D7_1202900	12	162429	162722	-	294	377	659	578	1665	1090	2094	19	3	5	30	14
gene:PF3D7_1203000	12	167706	171275	+	3570	35	86	23	85	41	71	3	2	1	14	8
gene:PF3D7_1203100	12	171507	172136	-	630	6	12	9	14	12	8	0	0	0	0	0
gene:PF3D7_1203200	12	172936	173361	+	426	9	13	11	11	8	6	0	1	1	0	0
gene:PF3D7_1203300	12	173875	176853	-	2979	25	54	30	173	87	124	2	2	1	5	0
gene:PF3D7_1203400	12	178162	181914	+	3753	71	138	86	687	311	495	3	3	3	4	6
gene:PF3D7_1203500	12	182298	183968	-	1671	21	64	55	196	85	159	0	0	0	0	0
gene:PF3D7_1203600	12	184914	185768	+	855	3	15	19	117	63	75	1	2	0	1	1
gene:PF3D7_1203700	12	187146	188842	-	1697	399	733	439	454	202	407	45	73	37	2	7
gene:PF3D7_1203900	12	194144	195462	+	1319	341	439	331	1142	486	1025	3	3	4	3	0
gene:PF3D7_1204000	12	197509	198830	+	1322	1	1	2	16	6	10	0	1	1	3	0
gene:PF3D7_1204100	12	198970	202239	-	3270	6	53	27	6	2	6	1	2	0	1	1
gene:PF3D7_1204200	12	202948	204837	+	1890	4	12	3	0	0	0	1	0	1	1	0
gene:PF3D7_1204300	12	205491	205976	-	486	140	279	184	512	279	473	25	14	15	81	33
gene:PF3D7_1204400	12	208165	210893	-	2729	10	11	17	6	2	3	0	1	0	0	1
gene:PF3D7_1204500	12	211517	212356	-	840	3	14	11	53	17	18	0	0	0	0	0
gene:PF3D7_1204600	12	213211	214191	+	981	2	8	5	26	29	22	0	1	2	2	0
gene:PF3D7_1204700	12	214834	215695	+	862	5	15	4	19	11	3	0	0	0	0	2
gene:PF3D7_1204900	12	217184	218239	+	1056	77	87	78	0	4	3	0	0	1	0	0
gene:PF3D7_1205000	12	219580	222173	+	2594	42	73	35	47	17	33	7	0	2	1	4
gene:PF3D7_1205100	12	222695	224991	-	2297	127	134	122	107	84	122	0	1	0	2	0
gene:PF3D7_1205200	12	226054	227070	-	1017	35	80	69	9	20	22	6	6	1	43	26
gene:PF3D7_1205300	12	230463	231407	+	945	17	45	32	1	9	5	0	0	1	1	1
gene:PF3D7_1205400	12	232389	235646	-	3258	8	47	36	57	62	47	5	5	10	5	1
gene:PF3D7_1205500	12	242811	248168	+	5358	428	635	493	1269	623	1243	12	11	9	54	20
gene:PF3D7_1205600	12	249336	251399	-	2064	243	227	145	99	44	109	2	9	3	13	8
gene:PF3D7_1205700	12	253155	254123	+	969	15	20	19	3	2	2	0	0	0	0	1
gene:PF3D7_1205800	12	256367	263731	+	7365	61	165	88	5411	2964	5497	7	4	4	69	27
gene:PF3D7_1205900	12	264615	267863	-	3249	15	44	15	222	89	185	12	11	10	143	53
gene:PF3D7_1206000	12	270300	271214	-	915	133	176	94	21	12	10	0	0	0	0	1
gene:PF3D7_1206100	12	272320	274742	-	2423	43	68	47	660	300	547	1	3	2	1	0
gene:PF3D7_1206200	12	275744	279336	-	3593	72	118	89	777	362	756	13	27	9	68	54
gene:PF3D7_1206300	12	281020	289302	-	8283	767	1388	1156	17131	7328	17255	9	13	15	122	43
