Geneid	Chr	Start	End	Strand	Length	SRR5260544	SRR5260545	SRR5260546	SRR5260547	SRR5260548	SRR5260549	SRR5260550	SRR5260551	SRR5260552
gene:PBANKA_124390	12	1627239	1632774	+	5536	2939	5291	2643	16813	15281	21470	1558	1529	1503
gene:PBANKA_124400	12	1633714	1634841	+	1128	1880	2182	2106	696	818	460	739	571	561
gene:PBANKA_124410	12	1636367	1639258	-	2892	628	571	701	523	392	376	199	123	137
gene:PBANKA_124420	12	1641320	1646541	+	5222	1183	1776	958	5462	4820	6460	803	794	927
gene:PBANKA_124430	12	1648168	1649439	-	1272	1541	1694	1301	2472	2294	2914	1037	838	1013
gene:PBANKA_124440	12	1651783	1652043	-	261	2105	2152	2228	633	636	277	730	676	695
gene:PBANKA_124450	12	1654165	1654982	+	818	1096	1205	1290	296	344	175	319	302	246
gene:PBANKA_124460	12	1656446	1658002	-	1557	1944	2367	2003	735	525	417	537	461	411
gene:PBANKA_124470	12	1660625	1664697	+	4073	662	841	419	1408	1170	1479	527	486	510
gene:PBANKA_124480	12	1664996	1669615	-	4620	507	472	409	384	265	299	119	118	104
gene:PBANKA_124490	12	1670444	1673964	+	3521	66	177	104	247	187	271	522	425	581
gene:PBANKA_124500	12	1674062	1675476	-	1415	835	841	612	379	381	245	393	331	296
gene:PBANKA_124510	12	1676407	1679364	+	2958	1571	1249	1288	465	381	270	1077	1068	1269
gene:PBANKA_124520	12	1680463	1682658	+	2196	970	1199	1135	412	650	188	39342	34845	33520
gene:PBANKA_124530	12	1683227	1690837	-	7611	1325	1400	704	1507	1370	1426	1041	1024	1129
gene:PBANKA_124540	12	1692627	1694627	+	2001	1633	1827	1277	1001	938	1148	426	398	479
gene:PBANKA_124550	12	1695783	1703342	-	7560	135	259	63	129	145	72	971	1035	1163
gene:PBANKA_124560	12	1704600	1705241	-	642	675	681	766	425	364	400	73	50	32
gene:PBANKA_124570	12	1705720	1707075	+	1356	811	1018	739	481	179	394	203	148	195
gene:PBANKA_124580	12	1707386	1710604	-	3219	2203	1880	1900	2023	1577	1785	269	275	149
gene:PBANKA_124590	12	1720912	1722339	-	1428	3125	2970	3400	1062	1394	551	1307	1072	1100
gene:PBANKA_124592	12	1725156	1725465	+	310	36	15	13	11	16	10	26	15	25
gene:PBANKA_124600	12	1731555	1732417	+	863	1190	799	661	366	448	262	635	479	586
gene:PBANKA_124610.2	12	1733290	1734731	-	1442	229	185	122	54	89	26	39	49	60
gene:PBANKA_124610.1	12	1733638	1734731	-	1094	0	0	0	0	0	0	0	0	0
gene:PBANKA_124620	12	1738558	1739004	+	447	1156	893	540	513	493	328	979	776	975
gene:PBANKA_124630	12	1742356	1743481	+	1126	677	494	315	784	622	800	63	74	72
gene:PBANKA_124640	12	1746362	1747515	+	1154	840	640	531	1711	1071	1144	193	162	101
gene:PBANKA_124650	12	1749865	1751057	+	1193	236	150	130	101	87	52	38	45	14
gene:PBANKA_124660	12	1753263	1754193	+	931	2779	2449	851	894	1070	534	342	307	204
gene:PBANKA_124670	12	1757239	1758367	+	1129	578	396	421	698	529	480	133	133	85
gene:PBANKA_124680	12	1760731	1761882	+	1152	133	96	233	347	214	194	52	28	29
gene:PBANKA_124700	12	1768220	1770418	+	2199	232	386	47	83	92	46	45	56	20
gene:PBANKA_124710	12	1771848	1772757	+	910	2449	1406	887	548	754	293	633	549	657
gene:PBANKA_130010	13	2365	3488	-	1124	45	35	26	856	407	461	6	3	5
gene:PBANKA_130020	13	6317	7453	-	1137	998	676	450	353	396	183	338	343	244
gene:PBANKA_130030	13	12591	13782	+	1192	560	420	208	142	181	65	712	774	704
gene:PBANKA_130040	13	18254	19359	-	1106	33	19	24	21	15	7	5	3	5
gene:PBANKA_130050	13	23765	25267	-	1503	74	420	53	4248	3528	5491	681	521	608
gene:PBANKA_130060	13	28186	30090	+	1905	1357	1274	1009	797	892	917	359	352	361
gene:PBANKA_130070	13	31172	36019	-	4848	240	1340	157	1094	1807	559	29542	28285	34363
gene:PBANKA_130080	13	38136	54496	+	16361	622	575	308	115	150	72	589	653	487
gene:PBANKA_130090	13	54956	55639	-	684	560	462	340	113	136	54	752	670	686
gene:PBANKA_130100	13	56653	59469	-	2817	2121	2363	2217	1567	1087	1274	378	265	305
gene:PBANKA_130110	13	60113	64357	-	4245	1339	1337	1185	642	388	488	166	108	149
gene:PBANKA_130120	13	64781	65185	-	405	129	115	128	34	13	15	16	11	15
gene:PBANKA_130130	13	66727	67740	-	1014	1954	2866	1976	1619	1829	1957	4457	3686	4270
gene:PBANKA_130140	13	70595	71717	-	1123	7528	8456	7740	2689	2528	2122	1368	1072	934
gene:PBANKA_130150	13	73346	75861	+	2516	845	991	1087	1063	869	871	195	143	156
gene:PBANKA_130160	13	76165	78034	-	1870	2348	2043	2224	5403	5138	5544	1107	1060	968
gene:PBANKA_130170	13	79844	81652	+	1809	2886	2854	2813	2221	2197	1997	477	452	353
gene:PBANKA_130180	13	82022	92644	-	10623	469	1854	532	11041	10902	13475	661	673	717
gene:PBANKA_130190	13	93338	95896	-	2559	678	872	463	1150	925	915	347	309	330
gene:PBANKA_130200	13	97897	111266	+	13370	458	848	430	3123	2655	3573	178	199	165
gene:PBANKA_130210	13	111494	112019	-	526	630	801	713	379	391	448	64	41	27
gene:PBANKA_130220	13	113035	114651	-	1617	4388	4201	3218	1682	1726	1253	1098	982	938
gene:PBANKA_130230	13	121035	127532	+	6498	1261	1666	1323	4923	3606	4337	344	298	273
gene:PBANKA_130240	13	128359	131172	-	2814	3382	3933	3639	1661	1732	1389	845	793	690
gene:PBANKA_130250	13	132787	133683	+	897	1354	1248	1249	631	400	569	266	219	258
gene:PBANKA_130260	13	135131	138622	+	3492	2801	4014	2141	6526	6962	9834	867	712	697
gene:PBANKA_130270	13	142408	145567	+	3160	1872	1765	1917	2077	1882	2874	1174	1141	1177
gene:PBANKA_130280	13	147230	147817	+	588	9604	10250	10508	2401	3161	1357	5555	5375	4845
gene:PBANKA_130290	13	149110	150175	+	1066	1847	2177	1815	521	523	223	486	412	390
gene:PBANKA_130300	13	151719	159349	+	7631	2373	2173	2469	792	621	321	351	286	218
gene:PBANKA_130310	13	159775	164101	+	4327	285	713	391	1326	982	1430	173	144	195
gene:PBANKA_130320	13	165569	170768	+	5200	4326	3291	3017	1593	1223	1155	758	775	832
gene:PBANKA_130330	13	171780	172853	-	1074	3967	5351	3361	6522	5552	7347	2804	2390	2700
gene:PBANKA_130340	13	177514	180141	+	2628	570	507	342	891	653	666	300	325	337
gene:PBANKA_130350	13	181580	182122	-	543	2494	3018	2745	1164	1179	842	3373	3062	3425
gene:PBANKA_130360	13	182946	184554	-	1609	801	873	738	753	751	659	168	152	120
gene:PBANKA_130370	13	187073	188008	+	936	3016	3386	2736	3204	2600	3451	711	563	590
gene:PBANKA_130380	13	190214	191358	+	1145	11054	11762	13355	12010	11904	10949	1476	1342	783
gene:PBANKA_130390	13	191991	198569	-	6579	409	813	222	5060	5782	6773	15678	16773	17811
gene:PBANKA_130400	13	200654	203605	-	2952	542	993	163	5993	4876	6690	215	170	209
gene:PBANKA_130410	13	206127	208435	+	2309	0	0	0	0	0	0	0	0	0
gene:PBANKA_130420	13	206127	213642	+	7516	859	726	741	434	386	313	341	381	338
gene:PBANKA_130430	13	213967	217777	-	3811	500	893	188	1403	1313	1607	1510	1433	1721
gene:PBANKA_130440	13	220928	222364	+	1437	614	1182	321	7525	7499	11290	397	389	402
gene:PBANKA_130450	13	223493	226938	+	3446	548	2116	487	15493	14650	18576	1170	1049	1210
gene:PBANKA_130460	13	227236	229239	-	2004	1042	1023	867	709	663	736	350	308	349
gene:PBANKA_130470	13	231096	233049	+	1954	477	553	495	236	193	119	97	123	87
gene:PBANKA_130480	13	233966	235231	+	1266	348	413	205	116	136	63	127	89	98
gene:PBANKA_130490	13	235526	237199	-	1674	650	441	430	181	201	83	92	90	50
gene:PBANKA_130500	13	238653	239345	-	693	16924	19009	17032	13965	17503	12251	3702	3597	2413
gene:PBANKA_130510	13	242495	243635	+	1141	14674	11388	11862	4740	4712	2981	2514	2304	1986
gene:PBANKA_130520	13	246180	253320	+	7141	205	434	95	1177	1122	741	36925	36463	45973
gene:PBANKA_130530	13	255543	257024	+	1482	4599	5865	3893	11638	11874	15840	413	393	218
gene:PBANKA_130540	13	257528	259533	-	2006	605	772	546	891	708	1030	546	422	509
gene:PBANKA_130550	13	260242	262182	-	1941	416	636	207	1188	1203	1598	3258	2922	3198
gene:PBANKA_130560	13	264555	265910	+	1356	758	734	909	254	273	148	403	475	350
gene:PBANKA_130570	13	266590	267623	-	1034	692	932	676	399	426	220	3087	3065	3203
gene:PBANKA_130580	13	268432	268635	+	204	341	323	286	128	120	54	211	224	184
gene:PBANKA_130590	13	268955	269651	-	697	1293	1950	1530	3520	3616	4494	721	750	731
gene:PBANKA_130600	13	270530	271382	-	853	2097	3214	1892	12600	13963	16647	1600	1395	1551
gene:PBANKA_130610	13	272353	275139	-	2787	590	570	535	222	207	112	257	230	229
gene:PBANKA_130620	13	276029	277523	-	1495	3617	3391	3617	3576	3691	3412	1037	858	842
gene:PBANKA_130630	13	279713	285712	+	6000	3244	3895	3830	3162	2816	3395	910	919	865
gene:PBANKA_130640	13	286568	289697	-	3130	1417	1225	1373	386	297	175	411	323	371
gene:PBANKA_130650	13	292273	299389	+	7117	28	28	20	15	12	11	27	28	28
gene:PBANKA_130660	13	300779	307215	+	6437	897	1318	459	1785	1583	1800	657	672	597
gene:PBANKA_130670	13	307820	309067	-	1248	93	119	78	126	127	146	11	9	6
gene:PBANKA_130680	13	310737	319727	+	8991	4472	4676	5096	2785	2356	2229	893	806	700
gene:PBANKA_130690	13	320127	324104	-	3978	717	971	199	771	670	623	3185	2772	3542
gene:PBANKA_130700	13	325370	326926	-	1557	1959	3411	1416	5215	5288	6746	4425	4180	4060
gene:PBANKA_130710	13	328220	330182	+	1963	388	487	330	1316	1110	1520	418	345	414
gene:PBANKA_130720	13	331129	331753	+	625	1212	1099	1203	294	426	154	216	190	127
gene:PBANKA_130730	13	332132	334722	-	2591	4774	4613	4395	1225	1165	961	267	228	93
gene:PBANKA_130740	13	335884	338232	-	2349	1274	1362	1556	467	431	240	563	483	483
gene:PBANKA_130750	13	339495	344807	-	5313	1590	1810	1347	3330	2574	3724	550	412	527
gene:PBANKA_130760	13	345772	346733	-	962	2434	3058	2293	2188	2111	2350	661	565	567
gene:PBANKA_130770	13	348308	349462	-	1155	1270	1371	889	2844	2346	3046	499	413	482
gene:PBANKA_130780	13	350837	353479	+	2643	4437	4526	4407	3041	2753	2755	591	529	407
gene:PBANKA_130790	13	354240	355385	+	1146	111	253	82	1129	1187	1395	46	46	39
gene:PBANKA_130800	13	355479	377915	-	22437	802	2218	673	10846	10904	13336	684	761	824
gene:PBANKA_130810	13	378447	379629	+	1183	96	486	68	7491	7423	9015	61	74	117
gene:PBANKA_130820	13	380482	381724	+	1243	3253	3673	2681	1505	1728	1143	1208	1128	1007
gene:PBANKA_130830	13	382652	384433	+	1782	291	251	228	294	319	276	137	125	118
gene:PBANKA_130840	13	385238	389811	-	4574	818	832	557	1160	720	1030	416	364	519
gene:PBANKA_130850	13	392164	393141	+	978	459	528	348	337	378	301	321	328	264
gene:PBANKA_130860	13	394044	395494	-	1451	41986	41713	43673	135252	132026	182134	3778	3402	2055
gene:PBANKA_130870	13	397995	398543	+	549	357	484	311	902	941	971	332	311	298
gene:PBANKA_130880	13	399051	400253	-	1203	275	425	222	1350	1224	1487	444	442	489
gene:PBANKA_130890	13	401165	404371	-	3207	4023	3348	3519	1439	1326	860	489	498	406
gene:PBANKA_130900	13	405383	407982	+	2600	1460	1110	1103	426	488	216	218	275	187
gene:PBANKA_130910	13	408782	410639	+	1858	993	854	977	274	193	106	168	163	170
gene:PBANKA_130920	13	411502	413925	-	2424	1898	1315	1209	695	667	463	474	417	454
gene:PBANKA_130930	13	415162	415614	+	453	254	204	175	107	90	62	88	108	102
gene:PBANKA_130940	13	418241	420330	+	2090	1248	1323	1260	3253	3174	3390	951	915	867
gene:PBANKA_130950	13	421345	422847	-	1503	5125	4655	4555	1507	1767	788	760	773	490
gene:PBANKA_130960	13	424191	428075	-	3885	70	61	49	32	23	13	126	108	156
gene:PBANKA_130970	13	430920	433887	+	2968	5448	6179	6468	5202	4768	6652	1556	1379	1399
gene:PBANKA_130980	13	435895	437855	-	1961	22	61	9	114	121	73	755	725	801
gene:PBANKA_130990	13	439201	441108	-	1908	11770	9800	12014	3579	3146	1727	1930	1723	1402
gene:PBANKA_131000	13	443135	446734	+	3600	485	434	584	679	550	719	602	664	632
gene:PBANKA_131010	13	447108	448301	-	1194	102	138	102	73	73	78	28	21	20
gene:PBANKA_131020	13	450772	454485	+	3714	1232	880	877	1313	429	1065	333	275	488
gene:PBANKA_131030	13	455490	459677	+	4188	1933	2103	1163	2068	1503	1920	741	720	770
gene:PBANKA_131040	13	460720	461466	-	747	1372	2060	1007	4704	4475	5482	562	551	555
gene:PBANKA_131050	13	463141	465061	-	1921	684	1422	571	5539	5573	6293	4403	4366	4531
gene:PBANKA_131060	13	466422	467292	+	871	845	1284	639	2459	2544	3127	760	681	732
gene:PBANKA_131070	13	467763	469788	-	2026	462	970	390	3031	2279	3330	6387	5689	5733
gene:PBANKA_131080	13	471616	473013	+	1398	24752	20321	24624	8921	9490	5160	5099	4407	3343
gene:PBANKA_131090	13	473624	474270	-	647	980	977	854	689	697	513	277	302	258
gene:PBANKA_131100	13	474953	476447	+	1495	1493	1544	1433	847	859	580	746	687	680
gene:PBANKA_131110	13	477443	478055	+	613	919	955	766	596	587	518	97	77	55
gene:PBANKA_131120	13	478425	479801	-	1377	944	710	714	640	668	520	500	440	364
gene:PBANKA_131130	13	481495	482148	+	654	34	82	32	239	287	281	1860	1754	1796
gene:PBANKA_131140	13	482553	483300	-	748	4	44	14	85	192	48	7628	7471	6641
gene:PBANKA_131150	13	484604	485629	-	1026	698	748	419	277	235	138	245	193	205
gene:PBANKA_131160	13	487282	492549	+	5268	509	446	366	518	439	324	682	778	970
gene:PBANKA_131170	13	493913	496759	-	2847	940	765	742	1158	743	1242	288	243	292
gene:PBANKA_131180	13	499000	502644	-	3645	1616	1079	1128	517	494	363	311	333	300
gene:PBANKA_131190	13	504739	505212	+	474	114	96	87	75	54	61	33	56	46
gene:PBANKA_131200	13	505587	510747	-	5161	164	734	117	7828	6165	10206	283	192	276
gene:PBANKA_131210	13	511685	515497	-	3813	925	1169	658	2166	2298	2476	613	660	776
gene:PBANKA_131220	13	518229	520897	-	2669	3261	2890	3640	1479	1295	1006	1923	1832	1845
gene:PBANKA_131230	13	521806	522480	-	675	318	378	161	430	432	348	343	321	340
gene:PBANKA_131240	13	523687	524559	+	873	537	478	383	426	359	319	154	133	168
gene:PBANKA_131250	13	524618	525693	-	1076	709	690	659	301	322	294	303	389	356
gene:PBANKA_131260	13	526566	527033	-	468	372	347	494	119	106	55	469	438	447
gene:PBANKA_131270	13	528256	529360	-	1105	444	3449	263	10465	11494	18811	4541	4158	4638
gene:PBANKA_131280	13	531695	535273	+	3579	1013	2018	796	8162	7110	10010	1738	1647	1996
gene:PBANKA_131290	13	536814	537566	+	753	91	451	53	1188	1140	814	6072	6128	6466
gene:PBANKA_131300	13	539608	541919	+	2312	1552	1323	1156	720	610	442	482	396	426
gene:PBANKA_131310	13	542907	546655	-	3749	404	668	169	648	705	503	7563	8053	8354
gene:PBANKA_131320	13	551891	553860	+	1970	360	326	345	531	437	460	7611	7245	8608
gene:PBANKA_131330	13	555543	557000	-	1458	36	96	16	220	184	134	332	359	478
gene:PBANKA_131340	13	558338	561601	-	3264	658	467	577	943	671	872	119	140	146
gene:PBANKA_131350	13	562610	563059	+	450	346	393	305	1048	976	951	203	150	154
gene:PBANKA_131360	13	563674	564687	-	1014	77	144	146	337	263	360	108	103	125
gene:PBANKA_131370	13	566631	568906	+	2276	2489	3226	2843	2993	2572	3185	1095	890	920
gene:PBANKA_131380	13	570119	571621	-	1503	2056	2087	1489	1065	960	886	1212	975	1040
gene:PBANKA_131390	13	573427	574088	+	662	339	263	300	291	132	161	79	51	106
gene:PBANKA_131400	13	574204	576486	+	2283	811	713	847	479	346	375	149	176	186
gene:PBANKA_131410	13	577288	582362	-	5075	2321	2490	2260	1139	986	835	796	858	782
gene:PBANKA_131420	13	584413	589440	-	5028	1274	1356	1443	1027	827	897	438	385	394
gene:PBANKA_131430	13	590627	592222	-	1596	934	996	754	651	610	525	2803	2821	2762
gene:PBANKA_131440	13	593196	595526	+	2331	2421	2946	2670	2139	2460	2322	1616	1534	1466
gene:PBANKA_131450	13	596139	597452	-	1314	2155	1905	2680	523	546	237	518	420	393
gene:PBANKA_131460	13	598393	599953	+	1561	953	852	1098	263	293	114	209	186	167
gene:PBANKA_131470	13	600397	602793	-	2397	1462	1256	1127	1306	1255	1127	709	761	748
gene:PBANKA_131480	13	605922	608420	+	2499	49307	36376	60625	11546	11452	5636	8358	7057	6451
gene:PBANKA_131490	13	609600	613712	-	4113	3507	3436	3328	4630	3870	4453	9499	9790	10474
gene:PBANKA_131500	13	617616	619813	+	2198	766	1115	508	1883	1524	1494	895	842	931
gene:PBANKA_131510	13	621219	624704	+	3486	1797	1752	1373	501	475	288	596	474	551
gene:PBANKA_131520	13	625427	625873	-	447	706	650	388	235	167	112	165	158	146
gene:PBANKA_131530	13	626663	629538	-	2876	54	191	40	756	1259	337	56843	58441	65461
gene:PBANKA_131540	13	630324	631711	-	1388	1502	2292	1289	3203	3771	4831	638	577	560
gene:PBANKA_131550	13	635369	638454	+	3086	6453	7077	5683	3247	2546	2503	2381	1887	2104
gene:PBANKA_131560	13	639652	642609	-	2958	2560	1772	2048	889	975	669	474	427	345
gene:PBANKA_131570	13	645082	651327	+	6246	1108	1864	677	4581	4018	4614	567	691	561
gene:PBANKA_131580	13	652189	653208	+	1020	218	197	172	98	85	99	36	50	47
gene:PBANKA_131590	13	653977	655554	+	1578	774	767	843	255	231	125	532	455	589
gene:PBANKA_131600	13	656038	657099	-	1062	636	764	573	297	254	316	169	183	181
gene:PBANKA_131610	13	658633	660912	+	2280	3164	3247	2965	1800	1682	1888	10705	9744	11261
gene:PBANKA_131620	13	661676	663315	-	1640	455	611	453	665	771	724	300	346	321
gene:PBANKA_131630	13	665804	676331	+	10528	2915	3230	3497	2154	1857	1744	1005	1023	1057
gene:PBANKA_131640	13	677044	679038	+	1995	5635	6536	7252	4954	5055	5457	868	802	601
gene:PBANKA_131650	13	679728	680948	+	1221	105	586	136	7438	5668	8630	204	176	263
gene:PBANKA_131660	13	681276	681959	-	684	606	743	598	926	647	987	208	211	205
gene:PBANKA_131670	13	682547	685009	-	2463	1166	964	861	306	280	108	56	53	30
gene:PBANKA_131680	13	685859	687940	-	2082	157	421	152	960	712	1020	990	818	1195
gene:PBANKA_131690	13	688837	695738	+	6902	683	1018	479	633	464	444	842	766	938
gene:PBANKA_131700	13	696532	696762	+	231	6	11	14	6	5	16	1	2	0
gene:PBANKA_131710	13	697200	702917	+	5718	559	744	569	1267	1049	1514	214	209	237
gene:PBANKA_131720	13	703538	707450	-	3913	104	468	64	909	1541	420	66142	58044	71494
gene:PBANKA_131730	13	708457	713587	-	5131	2566	1884	2577	671	545	326	641	525	539
gene:PBANKA_131740	13	715562	716928	+	1367	24089	23687	29196	7454	5114	4036	5510	5716	5101
gene:PBANKA_131750	13	717636	720488	-	2853	3953	3369	3366	2767	2524	3155	1219	1101	1319
gene:PBANKA_131760	13	722125	724617	+	2493	1119	934	799	497	489	478	615	525	544
gene:PBANKA_131770	13	725462	726952	+	1491	1568	1687	1202	583	602	424	364	280	233
gene:PBANKA_131780	13	727504	728059	+	556	320	395	334	283	228	238	300	273	234
gene:PBANKA_131790	13	728534	732640	-	4107	2844	2464	2920	1290	1115	1171	461	475	414
gene:PBANKA_131800	13	734671	737559	+	2889	34	49	74	71	56	44	130	84	132
gene:PBANKA_131810	13	739330	741660	+	2331	35489	31668	33485	11417	11183	8586	4408	3822	2741
gene:PBANKA_131820	13	742936	743421	+	486	852	1229	792	5297	5294	6051	1625	1629	1775
gene:PBANKA_131830	13	744317	745018	-	702	741	785	531	221	199	148	179	165	160
gene:PBANKA_131840	13	746248	747666	+	1419	6374	5248	6382	1838	1364	999	464	361	211
gene:PBANKA_131850	13	748836	749354	+	519	31	126	34	354	522	229	16614	18124	18309
gene:PBANKA_131860	13	750343	750804	-	462	120	706	70	1765	2509	1289	79402	79395	77675
gene:PBANKA_131870	13	752056	754631	-	2576	42	266	29	3286	2844	3742	454	370	387
gene:PBANKA_131880	13	756045	756900	-	856	154	462	105	2473	2586	3175	6930	6701	6109
gene:PBANKA_131890	13	759162	760564	+	1403	1343	2161	1366	6042	5718	7023	672	677	676
gene:PBANKA_131900	13	763130	765238	+	2109	110	163	42	435	502	156	16741	16750	19208
gene:PBANKA_131910	13	766022	767081	-	1060	633	838	488	1300	1133	1339	2261	1712	2237
gene:PBANKA_131920	13	769462	773143	+	3682	5144	6293	5491	2385	2537	2075	1900	1792	1793
gene:PBANKA_131930	13	773747	779440	-	5694	477	770	178	287	469	307	135	248	116
gene:PBANKA_131940	13	781416	784520	-	3105	841	1008	703	2175	1546	2502	389	301	356
gene:PBANKA_131950	13	787415	792565	+	5151	74	211	37	2222	2529	1646	97516	97327	124304
gene:PBANKA_131960	13	793043	795019	-	1977	881	974	760	733	712	714	63	65	55
gene:PBANKA_131970	13	797774	800144	+	2371	103	328	103	2658	2370	3042	959	1005	975
gene:PBANKA_131980	13	800729	802183	-	1455	788	618	961	262	231	152	160	147	115
gene:PBANKA_131990	13	802987	805683	+	2697	617	602	696	207	195	111	82	75	42
gene:PBANKA_132000	13	805990	807294	-	1305	179	231	177	84	83	31	40	44	40
gene:PBANKA_132010	13	808374	811074	-	2701	180	1009	158	12446	11235	15352	1875	1873	2140
gene:PBANKA_132020	13	813161	819988	+	6828	2669	3727	1853	10002	10014	11967	3929	4427	4396
gene:PBANKA_132030	13	820470	821315	-	846	1256	1235	1501	314	347	166	202	141	128
gene:PBANKA_132040	13	822564	824648	-	2085	3096	4063	2804	3245	3382	3537	918	989	949
gene:PBANKA_132050	13	828242	830392	-	2151	16106	12667	16447	4600	3763	1869	3066	2395	2238
gene:PBANKA_132060	13	832427	833481	+	1055	675	570	564	404	431	320	222	201	186
gene:PBANKA_132070	13	834511	837182	-	2672	5866	6791	5477	5436	5189	5572	5986	5214	5660
gene:PBANKA_132080	13	838837	841302	+	2466	254	775	204	3235	3883	3454	76939	75315	79398
gene:PBANKA_132090	13	841960	842480	-	521	12658	14235	15504	8179	9991	9311	2500	2518	2108
gene:PBANKA_132100	13	844063	845838	-	1776	2873	2287	2903	1000	842	551	1172	1069	1423
gene:PBANKA_132110	13	847917	856853	+	8937	1454	1295	1147	1718	1271	1405	243	295	225
gene:PBANKA_132120	13	857491	858783	-	1293	1383	1776	1274	1828	1592	1970	939	795	970
gene:PBANKA_132130	13	860199	861982	+	1784	1085	1233	872	1426	1355	1692	356	312	333
gene:PBANKA_132140	13	863381	867628	+	4248	2584	1762	1686	1296	1536	1289	490	478	404
gene:PBANKA_132150	13	868003	869478	-	1476	217	603	166	5066	4922	6668	385	326	341
gene:PBANKA_132160	13	871419	881444	+	10026	1407	1391	770	4138	3316	4292	380	393	390
gene:PBANKA_132170	13	883099	884658	+	1560	11104	10376	11688	5263	5467	3884	1470	1312	880
gene:PBANKA_132180	13	885952	886128	+	177	275	222	304	215	162	170	87	52	65
gene:PBANKA_132190	13	886447	886982	+	536	340	362	368	231	205	240	85	103	104
gene:PBANKA_132200	13	887162	891814	-	4653	2276	2305	2195	1439	1042	1055	972	993	1151
gene:PBANKA_132210	13	892780	893730	-	951	388	498	320	810	742	984	36	37	38
gene:PBANKA_132220	13	895134	899473	+	4340	582	1226	456	5349	5083	7172	671	581	594
gene:PBANKA_132230	13	900533	904396	+	3864	1253	1180	834	1223	1392	1229	467	469	470
gene:PBANKA_132240	13	904951	906009	-	1059	1038	1266	736	5829	4860	6344	358	289	398
gene:PBANKA_132250	13	907663	909882	-	2220	869	861	883	246	297	119	180	201	159
gene:PBANKA_132260	13	911235	912242	+	1008	589	824	392	201	227	105	345	377	347
gene:PBANKA_132270	13	914028	916064	+	2037	4203	3164	4347	1082	1118	538	1055	1067	916
gene:PBANKA_132280	13	917157	919679	+	2523	1269	1346	1729	650	512	363	1002	914	1056
gene:PBANKA_132290	13	920620	921219	+	600	220	306	110	1057	908	1061	313	265	315
gene:PBANKA_132300	13	922133	923152	-	1020	852	604	524	351	321	235	108	86	58
gene:PBANKA_132310	13	924711	927581	+	2871	663	484	581	219	140	129	131	128	151
gene:PBANKA_132320	13	929319	931847	+	2529	1357	1493	1293	1076	869	1036	384	365	477
gene:PBANKA_132330	13	932294	933826	-	1533	885	963	1225	252	283	116	1894	1781	1741
gene:PBANKA_132340	13	934686	935910	-	1225	2709	3256	1762	3728	3607	4424	2738	2545	2674
gene:PBANKA_132350	13	937205	937786	-	582	15	49	15	130	105	154	103	125	129
gene:PBANKA_132360	13	939007	939906	+	900	32	103	30	391	247	345	122	126	129
gene:PBANKA_132370	13	941011	941970	+	960	1326	1278	1157	840	696	701	366	282	298
gene:PBANKA_132380	13	943058	944920	+	1863	6	45	10	460	399	386	10682	9475	11982
gene:PBANKA_132390	13	945174	946055	-	882	532	620	498	367	389	249	4171	4488	3921
gene:PBANKA_132400	13	947265	947979	-	715	5086	4892	5333	1843	2122	1060	1239	1131	809
gene:PBANKA_132410	13	948823	950418	+	1596	1322	1788	1482	640	619	343	1253	1086	1037
gene:PBANKA_132420	13	953261	957193	+	3933	443	455	413	145	137	54	252	237	304
gene:PBANKA_132430	13	958619	959071	+	453	54	55	29	323	309	253	139	125	139
gene:PBANKA_132440	13	960103	961256	-	1154	12280	9733	11805	3910	4678	1898	2959	2926	2279
gene:PBANKA_132450	13	962488	964290	-	1803	528	496	473	110	82	45	32	21	10
gene:PBANKA_132460	13	965045	966429	+	1385	1015	1009	1052	240	244	112	152	121	114
gene:PBANKA_132470	13	967117	969023	+	1907	89	113	89	77	68	38	303	350	394
gene:PBANKA_132480	13	971367	973468	+	2102	76	137	45	210	128	146	782	672	877
gene:PBANKA_132490	13	974631	975182	+	552	982	791	528	2044	1948	1901	367	305	345
gene:PBANKA_132500	13	976801	977004	+	204	6982	5980	6445	3268	3529	2143	3432	3347	3600
gene:PBANKA_132510	13	977728	979215	-	1488	9	22	9	52	88	30	1875	1693	2068
gene:PBANKA_132520	13	980123	981410	-	1288	17	53	12	100	161	52	3992	3956	4063
gene:PBANKA_132530	13	982118	984464	-	2347	2932	3529	2774	3216	2771	3189	905	735	785
gene:PBANKA_132540	13	985249	986296	-	1048	67	196	77	159	245	76	6712	6559	6431
gene:PBANKA_132550	13	987370	991824	+	4455	372	672	440	973	665	856	2002	1724	2534
gene:PBANKA_132560	13	992756	995989	+	3234	5777	3997	4911	1426	1343	680	388	357	146
gene:PBANKA_132570	13	996552	996917	-	366	136	390	74	3495	4136	4930	124	136	147
gene:PBANKA_132580	13	997424	1001146	-	3723	574	494	272	1026	761	1107	124	158	182
gene:PBANKA_132590	13	1001935	1002156	+	222	533	547	460	504	370	377	383	344	343
gene:PBANKA_132600	13	1002943	1006836	-	3894	4672	4484	3290	2953	2353	2509	1118	1009	987
gene:PBANKA_132610	13	1008677	1013820	-	5144	503	1627	387	19489	17946	23541	413	356	396
gene:PBANKA_132620	13	1015023	1016697	+	1675	113	559	91	3724	2587	5047	153	89	117
gene:PBANKA_132630	13	1017880	1019343	-	1464	3544	4122	3408	1409	1150	687	2363	1833	2290
gene:PBANKA_132640	13	1022627	1023877	+	1251	101420	84734	120337	48102	47943	46914	11587	9596	6375
