Gene stable ID,Transcript stable ID
PF3D7_0503100,CAD51396
PF3D7_0526200.1,CAX63985
PF3D7_0515600,CAD51520
PF3D7_0528300,CAD51644
PF3D7_0519500,CAD51560
PF3D7_0507800,CAD51443
PF3D7_0526300,CAD51626
PF3D7_0517100,CAX63964
PF3D7_0512000,CAX63956
PF3D7_0509700,CAD51462
PF3D7_0531400,CAD51675
PF3D7_0506200,CAD51427
PF3D7_0508200,CAX63954
PF3D7_0514200,CAD51507
PF3D7_0519100,CAX63972
PF3D7_0520800,CAD51573
PF3D7_0523600,CAD51599
PF3D7_0512800,CAD51492
PF3D7_0530600,CAD51667
PF3D7_0510400,CAD51469
PF3D7_0528000,CAD51641
PF3D7_0505800,CAD51423
PF3D7_0619600,CAG25011
PF3D7_0611600,CAG25357
PF3D7_0605600,CAG25226
PF3D7_0626500,CAG25078
PF3D7_0618900.2,CZT62515
PF3D7_0625800,CAG25071
PF3D7_0629400,CAG25106
PF3D7_0612100,CAG25361
PF3D7_0626300,CAG25076
PF3D7_0627700,CAG25090
PF3D7_0623000,CAG25042
PF3D7_0625700,CAG25070
PF3D7_0628100,CAG25094
PF3D7_0613000.1,CAG25369
PF3D7_0605700,CAG25227
PF3D7_0619700,CAG25013
PF3D7_0619500,CAG25010
PF3D7_0615300,CAG25391
PF3D7_0623700,CAG25049
PF3D7_0602600,CAG25196
PF3D7_0612000,CAG25360
PF3D7_0622800,CAG25040
PF3D7_0611500,CAG25356
PF3D7_0608200,CAG25252
PF3D7_0620200,CAG25018
PF3D7_0624600,CAG25058
PF3D7_0625200,CAG25065
PF3D7_0629600,CAG25108
PF3D7_0611900,CAG25359
PF3D7_0616300,CAG25401
PF3D7_0611400,CAG25355
PF3D7_0603700,CAG25207
PF3D7_0614300,CAG25381
PF3D7_0606200,CAG25232
PF3D7_0609500,CAG25337
PF3D7_0608400,CAG25326
PF3D7_0625900,CAG25072
PF3D7_0611200,CAG25353
PF3D7_0622200,CAG25035
PF3D7_0626800,CAG25081
PF3D7_0602900,CAG25199
PF3D7_0618900.1,CAG25004
PF3D7_0606900,CAG25239
PF3D7_0621700,CAG25030
PF3D7_0622600,CAX63998
PF3D7_0628800,CAG25100
PF3D7_0630400,CAG25116
PF3D7_0619200,CAG25007
PF3D7_0629700,CAG25109
PF3D7_0604500,CAG25215
PF3D7_0628400,CAX63999
PF3D7_0613600,CAG25375
PF3D7_0617900,CAG24994
PF3D7_0605900,CAG25229
PF3D7_0627500,CAG25088
PF3D7_0604100,CAG25211
PF3D7_0602400,CAG25194
PF3D7_0609700,CAG25339
PF3D7_0626400,CAG25077
PF3D7_0621000,CAG25024
PF3D7_0604300,CAG25213
PF3D7_0621100,CAG25025
PF3D7_0630300,CAG25115
PF3D7_0618600,CAG25001
PF3D7_0602800,CAG25198
PF3D7_0606100,CAG25231
PF3D7_0625600,CAG25069
PF3D7_0606300,CAG25233
PF3D7_0630100,CAG25113
PF3D7_0615400,CAG25392
PF3D7_0603800,CAG25208
PF3D7_0609800,CAG25340
PF3D7_0621500,CAG25029
PF3D7_0622000,CAG25033
PF3D7_0608900,CAG25331
PF3D7_0615600,CAG25394
PF3D7_0623500,CAG25047
PF3D7_0619400,CAG25009
PF3D7_0626200,CAG25075
PF3D7_0605400,CAG25224
PF3D7_0610200,CAG25344
PF3D7_0609100,CAG25333
PF3D7_0612900,CAG25368
PF3D7_0617800,CAG24993
PF3D7_0613500,CAG25374
PF3D7_0605000,CAG25220
PF3D7_0625100,CAG25064
PF3D7_0630600,CAG25118
PF3D7_0609900,CAG25341
PF3D7_0622300,CAG25036
PF3D7_0630000,CAG25112
PF3D7_0609000,CAG25332
PF3D7_0620000,CAG25016
PF3D7_0622500,CAG25038
PF3D7_0625300,CAG25066
PF3D7_0608000,CAG25250
PF3D7_0614000,CAG25379
PF3D7_0616900,CAG24985
PF3D7_0619100,CAG25006
PF3D7_0608800,CAG25330
PF3D7_0611300,CAG25354
PF3D7_0613300,CAG25372
PF3D7_0619000.1,CAG25005
PF3D7_0612500,CAG25364
PF3D7_0608700,CAG25329
PF3D7_0619800,CAG25014
PF3D7_0616200,CAG25400
PF3D7_0624400,CAG25056
PF3D7_0627600,CAG25089
PF3D7_0602000,CAG25190
PF3D7_0615500,CAG25393
PF3D7_0604200,CAG25212
PF3D7_0607500,CAG25245
PF3D7_0620400,CAG25020
PF3D7_0627800,CAG25091
PF3D7_0607900,CAG25249
PF3D7_0613700,CAG25376
PF3D7_0613000.2,CZT62514
PF3D7_0612600,CAG25365
PF3D7_0621200,CAG25026
PF3D7_0622400,CAG25037
PF3D7_0607100,CAG25241
PF3D7_0629200,CAG25104
PF3D7_0628300.1,CAG25096
PF3D7_0603600,CAG25206
PF3D7_0620100,CAG25017
PF3D7_0610100,CAG25343
PF3D7_0602300,CAG25193
PF3D7_0613100,CAG25370
PF3D7_0604000,CAG25210
PF3D7_0628600,CAG25098
PF3D7_0628700,CAG25099
PF3D7_0624200,CAG25054
PF3D7_0623600,CAG25048
PF3D7_0629000,CAG25102
PF3D7_0624300,CAG25055
PF3D7_0625400,CAG25067
PF3D7_0617100,CAG24987
PF3D7_0620700,CAG25023
PF3D7_0626100,CAG25074
PF3D7_0606600,CAG25236
PF3D7_0617300,CAG24989
PF3D7_0620300,CAG25019
PF3D7_0605100,CAG25221
PF3D7_0610500,CAG25346
PF3D7_0627300,CAG25086
PF3D7_0603000,CAG25200
PF3D7_0615100,CAG25389
PF3D7_0619300,CAG25008
PF3D7_0630900,CAG25121
PF3D7_0620600,CAG25022
PF3D7_0617200,CAG24988
PF3D7_0623100,CAG25043
PF3D7_0629900,CAG25111
PF3D7_0606000,CAG25230
PF3D7_0618100,CAG24996
PF3D7_0627400,CAG25087
PF3D7_0615200,CAG25390
PF3D7_0619000.2,CZT62516
PF3D7_0603900,CAG25209
PF3D7_0630700,CAG25119
PF3D7_0605800,CAG25228
PF3D7_0617000,CAG24986
PF3D7_0612800,CAG25367
PF3D7_0616100,CAG25399
PF3D7_0609300,CAG25335
PF3D7_0623200,CAG25044
PF3D7_0618500,CAG25000
PF3D7_0604800,CAG25218
PF3D7_0630800,CAG25120
PF3D7_0625500,CAG25068
PF3D7_0624100,CAG25053
PF3D7_0627900,CAG25092
PF3D7_0603500,CAG25205
PF3D7_0622700,CAG25039
PF3D7_0615000,CAG25388
PF3D7_0618200,CAG24997
PF3D7_0605200,CAG25222
PF3D7_0618000,CAG24995
PF3D7_0628500,CAG25097
PF3D7_0630200,CAG25114
PF3D7_0614700,CAG25385
PF3D7_0603100,CAG25201
PF3D7_0603200,CAG25202
PF3D7_0604400,CAG25214
PF3D7_0608600,CAG25328
PF3D7_0609400,CAG25336
PF3D7_0623400,CAG25046
PF3D7_0604700,CAG25217
PF3D7_0614400,CAG25382
PF3D7_0622900,CAG25041
PF3D7_0616500,CAG25403
PF3D7_0630500,CAG25117
PF3D7_0610900,CAG25350
PF3D7_0616400,CAG25402
PF3D7_0616800,CAG25406
PF3D7_0603300,CAG25203
PF3D7_0631000,CAG25122
PF3D7_0608500,CAG25327
PF3D7_0627100,CAG25084
PF3D7_0611100,CAG25352
PF3D7_0614900,CAG25387
PF3D7_0606400,CAG25234
PF3D7_0614600,CAG25384
PF3D7_0610400,CAG25345
PF3D7_0606500,CAG25235
PF3D7_0629300,CAG25105
PF3D7_0605500,CAG25225
PF3D7_0607400,CAG25244
PF3D7_0624900,CAG25061
PF3D7_0606700,CAG25237
PF3D7_0614500,CAG25383
PF3D7_0626700,CAG25080
PF3D7_0607800,CAG25248
PF3D7_0602200,CAG25192
PF3D7_0604900,CAG25219
PF3D7_0611000,CAG25351
PF3D7_0616700,CAG25405
PF3D7_0615700,CAG25395
PF3D7_0616600,CAG25404
PF3D7_0623300,CAG25045
PF3D7_0605300,CAG25223
PF3D7_0610000,CAG25342
PF3D7_0618800,CAG25003
PF3D7_0615800,CAG25396
PF3D7_0621300,CAG25027
PF3D7_0602500,CAG25195
PF3D7_0602700,CAG25197
PF3D7_0616000,CAG25398
PF3D7_0624000,CAG25052
PF3D7_0614800,CAG25386
PF3D7_0601600,CAG25187
PF3D7_0623900,CAG25051
PF3D7_0608300,CAG25253
PF3D7_0612200,CAG25362
PF3D7_0624800,CAG25060
PF3D7_0618300,CAG24998
PF3D7_0619900,CAG25015
PF3D7_0621800,CAG25031
PF3D7_0620500,CAG25021
PF3D7_0610800,CAG25349
PF3D7_0626000,CAG25073
PF3D7_0622100,CAG25034
PF3D7_0607600,CAG25246
PF3D7_0625000.2,CAG25063
PF3D7_0628900,CAG25101
PF3D7_0627000,CAG25083
PF3D7_0612400,CAX63996
PF3D7_0629800,CAG25110
PF3D7_0607300,CAG25243
PF3D7_0602100,CAG25191
PF3D7_0607000,CAG25240
PF3D7_0629100,CAG25103
PF3D7_0614100,CAX63997
PF3D7_0613800,CAG25377
PF3D7_0625000.1,CZT62518
PF3D7_0626600,CAG25079
PF3D7_0612700,CAG25366
PF3D7_0607200,CAG25242
PF3D7_0627200,CAG25085
PF3D7_0621900,CAG25032
PF3D7_0621400,CAG25028
PF3D7_0730300,CAD51046
PF3D7_0721700,CAD50965
PF3D7_0725000,CAD50999
PF3D7_0707600,CAD50828
PF3D7_0721200,CAD50960
PF3D7_0724200,CAD50990
PF3D7_0717300,CAX64053
PF3D7_0721000,CZT62677
PF3D7_0710700,CAD50858
PF3D7_0715700,CAD50905
PF3D7_0721300,CAD50961
PF3D7_0705300,CAD50824
PF3D7_0728900,CAX64069
PF3D7_0720200,CAD50949
PF3D7_0717700,CAD50925
PF3D7_0722700,CAD50974
PF3D7_0708300,CAD50835
PF3D7_0710800,CAD50859
PF3D7_0717400,CAD50922
PF3D7_0724400,CAD50992
PF3D7_0713900,CAX64048
PF3D7_0704500,CAX64025
PF3D7_0707400,CAX64041
PF3D7_0718400,CAD50931
PF3D7_0715000,CAD50898
PF3D7_0704400,CAD50815
PF3D7_0707700,CAD50829
PF3D7_0722300,CAD50970
PF3D7_0726300,CAD51007
PF3D7_0709200,CAD50844
PF3D7_0708900,CAD50841
PF3D7_0724700,CAX64062
PF3D7_0715800,CAD50906
PF3D7_0717900,CAD50927
PF3D7_0719400,CAD50941
PF3D7_0717600,CZT62673
PF3D7_0729200,CAX64072
PF3D7_0703600,CAX64022
PF3D7_0709100,CAD50843
PF3D7_0711100,CAD50862
PF3D7_0710500,CAD50856
PF3D7_0728200,CAD51025
PF3D7_0729300,CAD51034
PF3D7_0726800,CAX64065
PF3D7_0727100,CAX64066
PF3D7_0704900,CAD50820
PF3D7_0724600,CAD50994
PF3D7_0713700,CAX64047
PF3D7_0705200,CAD50823
PF3D7_0705600,CAX64027
PF3D7_0720600,CAD50953
PF3D7_0713600,CZT62668
PF3D7_0729100,CAX64071
PF3D7_0723400,CAD50981
PF3D7_0710900,CAD50860
PF3D7_0722900,CAD50976
PF3D7_0728400.2,CZT62679
PF3D7_0728300,CAD51026
PF3D7_0705400,CAD50825
PF3D7_0724800,CAD50997
PF3D7_0729500,CAD51036
PF3D7_0728400.1,CAD51027
PF3D7_0722800,CAD50975
PF3D7_0722400,CAD50971
PF3D7_0719600,CAD50943
PF3D7_0703300,CAD50804
PF3D7_0707300,CAX64040
PF3D7_0717000,CZT62672
PF3D7_0703400,CAD50805
PF3D7_0727500,CAD51018
PF3D7_0711400,CAD50865
PF3D7_0729000,CAX64070
PF3D7_0714200,CAD50893
PF3D7_0729400,CAD51035
PF3D7_0711000,CAD50861
PF3D7_0723500,CAD50982
PF3D7_0718600,CZT62674
PF3D7_0710200,CAD50853
PF3D7_0715900,CAD50907
PF3D7_0726400,CAX64064
PF3D7_0726900,CAD51012
PF3D7_0711500,CAX64046
PF3D7_0725300,CAD51002
PF3D7_0718700,CAD50934
PF3D7_0719800,CAD50945
PF3D7_0708200,CAD50834
PF3D7_0704200,CAD50813
PF3D7_0727400,CAD51017
PF3D7_0705500,CAD50826
PF3D7_0709400,CAD50846
PF3D7_0709800,CAX64044
PF3D7_0724100,CAD50989
PF3D7_0704700,CAD50818
PF3D7_0723800,CAD50985
PF3D7_0710400,CZT62666
PF3D7_0717200,CAX64052
PF3D7_0731500,CAD51055
PF3D7_0719700,CAD50944
PF3D7_0720000,CAD50947
PF3D7_0723200,CAD50979
PF3D7_0710100,CAD50852
PF3D7_0716800,CAD50916
PF3D7_0726500,CAD51009
PF3D7_0727200,CAD51015
PF3D7_0723000,CAD50977
PF3D7_0720400,CAD50951
PF3D7_0729600.1,CZT62680
PF3D7_0705700,CAX64028
PF3D7_0714100,CAD50892
PF3D7_0710000,CAD50851
PF3D7_0713400,CAD50885
PF3D7_0723300,CAD50980
PF3D7_0704100,CAX64024
PF3D7_0718100,CAD50929
PF3D7_0718800,CAX64056
PF3D7_0727900,CAD51022
PF3D7_0708000,CAX64042
PF3D7_0717100,CAX64051
PF3D7_0702200,CAD50795
PF3D7_0724000,CAX64061
PF3D7_0713500,CAD50886
PF3D7_0716000,CAD50908
PF3D7_0704800,CAD50819
PF3D7_0723100,CAD50978
PF3D7_0725100,CAD51000
PF3D7_0716900,CAD50917
PF3D7_0720700,CAD50955
PF3D7_0721600,CAD50964
PF3D7_0706600,CAX64037
PF3D7_0727600,CZT62678
PF3D7_0702900,CAX64021
PF3D7_0728800,CAD51030
PF3D7_0731800,CAX64075
PF3D7_0710300,CAX64045
PF3D7_0727300,CAD51016
PF3D7_0707200,CAX64039
PF3D7_0705900,CAX64030
PF3D7_0727800,CAD51021
PF3D7_0703700,CAD50808
PF3D7_0709300,CAD50845
PF3D7_0726700,CAD51011
PF3D7_0727000,CAD51013
PF3D7_0706100,CZT62664
PF3D7_0726600,CAD51010
PF3D7_0703000,CAD50801
PF3D7_0709700,CAD50849
PF3D7_0728600,CAD51028
PF3D7_0719500,CZT62675
PF3D7_0720800,CAD50956
PF3D7_0708500,CAD50837
PF3D7_0708100,CAD50833
PF3D7_0728700,CAD51029
PF3D7_0721800,CAD50966
PF3D7_0719200,CAX64058
PF3D7_0719000,CAD50937
PF3D7_0729800,CAD51039
PF3D7_0715600,CAD50904
PF3D7_0718500,CAD50932
PF3D7_0708800,CAD50840
PF3D7_0722200,CAD50969
PF3D7_0714300,CAD50894
PF3D7_0705100,CAD50822
PF3D7_0703200,CAD50803
PF3D7_0723700,CAD50984
PF3D7_0703800,CAD50809
PF3D7_0722500,CAD50972
PF3D7_0723600,CAD50983
PF3D7_0714000,CAD50891
PF3D7_0730100,CAD51042
PF3D7_0719100,CAD50938
PF3D7_0702400,CAD50797
PF3D7_0718300,CAD50930
PF3D7_0730400,CAD51047
PF3D7_0719300,CAD50940
PF3D7_0716600,CAD50914
PF3D7_0718000,CAX64055
PF3D7_0716300,CAD50911
PF3D7_0705000,CAD50821
PF3D7_0704600,CAX64026
PF3D7_0716500,CAX64049
PF3D7_0725200,CAD51001
PF3D7_0716700,CAD50915
PF3D7_0706700,CAX64038
PF3D7_0720100,CAD50948
PF3D7_0705800,CZT62663
PF3D7_0707500,CAD50827
PF3D7_0724500,CAD50993
PF3D7_0730000,CAD51041
PF3D7_0717500,CAD50923
PF3D7_0706500,CAX64036
PF3D7_0715400,CZT62670
PF3D7_0710600,CAD50857
PF3D7_0714600,CAD50897
PF3D7_0706400,CAX64035
PF3D7_0709500,CAD50847
PF3D7_0709000,CAD50842
PF3D7_0715200,CAD50900
PF3D7_0717800,CAD50926
PF3D7_0707900,CAD50831
PF3D7_0715500,CAD50903
PF3D7_0720900,CZT62676
PF3D7_0722600,CAD50973
PF3D7_0703900,CZT62661
PF3D7_0730500,CAD51048
PF3D7_0709900,CAD50850
PF3D7_0704000,CAX64023
PF3D7_0716100,CAD50909
PF3D7_0703100,CAD50802
PF3D7_0714500,CAD50896
PF3D7_0719900,CAD50946
PF3D7_0713800,CAD50889
PF3D7_0708700,CAD50839
PF3D7_0724300,CAD50991
PF3D7_0728000,CAD51023
PF3D7_0727700,CAD51020
PF3D7_0706000,CAX64031
PF3D7_0721100,CAD50959
PF3D7_0711200,CAD50863
PF3D7_0729900,CZT62681
PF3D7_0707800,CAD50830
PF3D7_0729700,CAD51038
PF3D7_0704300,CZT62662
PF3D7_0708400,CAD50836
PF3D7_0821500,CAD51159
PF3D7_0815200,CAD51221
PF3D7_0813800,CAD51236
PF3D7_0802500,CAX64086
PF3D7_0805800,CZT62747
PF3D7_0827300,CAD51102
PF3D7_0812800,CAX64119
PF3D7_0820000,CAX64141
PF3D7_0804000,CAD51324
PF3D7_0814000,CAD51234
PF3D7_0823000,CAD51143
PF3D7_0816600,CAD51207
PF3D7_0819100,CAD51183
PF3D7_0818400,CAX64134
PF3D7_0831600,CZT62758
PF3D7_0817600,CAD51198
PF3D7_0822900,CAD51144
PF3D7_0827900,CAX64161
PF3D7_0814500,CAD51228
PF3D7_0803100,CAD51332
PF3D7_0822400,CAX64147
PF3D7_0803800,CAD51325
PF3D7_0809800,CAX64110
PF3D7_0820400,CAD51170
PF3D7_0821800,CAX64144
PF3D7_0811900,CAX64117
PF3D7_0818600,CZT62756
PF3D7_0827500,CAX64160
PF3D7_0827800,CAD51097
PF3D7_0806900,CZT62751
PF3D7_0823500,CAD51138
PF3D7_0825500,CAD51119
PF3D7_0807100,CAD51300
PF3D7_0819000,CAD51184
PF3D7_0829600,CAX64167
PF3D7_0824900,CAD51124
PF3D7_0820900,CAD51165
PF3D7_0829000,CAD51085
PF3D7_0814100,CAX64122
PF3D7_0808200,CAD51290
PF3D7_0821700,CAD51157
PF3D7_0814300,CAD51231
PF3D7_0816400,CAX64126
PF3D7_0803200,CAD51331
PF3D7_0817700,CAX64131
PF3D7_0805200,CAD51314
PF3D7_0804400,CAD51322
PF3D7_0812700,CAD51247
PF3D7_0824700,CAX64154
PF3D7_0818800,CAD51186
PF3D7_0816000,CAD51213
PF3D7_0829200,CAD51083
PF3D7_0829100,CAX64163
PF3D7_0811600,CAD51259
PF3D7_0827200,CAD51103
PF3D7_0818100,CAD51193
PF3D7_0822000,CAD51154
PF3D7_0805100,CAD51315
PF3D7_0816800,CAD51205
PF3D7_0816700,CAX64127
PF3D7_0801500,CAD51350
PF3D7_0806400,CAD51307
PF3D7_0814700,CAD51226
PF3D7_0818200,CAX64133
PF3D7_0811300,CAX64115
PF3D7_0827700,CAD51098
PF3D7_0805300,CAD51313
PF3D7_0828800,CAD51087
PF3D7_0812300,CAD51251
PF3D7_0812600,CAD51248
PF3D7_0803700,CAD51326
PF3D7_0828000,CAX64162
PF3D7_0821900,CAX64145
PF3D7_0811100,CAD51264
PF3D7_0820300,CAD51171
PF3D7_0802300,CAD51340
PF3D7_0826700,CAD51107
PF3D7_0807700,CAD51295
PF3D7_0809500,CAX64108
PF3D7_0811000,CAD51265
PF3D7_0828400,CAD51091
PF3D7_0813000,CAD51245
PF3D7_0828500,CAD51090
PF3D7_0807900,CAD51293
PF3D7_0809600,CAX64109
PF3D7_0827000,CAD51105
PF3D7_0822200,CAX64146
PF3D7_0823200,CAD51141
PF3D7_0807300,CAD51298
PF3D7_0825200,CAD51121
PF3D7_0826300,CAD51111
PF3D7_0822700,CAX64148
PF3D7_0804800,CAD51318
PF3D7_0807600,CAX64104
PF3D7_0820800,CAD51166
PF3D7_0822800,CAX64149
PF3D7_0815300,CAD51220
PF3D7_0826900,CAX64159
PF3D7_0826200,CAD51112
PF3D7_0802000,CAD51343
PF3D7_0810000,CAD51275
PF3D7_0826500,CAX64158
PF3D7_0821200,CAD51162
PF3D7_0822300,CAD51151
PF3D7_0803000,CAD51333
PF3D7_0807400,CAX64103
PF3D7_0815600,CAD51217
PF3D7_0821100,CAX64143
PF3D7_0812100,CAD51254
PF3D7_0823300,CAD51140
PF3D7_0802200,CAD51341
PF3D7_0805600,CZT62746
PF3D7_0817800,CAD51196
PF3D7_0818000,CAX64132
PF3D7_0807800,CAD51294
PF3D7_0825300,CAD51120
PF3D7_0819400,CAD51180
PF3D7_0805700,CAX64094
PF3D7_0810200,CAD51273
PF3D7_0827600,CAD51099
PF3D7_0810700,CZT62752
PF3D7_0826600,CAD51108
PF3D7_0819600,CAD51178
PF3D7_0821300,CAD51161
PF3D7_0803600.1,CZT62743
PF3D7_0812220,CZT62754
PF3D7_0823400,CAX64151
PF3D7_0805000,CAX64090
PF3D7_0819900,CAX64140
PF3D7_0828700,CAD51088
PF3D7_0810400,CAX64113
PF3D7_0824600,CAX64153
PF3D7_0811500,CAD51260
PF3D7_0806500,CAD51306
PF3D7_0801000,CAD51354
PF3D7_0808300,CAD51289
PF3D7_0816300,CAX64125
PF3D7_0803400,CAD51329
PF3D7_0802600,CAX64087
PF3D7_0813200,CAD51243
PF3D7_0811200,CAD51263
PF3D7_0811400,CAX64116
PF3D7_0824500,CAD51128
PF3D7_0804500,CZT62744
PF3D7_0819800,CAD51176
PF3D7_0816100,CAD51212
PF3D7_0824000,CAD51133
PF3D7_0813400,CAX64121
PF3D7_0813900,CAD51235
PF3D7_0825600,CAD51118
PF3D7_0823900,CAD51134
PF3D7_0820600,CAD51168
PF3D7_0824100,CAD51132
PF3D7_0825700,CAD51117
PF3D7_0817500,CAD51199
PF3D7_0826400,CAD51110
PF3D7_0813100,CAD51244
PF3D7_0818900,CAD51185
PF3D7_0824800,CAD51125
PF3D7_0821600,CAD51158
PF3D7_0810800,CAD51267
PF3D7_0822100,CAD51153
PF3D7_0819300,CAX64137
PF3D7_0807200,CAX64102
PF3D7_0817900,CAD51195
PF3D7_0809700,CAD51278
PF3D7_0824400,CAD51129
PF3D7_0828900,CAD51086
PF3D7_0801800,CAD51347
PF3D7_0832300,CZT62766
PF3D7_0806300,CAX64098
PF3D7_0812400,CAD51250
PF3D7_0808000,CAX64105
PF3D7_0815700,CAX64124
PF3D7_0830400,CAD51076
PF3D7_0806700,CZT62750
PF3D7_0824200,CAX64152
PF3D7_0815900,CAD51214
PF3D7_0829400,CAX64165
PF3D7_0808400,CAX64107
PF3D7_0814900,CAD51224
PF3D7_0827100,CAD51104
PF3D7_0804900,CAD51317
PF3D7_0828600,CAD51089
PF3D7_0830600,CAD51074
PF3D7_0820200,CAD51172
PF3D7_0825900,CAD51115
PF3D7_0823100,CAX64150
PF3D7_0815500,CAD51218
PF3D7_0810100,CAX64111
PF3D7_0813700,CAD51237
PF3D7_0805500,CAX64092
PF3D7_0811700,CAD51258
PF3D7_0806200,CAX64097
PF3D7_0809900,CAD51276
PF3D7_0810300,CAX64112
PF3D7_0801900,CAX64085
PF3D7_0804600,CAX64089
PF3D7_0822600,CAD51148
PF3D7_0828300,CAD51092
PF3D7_0828200,CAD51093
PF3D7_0825000,CAX64155
PF3D7_0810500,CAD51270
PF3D7_0814200,CAD51232
PF3D7_0826100,CAD51113
PF3D7_0802400,CAD51339
PF3D7_0830300,CAD51077
PF3D7_0827400,CAD51101
PF3D7_0803300,CAD51330
PF3D7_0829300,CAX64164
PF3D7_0802900,CAX64088
PF3D7_0807000,CAX64101
PF3D7_0817000,CAX64128
PF3D7_0801700,CAX64084
PF3D7_0816500,CAD51208
PF3D7_0806100,CZT62749
PF3D7_0821000,CAD51164
PF3D7_0819500,CAX64138
PF3D7_0816900,CAD51204
PF3D7_0804300,CAD51323
PF3D7_0818700,CAX64136
PF3D7_0803500,CAD51328
PF3D7_0806800,CAD51303
PF3D7_0818500,CAD51189
PF3D7_0813300,CAX64120
PF3D7_0813600,CAD51238
PF3D7_0808100,CAX64106
PF3D7_0823700,CAD51136
PF3D7_0815100,CAD51222
PF3D7_0814600,CAD51227
PF3D7_0817200,CAD51202
PF3D7_0811800,CAD51257
PF3D7_0812500,CAD51249
PF3D7_0810900.1,CAD51266
PF3D7_0809200,CAD51282
PF3D7_0815800,CAD51215
PF3D7_0820500,CAD51169
PF3D7_0812000,CAD51255
PF3D7_0805400,CAX64091
PF3D7_0813500,CAD51239
PF3D7_0817100,CAX64129
PF3D7_0824300,CAD51130
PF3D7_0801300,CAD51353
PF3D7_0822500,CAD51149
PF3D7_0826000,CAD51114
PF3D7_0802100,CAD51342
PF3D7_0825100,CAD51122
PF3D7_0806000,CAX64096
PF3D7_0820100,CAX64142
PF3D7_0807500,CAD51297
PF3D7_0801600,CAD51349
PF3D7_0819200,CAD51182
PF3D7_0823800,CAD51135
PF3D7_0823600,CAD51137
PF3D7_0802800,CAD51335
PF3D7_0825800,CAX64157
PF3D7_0814400,CAD51230
PF3D7_0820700,CAD51167
PF3D7_0828100,CAD51094
PF3D7_0929000,CAD51971
PF3D7_0915700,CAD51840
PF3D7_0906400,CAD51749
PF3D7_0910600,CAD51789
PF3D7_0912800,CAD51811
PF3D7_0932100,CAX64262
PF3D7_0904100,CAD51726
PF3D7_0904200,CAD51727
PF3D7_0926800,CAD51949
PF3D7_0913400,CAD51817
PF3D7_0908300.2,CZT62534
PF3D7_0917400,CAD51856
PF3D7_0934000,CAD52015
PF3D7_0935700,CAD52031
PF3D7_0907400,CAD51757
PF3D7_0920100,CAX64223
PF3D7_0934600,CAD52021
PF3D7_0905700.3,CZT62532
PF3D7_0932900,CAD52005
PF3D7_0905700.2,CAX64196
PF3D7_0926400,CAX64241
PF3D7_0934400,CAD52019
PF3D7_0923900,CAD51921
PF3D7_0907600,CAD51759
PF3D7_0924600,CAD51928
PF3D7_0920300,CAD51885
PF3D7_0927000,CAD51951
PF3D7_0927400,CAX64244
PF3D7_0923800.2,CZT62537
PF3D7_0913000,CAD51813
PF3D7_0909200,CAD51775
PF3D7_0918000,CAD51862
PF3D7_0903600.1,CZT62530
PF3D7_0905800,CAD51743
PF3D7_0908300.1,CAX64203
PF3D7_0921100,CAX64224
PF3D7_0933500,CAD52010
PF3D7_0926700,CAD51948
PF3D7_0917300,CAD51855
PF3D7_0924300,CAX64233
PF3D7_0910300,CAD51786
PF3D7_0910500,CAD51788
PF3D7_0927900,CAD51960
PF3D7_0925800,CAD51939
PF3D7_0919400,CAD51876
PF3D7_0926000,CAD51941
PF3D7_0933000,CAD52006
PF3D7_0911500.1,CAX64210
PF3D7_0921400,CAD51896
PF3D7_0927100,CAD51952
PF3D7_0903500,CAD51720
PF3D7_0913100,CAD51814
PF3D7_0903000,CAD51715
PF3D7_0908400,CAD51767
PF3D7_0919000,CAD51872
PF3D7_0906500,CAD51750
PF3D7_0908800,CAD51771
PF3D7_0920600,CAD51888
PF3D7_0924100,CAD51923
PF3D7_0930600.1,CAD51984
PF3D7_0922000,CAD51902
PF3D7_0930000,CAD51979
PF3D7_0918300,CAD51865
PF3D7_0918800,CAD51870
PF3D7_0933100,CAX64263
PF3D7_0933200,CAX64264
PF3D7_0918200.1,CAX64220
PF3D7_0914900,CAD51832
PF3D7_0906200,CAD51747
PF3D7_0907900,CAD51762
PF3D7_0913900,CAD51822
PF3D7_0929600,CAD51977
PF3D7_0932200,CAD51999
PF3D7_0906700,CAX64198
PF3D7_0928300,CAX64246
PF3D7_0917800,CAD51860
PF3D7_0928200,CAD51963
PF3D7_0902800,CAD51713
PF3D7_0907300,CAD51756
PF3D7_0923800.1,CAX64232
PF3D7_0909300,CAD51776
PF3D7_0903100,CAD51716
PF3D7_0905100,CAD51736
PF3D7_0907200,CAD51755
PF3D7_0931700,CAX64259
PF3D7_0935300,CAD52027
PF3D7_0915000,CAD51833
PF3D7_0934300,CAD52018
PF3D7_0935500,CAX64269
PF3D7_0911400,CAD51797
PF3D7_0934200,CAD52017
PF3D7_0907100,CAD51754
PF3D7_0909900,CAD51782
PF3D7_0930400.1,CAD51982
PF3D7_0921000.2,CZT62536
PF3D7_0916000,CAD51843
PF3D7_0908700,CAD51770
PF3D7_0919900,CAD51881
PF3D7_0926900,CAD51950
PF3D7_0925700,CAD51938
PF3D7_0909700,CAD51780
PF3D7_0907500,CAD51758
PF3D7_0930900,CAX64255
PF3D7_0935000,CAD52025
