Geneid	Chr	Start	End	Strand	Length	SRR10438732	SRR10438733	SRR9041555	SRR9041557	SRR9041558	SRR9041559	SRR9041560	SRR9041567	SRR9041568	SRR9041569	SRR9041570
PBANKA_113110	11	1151876	1153303	+	1428	946	1076	151	224	492	270	39	169	183	305	508
PBANKA_113120	11	1153818	1154906	-	1089	679	701	141	175	364	181	37	110	132	251	275
PBANKA_113130	11	1155836	1156969	-	1134	811	819	127	164	414	166	43	153	153	267	416
PBANKA_113140	11	1157762	1159549	-	1788	1187	1130	184	271	546	273	50	197	214	354	578
PBANKA_113150	11	1160907	1162586	+	1680	1028	1175	197	294	525	256	60	203	205	388	605
PBANKA_113160	11	1164601	1167423	+	2823	1907	2157	289	409	980	512	62	376	415	644	1144
PBANKA_113170	11	1167656	1170244	-	2589	1621	1476	272	461	729	414	65	261	246	540	774
PBANKA_113180	11	1171240	1172775	+	1536	1057	1112	173	241	499	280	48	184	166	403	501
PBANKA_113190	11	1175235	1177370	+	2136	1502	1392	222	345	751	363	65	255	266	455	782
PBANKA_113200	11	1178439	1181873	-	3435	2207	2256	372	511	1119	541	112	453	417	734	1128
PBANKA_113210	11	1187898	1188576	+	679	517	584	94	130	214	130	20	84	73	203	255
PBANKA_113220	11	1189381	1190568	+	1188	831	811	128	216	374	182	27	153	138	280	381
PBANKA_113230	11	1191692	1195609	+	3918	2446	2327	367	554	1255	607	126	410	424	822	1263
PBANKA_113240	11	1196415	1199231	-	2817	1838	1792	280	432	920	496	83	368	338	621	943
PBANKA_113250	11	1200632	1201355	-	724	502	516	83	161	232	120	26	98	78	173	271
PBANKA_113260	11	1203984	1205459	+	1476	1012	1046	135	235	506	268	44	192	202	322	525
PBANKA_113270	11	1207027	1209981	+	2955	1992	1984	298	484	910	477	89	414	369	664	976
PBANKA_113280	11	1211178	1211895	+	718	565	547	86	120	244	119	27	90	81	166	285
PBANKA_113290	11	1212685	1214124	-	1440	1068	1254	163	228	475	275	45	183	170	342	566
PBANKA_113300	11	1216348	1217675	+	1328	925	821	146	244	450	223	37	142	168	295	438
PBANKA_113310	11	1219987	1231014	+	11028	6947	6798	1089	1586	3658	1828	347	1370	1364	2206	3614
PBANKA_113320	11	1232387	1233937	-	1551	1087	1210	170	258	501	299	43	216	215	375	677
PBANKA_113330	11	1234585	1235916	-	1332	127	126	29	46	37	34	3	10	14	45	30
PBANKA_113340	11	1236969	1238300	+	1332	146	161	22	39	41	41	6	19	13	52	30
PBANKA_113350	11	1239457	1242014	+	2558	1796	1682	295	401	834	451	74	328	313	582	848
PBANKA_113360	11	1242933	1243298	+	366	336	340	50	89	142	73	11	53	49	119	128
PBANKA_113370	11	1244403	1247507	+	3105	2126	2140	287	488	1027	489	82	376	409	674	1056
PBANKA_113380	11	1248823	1251426	+	2604	1761	1896	297	377	892	481	77	280	327	617	861
PBANKA_113390	11	1252160	1252907	+	748	519	622	101	143	262	123	22	95	113	209	261
PBANKA_113400	11	1253669	1257858	-	4190	2779	2628	474	654	1390	774	121	522	536	981	1408
PBANKA_113410	11	1259022	1261413	+	2392	1701	1728	230	368	780	449	62	299	354	592	872
PBANKA_113420	11	1262584	1264091	+	1508	1116	1130	167	217	558	269	46	216	205	400	549
PBANKA_113430	11	1264604	1271079	-	6476	4141	3866	672	970	1985	966	208	726	764	1325	2101
PBANKA_113440	11	1272024	1274255	-	2232	1471	1420	258	342	686	321	60	226	297	399	700
PBANKA_113450	11	1275327	1279900	+	4574	2924	2671	450	754	1446	806	115	491	531	880	1374
PBANKA_113460	11	1280671	1281672	-	1002	671	676	116	146	323	208	25	127	127	245	339
PBANKA_113470	11	1282958	1283870	+	913	672	695	98	160	333	193	18	107	118	243	353
PBANKA_113480	11	1284510	1286225	+	1716	1214	1337	220	274	585	324	47	236	263	414	689
PBANKA_113490	11	1288017	1290629	+	2613	1794	1994	290	433	886	464	74	343	331	551	956
PBANKA_113500	11	1291846	1292307	-	462	465	407	65	91	164	82	8	54	62	101	177
PBANKA_113510	11	1296144	1296599	+	456	389	370	59	98	151	113	9	76	62	131	164
PBANKA_113520	11	1297079	1299892	-	2814	1902	1988	325	395	903	519	63	331	364	619	1013
PBANKA_113530	11	1300713	1309874	-	9162	5882	5608	969	1384	2924	1513	262	1087	1087	1962	3053
PBANKA_113540	11	1311480	1313600	-	2121	1463	1475	235	325	683	341	50	224	268	466	653
PBANKA_113550	11	1314347	1316639	-	2293	1513	1573	240	372	794	355	65	264	279	523	699
PBANKA_113560	11	1317423	1320476	+	3054	2075	2201	287	453	1011	572	86	377	389	681	1071
PBANKA_113570	11	1322259	1323945	-	1687	1107	1356	180	252	536	279	45	232	241	396	654
PBANKA_113580	11	1326827	1327318	+	492	394	354	56	92	192	99	15	78	76	141	190
PBANKA_113590	11	1328998	1338549	+	9552	6144	5977	915	1497	3160	1546	253	1186	1120	2051	3217
PBANKA_113600	11	1339332	1340167	+	836	628	645	119	161	279	149	36	99	121	235	258
PBANKA_113610	11	1341318	1346627	+	5310	3508	3705	521	821	1684	951	187	639	686	1119	1870
PBANKA_113620	11	1347675	1348208	-	534	450	515	72	76	190	127	26	57	65	146	172
PBANKA_113630	11	1349256	1350479	-	1224	868	911	130	221	417	193	23	138	150	286	438
PBANKA_113640	11	1351240	1352659	-	1420	1008	1109	161	209	470	238	48	194	172	321	588
PBANKA_113650	11	1353543	1354670	-	1128	826	802	125	211	377	217	37	130	141	288	395
PBANKA_113660	11	1355370	1356329	+	960	715	656	129	159	313	162	35	126	108	247	319
PBANKA_113670	11	1357402	1368560	+	11159	7161	7433	1039	1561	3570	1880	328	1422	1288	2346	3887
PBANKA_113690	11	1369720	1373822	-	4103	2595	2832	424	611	1406	669	131	536	504	904	1499
PBANKA_113700	11	1377594	1381043	+	3450	2257	2502	403	485	1138	503	117	456	434	777	1235
PBANKA_113710	11	1381690	1383891	-	2202	1550	1579	223	342	733	406	52	264	292	475	799
PBANKA_113720	11	1386906	1390593	+	3688	2510	2911	412	523	1191	672	95	509	453	814	1385
PBANKA_113730	11	1392134	1398057	+	5924	3863	3981	565	836	1953	998	170	752	732	1164	2091
PBANKA_113740	11	1398888	1400669	+	1782	1228	1177	203	292	580	350	56	204	233	420	602
PBANKA_113750	11	1400911	1401449	-	539	473	431	69	88	172	128	24	74	78	151	240
PBANKA_113760	11	1403257	1403661	-	405	353	381	51	72	165	113	9	59	58	128	178
PBANKA_113770	11	1405202	1406250	+	1049	769	822	101	177	372	190	29	125	150	276	412
PBANKA_113780	11	1407746	1415866	+	8121	5402	6095	816	1177	2658	1377	230	1048	1022	1789	3121
PBANKA_113790	11	1416556	1417380	-	825	608	713	95	143	290	170	24	99	108	212	351
PBANKA_113800	11	1420373	1420969	+	597	466	593	81	132	249	160	18	91	101	167	278
PBANKA_113810	11	1421792	1423408	-	1617	1137	1181	194	263	529	307	43	196	177	396	601
PBANKA_113820	11	1425338	1426765	-	1428	1022	1309	137	206	489	272	40	208	194	336	582
PBANKA_113830	11	1428290	1428871	+	582	506	498	68	125	242	119	19	68	72	125	236
PBANKA_113840	11	1430819	1436587	+	5769	3698	3987	552	821	1763	978	158	698	753	1173	2085
PBANKA_113850	11	1437953	1440244	+	2292	1567	1448	251	350	719	356	73	270	246	511	800
PBANKA_113860	11	1440836	1442095	+	1260	930	944	130	228	411	235	43	162	160	315	482
PBANKA_113870	11	1444912	1449165	+	4254	2805	2920	401	595	1315	739	126	553	507	903	1470
PBANKA_113880	11	1450648	1456944	+	6297	4266	3808	686	973	1975	1071	181	671	714	1276	2059
PBANKA_113890	11	1457791	1462533	+	4743	3102	2909	500	738	1504	806	115	594	538	1020	1616
PBANKA_113900	11	1463109	1466468	+	3360	2196	2026	343	556	1017	565	83	373	442	718	1066
PBANKA_113910	11	1467183	1470383	+	3201	2133	1969	349	466	1045	511	85	399	359	678	961
PBANKA_113920	11	1470708	1472218	-	1511	1070	1072	135	249	523	268	38	183	167	358	535
PBANKA_113930	11	1472859	1473800	+	942	802	708	121	184	321	173	29	103	134	269	337
PBANKA_113940	11	1474241	1476936	-	2696	1936	1565	285	443	857	488	71	319	341	568	893
PBANKA_113950	11	1477866	1480375	+	2510	1789	1688	309	417	776	426	78	303	296	592	808
PBANKA_113960	11	1481015	1481557	-	543	423	359	43	103	177	91	18	46	76	184	155
PBANKA_113970	11	1482448	1484457	+	2010	1404	1338	227	322	611	399	57	290	241	449	674
PBANKA_113980	11	1485596	1488841	+	3246	2234	2157	323	450	1007	562	90	395	389	701	1093
PBANKA_113990	11	1490746	1491285	+	540	444	410	63	116	182	99	11	52	59	154	193
PBANKA_114000	11	1493482	1495809	+	2328	1659	1630	237	401	737	410	62	268	292	533	880
PBANKA_114010	11	1496845	1502331	-	5487	3475	3730	563	824	1792	932	143	694	709	1169	1919
PBANKA_114020	11	1504097	1507549	-	3453	2330	2255	340	554	1117	538	91	422	454	750	1282
PBANKA_114030	11	1509455	1518264	+	8810	4928	4679	743	1166	2553	1189	209	831	903	1600	2520
PBANKA_114040	11	1519548	1521083	+	1536	1102	1064	162	238	491	250	43	199	174	354	525
PBANKA_114050	11	1521913	1524372	+	2460	1677	1664	253	359	816	401	76	301	332	576	801
PBANKA_114060	11	1524985	1526403	-	1419	1071	1066	156	229	424	234	35	181	191	354	524
PBANKA_114070	11	1527286	1528832	-	1547	1081	1139	182	265	548	293	43	205	210	378	489
PBANKA_114080	11	1529469	1530401	+	933	574	594	89	135	306	131	17	102	103	201	310
PBANKA_114090	11	1530660	1531260	-	601	470	554	78	117	231	128	13	82	70	150	296
PBANKA_114100	11	1532178	1532333	+	156	197	163	29	43	73	41	12	15	28	67	74
PBANKA_114110	11	1532921	1534975	-	2055	1373	1298	192	346	670	371	58	223	255	508	561
PBANKA_114120	11	1536121	1537686	-	1566	1082	1012	173	286	542	258	40	203	191	388	510
PBANKA_114130	11	1538581	1540026	+	1446	1023	1038	145	255	464	286	35	175	188	320	462
PBANKA_114140	11	1541027	1543406	+	2380	1607	1665	265	361	801	392	52	314	283	580	813
PBANKA_114150	11	1543781	1545140	-	1360	946	1078	133	257	527	207	35	163	174	314	520
PBANKA_114160	11	1548038	1549689	+	1652	1144	1104	158	255	572	288	61	206	218	371	584
PBANKA_114170	11	1550578	1551355	-	778	559	586	82	123	225	129	20	92	103	207	251
PBANKA_114180	11	1553028	1553312	+	285	250	265	40	58	103	61	7	33	44	78	122
PBANKA_114190	11	1554563	1555194	+	632	526	467	70	124	208	165	13	96	72	149	235
PBANKA_114200	11	1556166	1556609	+	444	368	390	53	98	178	100	18	52	70	124	145
PBANKA_114210	11	1557064	1568135	-	11072	6852	6337	1061	1684	3457	1721	265	1198	1222	2236	3355
PBANKA_114230	11	1570580	1573975	-	3396	2079	1934	327	465	1082	515	71	347	352	653	945
PBANKA_114240	11	1576700	1577149	+	450	321	375	58	84	173	94	10	56	64	119	204
PBANKA_114250	11	1578295	1579935	-	1641	1128	1132	201	262	610	301	54	222	199	392	652
PBANKA_114260	11	1581802	1582797	+	996	681	603	98	174	309	158	31	108	106	228	303
PBANKA_114270	11	1582963	1585239	-	2277	1530	1436	242	373	735	398	50	269	265	529	776
PBANKA_114280	11	1588841	1591307	+	2467	1578	1714	211	373	814	415	60	285	348	503	852
PBANKA_114290	11	1592518	1593501	-	984	629	739	86	165	318	168	24	106	127	283	283
PBANKA_114300	11	1594594	1595706	+	1113	783	788	106	156	392	205	31	129	167	294	406
PBANKA_114310	11	1596915	1598370	+	1456	1004	892	158	210	486	254	38	170	195	281	445
PBANKA_114320	11	1598515	1599905	-	1391	1007	851	174	237	476	214	38	129	156	351	429
PBANKA_114330	11	1601200	1604178	+	2979	1905	1897	337	506	954	473	76	317	357	644	861
PBANKA_114340	11	1605356	1606576	+	1221	773	802	120	181	405	202	36	204	154	263	423
PBANKA_114350	11	1607283	1608435	-	1153	860	784	104	218	351	213	33	164	131	270	389
PBANKA_114360	11	1609448	1613104	+	3657	2368	2811	388	549	1207	613	103	449	503	855	1429
PBANKA_114370	11	1614502	1618419	+	3918	2405	2759	363	537	1223	635	104	478	485	821	1318
PBANKA_114380	11	1619835	1620602	+	768	620	602	71	148	300	160	13	109	94	186	259
PBANKA_114390	11	1621162	1621845	-	684	548	557	105	120	234	131	18	85	75	190	228
PBANKA_114400	11	1622789	1624037	-	1249	907	1038	156	200	390	221	40	176	165	278	458
PBANKA_114410	11	1625769	1627817	-	2049	1410	1535	226	322	710	382	65	250	260	425	746
PBANKA_114420	11	1629724	1631418	+	1695	1201	1154	166	293	563	267	38	191	216	376	601
PBANKA_114430	11	1631513	1633296	-	1784	1241	1197	184	307	560	290	57	201	188	412	563
PBANKA_114440	11	1634465	1636960	+	2496	1702	1639	272	437	819	418	78	323	304	547	796
PBANKA_114450	11	1637490	1637768	-	279	278	304	35	64	95	81	7	52	51	105	140
PBANKA_114460	11	1639045	1640529	-	1485	1067	1140	164	253	507	217	41	196	200	352	530
PBANKA_114470	11	1641894	1646387	-	4494	2879	2926	457	656	1430	787	118	534	579	931	1546
PBANKA_114480	11	1648334	1649875	+	1542	1127	1193	158	302	523	304	53	212	197	376	608
PBANKA_114490	11	1651304	1654453	+	3150	2249	2046	319	511	998	506	73	362	366	720	1015
PBANKA_114500	11	1655195	1656466	-	1272	885	847	143	236	416	202	39	154	153	293	393
PBANKA_114510	11	1657766	1664074	+	6309	4138	4026	686	993	1967	1103	155	762	792	1472	2096
PBANKA_114520	11	1664600	1666033	-	1434	1093	1035	151	245	503	280	34	199	188	351	473
PBANKA_114530	11	1667439	1675586	+	8148	5673	5416	891	1211	2605	1424	253	924	1010	1746	2743
PBANKA_114540	11	1676086	1677674	-	1589	1073	1130	164	244	536	237	41	190	202	382	580
PBANKA_114550	11	1679639	1683004	+	3366	2261	2223	377	501	1124	563	81	376	453	802	1155
PBANKA_114560	11	1683947	1686610	-	2664	1755	1759	255	389	914	415	62	337	336	607	911
PBANKA_114570	11	1687796	1688868	-	1073	832	858	117	194	378	200	36	142	123	274	365
PBANKA_114580	11	1695580	1696372	+	793	535	653	91	109	280	153	28	125	125	211	328
PBANKA_114590	11	1697529	1698624	+	1096	777	799	129	192	353	178	40	128	146	265	343
PBANKA_114600	11	1700254	1702342	-	2089	1257	1409	225	247	555	313	49	214	212	449	617
PBANKA_114610	11	1703672	1704253	-	582	202	204	33	43	74	52	4	15	31	84	71
PBANKA_114620	11	1707059	1707842	+	784	622	653	86	133	277	160	22	99	106	220	310
PBANKA_114630	11	1710345	1711500	+	1156	2094	2135	286	408	897	579	58	511	518	517	797
PBANKA_114640	11	1713920	1715048	+	1129	806	814	96	147	288	216	27	102	108	218	415
PBANKA_114655	11	1721174	1721576	+	403	138	143	32	31	52	38	1	29	30	42	57
PBANKA_114660	11	1724434	1725351	+	918	942	946	155	175	371	248	22	77	58	268	464
PBANKA_114670	11	1728473	1729717	+	1245	1947	1999	279	408	784	464	70	170	170	642	1009
PBANKA_120005	12	3	515	+	513	245	212	29	43	23	77	0	19	19	78	36
PBANKA_120010	12	1963	3140	-	1178	833	832	140	208	308	181	27	166	164	276	429
PBANKA_120020	12	6144	7061	-	918	603	589	97	126	201	172	24	80	80	231	246
PBANKA_120030	12	9248	10542	-	1295	1026	1013	189	214	515	222	52	219	206	342	547
PBANKA_120040	12	12947	14171	-	1225	901	905	148	175	475	213	40	224	195	309	484
PBANKA_120060	12	22479	29232	-	6754	2560	2897	377	619	1110	638	96	451	442	906	1319
PBANKA_120070	12	33944	35233	+	1290	954	973	154	178	436	227	35	165	165	280	451
PBANKA_120080	12	37467	39842	+	2376	1646	1611	258	376	759	399	71	284	296	555	700
PBANKA_120090	12	40318	41564	-	1247	974	937	124	216	428	248	45	171	158	282	493
PBANKA_120100	12	42760	44313	+	1554	1097	1103	154	272	564	275	45	208	195	364	558
PBANKA_120110	12	46009	48747	+	2739	1761	1850	282	374	861	428	57	398	316	554	946
PBANKA_120120	12	49878	54101	+	4224	2582	2656	410	684	1341	634	125	503	518	896	1473
PBANKA_120130	12	55695	56605	+	911	678	597	82	181	295	175	28	96	108	263	277
PBANKA_120140	12	58818	61913	+	3096	2183	1971	301	447	1029	513	86	351	357	637	1124
PBANKA_120150	12	63346	64040	+	695	528	585	77	130	243	157	15	87	92	202	224
PBANKA_120160	12	65733	66474	+	742	594	572	80	134	259	134	19	84	92	189	272
PBANKA_120170	12	67158	67616	-	459	382	394	66	105	146	96	16	65	63	166	168
PBANKA_120180	12	69427	74574	-	5148	3465	3373	581	736	1649	913	134	654	628	1122	1797
PBANKA_120190	12	75865	76753	-	889	662	630	104	185	318	161	21	98	111	239	287
PBANKA_120200	12	79580	80416	+	837	662	726	117	148	285	154	28	125	125	238	332
PBANKA_120210	12	81608	85048	-	3441	2328	2400	368	477	1105	612	115	447	475	787	1236
PBANKA_120220	12	87840	91421	-	3582	2435	2584	399	561	1114	608	91	443	459	813	1405
PBANKA_120230	12	93167	94129	+	963	700	637	94	160	329	165	35	115	112	218	274
PBANKA_120240	12	94488	95454	-	967	738	728	108	180	333	179	40	116	148	257	295
PBANKA_120250	12	97633	105446	-	7814	4858	4617	794	1197	2344	1168	179	879	910	1632	2480
PBANKA_120260	12	107800	110733	-	2934	1904	2134	303	435	926	440	82	394	350	676	1076
PBANKA_120270	12	113644	115791	-	2148	1339	1469	215	275	690	417	78	269	264	455	787
PBANKA_120280	12	119358	119960	-	603	416	390	80	116	217	94	22	67	73	134	191
PBANKA_120290	12	121327	125131	+	3805	2347	2324	368	550	1246	576	104	436	429	751	1276
PBANKA_120300	12	125349	126656	-	1308	890	862	147	209	387	208	26	129	136	259	362
PBANKA_120310	12	127338	128763	+	1426	1009	879	194	206	425	236	31	173	187	338	415
PBANKA_120320	12	129322	130275	+	954	638	713	106	152	321	157	33	109	115	232	315
PBANKA_120330	12	130541	132652	-	2112	1384	1179	223	342	708	330	58	198	262	489	606
PBANKA_120340	12	133396	136353	+	2958	1988	1740	273	441	949	407	85	321	325	580	830
PBANKA_120345	12	136527	137019	-	493	402	397	52	102	202	87	16	67	74	146	189
PBANKA_120350	12	137451	138440	-	990	751	670	128	183	321	187	36	117	119	252	362
PBANKA_120360	12	139017	140010	-	994	671	602	123	138	301	126	26	93	119	208	322
PBANKA_120370	12	141455	145282	-	3828	2731	2742	411	632	1255	663	121	486	544	797	1419
PBANKA_120380	12	147118	148883	-	1766	1207	1223	195	253	594	300	71	234	232	382	567
PBANKA_120390	12	150086	152390	-	2305	1544	1502	243	433	775	389	63	240	242	557	726
PBANKA_120400	12	154666	155443	+	778	548	490	70	133	228	147	27	87	104	195	242
PBANKA_120410	12	156409	158112	+	1704	1150	1260	184	241	563	305	48	212	174	347	609
PBANKA_120420	12	158625	160049	-	1425	926	1081	140	196	470	209	30	207	187	286	510
PBANKA_120430	12	161514	162680	-	1167	854	968	122	192	388	200	33	131	153	283	410
PBANKA_120440	12	165204	165844	-	641	475	453	88	122	201	130	14	76	62	168	206
PBANKA_120450	12	168221	169321	-	1101	788	694	124	176	381	202	40	109	126	221	336
PBANKA_120460	12	169844	172408	-	2565	1815	1557	288	406	848	421	51	252	315	618	805
PBANKA_120470	12	173006	173866	+	861	636	583	113	137	284	179	20	102	90	197	284
PBANKA_120480	12	174222	174803	-	582	408	431	61	90	180	130	27	77	74	143	190
PBANKA_120490	12	175860	176907	+	1048	790	725	121	188	368	175	25	104	139	232	322
PBANKA_120500	12	178650	179932	+	1283	946	936	145	211	419	196	41	152	165	309	437
PBANKA_120510	12	181540	183008	+	1469	998	984	155	261	482	225	43	172	166	350	432
PBANKA_120520	12	184149	185862	+	1714	1172	1108	169	259	518	262	45	211	179	373	547
PBANKA_120530	12	185960	186738	-	779	608	645	125	132	311	119	19	107	102	202	270
PBANKA_120540	12	187615	190003	-	2389	1621	1693	280	341	853	420	68	314	303	500	874
PBANKA_120550	12	193098	195094	+	1997	1319	1443	218	279	682	350	53	249	258	430	727
PBANKA_120560	12	196252	196911	+	660	460	473	67	136	230	104	18	72	76	167	228
PBANKA_120570	12	197720	198073	+	354	321	298	54	72	141	67	12	52	43	114	153
PBANKA_120580	12	198910	199239	+	330	314	328	45	82	118	74	9	37	33	117	104
PBANKA_120590	12	200376	204572	-	4197	2739	3114	396	577	1381	687	131	543	566	878	1581
PBANKA_120600	12	208527	211016	-	2490	1619	1512	244	364	834	390	58	292	310	505	714
PBANKA_120610	12	213199	214812	+	1614	1185	1219	171	254	549	299	64	234	203	417	565
PBANKA_120620	12	217949	223933	+	5985	3763	3728	578	867	1945	901	141	730	725	1173	2066
PBANKA_120630	12	227320	238080	+	10761	6729	7122	1035	1486	3380	1713	299	1391	1229	2294	3825
PBANKA_120640	12	238750	239922	-	1173	826	791	146	193	406	215	20	148	151	303	469
PBANKA_120650	12	240942	242330	+	1389	1004	968	158	272	486	240	49	168	152	354	385
PBANKA_120660	12	242903	244631	-	1729	1179	1412	175	255	586	288	57	228	262	376	649
PBANKA_120670	12	247183	250119	+	2937	1941	1914	300	461	969	492	76	340	326	603	931
PBANKA_120680	12	252528	253685	+	1158	793	914	114	174	410	218	38	158	180	253	450
PBANKA_120690	12	255348	257505	-	2158	1487	1877	212	330	643	371	83	281	272	489	832
PBANKA_120700	12	259613	261022	-	1410	1003	1107	170	224	469	255	44	208	212	361	544
PBANKA_120710	12	262675	264112	+	1438	921	1085	156	176	422	283	36	140	142	321	435
PBANKA_120720	12	264968	266022	-	1055	804	804	106	180	323	193	40	111	141	227	364
PBANKA_120730	12	267051	267875	+	825	602	691	102	143	264	185	21	96	110	201	313
PBANKA_120740	12	268446	269636	+	1191	831	809	131	227	413	208	34	142	131	274	432
PBANKA_120750	12	270522	273068	+	2547	1663	1793	247	350	868	390	79	286	349	521	841
PBANKA_120760	12	273595	275361	-	1767	1250	1333	185	293	558	319	51	243	204	354	687
PBANKA_120770	12	276909	277913	+	1005	727	836	120	157	345	194	28	146	123	215	446
PBANKA_120780	12	278644	279894	-	1251	930	930	153	212	430	208	37	147	168	330	440
PBANKA_120790	12	281821	283011	+	1191	882	962	146	183	430	210	45	170	171	282	468
PBANKA_120800	12	283492	285093	-	1602	1224	1220	171	283	517	292	44	190	196	385	609
PBANKA_120810	12	286682	290577	-	3896	2632	2363	383	617	1250	660	118	458	475	882	1269
PBANKA_120820	12	291819	300786	-	8968	5474	5641	873	1282	2984	1330	261	1053	1117	1904	3036
PBANKA_120830	12	302850	305182	+	2333	1528	1431	242	426	779	368	46	251	280	528	651
PBANKA_120840	12	305277	306070	-	794	586	656	86	144	257	156	23	104	105	218	277
PBANKA_120850	12	307092	307952	+	861	673	625	104	158	264	180	30	96	103	191	269
PBANKA_120860	12	308625	313424	-	4800	3197	3046	503	740	1539	746	120	508	554	1044	1474
PBANKA_120870	12	316029	316886	+	858	624	559	117	150	252	172	19	95	93	218	286
PBANKA_120880	12	316902	318802	-	1901	1327	1311	224	294	594	337	62	228	263	403	683
PBANKA_120890	12	319215	320830	+	1616	1150	1020	185	250	536	255	48	184	204	369	600
PBANKA_120900	12	321693	322458	-	766	570	682	93	157	301	144	19	125	117	177	292
PBANKA_120910	12	323980	325505	+	1526	1097	1030	144	246	500	250	30	152	167	354	476
PBANKA_120920	12	325755	326621	-	867	641	546	116	180	327	160	27	105	114	210	301
PBANKA_120930	12	327750	329343	+	1594	1082	1024	174	254	501	303	38	186	201	334	471
PBANKA_120940	12	330196	331201	-	1006	798	742	107	189	335	175	22	124	134	223	396
PBANKA_120950	12	333440	335909	-	2470	1726	1601	252	355	798	419	49	276	288	504	824
PBANKA_120960	12	337071	337809	+	739	509	511	98	136	232	137	14	79	96	196	232
PBANKA_120970	12	338583	340382	+	1800	1140	926	188	275	533	293	47	181	216	395	511
PBANKA_120980	12	340964	341776	-	813	616	725	101	153	275	172	18	109	103	211	295
PBANKA_120990	12	343626	344153	-	528	470	469	91	80	237	105	13	81	82	151	199
PBANKA_121000	12	344581	346221	-	1641	1146	1093	181	275	556	254	36	185	176	383	616
PBANKA_121010	12	347921	349027	+	1107	849	915	111	176	374	200	28	131	160	248	403
PBANKA_121020	12	352527	355439	+	2913	1894	2137	302	435	917	454	77	405	399	546	1054
PBANKA_121030	12	356633	358429	-	1797	1301	1209	204	283	622	294	53	232	219	464	613
PBANKA_121040	12	359711	362894	+	3184	2072	1991	342	466	957	474	97	352	355	656	1033
PBANKA_121050	12	364013	365236	-	1224	902	817	141	217	407	173	41	156	158	290	416
PBANKA_121060	12	366887	367754	+	868	586	579	95	164	257	163	22	100	87	187	286
PBANKA_121070	12	368785	369705	-	921	714	693	102	150	326	170	19	108	148	224	375
PBANKA_121080	12	371512	372668	-	1157	794	842	120	217	375	213	32	161	139	301	383
PBANKA_121090	12	374296	376077	-	1782	1287	1461	191	245	590	351	54	258	215	435	609
PBANKA_121100	12	378055	379689	-	1635	1158	1255	163	297	548	307	50	196	198	445	647
PBANKA_121110	12	381367	385487	+	4121	2712	2726	414	633	1317	659	120	468	466	826	1373
PBANKA_121120	12	386333	388597	+	2265	1565	1401	235	368	723	376	58	266	258	510	692
PBANKA_121130	12	389502	390748	-	1247	936	1029	149	203	448	219	30	150	170	315	501
PBANKA_121140	12	392636	394790	+	2155	1519	1522	233	372	717	350	57	250	300	514	763
PBANKA_121150	12	395746	399502	-	3757	2530	2470	423	597	1192	597	94	409	414	814	1255
PBANKA_121160	12	403242	405725	+	2484	1644	1704	268	380	730	463	72	279	302	502	865
PBANKA_121170	12	406535	408334	-	1800	1287	1113	200	317	593	301	46	210	246	444	616
PBANKA_121180	12	409462	413073	-	3612	2398	2205	390	484	1117	567	105	413	466	776	1104
PBANKA_121190	12	417082	421499	+	4418	3033	2833	460	680	1399	721	122	526	499	923	1469
PBANKA_121200	12	423305	429706	+	6402	4042	3830	667	976	1993	1042	195	727	767	1357	2052
PBANKA_121210	12	430294	431475	+	1182	868	831	140	175	410	212	30	130	147	296	418
PBANKA_121220	12	432201	434105	+	1905	1283	1393	187	295	668	331	58	250	231	394	736
PBANKA_121230	12	434958	438068	-	3111	2055	1935	320	442	871	502	100	378	391	667	1033
PBANKA_121240	12	439589	441426	-	1838	1354	1250	231	320	602	324	50	220	219	420	652
PBANKA_121250	12	442343	446305	+	3963	2743	2749	410	632	1294	646	123	463	484	950	1318
PBANKA_121260	12	447562	450257	+	2696	1894	2009	287	367	935	478	80	357	355	608	978
PBANKA_121270	12	452608	458934	+	6327	3958	4215	626	944	1902	1019	178	770	758	1345	2199
PBANKA_121280	12	459751	460725	+	975	757	790	95	182	391	189	22	133	137	223	326
PBANKA_121290	12	461823	465767	+	3945	2585	2449	426	579	1278	603	103	433	449	822	1271
PBANKA_121300	12	466419	473567	-	7149	4400	4645	736	1018	2156	1089	193	814	845	1412	2450
PBANKA_121310	12	479822	480673	+	852	687	772	90	161	281	176	20	105	132	202	278
PBANKA_121320	12	481022	485132	-	4111	2678	2589	465	595	1355	667	108	461	542	847	1364
PBANKA_121330	12	485759	491425	-	5667	3756	3361	589	827	1841	889	125	712	690	1187	1959
PBANKA_121340	12	494313	495254	+	942	657	565	125	163	288	159	23	112	131	249	333
PBANKA_121350	12	496177	497262	-	1086	831	797	121	179	384	199	27	160	147	298	375
PBANKA_121360	12	498364	500998	-	2635	1829	1858	294	418	825	439	89	315	324	632	884
PBANKA_121370	12	501704	503149	+	1446	1027	1059	141	212	483	235	35	174	199	300	510
PBANKA_121380	12	503841	505166	+	1326	897	903	143	223	446	202	42	152	171	310	450
PBANKA_121390	12	505633	507234	-	1602	1147	1076	152	245	513	266	43	182	197	355	508
PBANKA_121400	12	508279	510311	-	2033	1429	1652	198	297	593	384	69	246	276	471	793
PBANKA_121410	12	511142	513098	-	1957	1328	1235	217	322	596	382	42	189	211	401	571
PBANKA_121420	12	514310	515798	+	1489	1117	1013	162	237	506	247	38	180	239	329	593
