Geneid	Chr	Start	End	Strand	Length	SRR935544	SRR935549	SRR935553	SRR935554	SRR935555	SRR935557	SRR935558	SRR935559	SRR935560
PBANKA_113410	11	1259022	1261413	+	2392	3900	1172	3890	8883	531	1958	1113	665	1645
PBANKA_113420	11	1262584	1264091	+	1508	129	27	616	1268	56	175	30	19	60
PBANKA_113430	11	1264604	1271079	-	6476	405	247	415	1085	381	1705	405	764	186
PBANKA_113440	11	1272024	1274255	-	2232	4780	5653	1280	7216	329	1276	1128	3053	5243
PBANKA_113450	11	1275327	1279900	+	4574	459	346	577	1569	197	546	626	424	253
PBANKA_113460	11	1280671	1281672	-	1002	53	7	84	110	129	287	157	42	59
PBANKA_113470	11	1282958	1283870	+	913	247	43	155	247	738	1174	612	218	337
PBANKA_113480	11	1284510	1286225	+	1716	747	429	241	680	53	127	234	202	480
PBANKA_113490	11	1288017	1290629	+	2613	2620	2441	150	317	1073	1377	48029	101048	4440
PBANKA_113500	11	1291846	1292307	-	462	1809	989	896	1914	329	944	488	277	235
PBANKA_113510	11	1296144	1296599	+	456	4180	1798	1908	2731	486	1081	1068	319	1807
PBANKA_113520	11	1297079	1299892	-	2814	1057	436	509	979	128	296	652	283	537
PBANKA_113530	11	1300713	1309874	-	9162	1634	3026	1271	2785	240	745	409	839	1349
PBANKA_113540	11	1311480	1313600	-	2121	597	266	553	1275	84	165	534	292	101
PBANKA_113550	11	1314347	1316639	-	2293	574	105	403	548	695	1472	1778	625	255
PBANKA_113560	11	1317423	1320476	+	3054	746	431	1018	2473	256	801	198	140	215
PBANKA_113570	11	1322259	1323945	-	1687	5616	4498	2524	5165	855	2598	1851	1003	4096
PBANKA_113580	11	1326827	1327318	+	492	70	25	53	136	37	64	863	752	173
PBANKA_113590	11	1328998	1338549	+	9552	138	121	135	230	819	2791	398	792	55
PBANKA_113600	11	1339332	1340167	+	836	36	19	10	6	205	324	145	111	43
PBANKA_113610	11	1341318	1346627	+	5310	1061	865	1046	2663	845	2786	862	2351	136
PBANKA_113620	11	1347675	1348208	-	534	251	89	728	1564	476	1510	433	358	162
PBANKA_113630	11	1349256	1350479	-	1224	892	403	237	423	580	1120	925	448	450
PBANKA_113640	11	1351240	1352659	-	1420	325	78	386	564	291	448	488	129	137
PBANKA_113650	11	1353543	1354670	-	1128	96	44	143	200	67	195	188	67	22
PBANKA_113660	11	1355370	1356329	+	960	212	110	182	330	53	123	285	154	87
PBANKA_113670	11	1357402	1368560	+	11159	264	200	238	244	408	760	2883	4727	379
PBANKA_113690	11	1369720	1373822	-	4103	1738	897	595	1542	984	3422	1712	1118	622
PBANKA_113700	11	1377594	1381043	+	3450	2661	1636	3914	8758	1022	3297	1339	2065	2187
PBANKA_113710	11	1381690	1383891	-	2202	753	392	374	899	40	147	124	97	88
PBANKA_113720	11	1386906	1390593	+	3688	2691	1016	1810	3618	1578	3673	1182	636	636
PBANKA_113730	11	1392134	1398057	+	5924	1780	2337	1830	5413	2694	6965	2267	4503	1073
PBANKA_113740	11	1398888	1400669	+	1782	411	128	88	99	216	260	8144	3741	251
PBANKA_113750	11	1400911	1401449	-	539	72	27	16	11	34	57	1243	495	37
PBANKA_113760	11	1403257	1403661	-	405	65	12	45	100	60	135	186	78	89
PBANKA_113770	11	1405202	1406250	+	1049	323	78	363	479	755	1151	2306	888	504
PBANKA_113780	11	1407746	1415866	+	8121	859	369	4793	6603	2790	11764	532	726	191
PBANKA_113790	11	1416556	1417380	-	825	549	105	1792	2342	985	2266	2333	750	192
PBANKA_113800	11	1420373	1420969	+	597	155	40	239	511	385	1081	1183	567	442
PBANKA_113810	11	1421792	1423408	-	1617	69	19	70	66	34	26	657	278	3976
PBANKA_113820	11	1425338	1426765	-	1428	1842	773	648	1796	308	736	10706	7990	705
PBANKA_113830	11	1428290	1428871	+	582	1070	267	323	704	307	845	805	420	852
PBANKA_113840	11	1430819	1436587	+	5769	1793	2228	1145	3732	1683	5468	1682	3446	1016
PBANKA_113850	11	1437953	1440244	+	2292	42	34	216	445	36	93	296	142	119
PBANKA_113860	11	1440836	1442095	+	1260	846	384	147	331	248	256	18611	12565	224
PBANKA_113870	11	1444912	1449165	+	4254	356	355	1687	5671	307	1593	213	330	111
PBANKA_113880	11	1450648	1456944	+	6297	174	94	127	190	844	2007	775	1170	195
PBANKA_113890	11	1457791	1462533	+	4743	560	470	72	77	245	253	11997	21377	589
PBANKA_113900	11	1463109	1466468	+	3360	516	251	471	1463	136	420	645	424	346
PBANKA_113910	11	1467183	1470383	+	3201	798	394	447	1424	186	701	391	582	117
PBANKA_113920	11	1470708	1472218	-	1511	168	95	297	603	176	412	256	159	177
PBANKA_113930	11	1472859	1473800	+	942	113	32	175	326	61	214	195	74	162
PBANKA_113940	11	1474241	1476936	-	2696	434	123	354	847	103	300	328	201	62
PBANKA_113950	11	1477866	1480375	+	2510	496	137	276	738	103	303	972	511	109
PBANKA_113960	11	1481015	1481557	-	543	51	8	85	143	24	70	50	13	4
PBANKA_113970	11	1482448	1484457	+	2010	443	79	423	873	202	635	326	249	50
PBANKA_113980	11	1485596	1488841	+	3246	134	35	38	34	81	112	1406	728	191
PBANKA_113990	11	1490746	1491285	+	540	1563	613	775	1997	633	1921	562	310	813
PBANKA_114000	11	1493482	1495809	+	2328	293	95	195	505	330	859	392	247	126
PBANKA_114010	11	1496845	1502331	-	5487	1220	814	760	1484	1011	2969	731	885	1446
PBANKA_114020	11	1504097	1507549	-	3453	662	527	333	920	400	1397	739	612	933
PBANKA_114030	11	1509455	1518264	+	8810	1788	3684	1817	5762	864	3317	1042	2961	1481
PBANKA_114040	11	1519548	1521083	+	1536	364	163	513	1061	139	387	195	170	145
PBANKA_114050	11	1521913	1524372	+	2460	335	201	514	1456	224	930	330	480	122
PBANKA_114060	11	1524985	1526403	-	1419	1560	608	844	1437	249	496	849	446	4072
PBANKA_114070	11	1527286	1528832	-	1547	105	36	122	124	50	93	80	51	143
PBANKA_114080	11	1529469	1530401	+	933	855	273	477	1515	219	685	237	167	884
PBANKA_114090	11	1530660	1531260	-	601	331	99	293	583	120	247	1015	435	333
PBANKA_114100	11	1532178	1532333	+	156	181	25	97	173	52	108	336	103	156
PBANKA_114110	11	1532921	1534975	-	2055	533	311	152	365	141	245	302	204	664
PBANKA_114120	11	1536121	1537686	-	1566	511	247	125	461	38	90	187	82	226
PBANKA_114130	11	1538581	1540026	+	1446	289	152	318	695	75	219	72	93	82
PBANKA_114140	11	1541027	1543406	+	2380	487	162	173	326	487	585	2601	1508	1585
PBANKA_114150	11	1543781	1545140	-	1360	1204	263	577	1104	1813	2897	2100	1015	3048
PBANKA_114160	11	1548038	1549689	+	1652	496	130	207	541	271	446	567	426	592
PBANKA_114170	11	1550578	1551355	-	778	5786	2269	2523	4183	1395	2897	2800	1095	5501
PBANKA_114180	11	1553028	1553312	+	285	317	76	90	173	26	47	72	27	247
PBANKA_114190	11	1554563	1555194	+	632	112	49	22	58	146	270	321	219	348
PBANKA_114200	11	1556166	1556609	+	444	72	30	84	123	19	42	589	208	28
PBANKA_114210	11	1557064	1568135	-	11072	1411	1304	1113	2341	924	2546	779	1200	555
PBANKA_114230	11	1570580	1573975	-	3396	1825	1409	914	2376	750	2137	573	583	1139
PBANKA_114240	11	1576700	1577149	+	450	394	47	204	291	500	1139	1515	616	234
PBANKA_114250	11	1578295	1579935	-	1641	1040	604	358	836	306	916	878	500	1470
PBANKA_114260	11	1581802	1582797	+	996	240	87	120	358	86	190	842	473	665
PBANKA_114270	11	1582963	1585239	-	2277	1297	659	459	928	724	1627	2121	1005	856
PBANKA_114280	11	1588841	1591307	+	2467	4720	2533	2730	9605	852	3153	2702	2107	3634
PBANKA_114290	11	1592518	1593501	-	984	587	138	520	773	255	492	1223	340	512
PBANKA_114300	11	1594594	1595706	+	1113	770	421	557	1946	164	838	428	544	190
PBANKA_114310	11	1596915	1598370	+	1456	157	43	56	81	79	80	1123	539	75
PBANKA_114320	11	1598515	1599905	-	1391	68	21	68	136	37	40	456	201	122
PBANKA_114330	11	1601200	1604178	+	2979	917	777	395	975	233	568	754	436	1587
PBANKA_114340	11	1605356	1606576	+	1221	300	106	41	47	149	295	6561	3759	1345
PBANKA_114350	11	1607283	1608435	-	1153	661	332	173	326	87	166	311	185	1066
PBANKA_114360	11	1609448	1613104	+	3657	1299	1197	1931	4885	399	1573	257	578	537
PBANKA_114370	11	1614502	1618419	+	3918	74	82	137	248	49	58	418	1631	1665
PBANKA_114380	11	1619835	1620602	+	768	518	137	118	170	380	639	6694	4983	4231
PBANKA_114390	11	1621162	1621845	-	684	110	30	49	86	160	444	380	200	164
PBANKA_114400	11	1622789	1624037	-	1249	817	107	1150	2254	631	1767	1085	582	247
PBANKA_114410	11	1625769	1627817	-	2049	1276	542	720	1852	611	1545	334	250	871
PBANKA_114420	11	1629724	1631418	+	1695	372	95	240	517	608	1162	730	343	459
PBANKA_114430	11	1631513	1633296	-	1784	412	163	200	448	797	1777	584	352	237
PBANKA_114440	11	1634465	1636960	+	2496	589	274	452	1238	506	1401	424	380	186
PBANKA_114450	11	1637490	1637768	-	279	78	33	142	309	39	64	177	73	45
PBANKA_114460	11	1639045	1640529	-	1485	304	125	297	906	78	138	502	273	1159
PBANKA_114470	11	1641894	1646387	-	4494	247	111	927	2062	268	1066	336	524	61
PBANKA_114480	11	1648334	1649875	+	1542	291	71	366	537	611	1300	1280	506	790
PBANKA_114490	11	1651304	1654453	+	3150	128	39	301	526	183	461	265	181	81
PBANKA_114500	11	1655195	1656466	-	1272	66	61	68	212	55	122	353	281	47
PBANKA_114510	11	1657766	1664074	+	6309	439	464	519	1778	209	901	485	666	154
PBANKA_114520	11	1664600	1666033	-	1434	388	241	83	201	132	99	9851	6854	276
PBANKA_114530	11	1667439	1675586	+	8148	211	174	525	1114	104	346	391	700	179
PBANKA_114540	11	1676086	1677674	-	1589	6048	6411	555	1868	1667	3574	452	680	2633
PBANKA_114550	11	1679639	1683004	+	3366	1759	1575	1120	3964	696	3330	285	560	693
PBANKA_114560	11	1683947	1686610	-	2664	400	194	961	2476	386	1526	76	94	125
PBANKA_114570	11	1687796	1688868	-	1073	821	467	264	542	101	292	593	323	148
PBANKA_114580	11	1695580	1696372	+	793	18529	11724	7699	14433	1212	4567	2319	1835	1474
PBANKA_114590	11	1697529	1698624	+	1096	16898	11550	5345	13229	583	2403	750	705	959
PBANKA_114600	11	1700254	1702342	-	2089	1885	1662	1200	2921	341	1370	141	145	89
PBANKA_114610	11	1703672	1704253	-	582	4	3	8	4	1	29	23	6	6
PBANKA_114620	11	1707059	1707842	+	784	49	123	18	25	46	209	111	27	22
PBANKA_114630	11	1710345	1711500	+	1156	256	97	55	123	16	30	319	151	257
PBANKA_114640	11	1713920	1715048	+	1129	40	20	27	31	9	6	186	46	10
PBANKA_114655	11	1721174	1721576	+	403	4	3	7	3	0	0	5	3	1
PBANKA_114660	11	1724434	1725351	+	918	3	0	8	1	8	2	36	17	17
PBANKA_114670	11	1728473	1729717	+	1245	63	15	21	44	2	10	137	49	20
PBANKA_120005	12	3	515	+	513	104	92	22	97	4	65	6	2	14
PBANKA_120010	12	1963	3140	-	1178	115	57	42	85	12	22	95	48	10
PBANKA_120020	12	6144	7061	-	918	345	0	25	4	16	2	23	5	29
PBANKA_120030	12	9248	10542	-	1295	26	23	13	20	1	7	81	76	11
PBANKA_120040	12	12947	14171	-	1225	261	95	106	155	17	36	730	276	35
PBANKA_120060	12	22479	29232	-	6754	841	3028	343	1186	1531	7105	242	659	205
PBANKA_120070	12	33944	35233	+	1290	47	39	49	41	40	68	148	75	8125
PBANKA_120080	12	37467	39842	+	2376	2398	1014	1229	2404	520	1405	3549	1949	6048
PBANKA_120090	12	40318	41564	-	1247	697	338	471	821	248	398	344	161	2743
PBANKA_120100	12	42760	44313	+	1554	189	44	432	1216	90	327	94	126	52
PBANKA_120110	12	46009	48747	+	2739	106	62	213	372	298	933	248	380	39
PBANKA_120120	12	49878	54101	+	4224	333	150	782	1702	542	1608	1328	1821	129
PBANKA_120130	12	55695	56605	+	911	375	97	169	227	317	417	1073	426	1351
PBANKA_120140	12	58818	61913	+	3096	449	194	238	678	696	1335	591	511	241
PBANKA_120150	12	63346	64040	+	695	118	19	163	238	134	275	435	135	95
PBANKA_120160	12	65733	66474	+	742	149	24	326	657	102	224	523	311	172
PBANKA_120170	12	67158	67616	-	459	273	97	158	260	29	86	497	265	2732
PBANKA_120180	12	69427	74574	-	5148	1181	1124	304	490	1352	2333	10954	17907	1718
PBANKA_120190	12	75865	76753	-	889	3933	1361	1875	3078	322	870	1327	560	2977
PBANKA_120200	12	79580	80416	+	837	1273	638	224	534	1817	1545	15948	10907	9551
PBANKA_120210	12	81608	85048	-	3441	277	114	1882	4981	244	689	1013	1440	347
PBANKA_120220	12	87840	91421	-	3582	2028	1727	2116	7025	324	1508	1577	2457	377
PBANKA_120230	12	93167	94129	+	963	438	95	100	272	79	118	1322	535	187
PBANKA_120240	12	94488	95454	-	967	11696	4392	3938	9173	1017	3081	2279	1212	10159
PBANKA_120250	12	97633	105446	-	7814	1235	1325	1564	4553	644	3140	768	1199	1176
PBANKA_120260	12	107800	110733	-	2934	3179	2423	1644	4983	1326	3548	21882	31784	5500
PBANKA_120270	12	113644	115791	-	2148	2972	2710	2077	9105	703	3709	6106	16044	669
PBANKA_120280	12	119358	119960	-	603	410	119	132	361	435	856	1429	694	171
PBANKA_120290	12	121327	125131	+	3805	67	30	35	42	60	130	111	146	230
PBANKA_120300	12	125349	126656	-	1308	101	43	135	203	52	167	62	30	70
PBANKA_120310	12	127338	128763	+	1426	61	50	106	120	28	75	42	34	89
PBANKA_120320	12	129322	130275	+	954	49	25	119	252	28	61	95	52	72
PBANKA_120330	12	130541	132652	-	2112	353	215	208	524	65	169	245	116	292
PBANKA_120340	12	133396	136353	+	2958	2160	1858	755	2419	299	894	837	741	1450
PBANKA_120345	12	136527	137019	-	493	93	47	58	81	35	72	247	109	256
PBANKA_120350	12	137451	138440	-	990	66	28	26	32	18	37	836	282	62
PBANKA_120360	12	139017	140010	-	994	14	0	16	8	12	3	197	42	30
PBANKA_120370	12	141455	145282	-	3828	142	156	755	1866	246	765	1535	3358	394
PBANKA_120380	12	147118	148883	-	1766	1883	1628	358	1655	236	1042	4569	4332	5674
PBANKA_120390	12	150086	152390	-	2305	226	53	242	578	196	190	1188	472	1537
PBANKA_120400	12	154666	155443	+	778	39	10	18	33	214	190	95	53	548
PBANKA_120410	12	156409	158112	+	1704	416	212	650	1218	454	1174	1739	1893	3938
PBANKA_120420	12	158625	160049	-	1425	2479	541	118	245	381	719	36326	24253	8728
PBANKA_120430	12	161514	162680	-	1167	275	81	670	1552	178	456	1352	596	318
PBANKA_120440	12	165204	165844	-	641	4691	1691	2670	4540	449	1336	1161	538	850
PBANKA_120450	12	168221	169321	-	1101	245	69	32	29	71	48	7427	3046	536
PBANKA_120460	12	169844	172408	-	2565	107	41	165	346	41	99	749	410	191
PBANKA_120470	12	173006	173866	+	861	70	21	164	389	22	74	158	100	198
PBANKA_120480	12	174222	174803	-	582	677	154	431	1065	127	366	819	364	773
PBANKA_120490	12	175860	176907	+	1048	1233	336	460	924	113	313	1264	359	1508
PBANKA_120500	12	178650	179932	+	1283	6935	3185	1837	5857	431	2056	1307	967	1525
PBANKA_120510	12	181540	183008	+	1469	2394	815	536	888	937	1049	11792	4296	1367
PBANKA_120520	12	184149	185862	+	1714	779	181	367	562	662	1319	14662	6959	508
PBANKA_120530	12	185960	186738	-	779	373	97	186	242	259	474	6535	2835	334
PBANKA_120540	12	187615	190003	-	2389	362	76	336	502	491	1623	1471	768	4467
PBANKA_120550	12	193098	195094	+	1997	73	41	42	38	284	480	299	229	230
PBANKA_120560	12	196252	196911	+	660	329	106	204	728	369	1198	257	171	600
PBANKA_120570	12	197720	198073	+	354	160	40	58	176	70	178	196	113	603
PBANKA_120580	12	198910	199239	+	330	342	43	399	768	385	692	765	241	276
PBANKA_120590	12	200376	204572	-	4197	1475	1257	1156	2894	1416	4949	614	765	507
PBANKA_120600	12	208527	211016	-	2490	1197	736	190	815	1148	3044	9114	14617	1664
PBANKA_120610	12	213199	214812	+	1614	1891	1133	1205	2628	238	622	835	510	1049
PBANKA_120620	12	217949	223933	+	5985	2666	2399	3110	7557	2353	7162	1193	2327	349
PBANKA_120630	12	227320	238080	+	10761	3482	7508	6145	15219	5299	20132	772	4261	1618
PBANKA_120640	12	238750	239922	-	1173	199	63	515	992	349	800	430	230	226
PBANKA_120650	12	240942	242330	+	1389	180	22	239	411	249	509	274	137	55
PBANKA_120660	12	242903	244631	-	1729	2638	419	2815	5487	1253	4164	2487	1358	395
PBANKA_120670	12	247183	250119	+	2937	325	94	325	1032	459	1158	799	516	343
PBANKA_120680	12	252528	253685	+	1158	28	6	11	9	55	72	175	141	164
PBANKA_120690	12	255348	257505	-	2158	1954	497	4347	5650	3827	8265	12464	4858	1186
PBANKA_120700	12	259613	261022	-	1410	1581	1017	623	1222	210	343	547	320	4344
PBANKA_120710	12	262675	264112	+	1438	472	310	292	535	282	264	669	534	3058
PBANKA_120720	12	264968	266022	-	1055	1282	546	786	1563	412	1563	735	452	305
PBANKA_120730	12	267051	267875	+	825	531	260	202	383	75	169	175	80	107
PBANKA_120740	12	268446	269636	+	1191	33	9	20	18	21	24	595	296	28
PBANKA_120750	12	270522	273068	+	2547	348	132	475	964	54	92	635	482	50
PBANKA_120760	12	273595	275361	-	1767	477	228	391	1114	64	218	155	94	375
PBANKA_120770	12	276909	277913	+	1005	1075	591	733	1334	203	465	223	96	1130
PBANKA_120780	12	278644	279894	-	1251	136	60	157	319	163	337	481	314	110
PBANKA_120790	12	281821	283011	+	1191	424	293	104	174	1056	964	297	241	195
PBANKA_120800	12	283492	285093	-	1602	84	46	30	30	241	302	943	778	193
PBANKA_120810	12	286682	290577	-	3896	198	103	457	971	100	199	285	159	394
PBANKA_120820	12	291819	300786	-	8968	563	945	1186	2529	2364	9155	1323	9343	1002
PBANKA_120830	12	302850	305182	+	2333	164	41	208	388	108	180	774	331	246
PBANKA_120840	12	305277	306070	-	794	189	28	241	527	127	319	593	290	188
PBANKA_120850	12	307092	307952	+	861	196	30	181	456	107	364	318	114	47
PBANKA_120860	12	308625	313424	-	4800	933	1440	445	1483	123	276	818	1065	471
PBANKA_120870	12	316029	316886	+	858	989	605	191	405	183	419	926	314	592
PBANKA_120880	12	316902	318802	-	1901	999	534	238	320	259	688	2026	2213	938
PBANKA_120890	12	319215	320830	+	1616	141	32	43	44	64	93	1899	420	677
PBANKA_120900	12	321693	322458	-	766	2239	861	954	2078	188	632	859	453	809
PBANKA_120910	12	323980	325505	+	1526	584	67	479	862	177	415	610	253	367
PBANKA_120920	12	325755	326621	-	867	42	9	81	224	24	64	200	78	27
PBANKA_120930	12	327750	329343	+	1594	101	11	244	431	72	165	200	86	28
PBANKA_120940	12	330196	331201	-	1006	221	71	18	12	163	147	5618	2486	672
PBANKA_120950	12	333440	335909	-	2470	241	81	267	578	132	317	332	233	464
PBANKA_120960	12	337071	337809	+	739	340	113	93	265	71	134	311	139	220
PBANKA_120970	12	338583	340382	+	1800	176	43	56	125	203	733	775	247	502
PBANKA_120980	12	340964	341776	-	813	1333	287	1795	3898	575	2138	914	499	317
PBANKA_120990	12	343626	344153	-	528	292	135	32	74	211	338	2468	1213	24014
PBANKA_121000	12	344581	346221	-	1641	352	80	210	561	109	268	724	143	3736
PBANKA_121010	12	347921	349027	+	1107	767	381	569	1249	197	779	233	123	477
PBANKA_121020	12	352527	355439	+	2913	19830	25109	7841	37012	2070	7835	32604	55870	4916
PBANKA_121030	12	356633	358429	-	1797	560	74	518	982	389	791	1742	419	336
PBANKA_121040	12	359711	362894	+	3184	457	94	375	735	792	1866	1112	601	131
PBANKA_121050	12	364013	365236	-	1224	415	92	294	823	612	1383	116	151	155
PBANKA_121060	12	366887	367754	+	868	382	149	46	81	1802	3423	531	380	227
PBANKA_121070	12	368785	369705	-	921	531	113	640	950	900	1590	1634	853	402
PBANKA_121080	12	371512	372668	-	1157	13213	619	8080	24617	673	974	1329	865	1240
PBANKA_121090	12	374296	376077	-	1782	1619	601	916	2219	449	1065	2706	1853	2816
PBANKA_121100	12	378055	379689	-	1635	1337	667	526	1163	123	290	684	374	628
PBANKA_121110	12	381367	385487	+	4121	908	565	532	1248	399	1127	450	393	267
PBANKA_121120	12	386333	388597	+	2265	506	160	584	1505	66	266	386	182	77
PBANKA_121130	12	389502	390748	-	1247	875	299	519	1411	295	775	600	275	383
PBANKA_121140	12	392636	394790	+	2155	167	48	177	303	69	202	710	299	95
PBANKA_121150	12	395746	399502	-	3757	995	835	495	1695	127	388	319	321	1481
PBANKA_121160	12	403242	405725	+	2484	568	265	442	1043	1131	2850	673	542	531
PBANKA_121170	12	406535	408334	-	1800	437	89	379	661	465	1497	506	271	183
PBANKA_121180	12	409462	413073	-	3612	180	144	103	217	66	135	356	306	359
PBANKA_121190	12	417082	421499	+	4418	2139	1708	1150	2815	1938	4243	2501	2371	1938
PBANKA_121200	12	423305	429706	+	6402	463	331	348	645	1253	6022	1067	2949	1008
PBANKA_121210	12	430294	431475	+	1182	96	22	144	178	253	306	27	22	81
PBANKA_121220	12	432201	434105	+	1905	735	315	49	60	3183	6456	344	431	480
PBANKA_121230	12	434958	438068	-	3111	667	147	638	1779	249	850	647	514	162
PBANKA_121240	12	439589	441426	-	1838	67	16	17	15	130	164	206	88	115
PBANKA_121250	12	442343	446305	+	3963	116	109	63	57	656	1212	378	696	171
PBANKA_121260	12	447562	450257	+	2696	108	32	32	34	70	81	911	460	57
PBANKA_121270	12	452608	458934	+	6327	731	805	1605	5191	1297	4530	3400	7071	1779
PBANKA_121280	12	459751	460725	+	975	143	31	234	546	146	407	39	30	207
PBANKA_121290	12	461823	465767	+	3945	363	318	207	382	145	447	300	483	1456
PBANKA_121300	12	466419	473567	-	7149	3771	5444	4087	10400	4898	15680	2037	3381	2046
PBANKA_121310	12	479822	480673	+	852	160	28	362	801	61	216	855	489	347
PBANKA_121320	12	481022	485132	-	4111	211	101	160	213	152	308	1422	1320	144
PBANKA_121330	12	485759	491425	-	5667	387	558	56	32	3516	9651	3786	11991	189
PBANKA_121340	12	494313	495254	+	942	82	20	93	225	137	365	283	175	145
PBANKA_121350	12	496177	497262	-	1086	351	122	184	442	166	462	459	261	1232
PBANKA_121360	12	498364	500998	-	2635	1176	475	837	1748	186	403	1740	950	370
PBANKA_121370	12	501704	503149	+	1446	726	347	414	811	90	180	896	627	672
PBANKA_121380	12	503841	505166	+	1326	109	37	175	371	174	443	463	288	100
PBANKA_121390	12	505633	507234	-	1602	516	228	582	1411	246	577	274	190	577
PBANKA_121400	12	508279	510311	-	2033	1914	310	3030	7355	173	453	764	545	440
PBANKA_121410	12	511142	513098	-	1957	85	21	129	265	81	161	968	286	109
PBANKA_121420	12	514310	515798	+	1489	1171	203	1103	1525	1431	3913	3419	1302	1010
PBANKA_121430	12	517612	519171	+	1560	11387	3070	13954	25173	1104	3592	3024	1461	3138
PBANKA_121440	12	521354	522859	+	1506	355	193	74	192	244	352	5999	5849	1084
PBANKA_121450	12	523602	524333	-	732	39	6	24	20	13	14	427	168	41
PBANKA_121460	12	525766	527556	+	1791	252	52	363	810	249	611	912	486	330
PBANKA_121470	12	528411	531296	-	2886	782	260	1383	3123	1169	3512	4783	3606	853
PBANKA_121480	12	535453	537384	+	1932	4161	2461	1722	6900	1332	4790	3164	6335	5926
PBANKA_121490	12	537880	540236	-	2357	1342	852	1184	3102	460	1575	1164	982	2155
PBANKA_121500	12	541319	542714	-	1396	1233	436	340	1094	477	1333	146	202	5104
PBANKA_121510	12	544391	547681	+	3291	216	69	289	620	633	998	155	116	340
PBANKA_121520	12	547880	549103	-	1224	90	17	211	636	45	69	241	94	38
PBANKA_121530	12	549558	550835	-	1278	204	48	126	288	146	320	699	196	247
PBANKA_121540	12	551963	556498	-	4536	1271	764	928	2984	1005	3375	2455	3963	1168
PBANKA_121550	12	558014	558592	+	579	1654	186	554	992	468	1022	1300	329	8191
PBANKA_121560	12	560276	561558	+	1283	9499	3714	3057	7083	958	2941	1855	778	3753
PBANKA_121570	12	562072	563148	-	1077	209	44	82	141	115	221	1684	487	1826
PBANKA_121580	12	564565	572069	+	7505	916	699	807	2172	497	1645	1000	1380	1141
PBANKA_121590	12	572649	576437	-	3789	261	154	148	327	153	555	786	885	268
PBANKA_121600	12	578288	579199	+	912	265	109	141	396	68	128	470	245	3787
PBANKA_121610	12	579524	581992	-	2469	488	302	235	754	63	124	342	144	363
PBANKA_121620	12	584108	585790	+	1683	600	176	362	966	341	985	316	154	145
PBANKA_121630	12	587113	591438	+	4326	415	162	101	112	444	989	830	1953	218
PBANKA_121640	12	592086	594005	+	1920	376	253	358	863	68	329	68	55	111
PBANKA_121650	12	595587	596099	+	513	5640	1901	7405	11617	828	2361	1114	484	1705
PBANKA_121660	12	597007	601224	-	4218	1362	934	776	1670	904	2419	647	726	2665
PBANKA_121670	12	604074	611258	-	7185	1037	2104	1258	3800	1078	2549	600	2146	1334
PBANKA_121680	12	614397	620268	+	5872	773	1163	1272	3917	2133	9617	801	7543	1647
PBANKA_121690	12	620822	623157	-	2336	1067	683	674	1610	402	1331	448	432	611
PBANKA_121700	12	624405	627020	+	2616	522	275	616	1400	160	583	168	216	162
PBANKA_121710	12	627546	628953	-	1408	242	51	24	27	982	1728	345	118	150
PBANKA_121720	12	631396	634443	+	3048	102	50	138	255	454	1408	305	486	125
PBANKA_121730	12	635397	637487	+	2091	159	35	143	226	343	816	558	315	409
PBANKA_121740	12	638932	643782	+	4851	404	251	266	456	814	2846	169	234	357
PBANKA_121750	12	644133	645919	-	1787	1499	1047	887	3144	265	557	357	492	335
PBANKA_121760	12	647437	648373	-	937	3127	978	1055	1907	9859	16829	1174	697	4607
PBANKA_121770	12	650715	652218	-	1504	864	255	1148	1563	916	1416	4196	1891	553
PBANKA_121780	12	656023	657601	-	1579	600	110	513	870	255	506	1609	572	165
PBANKA_121790	12	658427	659586	+	1160	165	25	81	147	183	372	1469	362	95
PBANKA_121800	12	660231	661664	-	1434	1065	825	137	369	304	372	9667	5238	258
PBANKA_121810	12	666016	675630	+	9615	275	190	652	1464	161	393	179	526	73273
PBANKA_121820	12	676881	678488	-	1608	2500	1086	3507	8552	405	1575	1486	3285	283
PBANKA_121830	12	679769	681352	-	1584	719	321	46	128	317	342	13246	14152	648
PBANKA_121840	12	682140	683629	-	1490	580	129	190	374	349	689	809	356	1501
PBANKA_121850	12	685393	686883	-	1491	1585	347	993	2091	471	1028	8250	2845	1853
PBANKA_121860	12	689516	690355	+	840	158	47	175	280	168	354	550	302	154
PBANKA_121870	12	691409	692731	+	1323	100	78	64	120	89	97	657	552	432
PBANKA_121880	12	692987	701588	-	8602	1880	2158	774	2227	356	1043	806	899	394
PBANKA_121890	12	703024	703776	-	753	1784	450	1401	2727	371	1011	1173	415	643
PBANKA_121900	12	704616	706973	-	2358	5711	3244	2819	10123	735	3344	919	1359	8859
PBANKA_121910	12	708433	709345	-	913	436	177	45	58	198	127	11946	3535	794
PBANKA_121920	12	710252	710878	-	627	424	135	398	763	707	1793	2895	1625	637
PBANKA_121930	12	714324	716834	+	2511	9265	6528	8312	24228	1409	7083	1090	2237	1232
PBANKA_121940	12	718053	718913	-	861	236	56	231	339	46	87	175	81	141
PBANKA_121950	12	720062	723231	+	3170	2844	882	1495	2979	442	1000	1436	960	704
PBANKA_121960	12	725135	728248	+	3114	199	93	358	788	98	202	495	320	151
PBANKA_121970	12	728942	729688	-	747	224	76	20	57	90	243	519	171	196
PBANKA_121980	12	730332	737588	-	7257	403	274	1421	3324	356	1401	198	278	197
