Geneid	Chr	Start	End	Strand	Length	SRR935544	SRR935549	SRR935553	SRR935554	SRR935555	SRR935557	SRR935558	SRR935559	SRR935560
PBANKA_121970	12	728942	729688	-	747	183	90	25	69	88	265	429	175	194
PBANKA_121980	12	730332	737588	-	7257	372	256	1388	3424	351	1548	196	337	199
PBANKA_121990	12	738873	742407	-	3535	273	147	385	1112	391	1599	1453	1750	262
PBANKA_122000	12	743697	744274	+	578	81	15	198	328	98	197	444	135	124
PBANKA_122010	12	744825	748455	-	3631	1602	806	1159	3867	314	1054	1107	1013	618
PBANKA_122020	12	750377	752476	-	2100	3197	3175	1104	6807	266	761	235	384	293
PBANKA_122030	12	754826	755959	-	1134	833	495	408	1202	287	1179	520	448	2369
PBANKA_122040	12	757026	757223	+	198	57	28	62	105	37	83	134	34	716
PBANKA_122050	12	758273	764338	-	6066	526	384	477	572	3510	10563	714	1694	320
PBANKA_122060	12	766417	776130	-	9714	368	343	245	255	1930	5928	871	2677	1522
PBANKA_122070	12	777629	779032	+	1404	136	48	218	602	259	892	309	226	361
PBANKA_122080	12	780778	786363	+	5586	499	730	471	1465	2152	11103	132	1125	538
PBANKA_122090	12	787065	788039	-	975	470	98	231	475	96	165	675	366	134
PBANKA_122100	12	788835	790028	+	1194	1223	426	461	1470	77	182	332	116	143
PBANKA_122110	12	790389	791649	-	1261	411	117	335	577	62	132	325	117	165
PBANKA_122120	12	792943	793748	-	806	15275	6471	4146	11087	1034	4377	1926	1487	12451
PBANKA_122130	12	795636	796319	-	684	1498	1001	405	1404	398	1319	423	567	11927
PBANKA_122140	12	797083	798054	-	972	561	109	178	525	157	762	211	188	841
PBANKA_122150	12	798862	799962	+	1101	291	109	266	581	187	440	466	433	1673
PBANKA_122160	12	801022	804390	-	3369	1461	1039	1767	5481	680	2667	992	1947	1643
PBANKA_122170	12	805981	806499	-	519	476	171	119	304	40	113	115	49	518
PBANKA_122180	12	808274	811006	+	2733	517	285	389	998	121	313	541	412	866
PBANKA_122190	12	811954	812334	+	381	150	51	39	95	23	45	304	114	192
PBANKA_122200	12	812756	814939	-	2184	1646	1140	964	3721	209	887	441	770	224
PBANKA_122210	12	817604	819556	+	1953	512	119	309	613	543	1032	847	715	331
PBANKA_122220	12	820970	821361	+	392	62	17	162	211	76	138	177	75	237
PBANKA_122230	12	821778	823176	-	1399	1134	330	549	1149	1096	2218	901	428	4088
PBANKA_122240	12	824256	825380	-	1125	928	183	783	2379	368	1535	2212	1032	1523
PBANKA_122250	12	828222	829886	+	1665	246	146	59	66	543	554	1345	1735	9239
PBANKA_122260	12	831068	835417	-	4350	646	280	527	1252	167	683	1469	903	1292
PBANKA_122270	12	836437	840000	-	3564	268	399	242	706	120	191	408	367	1412
PBANKA_122280	12	840860	842230	-	1371	1228	537	824	1762	361	1323	718	487	8204
PBANKA_122290	12	843278	844631	+	1354	1146	385	927	2418	673	2657	1566	1187	6281
PBANKA_122300	12	846115	849767	+	3653	940	1185	991	3891	724	4561	271	647	932
PBANKA_122310	12	850845	852058	-	1214	1195	202	1687	3665	413	1511	1054	416	438
PBANKA_122320	12	852925	854241	-	1317	124	64	163	209	50	76	585	216	439
PBANKA_122330	12	856030	857116	-	1087	1853	503	685	1827	264	823	911	449	382
PBANKA_122340	12	859161	860560	-	1400	502	103	339	643	427	1068	2159	845	1723
PBANKA_122350	12	862361	865834	+	3474	1454	922	988	3519	769	2841	702	1056	2880
PBANKA_122360	12	865949	867441	-	1493	767	202	736	1310	291	671	296	138	613
PBANKA_122370	12	868235	869341	+	1107	155	67	149	345	60	144	197	107	132
PBANKA_122380	12	871606	874661	+	3056	1737	1060	1791	5437	1810	6404	1796	2644	5874
PBANKA_122390	12	875219	876310	-	1092	239	65	241	721	237	883	210	198	788
PBANKA_122400	12	877573	883339	-	5767	445	172	665	1687	255	684	671	612	1006
PBANKA_122410	12	884394	887186	+	2793	160	95	257	589	337	590	389	307	1733
PBANKA_122420	12	889813	892263	+	2451	6680	7096	1065	3273	754	1593	883	984	1933
PBANKA_122430	12	893188	893703	-	516	27	8	60	98	29	66	46	17	57
PBANKA_122440	12	895524	900695	+	5172	261	122	739	1768	378	1537	765	929	259
PBANKA_122450	12	900834	905198	-	4365	288	105	252	432	416	861	3170	1830	1140
PBANKA_122460	12	905647	907197	-	1551	515	187	324	1125	215	774	472	268	5034
PBANKA_122470	12	907827	911286	+	3460	867	465	705	2294	289	976	1458	803	1305
PBANKA_122480	12	911934	913321	+	1388	306	78	212	671	163	478	951	320	635
PBANKA_122490	12	914037	915785	+	1749	519	153	48	66	726	1796	2172	2402	455
PBANKA_122500	12	918565	922262	+	3698	1114	498	512	686	4217	15486	1151	2049	389
PBANKA_122510	12	924726	927878	+	3153	308	191	178	348	624	1938	1117	1344	391
PBANKA_122520	12	928302	929466	+	1165	37	4	250	564	30	60	21	8	39
PBANKA_122530	12	935479	938538	+	3060	156	193	55	53	161	234	2367	5852	271
PBANKA_122540	12	939824	940114	-	291	75	80	7	3	240	282	98	50	8144
PBANKA_122550	12	942287	943930	-	1644	602	377	39	41	328	261	13461	16486	893
PBANKA_122560	12	945943	947405	+	1463	223	15	186	407	75	121	1118	431	157
PBANKA_122570	12	948788	950092	+	1305	648	345	365	927	690	2097	760	586	1271
PBANKA_122580	12	950780	951412	-	633	779	341	400	867	435	1132	737	397	404
PBANKA_122590	12	952567	958740	+	6174	1152	2528	243	439	1546	3831	11540	76445	3847
PBANKA_122600	12	959523	961455	+	1933	1221	977	533	1535	331	714	354	457	1920
PBANKA_122610	12	961813	977918	-	16106	1842	4196	4757	13898	2264	9691	954	6561	2077
PBANKA_122620	12	979579	981621	-	2043	313	91	550	1300	263	848	259	180	403
PBANKA_122630	12	982640	984760	-	2121	617	536	248	698	113	409	308	309	2412
PBANKA_122640	12	986047	988786	-	2740	6282	3717	1992	6051	769	3012	1144	1135	13613
PBANKA_122650	12	991860	992740	+	881	931	200	1289	2351	415	1569	292	170	640
PBANKA_122660	12	993322	994680	-	1359	314	106	573	1151	191	597	646	338	97
PBANKA_122670	12	996461	999910	-	3450	973	699	676	2035	527	685	1915	1752	1572
PBANKA_122680	12	1001700	1004846	-	3147	335	261	687	1922	601	3878	814	2801	3084
PBANKA_122690	12	1006144	1008051	-	1908	245	41	221	477	843	1419	518	260	334
PBANKA_122700	12	1010457	1012679	+	2223	404	188	109	227	2151	5226	1132	2159	645
PBANKA_122710	12	1014398	1016977	+	2580	3343	4190	1071	4780	682	2101	777	2611	7621
PBANKA_122720	12	1017611	1019359	-	1749	881	620	426	1228	373	1300	863	1193	5793
PBANKA_122730	12	1020104	1020631	+	528	144	75	129	189	87	184	302	108	1649
PBANKA_122740	12	1021108	1022809	-	1702	557	91	613	1641	640	2005	2100	1177	782
PBANKA_122750	12	1024612	1026154	-	1543	44	35	25	11	58	107	835	342	120
PBANKA_122760	12	1026641	1032263	-	5623	231	217	159	304	1311	3131	878	942	533
PBANKA_122770	12	1033869	1037696	+	3828	561	350	504	1405	631	1520	611	872	462
PBANKA_122780	12	1038076	1040682	-	2607	2966	3797	1822	6628	930	2625	551	1673	9389
PBANKA_122790	12	1041460	1044756	+	3297	936	1282	515	2009	110	456	155	387	3109
PBANKA_122800	12	1045172	1045834	-	663	608	211	448	722	86	196	413	217	553
PBANKA_122810	12	1050366	1056494	+	6129	1340	1493	1113	2912	5687	27685	2166	7891	780
PBANKA_122820	12	1057150	1060788	-	3639	666	198	1313	2699	516	1453	1908	1668	368
PBANKA_122830	12	1062927	1076054	-	13128	365	1215	981	3174	795	1448	1517	19860	4024
PBANKA_122840	12	1080805	1083249	+	2445	2574	1542	1376	5713	536	2705	603	744	612
PBANKA_122850	12	1084066	1088645	-	4580	614	289	1138	3153	657	2137	898	3492	494
PBANKA_122860	12	1091031	1091405	+	375	133	28	306	499	190	436	281	154	85
PBANKA_122870	12	1092572	1094275	+	1704	568	535	254	654	158	204	384	396	1930
PBANKA_122880	12	1096280	1098619	+	2340	144	89	77	86	793	1250	100	124	280
PBANKA_122890	12	1100216	1101127	+	912	198	80	57	19	65	51	4696	3191	53811
PBANKA_122900	12	1103822	1107252	+	3431	3683	4641	2347	5130	291	967	219	326	219
PBANKA_122910	12	1108826	1109629	+	804	760	334	336	976	173	540	450	297	2864
PBANKA_122920	12	1110410	1111456	-	1047	15114	6931	3696	9576	663	2786	1905	1146	5142
PBANKA_122930	12	1113198	1114901	-	1704	238	65	161	489	182	450	769	711	735
PBANKA_122940	12	1116399	1117988	+	1590	222	88	27	21	559	821	1446	653	337
PBANKA_122950	12	1118869	1119996	-	1128	312	316	146	623	123	390	702	627	505
PBANKA_122960	12	1121179	1124984	+	3806	1034	545	440	1149	922	2406	1111	1044	1814
PBANKA_122970	12	1125701	1126144	+	444	503	333	171	684	74	259	219	206	3507
PBANKA_122980	12	1126499	1127689	-	1191	90	38	51	58	75	165	916	592	494
PBANKA_122990	12	1128824	1131119	+	2296	365	200	79	77	255	229	10781	7247	993
PBANKA_123000	12	1131541	1133580	-	2040	113	57	199	282	119	353	465	242	132
PBANKA_123005	12	1134217	1139747	-	5531	1431	2942	1406	3960	2700	12844	1045	4694	418
PBANKA_123010	12	1140804	1144383	-	3580	1703	3509	1445	5127	2471	16222	689	6521	935
PBANKA_123020	12	1147915	1150053	+	2139	419	128	62	76	469	2537	1224	1080	142
PBANKA_123030	12	1150719	1158148	-	7430	658	602	1089	2854	293	1059	714	1029	485
PBANKA_123050	12	1158707	1160019	+	1313	1303	521	606	1193	159	339	1060	415	3031
PBANKA_123060	12	1160224	1163699	-	3476	363	108	203	570	92	314	663	292	290
PBANKA_123070	12	1164522	1168676	-	4155	189	120	565	1217	319	1344	90	264	166
PBANKA_123080	12	1170421	1171590	+	1170	229	50	216	419	49	122	208	77	152
PBANKA_123090	12	1172130	1174980	+	2851	756	292	353	1066	54	91	143	110	264
PBANKA_123100	12	1175827	1176550	-	724	4883	1909	2151	4140	280	896	826	452	2424
PBANKA_123110	12	1178055	1179653	+	1599	2036	954	268	1019	125	333	605	484	616
PBANKA_123120	12	1179892	1180827	-	936	508	121	374	1152	144	472	918	450	509
PBANKA_123130	12	1182379	1184437	+	2059	1185	385	99	161	666	661	32081	15993	945
PBANKA_123140	12	1185092	1189069	-	3978	1465	1238	592	1881	1036	3481	1472	2178	436
PBANKA_123150	12	1190687	1194589	+	3903	1492	470	1460	3884	570	2263	2614	3655	340
PBANKA_123160	12	1196200	1202196	-	5997	3582	8715	2463	7662	1911	7630	1590	7644	651
PBANKA_123170	12	1206605	1207539	-	935	16037	6594	5252	13977	982	3857	2532	1337	7009
PBANKA_123180	12	1209071	1209860	-	790	6932	2679	3406	4855	841	2108	1496	563	5734
PBANKA_123190	12	1211200	1212606	-	1407	105	34	82	237	29	30	233	99	61
PBANKA_123200	12	1213653	1215566	-	1914	11	19	31	31	37	117	71	158	152
PBANKA_123210	12	1217253	1218393	-	1141	3320	1850	2187	5171	496	2091	636	535	1056
PBANKA_123220	12	1222103	1225637	+	3535	1017	653	2665	10009	1595	9246	1976	5016	350
PBANKA_123230	12	1226372	1228660	-	2289	109	109	63	76	95	100	1304	1061	148
PBANKA_123240	12	1229583	1230503	-	921	107	56	26	60	52	58	535	261	153
PBANKA_123250	12	1233307	1235457	+	2151	3212	2949	3251	7981	510	1539	996	1441	871
PBANKA_123260	12	1235895	1236659	-	765	151	53	19	20	85	80	3129	2352	348
PBANKA_123270	12	1237835	1239624	-	1790	204	71	58	97	514	1281	261	155	255
PBANKA_123280	12	1240598	1242282	+	1685	443	135	141	320	241	731	474	271	847
PBANKA_123290	12	1243229	1246802	+	3574	547	477	958	2543	485	1627	825	1499	951
PBANKA_123300	12	1247672	1248067	-	396	299	59	83	107	325	804	890	354	267
PBANKA_123310	12	1249091	1250296	-	1206	978	186	1726	2862	484	1591	742	375	534
PBANKA_123320	12	1251250	1251906	-	657	78	26	28	19	59	59	2339	942	12663
PBANKA_123330	12	1253225	1256041	-	2817	1866	2110	1341	4976	579	3359	800	1147	1808
PBANKA_123340	12	1258876	1262175	+	3300	668	472	725	2082	296	675	1586	2415	659
PBANKA_123350	12	1264099	1268189	-	4091	200	187	66	75	140	198	1752	3893	403
PBANKA_123360	12	1270252	1271469	-	1218	914	271	40	47	198	179	24635	13255	937
PBANKA_123370	12	1272267	1273361	-	1095	38	23	24	20	43	24	605	384	2814
PBANKA_123380	12	1275484	1276383	+	900	121	31	419	828	55	158	283	199	269
PBANKA_123390	12	1277328	1277702	+	375	110	32	409	1203	115	334	554	463	508
PBANKA_123400	12	1278207	1279449	-	1243	2118	561	1685	2284	2053	3723	2120	779	14358
PBANKA_123410	12	1281834	1283495	+	1662	508	168	336	751	319	976	1284	818	5579
PBANKA_123420	12	1284279	1284782	-	504	14257	5332	4071	8750	1032	4008	2293	1340	11090
PBANKA_123430	12	1286897	1292291	-	5395	1623	1307	925	2471	1355	4934	984	1310	561
PBANKA_123440	12	1295199	1297088	+	1890	382	116	431	1430	140	718	587	458	348
PBANKA_123450	12	1298845	1301155	+	2311	2596	1050	835	2174	985	2766	2111	1330	4576
PBANKA_123460	12	1302714	1305224	-	2511	2219	2041	1269	4110	281	1459	297	561	11141
PBANKA_123470	12	1308578	1309918	-	1341	157	62	78	304	80	226	163	129	634
PBANKA_123480	12	1311384	1312484	+	1101	12046	4206	3536	8587	683	2536	3006	1431	7689
PBANKA_123490	12	1314155	1316791	+	2637	901	607	591	2247	221	935	1647	1312	1057
PBANKA_123500	12	1317575	1319401	-	1827	391	297	315	907	114	311	443	437	283
PBANKA_123510	12	1320274	1321070	+	797	661	193	474	1000	141	441	318	151	268
PBANKA_123520	12	1321522	1322451	-	930	196	55	293	547	267	610	458	161	541
PBANKA_123530	12	1323330	1324482	-	1153	707	174	612	1532	274	1070	868	355	325
PBANKA_123540	12	1326222	1329071	-	2850	653	322	330	886	114	467	800	434	1052
PBANKA_123550	12	1329976	1335171	-	5196	467	322	655	1921	155	441	171	345	208
PBANKA_123560	12	1336220	1337659	+	1440	6810	2565	7752	23343	697	2779	504	571	2567
PBANKA_123570	12	1338460	1343816	-	5357	103	34	194	319	142	272	534	298	161
PBANKA_123580	12	1345083	1346093	+	1011	73	23	141	369	46	83	337	151	238
PBANKA_123590	12	1346361	1350659	-	4299	887	501	693	2136	527	1587	850	1060	1277
PBANKA_123600	12	1351769	1353310	-	1542	373	143	304	757	72	325	82	34	252
PBANKA_123610	12	1354041	1355754	+	1714	219	75	174	455	54	198	58	40	1146
PBANKA_123620	12	1356230	1356502	-	273	21	11	1	6	8	30	345	198	120
PBANKA_123630	12	1358571	1361000	+	2430	221	194	490	1338	165	468	275	382	344
PBANKA_123640	12	1361783	1364437	+	2655	323	106	538	1469	331	915	1327	532	374
PBANKA_123650	12	1365334	1367544	+	2211	139	186	105	294	230	916	425	3072	211
PBANKA_123670	12	1371727	1372748	+	1022	272	60	164	275	126	213	622	234	2846
PBANKA_123680	12	1373231	1375303	-	2073	213	135	82	129	865	1346	1066	605	410
PBANKA_123690	12	1377048	1377748	+	701	949	302	363	705	684	896	1189	556	2679
PBANKA_123700	12	1378137	1380205	-	2069	788	434	297	601	301	386	1346	466	8932
PBANKA_123710	12	1382799	1410125	+	27327	959	2143	1140	2171	8326	32811	682	11104	338
PBANKA_123720	12	1410949	1411711	+	763	199	23	246	442	111	305	737	495	142
PBANKA_123730	12	1413805	1415265	+	1461	248	69	42	50	968	1920	611	323	289
PBANKA_123740	12	1416396	1417450	+	1055	118	22	176	398	57	98	129	42	99
PBANKA_123750	12	1417759	1418496	-	738	296	157	233	506	37	58	172	84	422
PBANKA_123760	12	1421915	1426158	+	4244	339	292	232	537	277	717	3302	10184	279
PBANKA_123770	12	1427205	1427912	+	708	149	84	79	364	75	224	681	3225	105
PBANKA_123780	12	1430325	1434584	+	4260	5180	4889	6831	17028	1023	2894	7371	11790	432
PBANKA_123790	12	1435846	1437656	-	1811	876	184	979	1932	669	1881	793	503	185
PBANKA_123800	12	1438943	1442066	+	3124	186	29	399	702	141	412	541	196	120
PBANKA_123810	12	1442508	1443221	-	714	286	107	204	446	459	1185	1938	1029	460
PBANKA_123820	12	1445300	1447550	+	2251	1742	595	980	2717	465	1220	4601	2449	5009
PBANKA_123830	12	1448087	1449154	-	1068	44	7	78	115	64	124	563	159	28
PBANKA_123840	12	1449782	1450958	+	1177	173	47	272	488	202	623	883	328	77
PBANKA_123850	12	1451724	1455970	-	4247	477	283	257	593	115	226	2310	1214	254
PBANKA_123860	12	1459838	1461958	+	2121	1538	679	569	1815	228	869	964	643	268
PBANKA_123870	12	1463067	1464074	-	1008	677	337	433	712	117	233	469	288	635
PBANKA_123880	12	1467775	1471155	+	3381	14943	8623	7421	19483	1328	5906	4193	3504	6869
PBANKA_123890	12	1472876	1476295	+	3420	1151	590	602	1567	1370	2458	914	1464	5854
PBANKA_123900	12	1476912	1477729	-	818	1181	298	51	36	706	608	38840	16243	1568
PBANKA_123910	12	1480435	1481628	-	1194	1015	528	483	1162	75	187	344	201	115
PBANKA_123920	12	1482909	1484006	-	1098	473	238	311	660	62	247	189	70	760
PBANKA_123930	12	1485639	1486013	+	375	123	39	48	131	24	46	162	53	390
PBANKA_123940	12	1487535	1488239	+	705	210	56	174	497	136	417	1456	886	286
PBANKA_123950	12	1489212	1489634	-	423	644	258	268	738	120	362	237	145	3101
PBANKA_123960	12	1491236	1493730	-	2495	615	221	327	738	250	606	683	302	293
PBANKA_123970	12	1495944	1498613	+	2670	604	497	466	1199	78	233	173	181	243
PBANKA_123980	12	1503736	1505679	+	1944	5225	4451	1347	4315	557	2377	947	1137	2797
PBANKA_123990	12	1508785	1510809	+	2025	2120	671	2082	4941	1909	6644	2083	1543	1124
PBANKA_124000	12	1512628	1517712	+	5085	1097	605	1557	3969	2597	10634	923	1552	1463
PBANKA_124010	12	1518684	1519991	-	1308	387	268	54	69	451	567	8834	6324	2595
PBANKA_124020	12	1522458	1523867	+	1410	464	171	468	1391	733	2135	820	597	512
PBANKA_124030	12	1524150	1528385	-	4236	511	329	389	957	113	228	152	103	341
PBANKA_124040	12	1529296	1530477	-	1182	116	44	158	304	51	129	190	170	238
PBANKA_124050	12	1531277	1532044	+	768	99	33	116	277	83	142	99	54	92
PBANKA_124060	12	1533422	1534315	+	894	587	301	42	42	2406	1755	3794	2546	5432
PBANKA_124070	12	1535545	1537237	+	1693	86	33	50	55	67	49	2072	1175	150
PBANKA_124080	12	1537393	1539489	-	2097	260	128	157	442	25	41	362	182	81
PBANKA_124090	12	1540303	1541367	+	1065	141	65	93	252	15	25	184	74	95
PBANKA_124100	12	1542460	1544647	-	2188	336	106	334	806	105	270	1500	652	1937
PBANKA_124110	12	1546287	1547255	-	969	212	58	107	180	270	735	1856	1242	145
PBANKA_124120	12	1548621	1549703	+	1083	78	21	100	219	162	493	175	172	37
PBANKA_124130	12	1551219	1554761	+	3543	1507	619	1240	4003	1472	5507	1607	2439	1919
PBANKA_124140	12	1556450	1556875	+	426	13	15	32	81	11	10	178	178	7181
PBANKA_124150	12	1557840	1559828	-	1989	349	330	651	1982	393	1635	99	252	3874
PBANKA_124160	12	1560941	1561684	-	744	233	92	91	285	66	242	136	75	94
PBANKA_124170	12	1562697	1563703	+	1007	372	119	230	468	118	239	750	265	211
PBANKA_124180	12	1564154	1567082	-	2929	1843	546	677	1262	2920	11728	4374	2538	554
PBANKA_124190	12	1568761	1569663	-	903	969	228	1197	2244	323	919	605	278	577
PBANKA_124200	12	1571410	1573486	-	2077	589	139	748	1506	462	1388	714	657	204
PBANKA_124210	12	1574855	1576762	-	1908	349	160	264	519	122	175	2000	1071	3273
PBANKA_124220	12	1578606	1579139	+	534	1011	436	433	917	144	255	363	132	236
PBANKA_124230	12	1580675	1582121	+	1447	8175	4168	4402	13188	579	2863	2871	2167	17283
PBANKA_124240	12	1582545	1585381	-	2837	390	134	276	405	414	1403	1797	1498	915
PBANKA_124250	12	1588275	1590173	+	1899	1082	819	943	3338	393	1903	761	1151	1009
PBANKA_124260	12	1590573	1590947	-	375	737	152	959	1514	259	821	748	338	3395
PBANKA_124270	12	1592053	1595589	-	3537	1614	746	1044	2148	815	2170	815	455	857
PBANKA_124280	12	1597486	1599241	-	1756	2634	1598	1200	2590	227	723	529	376	1417
PBANKA_124290	12	1600059	1601747	-	1689	190	74	62	82	251	354	203	115	1829
PBANKA_124300	12	1604549	1606724	+	2176	177	92	19	10	833	1413	1582	811	4843
PBANKA_124310	12	1607526	1609429	+	1904	124	74	71	74	141	220	2280	837	608
PBANKA_124320	12	1609625	1609933	-	309	548	280	192	419	157	333	220	103	2759
PBANKA_124330	12	1610697	1611305	-	609	191	109	181	366	36	84	77	77	218
PBANKA_124340	12	1612686	1614263	-	1578	947	850	308	901	141	272	530	396	1766
PBANKA_124350	12	1615601	1617349	-	1749	357	98	68	89	154	162	9067	5079	763
PBANKA_124360	12	1618357	1620468	-	2112	733	279	484	1278	210	739	355	312	1771
PBANKA_124370	12	1622161	1622914	-	754	189	60	276	447	37	84	109	46	2588
PBANKA_124380	12	1624123	1625165	+	1043	333	111	335	733	67	130	198	74	998
PBANKA_124390	12	1627239	1632774	+	5536	1364	711	878	2548	3924	16318	2849	3856	468
PBANKA_124400	12	1633714	1634841	+	1128	378	95	412	670	113	204	308	117	484
PBANKA_124410	12	1636367	1639258	-	2892	551	276	209	524	49	117	314	141	183
PBANKA_124420	12	1641320	1646541	+	5222	312	397	755	2151	849	4223	576	2308	188
PBANKA_124430	12	1648168	1649439	-	1272	303	132	374	508	357	685	951	339	1630
PBANKA_124440	12	1651783	1652043	-	261	570	192	773	1695	97	369	604	400	662
PBANKA_124450	12	1654165	1654982	+	818	710	224	275	1221	126	534	312	235	274
PBANKA_124460	12	1656446	1658002	-	1557	367	61	586	1367	304	1160	440	197	206
PBANKA_124470	12	1660625	1664697	+	4073	361	201	291	672	924	2752	704	1041	105
PBANKA_124480	12	1664996	1669615	-	4620	205	94	357	844	121	288	181	210	96
PBANKA_124490	12	1670444	1673964	+	3521	115	48	60	165	41	34	785	563	165
PBANKA_124500	12	1674062	1675476	-	1415	342	344	250	668	60	219	188	166	1563
PBANKA_124510	12	1676407	1679364	+	2958	709	844	618	1952	134	522	978	1317	608
PBANKA_124520	12	1680463	1682658	+	2196	411	200	358	430	251	234	14526	5868	320
PBANKA_124530	12	1683227	1690837	-	7611	525	517	487	1029	1457	3722	531	1381	704
PBANKA_124540	12	1692627	1694627	+	2001	498	216	479	1470	392	1257	480	470	1448
PBANKA_124550	12	1695783	1703342	-	7560	191	225	113	98	1152	3404	414	1795	137
PBANKA_124560	12	1704600	1705241	-	642	272	108	179	358	47	127	117	45	32
PBANKA_124570	12	1705720	1707075	+	1356	430	225	161	508	64	209	219	184	69
PBANKA_124580	12	1707386	1710604	-	3219	1526	1420	1437	4638	380	887	560	600	1538
PBANKA_124590	12	1720912	1722339	-	1428	1710	991	756	2212	177	465	853	435	143
PBANKA_124592	12	1725156	1725465	+	310	94	80	7	32	8	37	63	19	21
PBANKA_124600	12	1731555	1732417	+	863	524	331	129	244	50	146	197	150	141
PBANKA_124610.2	12	1733290	1734731	-	1442	118	114	32	32	170	126	32	15	110
PBANKA_124610.1	12	1733638	1734731	-	1094	0	0	0	0	0	0	0	0	0
PBANKA_124620	12	1738558	1739004	+	447	1195	617	119	423	84	346	368	205	471
PBANKA_124630	12	1742356	1743481	+	1126	380	151	66	389	7	47	354	182	61
PBANKA_124640	12	1746362	1747515	+	1154	186	119	105	194	26	53	535	184	82
PBANKA_124650	12	1749865	1751057	+	1193	57	27	25	52	7	14	35	25	79
PBANKA_124660	12	1753263	1754193	+	931	1729	12	52	32	12	7	108	29	204
PBANKA_124670	12	1757239	1758367	+	1129	200	75	70	150	6	39	265	124	28
PBANKA_124680	12	1760731	1761882	+	1152	13	6	4	10	3	2	206	80	21
PBANKA_124700	12	1768220	1770418	+	2199	14	13	19	8	39	45	15	10	20
PBANKA_124710	12	1771848	1772757	+	910	1471	600	122	498	200	816	446	248	187
PBANKA_130010	13	2365	3488	-	1124	51	34	18	30	9	10	287	107	11
PBANKA_130020	13	6317	7453	-	1137	1306	898	265	1595	48	245	428	380	125
PBANKA_130030	13	12591	13782	+	1192	90	29	12	23	11	17	78	25	220
PBANKA_130040	13	18254	19359	-	1106	11	3	5	7	1	4	11	8	2
PBANKA_130050	13	23765	25267	-	1503	119	41	25	56	61	82	852	481	78
PBANKA_130060	13	28186	30090	+	1905	481	390	311	717	363	945	304	281	493
PBANKA_130070	13	31172	36019	-	4848	410	437	146	198	922	1367	10105	16223	459
PBANKA_130080	13	38136	54496	+	16361	86	112	490	542	660	1625	302	1118	107
PBANKA_130090	13	54956	55639	-	684	71	21	169	273	55	85	492	206	58
PBANKA_130100	13	56653	59469	-	2817	1025	722	827	2395	369	1724	348	437	157
PBANKA_130110	13	60113	64357	-	4245	301	160	480	1580	146	604	126	199	34
PBANKA_130120	13	64781	65185	-	405	36	11	40	137	12	72	12	11	3
PBANKA_130130	13	66727	67740	-	1014	362	121	473	1280	353	1212	2408	2229	139
PBANKA_130140	13	70595	71717	-	1123	932	213	1730	3642	388	1330	966	388	236
PBANKA_130150	13	73346	75861	+	2516	281	86	583	1361	235	352	392	243	79
PBANKA_130160	13	76165	78034	-	1870	1249	668	544	1356	675	1458	2197	684	457
PBANKA_130170	13	79844	81652	+	1809	1371	1148	1076	3476	789	2477	384	642	280
PBANKA_130180	13	82022	92644	-	10623	241	209	266	422	337	822	1069	3819	130
PBANKA_130190	13	93338	95896	-	2559	262	88	239	614	860	2581	479	487	280
PBANKA_130200	13	97897	111266	+	13370	114	67	228	203	175	217	623	1301	83
PBANKA_130210	13	111494	112019	-	526	64	12	157	410	36	118	57	15	16
PBANKA_130220	13	113035	114651	-	1617	1205	432	1164	2521	821	2772	677	558	212
PBANKA_130230	13	121035	127532	+	6498	518	164	585	1108	1269	2328	867	790	144
PBANKA_130240	13	128359	131172	-	2814	978	882	855	2629	235	803	364	608	704
PBANKA_130250	13	132787	133683	+	897	374	170	233	543	108	344	215	145	220
PBANKA_130260	13	135131	138622	+	3492	420	143	788	1096	420	930	1029	419	301
PBANKA_130270	13	142408	145567	+	3160	1698	119	1231	2250	491	854	6108	1042	513
PBANKA_130280	13	147230	147817	+	588	718	91	2655	4110	545	1628	1632	1130	326
PBANKA_130290	13	149110	150175	+	1066	292	58	603	1200	433	1550	189	114	67
PBANKA_130300	13	151719	159349	+	7631	734	416	859	1764	111	272	111	134	62
PBANKA_130310	13	159775	164101	+	4327	133	97	227	303	81	94	286	375	68
PBANKA_130320	13	165569	170768	+	5200	2421	3600	2158	5337	1673	6660	664	1173	1591
PBANKA_130330	13	171780	172853	-	1074	687	193	906	1991	1610	4758	1746	1219	374
PBANKA_130340	13	177514	180141	+	2628	229	98	216	518	855	2736	679	503	125
PBANKA_130350	13	181580	182122	-	543	328	92	668	839	725	1142	1703	674	536
PBANKA_130360	13	182946	184554	-	1609	159	41	197	553	71	263	213	111	238
PBANKA_130370	13	187073	188008	+	936	1010	390	535	1227	439	1516	790	390	1384
PBANKA_130380	13	190214	191358	+	1145	3006	574	3417	6483	348	1225	1581	773	1451
PBANKA_130390	13	191991	198569	-	6579	473	637	149	226	1275	4323	4671	14896	387
PBANKA_130400	13	200654	203605	-	2952	315	114	61	75	1206	4165	1059	776	2149
PBANKA_130410	13	206127	208435	+	2309	0	0	0	0	0	0	0	0	0
PBANKA_130420	13	206127	213642	+	7516	237	149	428	983	147	260	302	314	266
PBANKA_130430	13	213967	217777	-	3811	293	167	78	83	808	3150	675	1633	60
PBANKA_130440	13	220928	222364	+	1437	179	43	158	294	79	208	1299	776	179
PBANKA_130450	13	223493	226938	+	3446	334	104	132	295	186	394	2010	1815	148
