Geneid	Chr	Start	End	Strand	Length	SRR4302519	SRR4302520	SRR4302521	SRR4302522	SRR4302523	SRR4302524	SRR4302525	SRR4302526	SRR4302527	SRR4302528	SRR4302529	SRR4302530	SRR4343872	SRR4343873	SRR4343875	SRR4343876	SRR4343877	SRR4343878	SRR4343879	SRR4343880	SRR5146153	SRR5146154	SRR5146155	SRR5146214	SRR5146215	SRR5146216	SRR5146217	SRR5146218	SRR5146305	SRR5146306	SRR5146307	SRR5146308	SRR5146379	SRR5146380	SRR5150405	SRR5150407	SRR5150408	SRR5150409	SRR5150410
PF3D7_1023600	10	987358	990148	-	2791	90	886	13	160	71	353	71	99	137	269	23	52	28	19	1102	441	295	593	222	464	67	140	213	857	177	503	193	1471	8	9	79	16	2	2	1	12	5	18	13
PF3D7_1023700	10	991147	993420	+	2274	105	1391	30	226	113	521	113	231	145	181	34	101	45	39	1210	446	331	742	279	520	137	290	411	926	254	530	348	1945	22	69	59	21	0	2	1	5	3	7	1
PF3D7_1023800	10	994322	996788	+	2467	86	1321	16	253	109	474	109	269	220	357	43	124	52	25	1214	517	489	781	274	544	136	267	358	993	241	650	432	1664	13	63	160	19	1	2	1	12	3	1	1
PF3D7_1023900	10	997475	1007461	-	9987	418	6178	107	1229	594	2818	594	802	411	751	193	474	220	200	4996	1863	1159	3176	1124	1878	1140	1957	1905	3727	1451	1728	1890	8391	161	1046	495	253	36	138	8	136	22	64	27
PF3D7_1024000	10	1014896	1016596	+	1701	86	985	14	239	89	395	89	255	186	300	20	65	32	35	957	283	254	504	182	363	119	213	302	701	174	572	308	1256	1	19	87	2	0	1	1	5	1	1	2
PF3D7_1024100	10	1017201	1020515	-	3315	146	1765	21	317	138	706	138	310	284	460	39	137	57	38	1629	608	531	1007	362	634	207	365	543	1307	431	848	550	2338	16	100	496	18	1	3	0	28	5	7	10
PF3D7_1024200	10	1021292	1021774	-	483	29	302	2	51	39	125	39	81	119	126	11	26	14	6	250	95	65	162	73	85	46	103	92	182	41	257	126	339	47	105	28	21	1	1	1	1	1	2	4
PF3D7_1024300	10	1022505	1022897	+	393	22	227	1	34	12	80	12	50	42	81	3	22	17	8	248	82	57	128	34	73	36	78	74	158	24	173	55	310	3	1	83	0	0	0	1	11	0	7	13
PF3D7_1024400	10	1023205	1024869	-	1665	77	935	7	143	70	295	70	170	77	121	20	65	28	14	799	305	223	544	211	377	93	147	251	705	225	395	262	1176	1	3	125	0	1	3	1	7	1	3	13
PF3D7_1024500	10	1026120	1026914	+	795	33	464	6	104	44	193	44	110	59	83	16	20	16	10	430	187	141	234	108	186	71	121	126	320	96	216	114	593	0	1	32	1	0	1	0	6	3	7	10
PF3D7_1024600	10	1027128	1029367	-	2240	61	645	12	142	73	278	73	148	130	168	52	108	11	5	732	354	271	387	179	375	148	239	236	549	107	354	158	968	1	0	27	0	1	1	3	5	1	3	23
PF3D7_1024700	10	1030044	1031534	+	1491	83	912	24	214	82	488	82	191	121	220	28	77	34	16	931	393	224	556	217	384	145	225	312	691	315	548	355	1479	5	9	90	0	15	16	3	14	1	16	39
PF3D7_1024800	10	1034685	1039079	+	4395	167	2671	37	559	258	1253	258	314	175	281	70	238	100	63	2271	825	709	1415	476	793	403	904	849	1625	565	865	844	3682	2	5	41	6	71	157	3	19	8	170	65
PF3D7_1024900	10	1040289	1045004	-	4716	178	2179	30	420	150	805	150	221	280	472	56	149	88	64	2183	861	596	1344	496	959	215	382	606	1778	559	989	635	3160	0	1	116	1	1	0	1	6	1	5	6
PF3D7_1025000	10	1045608	1049760	-	4153	133	1613	18	289	118	648	118	167	215	302	52	136	45	37	1426	676	407	908	338	661	209	384	436	1191	285	684	427	2160	74	321	175	117	3	13	0	12	4	249	246
PF3D7_1025100	10	1052844	1055333	+	2490	120	1459	30	327	122	592	122	205	134	262	48	133	52	51	1337	550	382	799	301	548	290	539	508	983	384	660	426	2047	11	9	8	0	2	3	1	24	4	8	4
PF3D7_1025200	10	1055744	1057030	-	1287	57	651	7	103	45	231	45	97	121	201	12	35	23	18	614	218	176	369	143	272	63	131	179	479	91	393	171	799	0	1	5	0	5	10	0	8	1	10	4
PF3D7_1025300	10	1057890	1060658	-	2769	120	1267	16	203	104	523	104	159	143	216	30	77	60	32	1317	527	408	806	329	600	125	222	330	1057	232	516	440	1901	2	2	42	0	0	0	1	10	3	6	15
PF3D7_1025400	10	1061399	1067085	-	5687	165	2327	20	369	169	807	169	331	301	510	71	192	60	65	2215	878	741	1332	578	1085	246	504	643	1663	349	1117	630	2909	12	51	48	14	0	3	2	25	9	30	24
PF3D7_1025500	10	1067652	1086992	-	19341	722	8161	129	1541	603	3186	603	1006	1082	1785	181	572	288	170	8196	3210	2281	5024	1962	3880	767	1395	2233	6880	1666	3697	2240	11022	7	6	587	9	14	58	14	72	18	25	18
PF3D7_1025600	10	1088214	1088417	+	204	7	101	0	22	4	26	4	19	36	19	4	13	4	1	95	41	12	41	16	18	11	32	25	64	2	59	11	96	1	1	7	0	0	0	0	0	0	1	2
PF3D7_1025700	10	1088931	1089494	+	564	26	309	5	36	19	104	19	81	35	57	8	29	13	5	309	135	95	199	79	136	45	55	87	214	45	122	67	392	1	2	38	0	0	1	1	9	2	5	3
PF3D7_1025800	10	1089997	1090538	-	542	19	160	0	26	10	86	10	33	26	65	3	14	5	1	210	104	65	112	54	87	23	30	51	169	61	86	57	286	5	3	5	1	0	0	0	7	2	3	4
PF3D7_1025900	10	1091436	1097277	-	5842	240	2309	22	352	200	964	200	360	280	590	71	203	66	50	2172	816	602	1315	516	988	258	494	636	1660	436	1063	551	2942	3	5	348	4	0	5	5	34	8	11	7
PF3D7_1026000	10	1098455	1099882	-	1428	48	664	8	128	59	280	59	224	140	210	35	61	30	27	631	172	166	393	154	277	55	104	178	553	127	480	144	972	3	12	174	3	3	24	2	13	5	7	6
PF3D7_1026100	10	1101818	1103158	+	1341	29	416	9	39	28	139	28	54	70	129	4	39	8	10	456	169	127	223	92	181	24	62	112	344	66	214	120	533	1	1	14	0	1	1	2	12	1	5	14
PF3D7_1026200	10	1103464	1105230	-	1767	76	1169	11	184	89	470	89	168	121	204	37	102	43	23	1007	331	245	604	206	419	109	272	348	755	126	404	345	1502	3	2	33	2	2	6	0	7	1	14	18
PF3D7_1026300	10	1106086	1109451	+	3366	157	1950	24	442	169	844	169	211	166	324	48	194	84	44	1774	659	533	1032	348	770	254	462	479	1410	395	637	493	2694	22	57	58	16	2	2	2	17	5	11	4
PF3D7_1026400	10	1109794	1111605	-	1812	78	1051	11	243	96	438	96	160	83	127	37	83	40	31	902	428	302	602	227	407	126	234	322	810	197	370	342	1535	3	55	69	2	0	0	1	13	6	7	5
PF3D7_1026500	10	1112423	1112635	-	213	10	117	1	34	16	30	16	41	29	39	6	16	6	0	91	48	38	36	21	38	15	34	27	53	26	69	34	119	0	2	0	1	1	1	0	8	1	561	1951
PF3D7_1026600	10	1113495	1118573	-	5079	207	3162	39	620	295	1311	295	388	260	494	80	213	110	92	2811	1060	817	1675	660	1204	375	774	945	2128	575	970	826	4231	324	2040	878	457	4	16	3	23	5	17	27
PF3D7_1026800	10	1122962	1124037	+	1076	30	478	6	151	52	223	52	117	65	102	17	65	27	9	406	118	122	241	85	122	106	204	184	268	122	212	135	673	83	159	35	38	42	134	1	22	2	13	26
PF3D7_1026900	10	1125283	1126167	+	885	34	475	7	133	59	177	59	210	80	179	7	35	16	8	439	219	160	255	98	191	79	157	164	325	93	283	189	670	15	21	13	11	0	1	2	11	3	1	1
PF3D7_1027000	10	1126523	1131958	-	5436	245	2771	55	570	249	1134	249	426	218	426	186	242	107	86	2534	1196	768	1519	598	1167	1920	578	736	2023	943	837	894	3964	8	37	287	12	2	2	19	87	32	1	1
PF3D7_1027100	10	1133838	1136156	-	2319	109	1384	26	223	148	613	148	254	266	466	22	102	56	38	1415	409	281	876	293	575	160	362	492	1078	285	805	425	1682	0	11	260	2	5	12	1	6	3	5	2
PF3D7_1027200	10	1138002	1139564	+	1563	72	1044	13	240	99	415	99	99	60	121	24	83	28	32	858	263	167	522	187	359	154	318	301	617	224	302	298	1260	12	6	23	3	9	13	3	11	2	9	6
PF3D7_1027300	10	1140589	1142602	-	2014	46	742	10	111	77	259	77	95	106	130	20	45	20	16	692	339	198	418	202	320	124	203	201	495	87	314	201	806	4	25	349	5	20	47	1	36	3	53	16
PF3D7_1027400	10	1145823	1146795	-	973	28	418	7	50	36	174	36	59	53	100	13	24	16	6	412	140	94	221	76	93	80	112	109	248	34	236	111	537	0	2	5	0	8	16	1	4	0	35	46
PF3D7_1027500	10	1147866	1148213	+	348	25	170	2	54	7	70	7	24	22	34	3	10	4	6	186	64	33	117	45	59	7	29	55	108	41	96	64	267	6	7	11	3	1	0	0	10	1	41	28
PF3D7_1027600	10	1148316	1150168	-	1853	59	656	7	103	46	319	46	108	91	101	19	51	18	13	618	295	192	317	125	205	65	137	187	404	61	308	133	781	3	29	26	5	3	15	0	10	1	12	4
PF3D7_1027700.1	10	1150663	1151853	-	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1027700.2	10	1150663	1151853	-	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1027800	10	1153271	1154431	-	1161	47	767	5	147	83	386	83	119	87	121	23	72	37	33	712	191	150	416	164	184	164	297	250	423	130	327	259	988	17	21	31	1	42	122	3	16	6	20	33
PF3D7_1027900	10	1156648	1158980	+	2333	53	516	8	79	36	151	36	107	86	180	14	44	16	5	631	162	146	383	136	228	54	82	105	361	59	243	93	668	4	8	15	3	15	45	4	27	6	36	66
PF3D7_1028000	10	1160031	1163421	+	3391	84	991	13	194	80	501	80	197	135	197	19	91	46	24	1100	393	302	600	216	405	132	189	277	810	288	456	239	1319	1	3	82	1	5	16	1	19	4	4	4
PF3D7_1028100	10	1163786	1165615	+	1830	73	937	24	181	66	393	66	152	101	132	21	60	44	24	885	391	306	529	208	403	89	220	290	731	191	404	320	1237	0	5	10	0	1	3	2	5	2	43	44
PF3D7_1028200	10	1166046	1166870	-	825	33	528	11	121	46	272	46	95	81	96	13	39	21	15	441	185	143	273	107	202	88	188	172	318	79	239	150	681	3	6	6	0	6	2	0	6	1	41	74
PF3D7_1028300	10	1168010	1168957	-	948	42	480	5	73	38	256	38	95	82	132	13	38	18	15	570	198	147	354	144	249	48	104	164	436	81	293	170	606	0	1	136	0	0	3	0	5	0	2	7
PF3D7_1028400	10	1169940	1171391	+	1452	49	778	18	199	79	378	79	139	104	165	21	64	36	20	761	301	190	485	179	315	86	225	233	592	192	438	234	1067	5	5	62	1	14	42	1	14	2	21	17
PF3D7_1028500	10	1172129	1174997	-	2869	117	1357	28	250	84	525	84	222	130	234	51	109	46	31	1204	412	241	710	260	471	154	269	380	984	232	561	352	1921	13	36	27	10	3	20	5	23	16	17	5
PF3D7_1028600	10	1176461	1177849	-	1389	28	388	6	55	18	132	18	83	58	93	9	34	18	9	412	210	112	250	86	136	47	105	97	263	104	219	118	523	3	12	15	6	2	5	0	11	1	14	11
PF3D7_1028700	10	1181005	1182501	+	1497	79	963	14	172	93	474	93	149	113	196	31	82	37	26	918	258	193	551	181	342	182	332	311	591	161	410	334	1402	3	38	47	4	1	2	2	10	2	16	11
PF3D7_1028800	10	1183487	1183995	-	509	16	175	2	28	17	64	17	30	23	59	3	24	10	4	236	82	30	114	46	71	25	39	61	102	65	77	48	256	72	161	65	65	3	6	0	8	2	27	27
PF3D7_1028900	10	1184728	1185946	-	1219	43	678	6	119	53	266	53	136	57	104	16	58	14	21	572	247	128	331	139	199	104	151	157	364	72	200	144	999	3	7	28	1	1	5	0	10	2	17	11
PF3D7_1029100.1	10	1190426	1195016	+	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1029100.2	10	1190426	1195016	+	4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1029200	10	1195677	1197344	+	1668	62	651	6	115	49	173	49	91	92	128	11	51	25	15	661	256	127	470	150	297	49	84	148	642	145	303	167	1012	3	10	10	0	1	3	3	21	6	44	85
PF3D7_1029300	10	1197825	1200032	-	2208	105	1283	12	238	104	568	104	249	203	283	34	99	38	38	1228	378	290	790	246	457	128	306	386	1005	311	701	356	1598	20	25	68	2	0	5	1	7	4	8	5
PF3D7_1029400	10	1200894	1202399	-	1506	64	828	13	168	70	345	70	133	135	275	27	78	35	23	753	266	208	465	167	278	107	235	290	637	165	469	322	1018	4	8	53	1	3	1	3	6	3	20	36
PF3D7_1029500	10	1204346	1204762	-	417	13	231	2	36	21	84	21	27	34	51	6	6	6	4	207	112	49	122	48	77	7	43	57	134	43	95	64	260	0	0	9	0	0	1	0	0	0	1	1
PF3D7_1029600	10	1206302	1207405	+	1104	43	803	13	131	72	322	72	89	56	110	22	62	33	18	613	178	140	344	124	221	163	266	246	390	129	232	198	983	10	64	18	7	8	20	5	34	10	21	9
PF3D7_1029700	10	1208198	1210914	-	2717	75	1324	17	228	116	484	116	207	168	217	30	105	35	23	1212	425	272	654	238	472	226	404	384	887	303	559	430	1875	5	58	153	8	9	20	3	28	6	42	69
PF3D7_1029800	10	1211658	1212971	-	1314	75	846	11	214	78	295	78	122	60	123	36	66	45	19	707	281	250	391	172	287	140	242	247	521	158	300	205	1076	166	353	176	126	1	5	2	9	6	3	2
PF3D7_1029900	10	1217348	1222441	+	5094	232	2908	43	604	208	1285	208	327	275	538	88	234	123	98	2519	1019	718	1485	594	1109	386	688	834	2096	582	1059	836	4121	9	17	201	7	1	6	8	50	14	24	7
PF3D7_1030000	10	1223375	1224167	+	793	18	188	4	35	14	75	14	49	37	30	9	14	15	11	161	47	22	66	20	21	30	60	48	103	32	132	48	237	4	5	3	4	25	35	0	13	0	29	49
PF3D7_1030100	10	1224519	1229092	-	4574	174	2412	35	560	200	1061	200	292	221	317	72	166	81	71	1992	760	477	1244	451	832	404	774	721	1540	634	861	782	3123	11	16	166	1	31	67	6	16	5	19	17
PF3D7_1030200	10	1230561	1231913	-	1353	67	933	17	192	100	414	100	200	92	134	33	70	29	18	764	281	169	485	180	202	205	389	291	532	220	295	292	1237	2	5	33	3	10	19	4	10	4	5	13
PF3D7_1030300	10	1233667	1237002	-	3336	138	1652	19	277	130	601	130	342	224	444	33	132	62	44	1632	691	332	981	351	722	215	391	512	1320	300	823	493	2207	4	7	153	3	0	4	0	11	3	5	1
PF3D7_1030400	10	1241767	1242977	-	1211	48	573	8	136	47	243	47	108	77	56	11	50	19	13	547	190	135	279	98	161	75	157	190	347	98	203	122	641	1	4	81	0	1	5	0	0	1	8	3
PF3D7_1030500	10	1244215	1245396	+	1182	52	679	10	153	59	334	59	113	82	88	27	69	26	9	631	203	145	408	132	211	81	138	203	467	68	327	201	953	0	3	11	1	0	0	0	3	2	0	1
PF3D7_1030600	10	1245880	1247676	-	1797	75	1180	13	227	81	448	81	134	88	158	19	76	43	25	923	301	222	611	220	392	140	222	363	730	197	427	380	1525	1	1	74	0	4	6	2	5	1	2	4
PF3D7_1030700	10	1248533	1249306	+	774	29	441	7	77	27	171	27	58	117	126	16	34	21	12	403	165	61	220	93	165	50	110	148	329	71	354	120	517	1	4	10	1	1	0	0	6	0	2	1
PF3D7_1030800	10	1250045	1250683	+	639	22	339	0	56	13	127	13	55	44	109	6	30	13	1	310	105	99	169	71	123	37	50	112	247	69	194	78	389	0	0	20	0	1	0	0	3	1	0	1
PF3D7_1030900	10	1251151	1251807	-	657	34	450	8	78	42	202	42	48	45	31	20	38	18	21	337	158	81	170	63	103	96	134	144	218	77	162	144	531	15	34	7	12	6	11	2	9	3	26	23
PF3D7_1031000	10	1253417	1254070	-	654	43	481	6	86	42	174	42	74	40	83	16	65	15	18	401	178	90	259	116	157	90	154	127	271	106	152	175	625	2	10	6	1	1	1	0	10	1	206	524
PF3D7_1031100	10	1254843	1255586	-	744	29	308	4	45	22	88	22	63	43	65	8	13	6	1	271	73	62	131	57	95	33	73	73	232	58	177	78	377	0	4	10	1	0	0	2	0	0	13	24
PF3D7_1031200	10	1257384	1258478	+	1095	52	733	10	135	59	364	59	115	63	98	17	55	31	12	535	213	158	311	126	184	143	276	254	363	107	289	205	1037	22	10	56	2	13	33	4	16	5	47	36
PF3D7_1031300	10	1260310	1263069	+	2760	104	1555	24	334	118	584	118	148	141	312	34	100	40	38	1397	554	336	848	347	593	225	312	446	1079	278	543	470	1894	17	22	178	12	1	1	0	3	4	59	241
PF3D7_1031400.1	10	1265079	1268785	+	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1031400.2	10	1265079	1268785	+	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1031500	10	1270528	1274144	+	3617	107	1128	16	243	103	408	103	192	179	275	30	86	37	26	1202	507	263	714	256	479	184	267	308	852	166	506	274	1548	39	49	45	22	4	8	6	54	10	14	25
PF3D7_1031600	10	1275863	1278577	+	2715	95	1451	21	296	112	703	112	232	143	311	37	104	47	33	1388	416	275	821	299	450	201	361	424	1111	341	579	407	1947	3	6	115	3	0	9	1	7	2	3	5
PF3D7_1031700	10	1281252	1281989	+	738	30	267	1	50	16	69	16	49	33	62	11	30	4	3	393	144	86	226	90	185	35	70	69	205	14	122	61	414	1	5	14	3	4	5	0	6	1	9	4
PF3D7_1031800	10	1282405	1284057	-	1653	55	795	2	147	57	291	57	121	85	116	13	62	22	21	731	268	235	402	172	314	127	212	234	526	179	324	258	955	4	4	72	3	1	4	1	13	0	1	0
PF3D7_1031900	10	1284588	1287287	-	2700	88	956	17	165	75	386	75	179	127	204	22	77	36	31	998	415	198	574	219	382	105	232	302	726	205	441	263	1328	6	4	46	0	1	2	0	14	1	10	5
PF3D7_1032000	10	1287715	1290045	-	2331	118	1275	25	217	112	587	112	241	117	229	43	109	41	21	1187	390	340	739	276	494	149	294	414	841	229	493	362	1712	1	0	95	0	1	1	0	8	7	25	9
PF3D7_1032100	10	1293499	1297071	+	3573	159	2060	36	414	182	870	182	189	172	339	54	142	76	51	1876	594	526	1035	415	719	262	427	616	1493	366	706	587	3040	1	17	100	1	6	18	3	16	4	12	5
PF3D7_1032200	10	1298327	1299141	-	815	21	169	2	11	8	66	8	37	37	38	9	10	5	7	244	91	54	90	48	108	19	31	39	132	25	110	41	258	3	4	14	0	1	2	1	12	1	4	5
PF3D7_1032300	10	1299794	1302409	+	2616	120	1312	19	325	122	529	122	196	201	273	27	113	45	37	1321	441	268	773	292	570	97	181	353	1120	347	678	403	1881	2	1	86	2	1	4	1	5	2	13	17
PF3D7_1032400	10	1302594	1304881	-	2288	83	967	11	129	57	342	57	114	95	195	24	81	31	22	841	364	183	519	176	292	128	218	249	592	118	369	278	1127	4	5	17	0	2	5	0	10	5	37	58
PF3D7_1032500	10	1306241	1307532	-	1292	55	592	14	86	45	322	45	149	96	89	9	62	24	9	675	244	171	391	178	317	92	166	192	433	182	273	168	880	3	10	65	3	5	4	1	20	1	6	10
PF3D7_1032600	10	1308873	1309925	+	1053	40	558	10	101	47	281	47	106	78	119	16	35	21	13	575	256	116	367	119	249	49	97	153	463	113	249	165	735	44	79	30	23	0	4	0	8	1	7	3
PF3D7_1032700	10	1310421	1312082	-	1662	71	835	11	179	82	378	82	226	219	394	20	61	33	16	909	359	282	536	228	374	109	204	269	638	142	615	223	1081	3	6	194	5	1	1	2	7	0	9	15
PF3D7_1032800	10	1313255	1314721	-	1467	50	526	4	57	37	214	37	88	51	72	13	41	21	14	485	198	144	249	101	179	45	88	111	385	103	179	138	723	1	2	81	1	0	0	1	6	4	7	5
PF3D7_1032900	10	1315718	1320949	-	5232	196	2494	46	488	189	977	189	347	277	502	79	191	85	58	2341	969	691	1335	584	1137	226	431	639	1902	407	1033	641	3335	0	1	74	0	0	2	2	13	3	2	4
PF3D7_1033000	10	1321694	1323379	+	1686	53	911	13	221	64	378	64	135	98	218	37	52	38	22	769	352	162	408	147	309	136	230	243	570	123	364	221	1203	51	106	106	40	9	7	2	9	3	4	2
PF3D7_1033100	10	1324132	1328436	-	4305	179	2704	39	534	255	1192	255	382	159	299	73	196	80	79	2117	815	569	1296	466	841	404	828	853	1596	589	694	767	3469	56	438	171	105	36	82	5	41	12	28	4
PF3D7_1033200	10	1335222	1336289	+	1068	47	700	16	124	71	354	71	131	55	73	20	51	30	22	693	224	122	414	130	212	141	265	250	418	151	267	209	1011	1	4	24	0	3	7	2	15	4	123	145
PF3D7_1033300	10	1338124	1338818	-	695	13	202	1	37	12	57	12	14	29	42	4	12	1	3	172	36	66	48	27	43	20	31	44	98	49	70	48	194	0	0	7	0	0	3	0	2	0	0	2
PF3D7_1033400	10	1339762	1340628	+	867	33	494	9	72	41	208	41	95	44	106	22	45	18	21	522	191	142	283	106	160	85	179	165	277	90	230	152	788	27	60	6	14	10	47	1	17	2	6	7
PF3D7_1033500	10	1341646	1343775	+	2130	108	1122	19	219	97	482	97	61	109	178	36	89	45	33	1051	380	223	638	232	420	104	261	335	751	288	414	316	1510	6	8	44	2	1	8	4	10	3	4	2
PF3D7_1033600	10	1344150	1346897	-	2748	119	1652	19	357	165	798	165	181	104	194	38	143	58	41	1423	544	298	864	340	562	235	448	505	1065	305	514	499	2210	17	16	83	7	6	10	5	19	3	23	6
PF3D7_1033700	10	1348433	1350280	+	1848	73	1017	14	130	76	393	76	149	78	157	30	84	30	31	946	356	230	584	235	382	155	264	288	619	170	339	269	1371	1	3	19	0	6	10	6	11	4	58	109
PF3D7_1033800	10	1351197	1353284	+	2088	64	882	15	182	76	340	76	159	78	131	8	60	30	20	914	365	298	513	171	315	79	168	245	598	110	351	205	1167	1	2	13	0	1	0	1	3	5	57	50
PF3D7_1033900	10	1354454	1355571	-	1118	23	307	6	29	17	99	17	42	42	76	10	13	11	8	301	100	78	170	62	146	46	83	89	202	48	136	59	374	3	2	23	1	4	2	1	11	4	25	42
PF3D7_1034000	10	1359318	1361309	-	1992	83	1226	26	243	106	460	106	156	139	169	36	86	43	19	1073	405	293	621	236	422	156	261	391	829	199	567	354	1656	8	10	33	6	2	13	2	4	2	11	11
PF3D7_1034100	10	1362149	1363069	-	921	27	285	3	30	13	88	13	57	42	120	4	16	8	8	279	97	110	116	54	79	31	42	51	135	44	137	73	281	1	1	3	1	1	0	1	5	2	5	2
PF3D7_1034200	10	1363474	1364118	+	645	37	503	3	51	43	195	43	96	45	67	17	34	17	14	417	210	150	266	97	180	55	122	179	316	99	204	141	628	0	0	1	0	0	1	0	9	2	2	2
PF3D7_1034300	10	1365099	1366691	+	1593	67	907	11	150	64	390	64	81	88	170	26	70	35	15	826	361	304	502	236	352	139	178	286	553	151	386	278	1208	0	0	41	0	0	0	0	8	2	14	0
PF3D7_1034400	10	1367294	1369189	-	1896	79	1263	24	232	108	621	108	121	70	133	38	99	37	43	949	353	332	550	227	306	236	497	405	694	376	341	406	1596	1	1	1	0	3	1	2	20	3	4	2
PF3D7_1034500	10	1370731	1376131	+	5401	233	2475	30	408	177	1041	177	303	274	513	72	170	101	66	2136	800	609	1336	490	881	235	429	701	1754	539	1101	617	3001	0	3	95	3	0	1	3	23	5	14	8
PF3D7_1034600	10	1376827	1377759	-	933	43	488	1	94	35	140	35	90	100	174	8	38	18	13	458	213	156	293	109	218	38	77	117	363	78	353	136	614	0	2	62	1	1	0	1	9	1	1	0
PF3D7_1034700	10	1378759	1379295	+	537	16	327	5	68	27	167	27	45	26	50	10	44	6	11	273	89	99	142	53	78	65	101	95	192	33	118	121	423	0	1	0	0	0	1	0	6	0	1	1
PF3D7_1034800	10	1380028	1382249	+	2222	49	612	6	87	32	149	32	101	69	161	9	57	14	6	667	285	199	352	135	293	46	68	124	468	40	248	136	768	0	2	8	1	2	5	3	7	3	3	10
PF3D7_1034900	10	1383450	1386119	+	2670	131	1684	20	342	132	703	132	192	88	186	48	151	52	63	1404	494	326	812	307	547	266	524	486	969	317	449	530	2274	1	2	8	0	4	8	0	17	1	3	3
PF3D7_1035000	10	1386649	1389630	-	2982	134	1734	30	269	123	671	123	266	151	279	49	135	73	32	1574	619	328	986	389	645	170	340	522	1312	360	602	467	2297	0	0	94	0	0	8	0	12	7	5	2
PF3D7_1035100	10	1391445	1393130	+	1686	65	1124	13	196	109	512	109	142	68	146	21	89	37	22	914	393	282	589	245	376	159	356	352	666	281	354	321	1363	0	1	68	1	1	3	3	12	6	11	1
PF3D7_1035200	10	1394839	1396596	+	1758	21	377	4	84	42	205	42	80	48	45	7	22	19	11	384	132	52	248	110	155	51	98	109	257	100	178	108	675	0	1	16	1	0	6	5	10	2	7	6
PF3D7_1035300	10	1399195	1402896	+	3702	148	2375	21	393	357	1183	357	245	118	231	99	181	92	126	2241	864	607	1295	470	766	483	843	792	1442	480	560	767	3277	2	15	168	5	0	0	0	28	4	6	1
PF3D7_1035400	10	1404195	1405259	+	1065	54	710	3	124	128	323	128	80	41	90	25	38	28	43	649	261	196	434	150	233	130	220	219	373	192	186	234	1046	1	1	101	1	2	26	2	12	1	16	4
PF3D7_1035500	10	1407276	1408391	+	1116	48	736	10	112	159	370	159	92	13	49	28	40	18	52	665	317	111	434	161	253	120	217	265	427	186	146	189	1056	0	3	107	0	11	57	0	1	2	20	2
PF3D7_1035600	10	1409281	1410555	+	1275	56	773	7	184	157	427	157	73	22	59	40	69	24	59	727	261	209	461	168	273	148	288	255	472	247	160	279	1181	1	3	53	1	0	1	1	8	3	2	2
PF3D7_1035700	10	1413200	1415293	+	2094	87	1411	21	225	332	763	332	117	30	74	55	107	65	118	1108	443	267	689	260	403	241	479	428	783	345	283	402	2127	2	4	37	2	2	6	4	16	3	5	8
PF3D7_1035800	10	1420533	1422671	+	2139	69	1142	9	306	218	638	218	118	21	78	29	91	47	96	952	361	251	565	255	251	211	438	353	630	199	248	433	1663	1	1	0	1	3	6	0	9	1	14	1
PF3D7_1035900	10	1423983	1425683	+	1701	66	833	13	135	142	447	142	126	42	95	19	75	25	57	802	447	278	468	229	320	112	208	269	579	290	173	269	1342	0	1	12	0	1	2	0	2	2	0	0
PF3D7_1036000	10	1427127	1428344	+	1218	42	732	8	120	145	374	145	58	30	84	23	66	18	43	636	306	89	411	241	203	111	212	230	473	149	175	226	1075	0	0	3	0	2	0	0	8	2	2	1
PF3D7_1036300	10	1432498	1434786	+	2289	104	1453	28	235	295	808	295	139	47	93	60	139	54	132	1174	4841	1241	674	6297	1298	266	542	451	823	398	262	507	1999	1	0	118	0	1	1	2	16	4	0	1
PF3D7_1036400	10	1436316	1439804	+	3489	124	1872	31	334	206	1013	206	190	75	174	69	128	68	72	1490	1458	494	892	1457	605	286	585	615	1058	372	434	580	2288	2	2	91	0	1	1	0	7	6	1	2
PF3D7_1036500	10	1441901	1443568	+	1668	65	1011	14	198	80	502	80	183	110	153	33	87	35	33	905	350	179	578	223	290	154	343	297	567	207	410	332	1256	0	1	61	2	0	2	1	9	3	3	4
PF3D7_1036600.2	10	1444441	1445529	+	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
