Geneid	Chr	Start	End	Strand	Length	SRR7059090	SRR7059091	SRR7059092	SRR7059093	SRR7059094	SRR7059095	SRR7059096	SRR7059097	SRR7059098	SRR7059099	SRR7059100
PF3D7_1143200	11	1729793	1730899	+	1107	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1143300	11	1731899	1732900	-	1002	3	0	4	3	4	7	1	0	0	3	0
PF3D7_1143400	11	1735126	1736572	+	1447	5	17	7	133	54	122	1	3	0	4	0
PF3D7_1143500	11	1737256	1740029	-	2774	1	0	0	2	4	4	2	0	3	1	2
PF3D7_1143600	11	1740935	1741828	-	894	3	4	1	7	5	1	1	1	0	0	0
PF3D7_1143700	11	1742589	1746306	+	3718	5	4	8	12	19	10	2	0	2	1	0
PF3D7_1143800	11	1748439	1751138	+	2700	2	6	1	4	6	11	0	5	0	1	0
PF3D7_1143900	11	1751577	1753269	-	1693	5	15	9	44	26	36	0	2	1	1	0
PF3D7_1144000	11	1755438	1755935	+	498	0	1	1	4	3	2	0	0	0	0	0
PF3D7_1144100	11	1756557	1757182	-	626	0	2	1	2	1	3	1	2	2	0	0
PF3D7_1144200	11	1757488	1758637	-	1150	0	0	0	0	2	2	0	0	1	0	2
PF3D7_1144300	11	1759257	1759922	-	666	4	11	0	7	2	8	0	2	0	1	1
PF3D7_1144400	11	1762256	1766650	+	4395	1	0	2	3	1	2	0	1	0	1	2
PF3D7_1144500	11	1768328	1769344	+	1017	2	0	0	13	1	9	0	0	0	0	1
PF3D7_1144600	11	1770949	1771902	+	954	0	0	0	0	0	0	0	0	1	1	0
PF3D7_1144700	11	1772350	1773819	-	1470	4	9	11	64	26	40	1	0	1	1	0
PF3D7_1144800	11	1774750	1776726	+	1977	2	1	1	0	0	0	0	1	0	4	0
PF3D7_1144900	11	1777525	1778928	-	1404	4	5	2	5	3	7	3	2	0	0	4
PF3D7_1145000	11	1780084	1782398	-	2315	2	1	2	0	1	0	0	0	0	0	2
PF3D7_1145100	11	1783357	1786563	-	3207	2	7	3	1	3	2	1	0	3	0	0
PF3D7_1145200	11	1789323	1795370	-	6048	36	34	24	3	2	3	0	2	3	0	0
PF3D7_1145300	11	1798776	1799670	-	895	6	10	12	11	9	8	0	0	0	2	0
PF3D7_1145400	11	1800544	1803550	-	3007	1	6	1	9	3	4	2	2	4	0	2
PF3D7_1145500	11	1807359	1810130	+	2772	0	2	0	0	0	1	0	0	2	1	2
PF3D7_1145600	11	1810290	1812442	-	2153	0	3	3	2	0	3	0	1	1	0	1
PF3D7_1145700	11	1813419	1814573	+	1155	0	0	1	1	0	0	0	0	0	0	0
PF3D7_1145800	11	1814957	1817704	-	2748	1	2	1	0	1	1	3	0	0	0	0
PF3D7_1145900	11	1818594	1820743	+	2150	11	1	1	5	2	2	0	0	0	1	0
PF3D7_1146000	11	1821032	1822969	-	1938	30	35	15	8	1	6	1	0	0	5	1
PF3D7_1146100	11	1824148	1825579	-	1432	2	1	0	1	3	5	2	3	4	2	6
PF3D7_1146200	11	1826203	1826792	-	590	1	0	0	2	0	2	0	0	0	0	0
PF3D7_1146300	11	1828240	1829054	-	815	2	4	4	10	5	5	0	0	0	0	0
PF3D7_1146500	11	1830464	1831417	+	954	3	0	1	7	3	8	0	0	0	0	0
PF3D7_1146600	11	1834401	1838773	+	4373	6	4	2	13	2	4	2	1	0	3	1
PF3D7_1146700	11	1839423	1842878	-	3456	3	3	0	1	0	1	0	0	4	1	1
PF3D7_1146800	11	1843645	1853372	-	9728	13	8	22	18	5	20	6	7	2	9	13
PF3D7_1146900	11	1856390	1857656	+	1267	2	2	4	12	3	8	1	1	1	0	0
PF3D7_1147000	11	1858329	1867357	-	9029	0	1	1	49	29	70	0	0	1	4	0
PF3D7_1147100	11	1870415	1871077	-	663	3	4	1	30	34	33	1	0	0	0	0
PF3D7_1147200	11	1873147	1881414	+	8268	17	10	4	7	2	5	0	2	3	3	2
PF3D7_1147300	11	1883775	1887860	+	4086	0	5	0	5	4	7	0	0	0	0	0
PF3D7_1147400	11	1888637	1889139	-	503	0	0	0	6	0	0	2	0	0	1	1
PF3D7_1147500	11	1889826	1892597	-	2772	0	0	1	2	0	0	1	0	3	1	2
PF3D7_1147600	11	1893436	1895843	-	2408	2	1	0	0	1	0	0	0	2	2	1
PF3D7_1147700	11	1897204	1897884	+	681	7	31	37	27	35	29	35	38	47	40	20
PF3D7_1147800.2	11	1899181	1905695	+	6515	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1147800.1	11	1899181	1905942	+	6762	0	1	0	0	0	0	2	0	1	0	0
PF3D7_1147900	11	1907055	1907708	-	654	1	9	7	5	3	4	1	1	0	0	0
PF3D7_1148000	11	1909210	1913499	-	4290	1	1	0	4	2	2	2	0	5	6	1
PF3D7_1148700	11	1934333	1935582	-	1250	0	0	1	0	0	0	0	0	0	0	0
PF3D7_1148800	11	1941348	1942588	+	1241	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1148900	11	1945778	1946047	+	270	0	0	0	0	0	0	1	0	0	5	2
PF3D7_1149000	11	1950210	1968726	+	18517	3	1	2	0	3	1	4	3	3	10	7
PF3D7_1149100.2	11	1972400	1973874	+	1475	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1149100.1	11	1972400	1973874	+	1475	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1149200	11	1976407	1979804	+	3398	0	1	0	1	1	0	0	0	1	1	0
PF3D7_1149300	11	1982354	1984247	+	1894	0	0	0	0	0	1	0	0	2	5	2
PF3D7_1149400	11	1985870	1986639	-	770	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1149600	11	2001068	2003313	+	2246	1	0	0	0	3	1	0	1	1	1	1
PF3D7_1149700	11	2004754	2005011	+	258	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1149800	11	2006706	2007829	+	1124	0	0	0	1	1	0	0	0	0	3	0
PF3D7_1149900	11	2009875	2010902	+	1028	1	0	0	0	0	0	2	1	0	0	1
PF3D7_1150000	11	2012989	2014316	+	1328	0	0	0	0	1	1	2	0	0	1	0
PF3D7_1150200	11	2018714	2019967	-	1254	0	0	2	0	0	1	0	1	0	1	0
PF3D7_1150300	11	2021854	2023034	-	1181	2	0	0	2	1	3	1	0	1	2	1
PF3D7_1150400	11	2025817	2035886	+	10070	5	7	5	4	6	5	207	231	257	865	538
PF3D7_1200100	12	16973	24497	+	7525	9	13	16	147	39	132	1	5	5	2	0
PF3D7_1200200	12	26321	27687	-	1367	1	1	0	3	0	2	0	1	0	0	0
PF3D7_1200300	12	30078	31261	-	1184	0	0	1	0	0	0	0	0	0	1	0
PF3D7_1200400	12	32703	41940	+	9238	14	28	10	15	7	34	7	2	1	4	3
PF3D7_1200500	12	43800	45106	-	1307	0	0	0	3	0	2	0	1	0	1	0
PF3D7_1200600	12	46788	56805	-	10018	8	5	6	5	1	0	4	2	7	5	3
PF3D7_1200610	12	57076	57435	-	360	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1200700	12	61556	64336	-	2781	0	1	0	0	0	2	0	1	1	1	1
PF3D7_1200800	12	68808	70842	-	2035	0	0	2	1	1	1	0	1	0	5	1
PF3D7_1200900	12	73229	74522	-	1294	0	0	0	0	0	0	2	0	0	0	0
PF3D7_1201000	12	76846	79067	-	2222	0	0	0	0	1	0	3	1	0	0	1
PF3D7_1201100	12	81449	84451	-	3003	2	1	4	0	1	0	0	2	1	0	0
PF3D7_1201200	12	89934	90749	+	816	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1201300	12	92242	92562	+	321	0	0	0	32	20	17	0	0	0	0	0
PF3D7_1201400	12	93581	97146	-	3566	1	0	0	30	8	19	0	0	1	0	1
PF3D7_1201500	12	98978	100471	+	1494	1	2	1	2	1	2	0	0	0	1	1
PF3D7_1201600	12	101581	102624	-	1044	2	4	2	3	0	3	0	0	0	2	0
PF3D7_1201700	12	103861	104604	-	744	5	5	14	43	22	29	0	0	0	0	0
PF3D7_1201800	12	105683	106339	-	657	0	1	0	1	0	0	0	0	0	0	0
PF3D7_1201900	12	107338	108202	-	865	0	2	0	4	1	1	1	5	0	2	1
PF3D7_1202000	12	109247	112758	-	3512	3	1	2	1	0	0	0	0	0	1	1
PF3D7_1202100.1	12	113787	115923	+	2137	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1202100.2	12	113787	115923	+	2137	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1202200	12	116475	117449	-	975	1	0	1	0	0	0	0	1	0	0	0
PF3D7_1202300	12	119402	141499	+	22098	3	2	6	3	3	3	1	2	2	2	4
PF3D7_1202400	12	141642	143268	-	1627	1	8	7	8	1	7	2	5	3	2	1
PF3D7_1202500	12	144046	147285	-	3240	1	2	2	1	8	7	2	1	0	1	1
PF3D7_1202600	12	148238	155478	-	7241	24	69	44	373	161	371	4	4	3	8	0
PF3D7_1202700	12	158233	160011	+	1779	0	2	0	3	3	3	0	2	1	1	2
PF3D7_1202800	12	160716	161255	+	540	0	0	1	4	7	2	0	0	0	0	0
PF3D7_1202900	12	162429	162722	-	294	1	10	2	18	4	19	0	3	0	0	0
PF3D7_1203000	12	167706	171275	+	3570	2	5	2	2	2	2	2	0	1	1	0
PF3D7_1203100	12	171507	172136	-	630	0	7	6	1	0	5	0	0	0	0	0
PF3D7_1203200	12	172936	173361	+	426	0	0	0	2	0	0	0	0	0	0	0
PF3D7_1203300	12	173875	176853	-	2979	1	1	0	6	1	2	0	0	0	0	1
PF3D7_1203400	12	178162	181914	+	3753	0	11	6	29	14	18	0	0	0	1	2
PF3D7_1203500	12	182298	183968	-	1671	1	1	1	3	1	0	0	0	0	0	1
PF3D7_1203600	12	184914	185768	+	855	0	1	1	1	0	0	0	0	0	0	0
PF3D7_1203700	12	187146	188842	-	1697	3	10	0	5	1	0	0	1	1	0	2
PF3D7_1203900	12	194144	195462	+	1319	0	3	2	1	0	0	2	1	0	0	0
PF3D7_1204000	12	197509	198830	+	1322	0	1	1	0	0	1	0	0	1	1	0
PF3D7_1204100	12	198970	202239	-	3270	1	6	1	5	4	1	0	0	1	1	0
PF3D7_1204200	12	202948	204837	+	1890	13	21	18	10	8	12	0	1	0	0	1
PF3D7_1204300	12	205491	205976	-	486	1	9	5	8	2	8	0	6	0	1	0
PF3D7_1204400	12	208165	210893	-	2729	8	30	13	0	4	2	1	0	1	3	1
PF3D7_1204500	12	211517	212356	-	840	2	3	2	1	1	4	1	0	0	1	0
PF3D7_1204600	12	213211	214191	+	981	0	3	0	1	0	0	0	0	1	0	0
PF3D7_1204700	12	214834	215695	+	862	0	1	2	0	0	0	0	0	0	1	0
PF3D7_1204900	12	217184	218239	+	1056	3	0	0	0	0	0	0	0	0	3	0
PF3D7_1205000	12	219580	222173	+	2594	3	1	1	4	3	4	0	0	0	6	0
PF3D7_1205100	12	222695	224991	-	2297	1	1	3	2	0	1	0	0	1	0	0
PF3D7_1205200	12	226054	227070	-	1017	0	0	0	0	2	0	0	0	0	11	7
PF3D7_1205300	12	230463	231407	+	945	0	1	0	0	0	0	0	0	0	1	0
PF3D7_1205400	12	232389	235646	-	3258	5	10	9	6	9	4	0	0	1	1	0
PF3D7_1205500	12	242811	248168	+	5358	6	11	4	10	10	12	3	5	3	14	4
PF3D7_1205600	12	249336	251399	-	2064	5	7	5	4	2	7	0	2	1	1	1
PF3D7_1205700	12	253155	254123	+	969	1	0	0	3	5	0	0	0	0	1	1
PF3D7_1205800	12	256367	263731	+	7365	2	3	1	88	54	102	1	1	4	4	0
PF3D7_1205900	12	264615	267863	-	3249	0	0	1	5	2	8	2	2	1	4	0
PF3D7_1206000	12	270300	271214	-	915	1	1	0	15	9	9	0	1	0	0	0
PF3D7_1206100	12	272320	274742	-	2423	11	16	10	9	3	13	0	0	0	1	1
PF3D7_1206200	12	275744	279336	-	3593	4	8	6	18	9	23	1	5	5	5	3
PF3D7_1206300	12	281020	289302	-	8283	13	31	11	400	121	306	0	1	1	2	3
PF3D7_1206400	12	290836	291876	+	1041	0	1	0	2	2	1	0	0	0	1	0
PF3D7_1206500	12	292424	294379	+	1956	0	3	0	1	1	0	0	0	0	7	7
PF3D7_1206600	12	294997	299349	-	4353	2	4	2	57	22	54	6	17	17	159	37
PF3D7_1206700	12	301129	302826	-	1698	0	0	1	37	7	32	0	1	0	5	0
PF3D7_1206800	12	308214	310397	+	2184	1	0	3	9	6	11	1	1	0	7	4
PF3D7_1206900	12	310831	313239	+	2409	2	4	0	3	3	3	0	0	0	1	0
PF3D7_1207000	12	313869	321908	-	8040	1	5	1	30	16	28	1	1	0	0	1
PF3D7_1207100	12	324336	326858	-	2523	1	3	0	19	2	7	0	4	0	2	0
PF3D7_1207200	12	329635	337806	-	8172	0	1	0	4	1	4	0	1	1	2	2
PF3D7_1207300	12	343326	344361	-	1036	0	0	0	6	0	0	0	0	0	0	0
PF3D7_1207400	12	345922	347239	+	1318	7	37	23	530	138	467	0	0	0	0	1
PF3D7_1207500	12	348274	349100	+	827	2	0	2	4	1	9	0	0	0	0	0
PF3D7_1207600	12	349479	351284	-	1806	8	7	15	15	14	30	0	1	0	0	0
PF3D7_1207700	12	351850	354006	-	2157	1	2	0	0	1	1	0	0	0	0	0
PF3D7_1207800	12	354540	357446	-	2907	0	0	0	0	1	2	0	1	1	1	1
PF3D7_1207900	12	357915	359333	-	1419	0	0	1	0	1	0	0	0	0	0	0
PF3D7_1208000	12	359995	360499	+	505	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1208100	12	361900	375874	+	13975	2	4	3	6	4	11	0	1	2	11	12
PF3D7_1208200	12	376552	387483	+	10932	12	13	4	27	16	19	2	1	1	1	3
PF3D7_1208300	12	388545	389147	+	603	1	1	0	1	0	0	0	0	0	0	0
PF3D7_1208400	12	390932	395626	+	4695	1	0	0	0	4	0	0	0	0	1	0
PF3D7_1208500	12	395986	401247	-	5262	3	0	3	0	0	0	0	0	0	4	1
PF3D7_1208600	12	402300	402527	+	228	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1208700	12	403350	404814	+	1465	4	13	13	15	18	26	0	0	2	0	0
PF3D7_1208800	12	405608	409150	-	3543	4	3	4	13	0	5	0	0	0	1	3
PF3D7_1208900	12	415404	419732	+	4329	6	21	15	179	94	231	1	0	1	4	1
PF3D7_1209000	12	421371	422201	-	831	0	2	0	0	0	1	0	0	0	1	0
PF3D7_1209100	12	423462	426011	-	2550	1	0	0	2	1	0	0	0	0	0	0
PF3D7_1209200	12	427272	427978	+	707	8	12	6	6	3	13	0	0	1	0	0
PF3D7_1209300	12	428495	432880	-	4386	5	19	16	544	311	653	0	1	0	1	0
PF3D7_1209400	12	436092	438470	+	2379	4	4	2	6	4	11	1	2	0	1	2
PF3D7_1209500.2	12	439711	442858	+	3148	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1209500.1	12	439711	442858	+	3148	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1209600	12	443680	444987	+	1308	0	1	0	9	5	7	0	1	0	1	0
PF3D7_1209700	12	445625	447268	+	1644	1	2	1	0	3	5	0	0	1	0	0
PF3D7_1209800	12	447381	447950	-	570	0	2	0	16	9	19	0	0	1	0	0
PF3D7_1209900	12	448772	451339	-	2568	1	1	1	0	1	2	0	1	1	1	3
PF3D7_1210000	12	452595	453828	+	1234	0	0	0	1	1	0	0	0	1	0	0
PF3D7_1210100	12	455304	456236	-	933	2	5	3	10	4	1	0	0	0	1	0
PF3D7_1210200	12	458677	461679	-	3003	7	10	4	4	7	11	0	0	0	1	0
PF3D7_1210300	12	465115	465744	+	630	0	2	0	0	0	0	0	1	0	0	0
PF3D7_1210400	12	466602	469307	-	2706	2	2	0	0	1	0	3	8	1	2	3
PF3D7_1210500	12	470229	471545	+	1317	0	1	2	2	0	1	0	0	0	0	0
PF3D7_1210600	12	472260	475457	-	3198	2	2	1	9	1	6	1	0	0	1	0
PF3D7_1210700	12	476577	478370	-	1794	0	1	0	0	0	3	0	0	0	0	0
PF3D7_1210900	12	480593	482806	+	2214	30	92	84	287	177	271	0	1	0	2	1
PF3D7_1211000	12	484065	489902	+	5838	56	106	69	447	225	424	2	4	0	3	1
PF3D7_1211100	12	490862	491557	+	696	9	8	6	61	17	52	0	0	0	0	0
PF3D7_1211200	12	491893	497388	-	5496	0	2	2	10	3	6	1	1	0	2	2
PF3D7_1211300	12	498524	502229	-	3706	2	2	1	8	2	5	4	5	7	57	14
PF3D7_1211400	12	505344	506662	+	1319	0	16	4	35	22	22	0	1	0	1	1
PF3D7_1211500	12	507808	508971	-	1164	0	0	0	0	0	1	0	0	0	0	0
PF3D7_1211600	12	510323	519437	+	9115	4	3	1	3	0	2	3	2	0	2	1
PF3D7_1211700	12	521687	524470	+	2784	19	18	15	25	2	29	5	3	6	25	9
PF3D7_1211800	12	526109	527780	+	1672	0	4	0	51	12	30	3	0	5	3	0
PF3D7_1211900	12	529005	532799	-	3795	7	10	10	122	30	85	3	1	0	1	3
PF3D7_1212000	12	534912	535915	-	1004	0	0	1	0	0	0	0	1	0	1	0
PF3D7_1212100	12	536951	538627	+	1677	0	1	0	4	0	1	0	1	0	2	0
PF3D7_1212200	12	540725	542932	-	2208	1	1	1	0	1	1	0	2	0	2	0
PF3D7_1212300	12	543518	548532	+	5015	1	1	2	1	1	0	1	1	2	2	1
PF3D7_1212400	12	549888	550910	+	1023	0	0	0	0	0	0	1	0	0	0	0
PF3D7_1212500	12	552102	553853	-	1752	0	2	1	0	0	0	4	2	2	6	7
PF3D7_1212600.1	12	555820	556762	-	943	1	0	2	2	1	1	2	0	1	1	0
PF3D7_1212600.2	12	556085	556762	-	678	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1212700	12	558047	562180	-	4134	9	22	9	206	101	258	4	5	0	3	1
PF3D7_1212800	12	565966	566931	+	966	0	3	0	39	20	29	4	3	2	18	4
PF3D7_1212900	12	568569	571835	-	3267	1	14	1	24	11	18	0	0	0	0	0
PF3D7_1213200	12	577529	578365	+	837	0	0	3	3	4	5	0	0	0	0	0
PF3D7_1213300	12	578470	578917	-	448	0	0	0	1	0	0	0	0	0	0	1
PF3D7_1213400	12	579595	581325	-	1731	7	10	7	106	60	93	0	2	1	6	0
PF3D7_1213500	12	583089	585323	+	2235	140	220	119	3	1	3	6	6	2	2	5
PF3D7_1213600	12	586809	587090	+	282	0	1	0	0	0	0	5	10	4	1	0
PF3D7_1213700	12	588128	588982	-	855	17	28	17	0	1	0	0	5	1	6	0
PF3D7_1213800	12	590194	592434	-	2241	2	0	0	2	0	2	2	0	0	6	3
PF3D7_1213900	12	595167	598776	-	3610	0	1	0	4	0	3	1	1	0	1	0
PF3D7_1214000	12	600954	601564	-	611	1	0	0	0	0	0	0	0	0	1	0
PF3D7_1214100	12	602428	606962	+	4535	3	2	4	5	3	4	0	3	1	1	1
PF3D7_1214200	12	607379	608006	-	628	0	1	1	0	0	0	0	0	0	2	1
PF3D7_1214300	12	608542	610013	-	1472	0	0	0	1	0	0	0	0	0	0	0
PF3D7_1214400	12	610271	610769	-	499	1	0	0	1	0	0	1	0	0	0	0
PF3D7_1214500	12	611892	613128	+	1237	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1214600	12	613561	614574	-	1014	2	2	0	0	1	0	1	0	1	0	0
PF3D7_1214700	12	615636	616100	+	465	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1214800	12	616782	617387	+	606	0	0	0	0	0	1	0	0	0	0	0
PF3D7_1214900	12	618764	620111	+	1348	1	5	4	46	23	57	3	4	3	0	0
PF3D7_1215000	12	621125	621775	+	651	1	1	3	2	0	1	0	3	0	0	0
PF3D7_1215100	12	623126	626273	+	3148	1	7	0	3	3	4	1	1	0	1	2
PF3D7_1215200	12	627361	628203	+	843	21	22	29	6	5	1	0	0	0	0	2
PF3D7_1215300	12	629009	629667	-	659	13	17	13	20	9	16	0	0	1	0	0
PF3D7_1215400	12	631161	633011	-	1851	0	0	1	11	0	12	0	0	0	2	0
PF3D7_1215500	12	633892	634545	-	654	0	12	5	45	49	65	0	0	0	0	0
PF3D7_1215600	12	635035	635457	+	423	0	0	0	3	0	1	0	0	0	1	0
PF3D7_1215700	12	635538	638879	-	3342	0	2	2	21	11	24	0	0	0	0	0
PF3D7_1215800	12	639395	640495	+	1101	0	0	0	0	1	0	0	1	0	1	0
PF3D7_1215900	12	641552	643519	+	1968	1	1	1	0	0	0	0	0	1	0	0
PF3D7_1216000	12	644539	646395	+	1857	0	0	0	0	0	0	0	0	0	1	0
PF3D7_1216100	12	646979	647860	+	882	1	0	0	5	0	3	0	0	0	0	0
PF3D7_1216200	12	648889	650552	+	1664	1	5	2	50	14	44	2	4	1	2	1
PF3D7_1216300	12	651398	651856	-	459	0	0	0	2	2	0	0	0	0	0	0
PF3D7_1216400	12	653670	656435	+	2766	2	11	4	29	12	39	0	0	3	2	1
PF3D7_1216500	12	657339	658004	-	666	0	0	0	13	2	10	0	0	0	0	0
PF3D7_1216600	12	659738	660286	-	549	1	2	1	372	68	193	0	0	0	0	2
PF3D7_1216700	12	663061	666282	+	3222	0	15	13	78	22	54	1	0	2	0	2
PF3D7_1216900	12	670447	673266	+	2820	1	3	0	21	7	8	0	1	0	3	2
PF3D7_1217000	12	674349	674777	-	429	1	4	4	11	9	15	0	0	0	0	0
PF3D7_1217100.1	12	675456	677576	-	2121	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1217100.2	12	675456	677576	-	2121	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1217200	12	678602	681961	+	3360	5	6	3	33	13	23	0	0	0	0	1
PF3D7_1217300	12	682837	685722	+	2886	1	2	2	26	18	29	1	0	1	2	1
PF3D7_1217400	12	686307	688871	-	2565	3	6	4	216	69	215	0	1	1	0	1
PF3D7_1217500	12	693067	693711	+	645	1	0	0	0	2	4	0	0	0	0	0
PF3D7_1217600	12	695559	696455	+	897	2	11	2	9	1	8	0	0	1	0	0
PF3D7_1217700	12	696895	698457	-	1563	1	2	1	0	0	2	0	0	1	0	1
PF3D7_1217800	12	698771	699013	-	243	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1217900	12	700531	702211	+	1681	4	8	5	8	6	24	1	1	0	0	3
PF3D7_1218000	12	703895	704953	+	1059	11	44	35	187	88	124	0	1	0	0	0
PF3D7_1218100	12	706227	708196	+	1970	5	13	6	24	11	14	0	0	0	1	0
PF3D7_1218200	12	708936	715665	-	6730	1	2	4	4	2	1	0	3	1	4	3
PF3D7_1218300	12	717955	719820	+	1866	0	0	1	0	1	0	0	0	0	0	0
PF3D7_1218400	12	720886	723448	-	2563	1	7	6	151	104	139	2	0	0	3	1
PF3D7_1218500	12	725841	729837	-	3997	1	1	1	0	1	3	3	1	0	9	4
PF3D7_1218600	12	732174	734959	-	2786	1	0	0	0	0	0	2	1	0	0	0
PF3D7_1218700	12	736335	737825	-	1491	0	1	1	0	0	0	0	0	1	2	0
PF3D7_1218800	12	738357	740255	-	1899	0	8	1	0	1	0	0	0	0	1	0
PF3D7_1218900	12	740994	743147	-	2154	0	0	2	3	1	2	0	0	0	3	1
PF3D7_1219000	12	746002	754926	+	8925	6	5	1	33	22	33	6	10	6	32	22
PF3D7_1219100	12	757649	763642	+	5994	0	0	1	0	0	0	2	1	2	6	3
PF3D7_1219300	12	766654	774197	-	7544	18	13	7	30	13	18	5	5	3	4	7
PF3D7_1219600	12	785571	790673	-	5103	5	5	4	7	1	1	0	0	0	2	5
PF3D7_1219700	12	792877	793449	-	573	34	26	30	5	6	1	0	0	0	0	1
PF3D7_1219800	12	795157	795318	+	162	1	4	0	0	0	2	1	0	0	0	0
PF3D7_1219900	12	796500	797183	+	684	1	2	0	0	1	0	3	6	2	0	4
PF3D7_1220000	12	798304	799611	-	1308	0	1	0	0	0	0	0	2	1	8	0
PF3D7_1220100	12	802544	804400	+	1857	0	3	1	9	8	12	2	6	2	2	0
PF3D7_1220300	12	807560	816204	+	8645	1	3	3	4	2	2	1	0	2	15	5
PF3D7_1220400	12	816909	818468	+	1560	0	0	0	1	1	0	0	3	1	1	0
PF3D7_1220500	12	818703	819659	-	957	0	6	1	24	15	21	0	0	0	2	0
PF3D7_1220600	12	820586	822198	+	1613	0	3	0	0	2	1	1	0	1	0	0
PF3D7_1220700	12	822958	827712	-	4755	14	25	15	73	38	38	4	10	4	4	1
PF3D7_1220900	12	831252	832052	-	801	5	3	3	20	1	14	2	1	1	1	0
PF3D7_1221000	12	836912	843901	-	6990	0	3	1	9	2	11	0	2	1	4	0
PF3D7_1221100.1	12	847437	849183	+	1747	0	0	1	0	0	0	0	1	0	0	0
PF3D7_1221200	12	849840	850652	+	813	15	25	17	2	0	1	1	0	0	1	0
PF3D7_1221300	12	851012	854739	-	3728	13	12	5	2	4	0	3	3	1	1	2
PF3D7_1221400	12	857097	858671	+	1575	18	25	4	1	0	0	1	7	1	0	1
PF3D7_1221500	12	860262	862790	+	2529	2	0	1	2	0	3	0	1	1	0	0
PF3D7_1221600	12	863810	865186	+	1377	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1221700	12	865726	868581	+	2856	0	3	0	0	1	2	0	0	0	0	0
PF3D7_1221800	12	869260	871368	+	2109	1	0	0	1	1	4	0	0	0	1	0
PF3D7_1221900	12	872361	874940	-	2580	1	0	1	0	0	2	1	2	0	1	1
PF3D7_1222000	12	876916	878625	-	1710	1	0	0	2	2	4	0	1	0	0	0
PF3D7_1222100	12	879630	881186	-	1557	0	1	0	0	0	0	1	0	0	2	0
PF3D7_1222300	12	883567	886032	-	2466	8	17	4	4	1	2	1	0	2	1	0
PF3D7_1222400	12	890581	898257	+	7677	0	0	0	0	1	0	0	2	0	3	1
PF3D7_1222500	12	899198	901076	-	1879	4	14	6	69	51	81	0	1	0	1	1
PF3D7_1222600	12	907203	914501	+	7299	0	1	2	2	0	1	1	1	0	2	1
PF3D7_1222700	12	918722	919336	+	615	15	33	19	6	7	5	0	1	0	5	1
PF3D7_1222800	12	920790	922416	-	1627	0	0	0	0	0	0	0	0	0	0	1
PF3D7_1222900	12	923527	925198	+	1672	1	1	2	1	0	0	0	1	0	1	0
PF3D7_1223000	12	925375	926249	-	875	1	0	0	0	0	0	0	0	0	1	2
PF3D7_1223100	12	927825	929991	-	2167	9	9	9	13	9	18	0	1	0	3	0
PF3D7_1223200	12	932917	934281	+	1365	0	0	0	0	2	0	15	47	17	8	0
PF3D7_1223300	12	934971	938639	-	3669	0	2	1	1	1	3	4	6	4	4	1
PF3D7_1223400	12	941125	946745	+	5621	4	20	16	118	104	163	4	1	3	0	3
PF3D7_1223500	12	946864	960969	-	14106	14	20	5	43	16	25	3	5	1	8	1
PF3D7_1223600	12	962631	967491	-	4861	1	2	1	0	0	0	0	0	0	0	1
PF3D7_1223700	12	968980	970073	+	1094	0	1	0	0	1	0	0	0	3	0	1
PF3D7_1223800	12	971268	972194	+	927	2	8	5	0	0	0	1	0	0	0	0
PF3D7_1223900	12	972710	973393	-	684	0	1	0	0	0	0	0	1	0	0	0
PF3D7_1224000	12	974372	975541	+	1170	0	0	0	0	0	0	0	0	1	0	0
PF3D7_1224100	12	976820	977889	-	1070	0	0	0	0	2	0	0	0	0	1	1
PF3D7_1224200	12	981301	984475	+	3175	2	1	4	12	5	11	1	2	0	3	0
PF3D7_1224300	12	988628	991255	+	2628	0	17	8	48	19	46	4	7	2	8	0
PF3D7_1224400	12	994255	996438	+	2184	2	3	1	7	18	7	4	1	4	2	4
PF3D7_1224500	12	998353	999275	+	923	1	0	0	5	4	3	0	1	0	1	0
PF3D7_1224600	12	1000679	1001945	-	1267	0	4	1	1	1	0	0	0	0	0	0
PF3D7_1224700	12	1003201	1007586	-	4386	2	0	3	1	0	0	1	0	0	1	3
PF3D7_1224800	12	1009289	1010251	+	963	1	1	4	5	1	7	0	1	0	1	0
