Geneid	Chr	Start	End	Strand	Length	SRR1571697	SRR1571698	SRR1571699	SRR1571700	SRR1571701	SRR1571702	SRR1571703	SRR1571704	SRR1571705	SRR1571706	SRR1571707	SRR1571708	SRR1571709	SRR1571710	SRR1571711	SRR1571712	SRR1571713	SRR1571714	SRR1571715
PVX_083445	12	117244	120382	-	3139	992	514	707	508	368	703	1148	1084	1048	535	996	310	312	825	1107	1360	1346	1408	241
PVX_083440	12	127112	129094	+	1983	112	48	114	51	44	111	337	89	88	69	137	32	41	150	422	208	217	216	29
PVX_083435	12	130302	131483	+	1182	292	93	196	60	88	352	1065	203	226	111	191	69	102	397	1032	506	510	480	79
PVX_083430	12	131774	133006	-	1233	43	60	123	20	13	16	34	110	113	89	95	11	9	15	47	108	99	120	16
PVX_083425	12	134418	135330	-	913	44	68	141	30	61	117	61	127	115	73	88	40	55	76	91	183	162	195	35
PVX_083420	12	138969	142826	+	3858	50	116	256	246	1237	1605	724	968	142	142	373	604	802	1155	857	1513	1398	1479	220
PVX_083415	12	143639	145396	-	1758	31	39	56	16	14	10	23	51	67	44	84	6	9	14	33	80	49	67	18
PVX_083410	12	146092	147114	-	1023	200	132	230	135	66	65	78	313	261	164	374	88	39	56	123	265	273	260	42
PVX_083405	12	148064	148815	+	752	100	70	115	30	15	40	56	138	104	77	115	15	9	27	76	105	117	103	14
PVX_083400	12	150042	152234	+	2193	567	369	595	349	288	219	285	892	635	361	775	303	147	172	355	774	768	829	148
PVX_083395	12	152705	154799	+	2095	75	14	26	16	25	59	185	30	26	17	44	11	24	61	185	72	89	76	18
PVX_083390	12	154870	155993	+	1124	133	65	101	30	30	59	149	80	97	74	101	23	27	67	176	153	160	155	27
PVX_083385	12	156764	158017	-	1254	135	91	125	29	13	16	28	183	149	93	124	25	12	20	51	103	109	120	26
PVX_083380	12	159286	160482	-	1197	42	42	106	92	76	86	88	160	70	55	176	75	36	39	98	206	160	177	32
PVX_083375	12	160928	162273	-	1346	48	54	172	194	120	85	87	212	102	105	307	112	55	66	97	266	258	249	38
PVX_083370	12	162888	171053	+	8166	551	541	957	755	648	491	383	1293	741	537	1226	466	251	306	438	1342	1328	1341	218
PVX_083365	12	171794	173279	-	1486	62	93	132	72	34	30	17	177	148	82	134	37	17	25	31	153	159	156	24
PVX_083360	12	173642	179319	-	5678	167	278	972	318	377	656	748	347	332	529	1060	291	252	561	842	1132	1125	1135	189
PVX_083355	12	183225	185588	+	2364	1240	747	862	425	535	782	547	1684	1325	758	1276	430	361	698	939	1561	1495	1595	246
PVX_083350	12	187111	188123	+	1013	224	196	276	91	35	369	516	411	577	237	315	44	110	505	709	521	536	587	95
PVX_083345	12	188380	191701	+	3322	89	65	80	45	19	164	351	152	181	56	105	17	25	200	377	185	207	190	29
PVX_083340	12	191912	192775	+	864	112	86	108	31	9	24	43	204	152	83	106	13	9	43	74	118	122	131	19
PVX_083335	12	193456	199134	-	5679	108	42	71	37	179	523	677	129	156	65	127	84	118	346	574	419	396	381	68
PVX_083330	12	200120	203955	+	3836	96	39	66	62	122	357	508	219	157	71	119	93	128	320	459	343	358	371	63
PVX_083325	12	204152	206242	-	2091	54	31	119	192	447	420	314	431	94	64	419	319	235	313	389	505	581	520	93
PVX_083320	12	207999	209546	-	1548	125	124	277	170	92	61	60	278	230	163	402	113	61	57	88	277	308	292	44
PVX_083315	12	212484	223572	+	11089	743	445	952	385	375	1063	2592	648	707	549	1128	310	375	1230	3085	1787	1806	1780	265
PVX_083310	12	225457	230077	+	4621	157	206	316	119	71	78	84	303	307	190	372	74	30	71	172	289	310	349	56
PVX_083305	12	231057	232761	-	1705	213	93	140	80	114	182	262	272	179	99	200	80	79	170	294	311	257	332	52
PVX_083300	12	233641	236033	-	2393	25	12	31	74	119	98	149	94	21	15	70	61	46	64	115	142	131	122	27
PVX_083295	12	236348	241163	+	4816	125	28	28	33	102	237	449	208	65	29	85	63	76	208	428	216	237	238	33
PVX_083290	12	242175	247839	+	5665	171	313	499	100	72	158	136	337	458	331	363	39	23	95	147	399	389	409	69
PVX_083285	12	248522	249650	-	1129	18	5	9	23	155	303	153	46	9	6	18	22	29	54	63	126	114	128	19
PVX_083280	12	250367	252776	-	2410	1159	414	457	142	140	722	939	1170	765	339	551	116	192	834	1272	1000	990	1047	157
PVX_083275	12	257724	260634	-	2911	302	106	132	68	99	417	1077	194	194	109	212	73	119	443	1172	505	478	550	88
PVX_083270	12	263808	265943	+	2136	4450	2545	3175	1482	957	2022	3099	5721	4839	2427	3917	1094	800	1951	3485	4742	4776	5086	792
PVX_083265	12	267716	268198	-	483	73	40	61	45	26	28	59	110	93	58	109	30	17	37	94	109	104	116	17
PVX_083260	12	273419	275129	+	1711	2817	1473	1809	649	161	154	260	3550	2689	1465	2027	365	190	287	727	1985	1939	2118	352
PVX_083255	12	276566	278909	-	2344	43	115	319	150	100	153	193	97	74	121	369	99	52	105	182	302	313	350	47
PVX_083250	12	280598	282743	+	2146	11	27	55	25	30	35	79	38	43	33	62	14	15	43	76	81	76	91	18
PVX_083245	12	282807	283764	-	958	60	61	135	54	62	79	128	114	109	101	193	50	29	70	130	179	199	178	20
PVX_083240	12	285765	287865	+	2101	384	91	122	76	318	1289	2190	268	397	182	245	154	328	903	1453	1082	1006	1109	190
PVX_083235	12	288630	290717	+	2088	293	59	72	52	145	515	1000	177	157	80	145	86	130	506	1047	481	502	500	74
PVX_083230	12	292006	292545	+	540	10	46	107	38	19	22	37	53	74	72	152	19	13	38	57	91	96	107	22
PVX_083225	12	292929	295226	-	2298	230	205	350	156	63	58	80	292	329	250	381	69	27	49	127	299	316	344	49
PVX_083220	12	295877	312538	-	16662	1367	1437	2730	1510	959	1048	1661	2118	2070	1553	3293	803	555	982	1873	3183	3111	3314	495
PVX_083215	12	315229	316793	-	1565	1017	283	387	131	92	195	308	958	549	285	436	146	92	222	422	588	564	597	77
PVX_083210	12	320816	321322	+	507	22	20	37	8	4	4	13	48	41	22	24	5	3	10	14	26	22	28	5
PVX_083205	12	322369	323754	-	1386	685	445	800	830	584	354	452	1524	751	492	1327	536	265	297	491	1325	1359	1349	205
PVX_083200	12	327432	329673	+	2242	84	17	23	18	46	130	255	80	37	18	43	24	30	92	241	128	125	114	29
PVX_083195	12	330941	332695	+	1755	56	80	161	119	131	131	156	175	131	105	250	84	63	116	227	307	297	276	42
PVX_083190	12	333447	336850	-	3404	483	573	862	196	89	111	161	550	683	553	725	98	49	80	222	663	638	750	121
PVX_083185	12	339353	341048	+	1696	123	173	436	198	77	126	178	228	272	237	641	82	37	102	185	373	385	406	72
PVX_083180	12	341604	342966	-	1363	132	43	61	27	296	760	618	167	61	43	85	142	228	760	807	601	566	589	105
PVX_083175	12	345578	346225	-	648	43	84	165	69	20	21	25	110	134	78	239	46	16	25	48	141	142	137	32
PVX_083170	12	347782	353524	+	5743	207	173	577	478	335	515	946	422	323	298	999	300	210	482	1021	927	863	1072	162
PVX_083165	12	354321	355583	+	1263	49	64	156	110	122	126	105	179	127	116	286	110	73	91	166	247	262	245	42
PVX_083160	12	356749	358422	+	1674	101	55	80	16	18	17	26	127	103	73	82	10	3	21	72	76	82	80	15
PVX_083155	12	360595	362360	+	1766	361	195	314	87	66	303	529	460	453	254	376	68	105	430	751	550	535	601	96
PVX_083150	12	362224	365710	-	3487	337	184	230	93	119	413	998	323	338	190	272	87	124	500	995	571	564	590	97
PVX_083145	12	366921	368951	-	2031	266	242	352	196	143	212	341	377	324	207	447	147	92	171	348	525	457	494	100
PVX_083140	12	369580	372360	-	2781	376	283	453	251	248	312	558	496	454	290	611	212	115	254	472	717	639	688	113
PVX_083135	12	375354	377414	-	2061	190	83	162	95	33	54	110	229	154	108	213	36	35	68	134	170	187	201	23
PVX_083130	12	378276	381764	+	3489	219	234	377	266	93	84	99	370	377	305	634	151	54	89	153	451	466	495	82
PVX_083125	12	382258	383883	-	1626	7	32	86	35	10	15	25	23	49	60	113	11	10	35	35	83	75	79	8
PVX_083120	12	384049	385387	+	1339	16	122	145	59	27	24	19	94	169	127	159	22	14	24	55	155	129	149	17
PVX_083115	12	386570	389230	+	2661	82	95	142	62	42	136	137	143	132	97	145	47	38	140	214	221	173	205	33
PVX_083110	12	396182	401993	+	5812	266	290	675	840	1471	3482	2258	1315	510	350	1301	1029	1256	3549	3217	3347	3148	3420	524
PVX_083105	12	403444	406379	-	2936	805	653	986	823	519	838	717	1697	1343	764	1598	547	433	909	1237	1653	1727	1842	283
PVX_083100	12	409193	412262	-	3070	320	93	148	113	253	365	297	407	199	116	281	129	191	287	392	428	441	465	70
PVX_083095	12	413950	417184	-	3235	87	212	327	89	38	94	104	296	348	250	326	80	32	89	153	322	335	351	56
PVX_083090	12	417792	419726	-	1935	171	129	195	105	70	71	61	286	181	123	269	80	36	64	112	268	242	279	35
PVX_083085	12	422873	444640	+	21768	224	170	326	1229	2053	2017	1470	1863	223	159	1318	1038	942	1213	1636	2275	2279	2437	365
PVX_083080	12	447729	449867	+	2139	196	100	130	208	433	685	418	520	168	136	351	282	241	580	550	639	667	656	104
PVX_083075	12	451375	452985	+	1611	4	46	108	22	10	17	19	28	68	36	57	3	7	8	31	67	76	90	13
PVX_083070	12	452695	455009	-	2315	80	184	342	194	66	79	115	217	290	218	485	88	64	93	172	360	342	379	58
PVX_083065	12	455754	461363	-	5610	401	286	668	443	270	387	757	592	461	323	908	249	143	362	735	926	876	929	156
PVX_083060	12	464458	467184	+	2727	160	245	698	630	443	385	415	436	347	428	1292	409	203	284	539	1043	991	1101	173
PVX_083055	12	468909	471074	-	2166	204	112	207	108	148	109	157	312	195	112	265	115	55	93	156	264	294	281	52
PVX_083050	12	475884	477158	+	1275	96	78	180	224	422	437	367	437	149	108	452	312	219	277	364	567	580	635	98
PVX_083045	12	478506	481634	-	3129	1122	3386	6308	1853	510	282	259	2465	3027	3163	5487	818	313	305	453	3862	3747	4129	641
PVX_083040	12	484914	496300	+	11387	799	503	868	218	86	149	310	857	913	521	847	122	84	210	521	873	816	860	144
PVX_083035	12	496672	498997	-	2326	276	250	435	167	88	119	219	474	480	298	434	82	45	114	258	468	430	486	80
PVX_083030	12	502044	505194	-	3151	1112	648	908	412	441	3232	6205	1061	1569	670	1127	364	832	4257	7657	3321	3420	3434	605
PVX_083025	12	508419	509112	+	694	19	6	10	5	8	21	58	12	8	6	12	6	6	29	75	23	33	29	4
PVX_083020	12	512034	515295	+	3262	768	516	738	197	78	83	131	1151	945	572	683	83	48	95	247	682	643	716	117
PVX_083015	12	514644	515881	-	1238	74	106	158	37	11	14	25	145	139	99	100	18	2	16	39	124	97	108	15
PVX_083010	12	516356	519119	+	2764	112	133	205	37	51	52	60	255	289	165	191	45	29	54	112	228	208	237	32
PVX_083005	12	519646	522369	-	2724	95	167	444	212	120	143	248	137	196	239	633	116	59	120	231	417	450	487	77
PVX_083000	12	525866	528048	+	2183	3518	2202	2897	1387	415	317	424	5057	4281	2105	3922	743	317	429	853	3033	3058	3297	510
PVX_082995	12	530207	531969	+	1763	284	150	229	196	163	157	193	469	285	184	446	171	87	132	229	387	402	448	73
PVX_082990	12	533501	534829	+	1329	295	83	86	53	67	197	568	196	148	63	114	33	64	265	644	317	322	317	56
PVX_082985	12	535464	536468	-	1005	33	18	27	19	26	95	175	46	40	14	51	19	26	66	148	105	76	107	16
PVX_082980	12	537060	539432	-	2373	135	117	192	104	69	73	88	239	170	115	219	39	32	38	106	214	227	224	32
PVX_082975	12	540865	542388	-	1524	13	7	6	3	0	6	10	3	2	6	10	1	1	4	19	9	11	15	6
PVX_082970	12	543843	546029	-	2187	1461	948	1179	643	402	282	323	2483	1739	926	1465	439	225	304	566	1493	1599	1612	269
PVX_082965	12	547310	548809	+	1500	1827	878	1200	686	292	264	258	3032	1887	1014	1602	424	222	278	519	1626	1581	1784	252
PVX_082960	12	553985	555727	-	1743	1301	589	658	378	228	833	1156	1641	1260	564	843	224	256	1116	1550	1426	1340	1450	220
PVX_082955	12	560529	560723	-	195	27	5	43	16	18	44	51	10	14	20	48	12	9	32	36	46	49	52	4
PVX_082950	12	562812	564902	+	2091	119	71	180	152	95	193	408	107	59	62	333	103	67	138	261	305	302	296	41
PVX_082945	12	567402	569102	+	1701	282	171	257	122	66	76	137	370	291	197	368	85	39	76	147	306	322	332	65
PVX_082940	12	570102	576529	+	6428	707	161	237	166	272	786	1924	462	389	215	401	192	229	778	2067	967	984	1068	174
PVX_082935	12	577492	580978	-	3487	538	352	509	180	57	73	90	549	544	331	473	84	31	103	225	480	459	487	83
PVX_082930	12	581689	581868	+	180	33	20	32	24	9	4	6	53	42	25	72	19	6	12	18	55	47	48	11
PVX_082925	12	582495	584225	+	1731	144	119	214	174	79	56	47	279	199	148	326	110	44	64	95	250	255	300	48
PVX_082920	12	584446	588555	+	4110	30	8	13	7	9	8	15	33	14	19	22	7	2	16	51	30	24	30	2
PVX_082915	12	589698	592145	-	2448	94	86	138	43	25	89	191	141	118	91	130	17	28	120	253	161	172	224	28
PVX_082910	12	592721	594245	+	1525	86	96	203	130	87	92	175	184	132	138	277	92	62	105	189	267	270	290	32
PVX_082905	12	595005	600189	+	5185	58	37	93	203	527	409	313	515	91	39	206	293	221	272	330	547	486	564	90
PVX_082900	12	600625	602235	-	1611	28	106	121	26	22	23	52	119	145	91	102	26	18	32	67	133	127	119	22
PVX_082895	12	602538	603646	+	1109	28	85	133	26	10	8	17	93	137	106	87	8	8	16	35	90	107	99	15
PVX_082890	12	604305	605111	+	807	44	75	137	95	83	105	124	172	160	94	216	80	62	77	135	185	213	228	39
PVX_082885	12	607011	608083	-	1073	347	289	636	383	114	221	260	446	479	322	785	131	77	248	312	610	631	692	94
PVX_082880	12	623512	625356	+	1845	6	44	117	67	12	20	17	11	36	73	128	21	7	16	26	94	85	100	11
PVX_082875	12	625920	629798	+	3879	491	169	215	118	148	661	1753	256	225	138	245	88	131	505	1226	654	724	687	120
PVX_082870	12	629967	630664	-	698	18	16	21	14	23	37	78	35	19	15	42	15	12	33	74	40	53	50	13
PVX_082865	12	631656	634002	+	2347	382	245	408	479	501	600	1136	715	357	285	770	435	270	602	1261	1159	1131	1163	176
PVX_082860	12	635382	638908	+	3527	54	322	602	215	58	42	65	323	548	381	583	82	31	64	136	452	442	489	73
PVX_082855	12	639203	641359	-	2157	32	163	195	63	39	61	99	139	220	153	184	28	19	57	111	226	215	234	40
PVX_082850	12	642303	645181	+	2879	59	20	55	19	29	77	281	64	63	30	45	21	21	112	246	122	108	140	17
PVX_082845	12	645244	648061	-	2818	1309	1021	1551	1396	790	419	321	2514	1834	1053	2563	749	364	354	477	2208	2143	2346	362
PVX_082840	12	650485	651575	+	1091	2140	1265	1477	831	419	324	310	3543	2584	1305	2229	595	281	349	692	1847	1956	1958	301
PVX_082835	12	652253	654292	-	2040	330	406	697	509	272	138	144	670	650	427	969	246	110	123	183	810	802	904	129
PVX_082830	12	655273	660413	-	5141	75	57	219	305	317	216	174	316	87	139	517	232	117	142	170	419	453	515	75
PVX_082825	12	661470	662246	-	777	48	57	84	28	11	21	37	105	94	61	141	30	16	35	74	97	108	94	15
PVX_082820	12	667298	668989	+	1692	36	8	15	7	115	726	1064	102	200	25	38	47	157	785	1252	502	551	537	96
PVX_082815	12	669195	671847	-	2653	67	25	23	15	206	335	341	180	28	25	48	93	140	271	371	300	261	283	38
PVX_082810	12	678131	684544	+	6414	255	178	758	478	774	1278	1451	480	271	352	1059	449	422	931	1517	1527	1461	1603	238
PVX_082800	12	685613	688070	-	2458	255	247	341	80	42	74	123	331	388	232	298	40	27	66	128	337	329	292	52
PVX_082795	12	688515	692678	-	4164	543	329	403	153	167	246	373	597	498	257	442	126	70	220	428	550	516	552	85
PVX_082790	12	693715	697050	-	3336	380	378	687	396	125	154	161	677	589	356	780	162	67	128	252	733	662	753	136
PVX_082785	12	698517	699601	-	1085	28	47	82	15	5	15	28	30	70	43	34	2	4	12	18	60	38	63	11
PVX_082780	12	700563	703688	+	3126	152	246	286	57	26	23	27	182	213	160	129	18	16	24	84	192	186	196	36
PVX_082775	12	704803	707758	+	2956	173	289	505	394	275	187	190	428	316	253	603	225	103	142	224	678	600	647	99
PVX_082770	12	707978	709442	-	1465	528	388	609	147	66	80	162	748	696	403	528	54	47	109	204	519	580	601	79
PVX_082765	12	712187	714136	+	1950	408	117	125	52	176	412	474	426	297	140	164	124	151	452	590	464	457	495	70
PVX_082760	12	714190	715447	-	1258	24	41	82	52	23	61	79	57	59	42	117	21	26	59	91	103	116	111	11
PVX_082755	12	715613	718630	+	3018	160	317	631	408	229	246	347	604	496	438	952	254	136	243	397	803	792	807	144
PVX_082750	12	718791	719927	-	1137	37	27	35	14	11	69	127	40	34	29	40	13	13	64	130	92	82	84	19
PVX_082745	12	721831	723278	-	1448	401	300	459	353	268	243	299	749	508	296	746	279	163	204	396	720	696	791	124
PVX_082740	12	725005	728373	-	3369	210	135	241	124	105	149	218	327	205	129	337	128	76	120	270	354	389	384	61
PVX_082735	12	731600	733270	+	1671	7	6	16	7	4	16	40	17	9	8	13	5	4	31	92	30	33	44	4
PVX_082730	12	734094	736106	-	2013	179	158	273	134	88	74	113	276	206	178	385	72	40	79	138	297	334	369	58
PVX_082725	12	736865	741610	+	4746	172	233	419	240	110	122	108	315	310	253	440	104	49	79	171	399	388	440	59
PVX_082720	12	741802	743239	-	1438	130	79	104	63	33	36	38	166	103	84	176	42	22	50	72	141	121	157	22
PVX_082715	12	744226	746094	-	1869	52	10	36	17	36	131	314	53	30	26	35	22	33	121	242	128	140	129	24
PVX_082710	12	751041	752666	+	1626	591	243	324	208	235	593	730	723	653	305	428	190	253	650	902	769	809	824	133
PVX_082700	12	755053	756315	+	1263	10	5	7	75	647	965	396	254	14	6	48	253	429	619	628	600	592	698	128
PVX_082695	12	758403	759338	+	936	6	5	16	162	410	605	352	432	38	11	169	299	300	529	434	588	550	546	98
PVX_082690	12	761061	761345	+	285	1	2	0	0	2	0	4	2	1	0	0	0	1	3	8	0	7	7	1
PVX_082685	12	762152	763318	+	1167	27	2	11	246	916	957	449	451	15	4	39	203	259	369	306	653	633	802	113
PVX_082680	12	764405	765559	+	1155	9	2	16	300	689	523	204	708	7	10	289	448	392	350	282	720	710	708	103
PVX_082675	12	766598	767959	+	1362	4	3	2	4	67	303	171	42	47	5	8	62	122	383	272	209	206	220	33
PVX_082670	12	768998	770233	+	1236	355	92	155	151	205	608	1448	378	291	123	339	131	168	578	1475	755	654	730	121
PVX_082665	12	771164	772282	+	1119	15	4	11	13	230	491	263	110	27	1	21	66	122	268	214	297	295	299	52
PVX_082660	12	773194	773724	+	531	16	62	286	99	68	84	81	38	61	152	446	69	31	62	90	229	198	234	40
PVX_082655	12	775179	776342	+	1164	5	1	14	187	1256	1277	528	1395	15	7	239	802	779	884	675	1231	1151	1176	207
PVX_082650	12	777353	778714	+	1362	23	10	23	97	645	746	405	590	33	13	94	298	397	531	450	630	629	631	111
PVX_082645	12	780142	781275	+	1134	1330	699	1127	764	289	226	299	1484	1056	634	1265	276	98	176	352	1195	1131	1202	200
PVX_082640	12	782215	784305	-	2091	656	650	592	100	44	35	60	1098	1134	510	497	67	21	73	179	642	635	673	110
PVX_082635	12	786715	789744	+	3030	68	69	217	153	106	154	416	132	88	99	293	78	66	159	333	352	326	340	50
PVX_082630	12	791579	792949	+	1371	43	8	50	126	70	103	146	76	34	15	205	69	41	112	253	189	185	191	36
PVX_082625	12	793837	797804	-	3968	98	252	412	142	55	46	50	253	335	243	489	53	35	56	98	320	336	362	49
PVX_082620	12	799707	800615	-	909	131	53	24	1	2	8	12	137	87	27	16	1	3	8	49	53	60	63	5
PVX_082615	12	802437	802931	+	495	45	35	81	80	73	87	100	118	35	47	117	49	45	68	78	124	150	156	31
PVX_082610	12	804238	807765	+	3528	423	235	239	59	22	44	87	421	430	207	184	31	24	70	202	299	265	313	54
PVX_082605	12	808267	809286	-	1020	18	38	73	27	9	20	20	30	36	35	57	9	8	10	18	52	69	51	14
PVX_082600	12	810254	810964	-	711	199	151	221	98	31	45	72	342	231	159	254	61	28	57	113	222	230	271	42
PVX_082595	12	812821	813731	+	911	21	32	64	50	80	63	42	97	40	38	144	42	23	39	46	92	94	130	21
PVX_082590	12	813840	818789	-	4950	205	285	494	363	147	111	125	432	382	304	686	164	75	105	183	569	571	610	85
PVX_082585	12	820929	823108	+	2180	4	6	30	11	8	12	19	16	8	10	25	7	4	9	28	28	19	23	2
PVX_082580	12	824137	826459	-	2323	247	269	383	137	97	116	159	370	358	240	347	49	38	108	179	446	442	467	81
PVX_082575	12	827063	830683	+	3621	1004	853	1140	626	494	421	308	1190	1026	652	1148	311	201	201	336	1341	1312	1428	230
PVX_082570	12	831322	832065	-	744	380	237	318	137	53	80	94	434	357	241	402	67	40	76	114	337	328	359	68
PVX_082565	12	833924	835393	+	1470	87	38	61	40	18	17	24	86	56	49	56	14	11	11	28	84	75	77	9
PVX_082560	12	836499	837683	+	1185	90	118	224	100	55	47	38	179	211	142	250	67	28	42	58	223	193	208	40
PVX_082555	12	837761	838447	-	687	95	98	134	48	28	30	22	137	119	67	108	33	23	24	41	112	109	149	23
PVX_082550	12	839219	841645	+	2427	194	202	316	148	83	85	87	316	302	207	298	77	52	59	112	347	312	354	50
PVX_082545	12	841759	842277	-	519	33	81	85	30	10	13	15	89	98	55	82	17	7	14	34	85	83	102	13
PVX_082540	12	842967	846180	-	3214	75	27	38	11	124	493	406	63	72	13	30	59	124	454	470	370	304	336	41
PVX_082535	12	847581	849689	-	2109	15	14	17	5	4	9	10	21	34	14	12	1	4	19	44	22	28	36	4
PVX_082530	12	851219	852795	+	1577	152	115	208	148	105	111	105	225	196	100	245	72	32	72	113	263	237	275	46
PVX_082525	12	853453	855050	-	1598	1173	660	840	409	186	166	214	1625	1075	675	1040	283	114	190	331	952	988	997	137
PVX_082520	12	856799	859387	+	2589	1259	966	1162	336	136	174	227	1478	1292	761	836	147	104	205	395	1075	1069	1113	185
PVX_082515	12	860483	861869	+	1387	120	160	310	282	183	127	170	295	275	193	528	172	81	102	203	465	419	469	83
PVX_082510	12	862452	864404	-	1953	33	81	146	98	156	185	166	129	86	85	207	96	70	171	164	269	258	296	40
PVX_082505	12	865694	867388	-	1695	337	119	158	66	98	392	1174	230	190	117	204	79	116	477	1145	555	555	564	75
PVX_082500	12	868157	868948	-	792	182	81	164	181	125	94	91	363	144	97	281	107	60	82	170	314	272	320	65
PVX_082495	12	870275	871432	-	1158	326	179	332	172	76	105	191	300	280	190	379	82	47	101	213	357	333	378	60
PVX_082490	12	872755	877261	+	4507	47	51	126	108	66	112	153	55	24	50	193	36	28	82	175	208	206	229	35
PVX_082485	12	878717	880285	+	1569	8	10	15	15	68	136	91	64	14	11	28	39	53	113	126	106	123	101	15
PVX_082480	12	881439	883851	-	2413	1062	625	925	390	183	187	321	956	945	531	888	243	84	181	346	934	896	986	168
PVX_082475	12	885238	888779	-	3542	66	101	323	157	89	122	177	122	165	134	352	67	38	75	158	303	278	280	44
PVX_082470	12	890022	891392	+	1371	129	296	415	135	65	143	241	249	344	221	269	44	23	69	191	392	345	378	67
PVX_082465	12	891380	893798	-	2419	142	329	616	310	195	204	298	335	444	374	628	132	78	138	243	600	570	629	88
PVX_082460	12	897569	898969	+	1401	374	194	422	362	332	244	182	698	322	231	667	271	111	178	224	600	574	675	106
PVX_082455	12	901027	902604	+	1578	65	61	112	41	43	88	115	122	111	73	108	21	34	101	133	128	143	147	21
PVX_082450	12	902904	904182	-	1279	115	174	358	197	108	139	159	295	261	197	336	86	53	103	181	419	381	384	60
PVX_082445	12	904306	904665	-	360	30	51	121	63	36	28	36	116	105	79	156	41	21	38	32	126	103	131	17
PVX_082440	12	905750	907614	-	1865	188	151	199	49	29	51	122	263	215	144	164	16	19	46	147	249	186	212	27
PVX_082435	12	910428	913765	-	3338	90	70	74	41	69	210	267	105	104	66	96	33	44	162	274	207	238	233	37
PVX_082430	12	915937	917364	+	1428	105	10	22	13	51	206	219	61	34	18	47	38	40	206	252	160	147	159	26
PVX_082425	12	919107	920543	+	1437	325	136	208	130	143	148	156	546	327	166	345	158	112	137	205	381	346	358	81
PVX_082420	12	922056	930045	-	7990	1624	1062	1561	453	424	1071	1640	1653	2019	870	1427	353	426	1232	2005	2246	2294	2345	377
PVX_082415	12	937313	940570	-	3258	35	54	133	47	41	204	237	46	54	71	96	39	60	185	254	181	217	223	37
PVX_082410	12	943725	945326	+	1602	96	40	283	315	230	332	471	198	72	124	626	212	126	260	368	555	555	596	90
PVX_082405	12	946236	947189	+	954	25	1	6	6	17	90	130	23	15	7	10	8	14	59	114	67	48	68	9
PVX_082400	12	949287	955759	+	6473	254	193	409	362	356	377	446	501	289	184	599	241	167	303	495	776	712	701	137
PVX_082395	12	956997	963414	+	6418	584	448	767	352	203	128	151	691	627	447	798	180	89	126	248	827	787	829	117
PVX_082390	12	964274	965455	+	1182	163	195	251	100	84	68	97	295	263	139	246	67	36	62	91	287	275	318	32
PVX_082385	12	965571	966491	-	921	82	65	133	71	65	90	81	151	126	89	138	43	34	62	71	165	168	170	37
PVX_082380	12	968815	971943	+	3129	105	25	29	24	27	104	225	51	58	32	49	14	31	104	226	119	110	137	23
PVX_082375	12	973792	976800	+	3009	466	365	486	237	178	402	460	642	598	338	586	143	96	358	432	746	685	742	111
PVX_082370	12	978751	980126	+	1376	124	114	119	28	35	43	68	180	194	97	76	24	27	66	116	171	149	152	32
PVX_082365	12	982577	984504	+	1928	206	91	233	414	627	1235	1014	503	214	110	636	436	435	1182	1476	1248	1254	1397	207
PVX_082360	12	986392	995073	-	8682	98	227	541	362	408	394	335	408	351	311	784	291	220	306	406	770	862	762	123
PVX_082355	12	996555	997994	-	1440	398	460	876	672	310	202	209	1053	816	645	1420	343	134	142	218	1134	1091	1185	204
PVX_082350	12	1000645	1007487	+	6843	405	178	594	734	1059	1224	1860	983	294	289	1464	715	516	1055	1851	1829	1829	1961	334
PVX_116490	12	1022937	1025507	-	2571	249	245	256	57	24	19	38	403	475	264	285	29	15	45	98	319	326	301	46
PVX_116495	12	1027532	1028824	+	1293	6	33	92	21	4	2	8	71	123	110	121	14	5	11	27	73	70	93	8
PVX_116500	12	1029629	1031186	-	1558	75	167	284	138	71	138	180	161	307	221	456	77	55	102	265	326	326	324	49
PVX_116505	12	1031977	1035003	-	3027	111	68	159	130	210	230	301	252	148	88	257	149	129	247	388	382	404	372	58
PVX_116510	12	1035900	1037543	+	1644	157	241	460	312	214	163	128	448	388	278	711	216	128	166	225	549	603	587	99
PVX_116515	12	1038407	1043220	-	4814	934	315	401	245	402	2210	3993	721	776	350	630	290	669	2880	5639	2355	2250	2443	381
PVX_116520	12	1045409	1047505	-	2097	221	141	189	76	41	82	203	244	233	141	249	41	29	101	250	237	244	274	37
PVX_116525	12	1047511	1051283	+	3773	452	147	194	89	114	482	1429	304	288	142	225	82	141	529	1322	630	614	721	97
PVX_116530	12	1051267	1054739	+	3473	269	240	212	38	16	38	62	396	397	178	178	33	18	48	145	219	245	280	38
PVX_116535	12	1054743	1058850	+	4108	186	161	285	40	22	38	74	242	251	161	210	29	21	62	113	225	187	238	32
PVX_116540	12	1059344	1060977	+	1634	206	135	248	201	148	129	157	345	243	196	385	132	74	100	159	376	386	387	52
PVX_116545	12	1061582	1063228	-	1647	91	58	104	98	122	163	170	246	134	82	226	121	82	202	299	276	268	318	59
PVX_116550	12	1066032	1079022	-	12991	211	392	921	671	424	484	642	656	766	553	1289	292	179	379	685	1147	1061	1216	181
PVX_116555	12	1081898	1087498	+	5601	65	24	35	31	66	169	318	49	41	24	59	24	47	131	205	161	172	155	28
PVX_116560	12	1093416	1094558	+	1143	344	211	307	52	35	60	95	467	407	228	213	21	27	49	143	259	280	264	49
