Geneid	Chr	Start	End	Strand	Length	SRR5298122	SRR5298123	SRR5298124	SRR5298125	SRR5298126	SRR5298127	SRR5298128	SRR5298129	SRR5298130	SRR5298131	SRR5298132	SRR5298133	SRR5298134	SRR5298135
PVX_113690	11	1578888	1579154	+	267	168	217	448	591	123	168	306	399	129	137	121	108	4	13
PVX_113685	11	1580653	1582349	+	1697	708	881	2215	2376	519	569	1364	1587	537	615	414	512	22	39
PVX_113680	11	1584731	1589219	+	4489	1881	1893	2378	2632	1411	1497	1605	1670	1551	1711	1250	1433	88	118
PVX_113675	11	1589156	1592957	-	3802	1416	1624	3377	3739	1090	1145	2387	2689	1077	1236	925	1023	43	71
PVX_113670	11	1595189	1596380	+	1192	488	531	1353	1564	331	419	931	1076	361	398	294	335	22	18
PVX_113665	11	1596384	1597392	-	1009	439	528	1347	1604	341	395	979	1053	349	383	319	341	10	28
PVX_113660	11	1601013	1602698	+	1686	589	692	1582	1572	489	487	995	1112	482	530	403	453	34	31
PVX_113655	11	1604079	1605933	+	1855	526	553	960	1017	392	396	706	790	461	463	385	404	33	22
PVX_113650	11	1606279	1607651	-	1373	471	468	1012	1032	339	354	673	753	337	385	286	335	11	21
PVX_113645	11	1608234	1613858	-	5625	1932	2025	2967	3373	1469	1611	2161	2219	1638	1780	1374	1494	74	104
PVX_113640	11	1617160	1619565	+	2406	791	981	2084	2560	640	779	1462	1802	625	764	536	657	201	60
PVX_113635	11	1621055	1626021	-	4967	1721	1871	2060	2459	1310	1425	1701	1842	1500	1637	1197	1362	62	92
PVX_113630	11	1628623	1633528	-	4906	1602	1771	2549	2879	1174	1356	2007	2150	1316	1396	1047	1203	50	96
PVX_113625	11	1635281	1637446	+	2166	746	860	1935	2178	558	653	1427	1576	595	670	525	636	44	43
PVX_113620	11	1638036	1640207	-	2172	711	802	1522	1767	570	640	1176	1279	582	672	509	575	31	28
PVX_113615	11	1645258	1647470	+	2213	629	732	1792	2055	436	485	1366	1570	574	604	423	459	71	54
PVX_113610	11	1648195	1665618	-	17424	6464	6990	6564	7098	5083	5401	4405	4695	5250	5804	4467	4813	414	446
PVX_113605	11	1667228	1669919	-	2692	1158	1299	2860	3180	968	1002	1987	2124	870	965	788	825	48	62
PVX_113600	11	1671898	1674268	-	2371	900	1069	2522	3026	745	900	1676	1923	695	841	656	719	31	62
PVX_113595	11	1676200	1678596	-	2397	878	1011	1988	2280	637	680	1286	1527	750	793	581	688	31	52
PVX_113590	11	1680001	1681966	-	1966	642	701	1543	1766	441	474	1096	1217	537	594	426	431	21	47
PVX_113585	11	1683647	1684506	+	860	311	398	1030	1145	265	285	654	747	272	291	218	206	11	23
PVX_113580	11	1685194	1686102	+	909	326	334	959	1040	188	254	624	771	245	279	180	211	9	13
PVX_113575	11	1686293	1692018	-	5726	2113	2145	4900	5414	1618	1655	3341	3688	1687	1778	1403	1438	117	111
PVX_113570	11	1692264	1693868	+	1605	401	492	927	1017	292	324	649	713	337	378	230	268	30	26
PVX_113565	11	1697877	1700429	+	2553	769	968	1351	1729	553	733	872	1193	643	754	571	634	27	53
PVX_113560	11	1700734	1703337	-	2604	962	1103	1314	1432	699	725	875	1060	722	921	650	704	47	34
PVX_113555	11	1704206	1706169	+	1964	721	783	1394	1677	442	563	991	1133	594	618	500	523	15	18
PVX_113550	11	1706193	1707646	-	1454	502	565	950	1083	389	426	733	854	414	528	371	412	22	22
PVX_113545	11	1720064	1722850	+	2787	1034	1136	2902	3296	844	880	2004	2253	893	922	695	841	45	73
PVX_113540	11	1723306	1724499	-	1194	444	592	828	942	341	342	442	494	355	455	343	322	11	17
PVX_113535	11	1725617	1729332	+	3716	1161	1321	2708	3202	812	994	1853	2108	948	1027	795	834	58	68
PVX_113530	11	1729848	1731229	-	1382	545	653	1661	1833	432	493	1167	1300	424	513	414	427	16	31
PVX_113525	11	1732252	1733997	+	1746	673	710	1655	1774	514	571	1148	1245	567	607	470	474	34	36
PVX_113520	11	1734039	1737673	-	3635	1066	1260	1508	1795	742	824	1097	1320	823	1019	718	767	817	54
PVX_113515	11	1739283	1743395	-	4113	1491	1575	2882	3196	1216	1233	1811	2003	1283	1346	1005	1187	41	92
PVX_113510	11	1745241	1745903	+	663	279	341	976	1080	260	262	639	765	259	264	235	198	2	8
PVX_113505	11	1746746	1751978	-	5233	1913	2116	3226	3450	1451	1538	2086	2249	1555	1728	1323	1366	75	97
PVX_113500	11	1756043	1761715	+	5673	2032	2253	2854	3073	1624	1697	1844	2058	1700	1846	1396	1572	58	108
PVX_113495	11	1765303	1768654	+	3352	1114	1325	2697	3286	901	963	1788	2147	899	1064	733	841	49	84
PVX_113490	11	1770001	1771079	+	1079	458	481	1370	1475	331	387	886	954	379	368	271	294	15	32
PVX_113485	11	1771371	1772135	-	765	366	388	1010	1014	273	277	659	664	278	316	237	229	18	25
PVX_113480	11	1772616	1773611	+	996	334	374	1048	1172	251	264	694	799	282	302	240	247	6	18
PVX_113475	11	1775380	1777794	-	2415	881	991	2234	2530	703	731	1467	1719	751	857	609	647	33	38
PVX_113470	11	1782824	1786351	+	3528	1432	1464	3316	3509	1087	1170	2231	2467	1148	1188	971	1083	44	72
PVX_113465	11	1787380	1789138	-	1759	531	579	1688	1889	373	442	1263	1408	456	542	355	382	16	25
PVX_113460	11	1793708	1799065	+	5358	2246	2296	2317	2592	1633	1776	1679	1846	1760	1832	1433	1503	69	143
PVX_113455	11	1799992	1800789	-	798	291	362	893	1041	202	256	667	708	277	311	225	215	21	21
PVX_113450	11	1803164	1809346	+	6183	2160	2447	4121	4280	1640	1777	2878	3105	1816	1881	1450	1561	65	119
PVX_113445	11	1810614	1812439	+	1826	764	728	1164	1236	510	630	864	873	597	622	462	483	21	46
PVX_113440	11	1812622	1813098	+	477	201	256	335	394	160	177	226	222	187	187	156	161	4	9
PVX_113435	11	1813663	1815724	-	2062	749	888	1948	2219	625	587	1357	1474	548	614	462	520	22	42
PVX_113430	11	1816170	1817104	+	935	297	302	810	956	205	245	520	648	202	259	218	211	9	20
PVX_113420	11	1817963	1820817	-	2855	990	1214	2556	2807	734	886	1653	1927	824	957	660	734	46	66
PVX_113415	11	1825240	1826030	-	791	368	374	819	971	260	309	597	629	269	337	261	304	21	22
PVX_113410	11	1826186	1827449	+	1264	476	593	1185	1438	301	353	824	996	368	405	302	324	35	21
PVX_113405	11	1827703	1831833	+	4131	1597	1701	3567	3770	1127	1259	2384	2579	1253	1364	1119	1133	24	105
PVX_113400	11	1832478	1834106	+	1629	516	583	1311	1439	357	384	926	1099	403	445	327	385	13	40
PVX_113395	11	1834427	1839221	-	4795	1797	1940	3050	3437	1293	1512	2150	2400	1416	1680	1283	1383	69	92
PVX_113390	11	1839942	1848866	-	8925	3099	3368	5316	5691	2388	2526	3645	3869	2645	2734	2140	2385	107	177
PVX_113385	11	1852792	1854216	-	1425	432	512	1088	1383	354	387	851	1013	351	374	346	352	12	15
PVX_113380	11	1854575	1856704	-	2130	822	909	1788	2043	519	653	1203	1375	666	728	522	621	22	41
PVX_113375	11	1856931	1858340	-	1410	506	547	1402	1761	398	470	1012	1228	376	470	310	428	14	19
PVX_113370	11	1863442	1869261	+	5820	1979	2176	2356	2543	1487	1646	1518	1720	1643	1857	1255	1387	87	140
PVX_113365	11	1871718	1875908	+	4191	1405	1566	2101	2416	1027	1262	1462	1802	1192	1317	980	1080	77	51
PVX_113360	11	1876977	1878116	+	1140	506	568	1005	1338	382	415	743	874	408	413	352	387	15	22
PVX_113355	11	1878998	1887682	+	8685	2807	3091	4018	4617	2017	2370	2776	3287	2309	2580	1843	2117	76	138
PVX_113350	11	1888197	1889684	-	1488	548	694	1255	1368	388	438	815	892	454	507	406	404	15	30
PVX_113345	11	1892752	1900381	+	7630	2733	2912	4965	5354	2068	2208	3131	3660	2205	2377	1834	2026	110	135
PVX_113340	11	1901217	1902542	-	1326	575	704	1545	1598	423	469	1032	1058	445	482	326	388	22	24
PVX_113335	11	1906151	1908982	+	2832	1044	1161	1781	1973	781	827	1210	1254	865	949	752	732	81	64
PVX_113330	11	1910411	1912129	+	1719	686	778	1496	1783	514	584	927	1102	579	644	470	519	24	37
PVX_113325	11	1912448	1913899	-	1452	652	664	1143	1240	407	481	710	818	458	541	379	479	30	29
PVX_113320	11	1916566	1918023	+	1458	554	670	1428	1620	435	447	990	1113	484	509	396	479	36	58
PVX_113315	11	1918655	1920046	-	1392	576	682	1595	1921	434	479	983	1253	460	538	387	440	29	40
PVX_113310	11	1922892	1924565	+	1674	574	646	1236	1393	452	544	836	1028	477	560	447	481	20	29
PVX_113305	11	1924862	1926808	-	1947	765	831	2265	2432	572	615	1583	1790	656	688	534	563	24	36
PVX_113300	11	1927452	1928825	+	1374	680	786	1578	1655	610	550	1037	1121	548	578	483	498	15	30
PVX_113295	11	1931555	1935992	+	4438	1632	1734	2837	3205	1156	1253	1992	2206	1285	1412	1098	1187	54	75
PVX_113290	11	1936630	1937691	-	1062	420	470	1166	1246	336	369	763	932	297	389	307	289	19	34
PVX_113285	11	1938368	1941764	+	3397	1267	1345	3169	3448	903	979	2159	2416	1024	1110	803	899	59	56
PVX_113280	11	1942807	1943658	-	852	441	532	1254	1414	366	401	818	923	373	365	292	318	20	24
PVX_113275	11	1944415	1945854	-	1440	479	529	1343	1456	348	368	951	1026	410	458	322	347	41	19
PVX_113270	11	1946384	1951781	-	5398	1925	2331	4342	4872	1491	1654	2970	3228	1620	1733	1328	1492	74	106
PVX_113265	11	1958452	1962582	+	4131	1629	1708	1744	1920	1138	1282	1190	1370	1281	1451	1096	1175	60	67
PVX_113260	11	1967321	1969280	+	1960	1037	1081	507	579	723	769	632	703	754	833	711	677	56	106
PVX_113255	11	1971779	1972802	-	1024	483	509	387	490	311	371	669	777	377	428	252	313	32	42
PVX_113250	11	1979994	1981551	+	1558	841	885	531	638	710	785	762	804	662	741	552	525	69	122
PVX_113245	11	1984488	1986645	+	2158	1218	1334	601	611	956	947	396	473	874	937	733	748	100	244
PVX_113240	11	1990213	1992605	+	2393	1287	1450	590	727	997	1087	499	550	956	1092	832	830	91	198
PVX_113235	11	1994632	1997239	-	2608	1346	1574	679	823	1147	1149	694	834	991	1148	701	818	176	204
PVX_113230	11	2005940	2007942	+	2003	1158	1170	432	470	813	903	306	303	896	872	733	795	387	131
PVX_113225	11	2011317	2012528	+	1212	658	724	290	329	507	602	174	204	554	559	481	491	37	101
PVX_113220	11	2014630	2015614	-	985	637	700	252	302	524	621	142	168	484	588	337	378	18	42
PVX_124725	11	2026322	2027081	+	760	3	3	1	0	0	3	2	1	4	0	0	0	6	1
PVX_124720	11	2030263	2032035	+	1773	14	8	2	2	7	2	2	0	4	2	4	0	19	1
PVX_124715	11	2034466	2036602	-	2137	18	6	4	3	9	7	1	2	2	3	2	7	2	10
PVX_124712	11	2043094	2044443	+	1350	1	3	0	2	1	2	0	0	6	4	3	4	10	4
PVX_124710	11	2049744	2050877	-	1134	1	1	0	1	4	3	1	0	6	1	7	1	0	2
PVX_124705	11	2059103	2060756	+	1654	5	4	4	2	5	3	3	2	5	0	5	4	15	4
PVX_124700	11	2063949	2064840	+	892	1	3	1	0	0	2	0	1	1	0	2	1	15	0
PVX_083590	12	377	3087	-	2711	7526	8344	2543	2840	5862	6798	1831	2110	7110	7934	3833	4472	350	544
PVX_083585	12	4615	6367	+	1753	1238	1398	504	554	1004	1031	316	365	1079	1163	808	860	212	243
PVX_083580	12	8782	10790	-	2009	1265	1352	459	484	1050	1167	170	248	734	776	430	434	122	238
PVX_083575	12	12944	14755	-	1812	1047	1159	415	456	757	913	238	282	721	859	620	730	66	143
PVX_083570	12	16639	18566	-	1928	1135	1183	468	573	885	931	307	368	862	929	735	767	77	151
PVX_083565	12	19800	21272	-	1473	795	953	376	427	615	708	264	249	606	669	526	581	56	109
PVX_083560	12	22630	24970	-	2341	1356	1405	660	720	993	1092	545	570	996	1138	726	778	85	182
PVX_083555	12	29014	30708	+	1695	923	1069	501	566	734	922	340	425	645	793	439	534	105	122
PVX_083550	12	32743	35808	+	3066	1610	1771	1988	2106	1320	1431	1602	1687	1328	1411	1141	1224	92	128
PVX_083545	12	38669	40602	+	1934	1029	1148	1628	1827	826	914	1299	1445	740	875	655	589	42	60
PVX_083535	12	41837	44844	-	3008	1383	1524	2909	3322	1063	1116	2176	2250	1100	1210	845	926	53	66
PVX_083530	12	45791	53156	-	7366	3529	3723	5340	5777	2627	2796	3506	3751	2598	2804	2222	2244	85	168
PVX_083525	12	54398	55957	+	1560	650	811	1819	2173	534	662	1322	1535	561	650	430	536	120	37
PVX_083520	12	57576	58068	+	493	226	299	647	821	158	221	499	595	161	216	131	198	8	9
PVX_083515	12	59343	60620	+	1278	572	563	1450	1508	403	516	945	1003	442	468	397	401	21	32
PVX_083510	12	62531	67918	-	5388	2462	2597	3709	4047	1865	2094	2557	2710	1877	2067	1638	1727	94	115
PVX_083505	12	68427	70400	+	1974	833	976	2148	2361	663	775	1455	1624	653	789	573	623	28	44
PVX_083500	12	70713	74423	-	3711	1526	1675	3993	4526	1189	1369	2758	3095	1129	1326	1005	1070	31	63
PVX_083495	12	75466	78462	+	2997	1293	1462	3067	3272	1020	1183	2009	2221	1007	1142	884	897	66	50
PVX_083490	12	79132	84706	-	5575	1844	1924	3063	3406	1345	1603	2106	2391	1422	1600	1219	1318	79	94
PVX_083485	12	84907	86401	+	1495	484	524	1616	1720	385	408	1258	1347	493	504	333	392	10	25
PVX_083480	12	87566	89063	-	1498	701	778	1504	1740	576	648	1043	1265	502	563	470	517	19	27
PVX_083475	12	90559	94714	-	4156	1514	1591	2959	3495	1027	1223	2141	2501	1113	1298	985	1067	48	76
PVX_083470	12	97746	99916	-	2171	884	1020	2443	2577	641	667	1651	1720	746	746	652	659	37	46
PVX_083465	12	100904	103317	-	2414	948	1119	2568	3127	753	883	1654	1981	737	862	548	758	25	41
PVX_083460	12	106660	108069	+	1410	506	577	1503	1704	338	404	1049	1206	426	476	320	373	10	21
PVX_083455	12	108967	113193	-	4227	1806	1941	3173	3675	1421	1578	2157	2303	1473	1550	1115	1322	57	120
PVX_083450	12	113981	117136	+	3156	1120	1239	3343	3713	883	997	2128	2334	875	957	802	840	34	62
PVX_083445	12	117244	120382	-	3139	1161	1338	2416	2622	944	980	1728	1950	1033	1067	811	870	55	40
PVX_083440	12	127112	129094	+	1983	659	811	1824	2098	558	625	1452	1589	578	605	448	525	17	38
PVX_083435	12	130302	131483	+	1182	446	539	1053	1200	343	392	847	1019	375	385	300	373	6	18
PVX_083430	12	131774	133006	-	1233	472	562	893	1007	375	421	629	687	405	471	325	340	8	26
PVX_083425	12	134418	135330	-	913	409	425	826	973	278	320	583	707	299	327	251	256	7	18
PVX_083420	12	138969	142826	+	3858	1495	1602	2137	2363	1172	1312	1458	1626	1272	1365	1056	1165	27	110
PVX_083415	12	143639	145396	-	1758	613	634	1109	1256	444	529	837	892	551	538	448	464	12	29
PVX_083410	12	146092	147114	-	1023	342	378	957	1193	253	342	655	728	240	272	217	238	7	11
PVX_083405	12	148064	148815	+	752	250	285	801	928	182	218	587	632	216	284	193	176	4	9
PVX_083400	12	150042	152234	+	2193	752	972	1633	1956	555	675	1137	1320	636	729	495	594	21	37
PVX_083395	12	152705	154799	+	2095	831	925	2272	2469	636	715	1484	1699	635	745	564	595	57	53
PVX_083390	12	154870	155993	+	1124	441	485	1418	1575	281	426	897	1056	382	426	246	295	8	22
PVX_083385	12	156764	158017	-	1254	718	746	1751	2001	532	573	1135	1330	539	587	451	479	17	35
PVX_083380	12	159286	160482	-	1197	492	608	1374	1630	380	457	1025	1249	369	459	310	366	10	39
PVX_083375	12	160928	162273	-	1346	557	615	1597	1792	486	460	998	1096	491	486	406	460	12	26
PVX_083370	12	162888	171053	+	8166	3195	3398	3496	3898	2345	2606	2456	2609	2434	2712	2012	2227	130	883
PVX_083365	12	171794	173279	-	1486	597	618	1544	1744	425	490	998	1196	481	531	394	434	31	29
PVX_083360	12	173642	179319	-	5678	2004	2130	2385	2698	1579	1554	1614	1850	1669	1702	1354	1479	60	112
PVX_083355	12	183225	185588	+	2364	1084	1188	2231	2447	872	840	1473	1523	850	920	649	800	17	49
PVX_083350	12	187111	188123	+	1013	368	473	1027	1261	306	367	684	892	262	361	238	267	62	16
PVX_083345	12	188380	191701	+	3322	1223	1400	3236	3716	887	1007	2147	2487	1040	1082	821	954	33	87
PVX_083340	12	191912	192775	+	864	344	373	1079	1121	274	272	626	647	260	287	245	275	6	23
PVX_083335	12	193456	199134	-	5679	2279	2384	3659	4006	1713	1918	2654	2976	1777	1910	1458	1675	67	157
PVX_083330	12	200120	203955	+	3836	1515	1698	3290	3559	1176	1229	2233	2463	1183	1343	1070	1078	54	78
PVX_083325	12	204152	206242	-	2091	812	1042	2514	2870	660	698	1694	1909	739	772	555	693	21	42
PVX_083320	12	207999	209546	-	1548	677	710	1454	1578	499	540	1031	1101	519	609	419	490	20	47
PVX_083315	12	212484	223572	+	11089	4150	4631	5663	6288	3226	3304	3886	4441	3393	3765	2874	3046	82	251
PVX_083310	12	225457	230077	+	4621	1681	1876	3429	3726	1349	1360	2124	2352	1373	1422	1096	1202	49	84
PVX_083305	12	231057	232761	-	1705	688	814	1973	2175	497	585	1257	1374	540	574	438	475	25	41
PVX_083300	12	233641	236033	-	2393	964	1151	2641	3212	758	926	1735	2172	775	838	666	709	38	60
PVX_083295	12	236348	241163	+	4816	1890	2103	4107	4446	1488	1515	2804	2984	1446	1561	1216	1340	59	90
PVX_083290	12	242175	247839	+	5665	2307	2486	4450	4949	1666	1856	3361	3729	1764	2008	1519	1519	43	106
PVX_083285	12	248522	249650	-	1129	320	397	922	1213	254	286	638	794	254	286	221	227	23	24
PVX_083280	12	250367	252776	-	2410	1087	1140	2143	2402	831	867	1454	1531	804	810	628	690	28	56
PVX_083275	12	257724	260634	-	2911	1072	1307	3149	3682	753	997	2132	2496	833	966	735	813	30	77
PVX_083270	12	263808	265943	+	2136	856	916	2423	2622	622	609	1638	1838	676	733	607	622	22	41
PVX_083265	12	267716	268198	-	483	205	228	602	688	139	172	398	467	171	187	132	159	5	10
PVX_083260	12	273419	275129	+	1711	823	886	2273	2619	570	686	1455	1578	537	636	459	607	17	42
PVX_083255	12	276566	278909	-	2344	962	1023	2100	2273	718	815	1379	1467	743	839	650	739	38	80
PVX_083250	12	280598	282743	+	2146	707	729	2139	2213	483	537	1533	1685	582	652	454	513	23	44
PVX_083245	12	282807	283764	-	958	349	449	943	1143	254	284	724	812	315	335	262	274	12	21
PVX_083240	12	285765	287865	+	2101	924	1048	2357	2582	715	842	1596	1716	744	811	629	699	32	72
PVX_083235	12	288630	290717	+	2088	877	909	1961	2042	621	688	1447	1604	683	681	505	624	23	38
PVX_083230	12	292006	292545	+	540	277	283	630	720	200	243	385	478	204	211	193	202	9	9
PVX_083225	12	292929	295226	-	2298	784	918	1531	1640	645	690	1005	1131	646	682	571	593	47	45
PVX_083220	12	295877	312538	-	16662	6143	6625	6244	7001	4709	5001	4065	4505	5046	5330	4108	4408	338	294
PVX_083215	12	315229	316793	-	1565	579	712	1757	2059	441	430	1298	1445	486	547	392	432	23	35
PVX_083210	12	320816	321322	+	507	216	285	586	698	145	235	408	508	180	243	204	189	8	13
PVX_083205	12	322369	323754	-	1386	588	654	1605	1797	436	503	1008	1095	542	542	447	421	21	33
PVX_083200	12	327432	329673	+	2242	934	998	2591	3000	726	793	1714	1947	698	793	623	665	21	60
PVX_083195	12	330941	332695	+	1755	611	738	1888	2182	403	545	1298	1481	541	569	408	463	19	38
PVX_083190	12	333447	336850	-	3404	1341	1514	2784	3212	1015	1187	2075	2197	1071	1185	900	1006	490	56
PVX_083185	12	339353	341048	+	1696	739	838	1571	1827	573	593	1094	1268	567	644	452	442	22	33
PVX_083180	12	341604	342966	-	1363	568	654	1551	1681	424	490	1087	1223	436	496	416	407	16	19
PVX_083175	12	345578	346225	-	648	308	359	810	900	230	285	567	602	278	261	181	263	12	13
PVX_083170	12	347782	353524	+	5743	2226	2350	3625	4072	1671	1784	2408	2664	1771	1913	1537	1529	167	104
PVX_083165	12	354321	355583	+	1263	528	666	1542	1892	426	519	993	1217	425	503	365	481	21	22
PVX_083160	12	356749	358422	+	1674	723	901	1650	1799	533	595	1187	1316	590	602	469	551	29	34
PVX_083155	12	360595	362360	+	1766	623	704	1725	2055	417	492	1205	1450	476	554	396	426	12	31
PVX_083150	12	362224	365710	-	3487	1394	1600	3812	4181	1086	1243	2608	2992	1108	1263	947	1084	43	100
PVX_083145	12	366921	368951	-	2031	663	701	958	980	492	524	580	662	527	562	438	452	28	23
PVX_083140	12	369580	372360	-	2781	1123	1170	2286	2463	831	892	1562	1664	876	986	749	749	33	70
PVX_083135	12	375354	377414	-	2061	916	1072	2407	2797	719	790	1662	1934	736	747	598	675	29	52
PVX_083130	12	378276	381764	+	3489	1528	1627	2278	2411	1229	1301	1517	1719	1313	1401	1115	1198	44	210
PVX_083125	12	382258	383883	-	1626	625	766	1412	1603	518	495	1042	1104	513	585	404	413	14	25
PVX_083120	12	384049	385387	+	1339	479	585	1481	1639	358	437	987	1198	414	442	320	343	13	27
PVX_083115	12	386570	389230	+	2661	1019	1067	2365	2596	750	823	1736	1873	736	868	626	666	35	42
PVX_083110	12	396182	401993	+	5812	2051	2373	2501	2858	1520	1694	1760	2041	1755	1844	1254	1440	62	92
PVX_083105	12	403444	406379	-	2936	1413	1532	2144	2279	1085	1127	1400	1532	1096	1157	900	966	45	55
PVX_083100	12	409193	412262	-	3070	1299	1346	2326	2393	1015	1154	1561	1596	1020	1148	887	1003	47	83
PVX_083095	12	413950	417184	-	3235	1367	1514	3555	4015	983	1104	2398	2669	1100	1167	958	1017	21	73
PVX_083090	12	417792	419726	-	1935	953	988	2092	2351	654	810	1363	1606	714	734	628	694	20	38
PVX_083085	12	422873	444640	+	21768	9103	9741	8245	9028	6671	7388	5735	6249	7205	7775	6075	6574	244	480
PVX_083080	12	447729	449867	+	2139	1058	1149	1244	1412	849	865	847	858	758	921	701	734	24	55
PVX_083075	12	451375	452985	+	1611	634	693	1074	1298	511	539	858	941	493	599	419	478	9	29
PVX_083070	12	452695	455009	-	2315	894	892	2187	2464	688	807	1552	1738	714	713	560	615	26	35
PVX_083065	12	455754	461363	-	5610	2281	2431	4148	4655	1709	1885	2696	3086	1755	2048	1459	1703	72	125
PVX_083060	12	464458	467184	+	2727	1138	1323	2295	2724	883	1014	1602	1727	955	972	786	920	27	89
PVX_083055	12	468909	471074	-	2166	926	1009	2410	2536	672	775	1505	1698	686	794	620	639	32	30
PVX_083050	12	475884	477158	+	1275	575	687	1551	1754	499	584	935	1069	471	523	426	477	23	45
PVX_083045	12	478506	481634	-	3129	1397	1557	3952	4479	1139	1226	2689	3040	1057	1200	930	1025	52	109
PVX_083040	12	484914	496300	+	11387	4226	4353	5553	5988	3070	3286	4012	4432	3357	3573	2918	3187	137	236
PVX_083035	12	496672	498997	-	2326	902	1078	2039	2135	767	750	1437	1445	738	831	691	759	25	45
PVX_083030	12	502044	505194	-	3151	1285	1374	3795	3966	1035	1039	2669	2819	1071	1113	835	902	37	82
PVX_083025	12	508419	509112	+	694	242	274	632	851	208	229	441	536	184	205	153	188	6	17
PVX_083020	12	512034	515295	+	3262	1221	1372	3124	3436	910	1010	2147	2254	931	1035	873	888	55	73
PVX_083015	12	514644	515881	-	1238	520	599	1486	1710	418	465	1015	1041	394	434	357	352	7	31
PVX_083010	12	516356	519119	+	2764	1050	1263	2999	3628	840	934	1990	2306	828	1043	743	780	29	67
PVX_083005	12	519646	522369	-	2724	1122	1264	2106	2281	767	823	1601	1637	914	1013	629	779	21	65
PVX_083000	12	525866	528048	+	2183	883	905	2466	2663	631	733	1716	1970	626	747	583	719	31	42
PVX_082995	12	530207	531969	+	1763	623	804	1450	1917	471	585	1111	1351	473	582	422	540	9	38
PVX_082990	12	533501	534829	+	1329	563	610	1446	1604	396	443	1008	1121	476	481	374	397	19	43
PVX_082985	12	535464	536468	-	1005	391	391	1055	1217	263	307	776	818	326	344	278	315	9	21
PVX_082980	12	537060	539432	-	2373	879	951	2256	2546	689	747	1563	1674	735	801	625	629	37	32
PVX_082975	12	540865	542388	-	1524	520	579	1407	1678	377	435	964	1076	418	451	299	389	45	25
PVX_082970	12	543843	546029	-	2187	1014	1157	2647	2844	774	844	1619	1794	736	818	670	709	30	63
PVX_082965	12	547310	548809	+	1500	644	745	1906	2303	491	510	1244	1501	487	598	414	510	11	34
PVX_082960	12	553985	555727	-	1743	692	796	2141	2350	577	611	1538	1720	607	644	482	570	39	22
PVX_082955	12	560529	560723	-	195	86	137	306	457	80	97	226	303	74	117	64	99	2	12
PVX_082950	12	562812	564902	+	2091	847	901	2477	3149	683	728	1707	2056	666	751	540	643	15	40
PVX_082945	12	567402	569102	+	1701	686	774	1952	2100	535	621	1218	1357	544	589	434	529	25	51
PVX_082940	12	570102	576529	+	6428	2463	2905	5531	6852	1911	2191	3901	4653	1962	2278	1649	1893	58	123
PVX_082935	12	577492	580978	-	3487	1373	1521	3395	3772	1079	1166	2048	2332	1110	1243	986	1098	51	86
PVX_082930	12	581689	581868	+	180	87	160	276	417	81	103	158	284	66	129	70	89	3	4
PVX_082925	12	582495	584225	+	1731	881	1039	1634	1940	775	799	1150	1161	727	738	620	751	198	58
PVX_082920	12	584446	588555	+	4110	1635	1702	1530	1619	1262	1369	1072	1167	1323	1409	1103	1127	57	114
PVX_082915	12	589698	592145	-	2448	898	1076	1314	1609	701	848	882	1124	755	825	517	732	114	68
PVX_082910	12	592721	594245	+	1525	540	560	1626	1861	411	456	1130	1237	476	478	423	364	19	49
PVX_082905	12	595005	600189	+	5185	2130	2235	4864	5283	1593	1723	3399	3793	1663	1785	1422	1611	91	118
PVX_082900	12	600625	602235	-	1611	717	865	1878	2207	551	667	1187	1336	545	598	452	530	33	42
PVX_082895	12	602538	603646	+	1109	449	534	1406	1656	370	414	925	1118	352	384	319	381	14	24
PVX_082890	12	604305	605111	+	807	333	380	1089	1164	252	300	740	819	244	308	198	220	13	14
PVX_082885	12	607011	608083	-	1073	370	384	893	997	287	269	573	693	308	321	256	302	29	21
PVX_082880	12	623512	625356	+	1845	641	786	1872	2196	533	643	1378	1570	611	623	467	559	15	56
PVX_082875	12	625920	629798	+	3879	1329	1509	3432	4184	965	1021	2407	2849	1097	1235	904	973	42	58
PVX_082870	12	629967	630664	-	698	224	232	631	716	155	222	428	485	201	195	138	173	7	19
PVX_082865	12	631656	634002	+	2347	1052	1098	1844	2051	777	847	1264	1388	801	828	751	763	30	66
PVX_082860	12	635382	638908	+	3527	1219	1361	2223	2644	902	1042	1668	1842	996	1076	813	892	72	61
PVX_082855	12	639203	641359	-	2157	866	952	2170	2377	685	758	1428	1565	664	739	604	619	28	32
PVX_082850	12	642303	645181	+	2879	939	1011	2384	2459	695	778	1635	1927	728	843	640	689	22	40
PVX_082845	12	645244	648061	-	2818	1061	1213	2504	2832	759	939	1755	1930	832	983	754	854	30	57
PVX_082840	12	650485	651575	+	1091	466	533	1390	1532	330	397	951	1137	391	399	302	355	13	11
PVX_082835	12	652253	654292	-	2040	708	875	1533	1906	541	654	1108	1221	583	703	436	604	23	38
PVX_082830	12	655273	660413	-	5141	1846	2154	4838	5585	1397	1555	3344	3876	1365	1581	1193	1386	70	109
PVX_082825	12	661470	662246	-	777	259	353	827	966	191	241	528	654	219	281	169	183	9	17
PVX_082820	12	667298	668989	+	1692	835	817	734	820	617	687	511	540	646	631	488	547	30	40
PVX_082815	12	669195	671847	-	2653	1054	1210	2210	2469	872	959	1572	1790	841	973	704	766	205	42
PVX_082810	12	678131	684544	+	6414	2345	2454	3612	4009	1719	1877	2455	2720	1916	1977	1486	1637	68	141
