Geneid	Chr	Start	End	Strand	Length	SRR3134662	SRR3134663	SRR3134664	SRR3134665	SRR3134666	SRR3134667
PF3D7_1249600	12	2018995	2022007	-	3013	121	54	36	32	34	54
PF3D7_1249700	12	2023455	2026181	-	2727	582	218	203	192	200	253
PF3D7_1249800	12	2030004	2039852	-	9849	710	337	246	303	212	260
PF3D7_1249900	12	2041293	2043212	-	1920	2692	958	986	852	1094	926
PF3D7_1250000	12	2044120	2044626	+	507	346	123	84	119	92	120
PF3D7_1250100	12	2045070	2054429	-	9360	112	45	15	40	26	40
PF3D7_1250200	12	2059108	2063227	+	4120	5204	1544	1677	1686	1865	1512
PF3D7_1250300	12	2064987	2066040	+	1054	2074	603	608	591	669	550
PF3D7_1250400	12	2067400	2069370	+	1971	260	120	92	106	100	137
PF3D7_1250500	12	2070094	2071073	+	980	34	29	25	35	49	26
PF3D7_1250600	12	2071602	2073641	-	2040	574	211	130	222	127	228
PF3D7_1250700	12	2075792	2076517	+	726	49	27	33	14	24	34
PF3D7_1250800	12	2077718	2082887	+	5170	936	338	308	369	338	411
PF3D7_1250900	12	2083353	2084318	-	966	24	9	12	15	6	11
PF3D7_1251000	12	2085370	2086959	-	1590	95	73	40	42	47	36
PF3D7_1251100	12	2089484	2090220	+	737	136	51	54	58	49	62
PF3D7_1251200	12	2092087	2094231	+	2145	1252	549	441	535	404	477
PF3D7_1251300	12	2095062	2096508	-	1447	680	250	215	219	245	208
PF3D7_1251400	12	2097436	2098845	-	1410	196	113	88	70	132	72
PF3D7_1251500	12	2099852	2101969	+	2118	565	219	157	234	177	218
PF3D7_1251600	12	2103117	2105255	+	2139	416	189	204	109	207	119
PF3D7_1251700	12	2106216	2108293	-	2078	237	85	93	87	127	109
PF3D7_1251800	12	2108960	2110927	-	1968	49	25	15	35	30	36
PF3D7_1252100	12	2114628	2122487	-	7860	678	229	251	234	236	333
PF3D7_1252200	12	2125435	2126571	+	1137	396	290	144	222	172	206
PF3D7_1252300	12	2128400	2128786	-	387	59	44	12	36	27	32
PF3D7_1252500	12	2145266	2146616	-	1351	5	1	1	0	1	6
PF3D7_1252600	12	2150554	2151915	+	1362	2165	977	736	972	876	930
PF3D7_1252700	12	2154618	2156124	+	1507	48	14	9	24	17	20
PF3D7_1252800	12	2159573	2161615	+	2043	9	9	2	11	3	4
PF3D7_1252900	12	2162707	2163145	-	439	0	1	0	0	1	0
PF3D7_1253000	12	2168181	2169759	+	1579	11	7	6	7	3	11
PF3D7_1253100	12	2171342	2172349	+	1008	3	3	0	1	0	0
PF3D7_1253200	12	2173799	2174322	-	524	17	13	6	6	6	9
PF3D7_1253400	12	2180419	2182869	+	2451	2	1	0	0	2	2
PF3D7_1253500	12	2183464	2184168	-	705	0	1	0	1	0	0
PF3D7_1253700	12	2190483	2191770	-	1288	7	3	3	2	2	3
PF3D7_1253800	12	2196157	2197122	+	966	0	0	0	0	0	0
PF3D7_1254000	12	2201495	2202686	+	1192	8	1	1	1	1	0
PF3D7_1254100	12	2204724	2205714	+	991	0	0	0	0	0	1
PF3D7_1254200	12	2207830	2209115	+	1286	2	3	2	1	0	2
PF3D7_1254300	12	2211543	2212554	+	1012	0	0	0	0	0	0
PF3D7_1254400	12	2214671	2216019	+	1349	3	0	0	0	0	0
PF3D7_1254500	12	2218452	2219533	+	1082	1	0	1	1	1	0
PF3D7_1254600	12	2221835	2222848	+	1014	0	0	0	0	1	1
PF3D7_1254700	12	2224997	2226201	-	1205	1	2	1	0	0	2
PF3D7_1254800	12	2228632	2229740	-	1109	3	1	0	1	1	2
PF3D7_1254900	12	2232691	2232903	+	213	0	0	0	0	0	0
PF3D7_1255000	12	2234600	2235792	+	1193	7	9	3	4	1	5
PF3D7_1255100	12	2238210	2239417	+	1208	45	365	14	350	15	274
PF3D7_1255200	12	2241271	2248962	-	7692	8	132	5	139	1	141
PF3D7_1300100	13	21364	28787	+	7424	90	22	16	27	28	30
PF3D7_1300200	13	30605	31881	-	1277	2051	576	636	666	670	725
PF3D7_1300300	13	33959	44742	-	10784	65	16	23	36	32	23
PF3D7_1300400	13	47583	48769	+	1187	109	35	26	39	28	46
PF3D7_1300500	13	50662	51857	+	1196	2849	1021	868	1087	1013	1033
PF3D7_1300600	13	54067	55259	-	1193	36640	10299	11226	12126	12315	11505
PF3D7_1300700	13	57109	58422	-	1314	182	48	23	56	29	51
PF3D7_1300800	13	60097	61172	-	1076	0	1	0	1	0	0
PF3D7_1300900	13	62515	63547	-	1033	29	3	9	5	13	13
PF3D7_1301200	13	73099	74413	-	1315	0	0	0	1	1	0
PF3D7_1301400	13	82718	84018	+	1301	21	12	5	9	8	11
PF3D7_1301500	13	85563	86624	-	1062	0	1	0	0	0	0
PF3D7_1301600	13	89319	93352	-	4034	525	339	141	334	155	305
PF3D7_1301700	13	99548	100521	+	974	14	5	2	10	3	15
PF3D7_1301900	13	109695	110268	-	574	8	9	1	3	1	5
PF3D7_1302000	13	112792	113815	-	1024	136	62	52	55	55	79
PF3D7_1302100	13	121636	122289	-	654	173	60	65	77	71	71
PF3D7_1302200	13	123726	124415	-	690	978	360	285	322	275	298
PF3D7_1302300	13	126611	127141	-	531	621	352	269	252	308	349
PF3D7_1302400	13	129717	131086	-	1370	178	79	48	50	63	58
PF3D7_1302500	13	131849	140594	-	8746	190	61	45	76	52	92
PF3D7_1302600	13	142860	144095	-	1236	1368	527	488	613	501	666
PF3D7_1302700	13	145174	150198	+	5025	1057	351	281	339	362	298
PF3D7_1302800	13	150783	151635	-	853	43	17	4	19	23	28
PF3D7_1302900	13	154992	157394	+	2403	15	19	12	6	10	12
PF3D7_1303000	13	158144	158778	+	635	36	16	9	15	12	20
PF3D7_1303100	13	159024	159915	+	892	91	37	27	34	46	35
PF3D7_1303200.2	13	160488	161660	-	1173	0	0	0	0	0	0
PF3D7_1303200.1	13	160488	161660	-	1173	0	0	0	0	0	0
PF3D7_1303300	13	162917	163879	+	963	38	28	10	34	15	18
PF3D7_1303400	13	165013	168081	-	3069	74	38	39	19	19	26
PF3D7_1303500	13	169874	175789	-	5916	478	262	171	242	216	249
PF3D7_1303600	13	178783	179353	+	571	68	37	26	28	30	25
PF3D7_1303700	13	180549	184517	+	3969	73	45	25	30	39	37
PF3D7_1303800	13	184845	212660	-	27816	116	41	29	39	42	35
PF3D7_1303900	13	215291	216331	+	1041	303	72	49	79	61	68
PF3D7_1304000	13	216652	220029	-	3378	62	41	18	21	19	29
PF3D7_1304100	13	221816	224720	-	2905	961	249	341	395	419	457
PF3D7_1304200.1	13	226669	228290	-	1622	0	0	0	0	0	0
PF3D7_1304200.2	13	226669	228873	-	2205	1	0	0	1	1	0
PF3D7_1304300	13	231083	231724	+	642	265	94	58	57	63	61
PF3D7_1304400	13	232493	234447	-	1955	313	151	114	136	139	148
PF3D7_1304500	13	235800	236435	-	636	709	369	267	307	342	297
PF3D7_1304600	13	237361	241233	+	3873	230	80	73	86	75	118
PF3D7_1304700	13	241657	243192	+	1536	1077	391	400	339	480	336
PF3D7_1304900	13	245199	246175	+	977	796	332	273	312	326	247
PF3D7_1305000	13	247312	251751	+	4440	66	40	18	30	23	38
PF3D7_1305100	13	252526	253788	-	1263	1764	570	471	516	470	456
PF3D7_1305200	13	255130	256116	+	987	150	53	49	70	70	55
PF3D7_1305300	13	256430	267182	-	10753	111	47	41	39	61	39
PF3D7_1305400	13	268785	270737	-	1953	253	114	84	84	103	88
PF3D7_1305500	13	271411	273726	+	2316	4	3	3	3	5	2
PF3D7_1305600	13	274073	275200	-	1128	777	298	302	279	343	274
PF3D7_1305700	13	277139	277729	+	591	1590	659	561	729	643	722
PF3D7_1305800	13	278294	279133	+	840	13	5	0	6	7	11
PF3D7_1305900	13	279990	281701	-	1712	716	306	270	296	248	230
PF3D7_1306000	13	283475	287500	+	4026	176	101	44	81	66	88
PF3D7_1306100	13	288163	288561	+	399	0	2	1	4	5	3
PF3D7_1306200	13	289564	291000	-	1437	36	29	32	25	23	39
PF3D7_1306300	13	293442	296607	+	3166	736	320	217	252	241	283
PF3D7_1306400	13	297178	298359	-	1182	163	100	58	107	57	107
PF3D7_1306500	13	300988	313929	+	12942	67	41	14	30	37	25
PF3D7_1306600	13	315042	316784	-	1743	108	55	39	50	29	47
PF3D7_1306700	13	318332	319735	-	1404	87	42	37	15	37	27
PF3D7_1306800	13	320815	322017	-	1203	19	18	7	18	20	16
PF3D7_1306900	13	323472	325032	+	1561	102	41	29	38	29	52
PF3D7_1307000	13	325215	326371	-	1157	95	29	24	23	27	28
PF3D7_1307100	13	327893	330928	+	3036	38	15	9	13	9	12
PF3D7_1307200	13	331558	332526	-	969	30	30	13	7	13	18
PF3D7_1307300	13	333597	335489	+	1893	121	66	27	38	44	43
PF3D7_1307400	13	335852	337263	-	1412	125	85	44	57	62	42
PF3D7_1307500	13	338189	338455	-	267	10	4	5	6	1	7
PF3D7_1307600	13	339927	341888	-	1962	125	40	39	55	50	61
PF3D7_1307700	13	344525	348232	+	3708	19	16	13	13	14	21
PF3D7_1307800	13	348743	350788	-	2046	315	133	95	82	117	107
PF3D7_1307900	13	351840	354818	-	2979	6	4	3	6	1	5
PF3D7_1308000	13	356709	359201	+	2493	386	132	144	94	163	120
PF3D7_1308100	13	360169	360627	+	459	219	72	91	53	69	65
PF3D7_1308200	13	361166	368495	-	7330	574	177	279	242	264	367
PF3D7_1308300	13	372260	372646	+	387	75	46	23	54	41	36
PF3D7_1308400	13	373487	392072	-	18586	174	47	30	33	28	54
PF3D7_1308500	13	393857	394936	-	1080	23	19	11	19	9	16
PF3D7_1308600	13	396734	400951	-	4218	40	25	34	22	22	36
PF3D7_1308700	13	401577	403400	+	1824	23	8	5	7	7	16
PF3D7_1308800	13	403788	406703	-	2916	1193	473	364	402	429	426
PF3D7_1308900	13	408580	412101	-	3522	111	49	37	47	39	58
PF3D7_1309000	13	415916	416998	-	1083	1503	494	573	565	607	670
PF3D7_1309100	13	418820	420121	+	1302	222	98	73	80	70	88
PF3D7_1309200	13	424232	427036	+	2805	1518	553	374	484	324	484
PF3D7_1309300	13	427457	429643	-	2187	287	91	79	88	80	67
PF3D7_1309400	13	431892	435875	+	3984	510	210	201	296	173	266
PF3D7_1309500	13	436676	437305	-	630	2	1	1	4	2	4
PF3D7_1309600	13	438510	439376	+	867	1030	462	388	441	427	441
PF3D7_1309700	13	440265	445283	+	5019	1088	371	330	399	361	370
PF3D7_1309800	13	445611	446658	-	1048	160	49	52	62	41	45
PF3D7_1309900	13	447424	448101	+	678	839	415	345	281	330	267
PF3D7_1310000	13	448907	449668	+	762	51	27	28	27	30	28
PF3D7_1310100	13	450398	453415	+	3018	34	40	19	35	19	35
PF3D7_1310200	13	454061	454636	+	576	398	172	153	169	170	129
PF3D7_1310300	13	455792	456535	-	744	43	33	9	33	15	34
PF3D7_1310400	13	458961	462368	+	3408	351	179	133	146	156	176
PF3D7_1310500	13	463385	464002	-	618	619	307	270	241	289	256
PF3D7_1310600	13	465091	466552	-	1462	1209	474	399	456	460	353
PF3D7_1310700	13	468232	468663	-	432	284	138	88	122	117	149
PF3D7_1310800	13	470595	475002	-	4408	1417	571	554	629	634	745
PF3D7_1310900	13	476223	477134	+	912	273	127	62	135	65	137
PF3D7_1311000	13	477424	477852	-	429	55	22	9	5	11	22
PF3D7_1311100	13	479353	480840	+	1488	36	23	18	27	11	23
PF3D7_1311200	13	481499	483082	-	1584	195	104	68	74	71	77
PF3D7_1311300	13	484205	485463	+	1259	1223	357	439	403	446	335
PF3D7_1311400	13	487511	488824	+	1314	140	56	42	61	40	40
PF3D7_1311500	13	489927	491609	-	1683	63	36	30	37	33	35
PF3D7_1311600	13	494453	496294	+	1842	53	18	16	34	15	23
PF3D7_1311700	13	497534	498013	-	480	261	130	99	145	122	143
PF3D7_1311800	13	501790	505047	+	3258	85	30	34	35	30	60
PF3D7_1311900	13	507900	509735	+	1836	918	596	416	669	523	602
PF3D7_1312000	13	511396	512607	+	1212	175	106	63	93	78	131
PF3D7_1312100	13	513068	517326	-	4259	29	14	6	9	13	11
PF3D7_1312200	13	518107	519367	+	1261	57	34	16	22	13	16
PF3D7_1312300	13	519599	520441	-	843	1547	630	463	691	529	674
PF3D7_1312400	13	521050	524436	+	3387	40	15	8	12	6	15
PF3D7_1312450	13	525028	525219	-	192	4	1	3	0	0	5
PF3D7_1312500	13	526863	527060	-	198	1367	521	479	482	467	447
PF3D7_1312600	13	529976	531265	+	1290	286	104	66	121	70	123
PF3D7_1312700	13	532270	533958	-	1689	73	27	21	29	19	25
PF3D7_1312800	13	536702	544523	-	7822	205	99	62	91	70	96
PF3D7_1312900	13	548586	552841	+	4256	64	23	22	31	30	25
PF3D7_1313000	13	553752	554251	-	500	58	22	13	18	17	14
PF3D7_1313100	13	556285	565251	+	8967	51	28	17	21	12	21
PF3D7_1313200	13	566236	568233	+	1998	70	36	15	29	27	27
PF3D7_1313300	13	568664	569535	+	872	759	238	264	267	242	272
PF3D7_1313400	13	569840	572332	-	2493	49	30	21	11	15	25
PF3D7_1313500	13	573169	578479	-	5311	228	150	129	108	112	117
PF3D7_1313600	13	579526	585615	-	6090	45	17	9	16	27	14
PF3D7_1313700	13	587015	587809	-	795	114	43	33	49	33	55
PF3D7_1313800	13	588800	599198	-	10399	100	51	47	46	44	36
PF3D7_1313900	13	600666	601868	-	1203	4	11	5	8	2	5
PF3D7_1314000	13	602983	606600	+	3618	68	34	31	30	40	39
PF3D7_1314100	13	607794	610052	+	2259	253	114	110	81	105	73
PF3D7_1314200	13	611332	618888	+	7557	774	373	224	288	278	249
PF3D7_1314300	13	619131	620525	-	1395	195	60	49	100	56	72
PF3D7_1314400	13	621387	621876	-	490	84	46	41	31	37	46
PF3D7_1314500	13	622691	623715	-	1025	4436	2118	1696	1814	1745	1747
PF3D7_1314600	13	624785	626011	+	1227	14	3	3	2	3	0
PF3D7_1314700	13	626481	628675	-	2195	117	67	23	64	52	47
PF3D7_1314800	13	629766	630444	-	679	571	251	238	246	251	252
PF3D7_1314900	13	632336	634510	+	2175	695	268	251	291	269	298
PF3D7_1315000	13	636812	637612	+	801	80	49	36	24	27	28
PF3D7_1315100	13	638286	639389	+	1104	30	20	4	9	18	5
PF3D7_1315200	13	639681	642890	-	3210	581	242	202	270	235	296
PF3D7_1315300	13	644714	646392	+	1679	132	36	46	30	40	46
PF3D7_1315400	13	647986	650511	-	2526	871	363	325	364	406	383
PF3D7_1315500	13	652794	653838	-	1045	2445	784	951	841	1201	849
PF3D7_1315600	13	655207	657259	-	2053	880	368	349	294	385	330
PF3D7_1315700	13	658595	659545	+	951	19	5	4	8	4	13
PF3D7_1315800	13	660018	661262	-	1245	29	19	6	14	7	16
PF3D7_1315900	13	663741	667929	+	4189	1138	413	375	393	399	369
PF3D7_1316000	13	668360	670745	-	2386	415	202	153	183	134	214
PF3D7_1316100	13	673717	678522	+	4806	240	111	107	92	105	96
PF3D7_1316200	13	680039	680855	+	817	155	49	48	39	28	39
PF3D7_1316300	13	681363	682149	-	787	100	30	26	25	35	23
PF3D7_1316400	13	683084	684476	+	1393	247	112	69	65	59	74
PF3D7_1316500	13	685951	688671	+	2721	2699	921	876	999	1006	926
PF3D7_1316600	13	691014	694125	+	3112	724	244	202	247	206	288
PF3D7_1316700	13	695732	697985	+	2254	264	130	97	79	126	116
PF3D7_1316800	13	698218	699922	-	1705	3312	1133	1086	994	1034	1141
PF3D7_1316900	13	701047	703923	-	2877	300	151	132	156	146	111
PF3D7_1317000	13	708346	710268	+	1923	312	95	112	123	109	147
PF3D7_1317100	13	711944	714961	+	3018	386	150	160	229	178	321
PF3D7_1317200	13	721961	729979	+	8019	46	20	22	15	21	13
PF3D7_1317300	13	730859	732293	-	1435	69	15	32	26	29	14
PF3D7_1317400	13	733245	733862	+	618	255	123	75	99	86	116
PF3D7_1317500	13	734604	734873	-	270	20	15	5	6	13	7
PF3D7_1317600	13	735538	738068	+	2531	245	51	75	78	65	70
PF3D7_1317700	13	738480	738953	-	474	4	6	1	4	1	1
PF3D7_1317800	13	740527	741454	+	928	84	49	36	36	18	31
PF3D7_1317900	13	741926	744850	-	2925	40	23	15	12	13	16
PF3D7_1318000	13	745947	746525	-	579	3635	1433	1407	1333	1553	1466
PF3D7_1318100	13	748387	748971	-	585	45	24	10	25	22	25
PF3D7_1318200	13	750316	751518	+	1203	1771	697	601	631	675	683
PF3D7_1318300	13	753910	759432	+	5523	136	42	46	43	44	62
PF3D7_1318400	13	760326	764139	-	3814	188	85	45	83	75	85
PF3D7_1318500	13	766140	767770	+	1631	26	10	6	5	5	10
PF3D7_1318600	13	768049	769650	+	1602	78	36	41	63	33	53
PF3D7_1318700	13	770646	772895	-	2250	40	25	7	21	16	16
PF3D7_1318800	13	774790	776745	-	1956	32	17	9	23	15	32
PF3D7_1318900	13	779934	781679	+	1746	32	7	9	9	10	11
PF3D7_1319000	13	784110	786992	+	2883	82	32	32	26	28	58
PF3D7_1319100	13	789437	791848	+	2412	1103	537	425	482	500	457
PF3D7_1319200	13	792381	794987	-	2607	122	43	31	42	44	49
PF3D7_1319300	13	795939	798353	-	2415	187	80	64	103	97	132
PF3D7_1319400	13	801712	806029	+	4318	189	86	59	89	59	96
PF3D7_1319500	13	807219	807443	+	225	21	6	3	3	10	16
PF3D7_1319600	13	810187	815088	+	4902	121	69	36	46	71	66
PF3D7_1319700	13	815822	818398	-	2577	95	46	37	40	29	39
PF3D7_1319800	13	820741	821178	+	438	131	83	61	82	64	91
PF3D7_1319900	13	822078	826547	-	4470	540	231	167	197	218	233
PF3D7_1320000	13	829534	833310	+	3777	225	97	88	86	88	80
PF3D7_1320100	13	834180	835308	-	1129	1566	736	557	584	654	502
PF3D7_1320200	13	836563	838446	+	1884	76	41	37	49	31	43
PF3D7_1320300	13	838848	840965	-	2118	30	27	14	12	18	15
PF3D7_1320400	13	841671	842750	-	1080	141	82	45	41	51	32
PF3D7_1320500	13	843639	845111	+	1473	509	169	192	188	198	135
PF3D7_1320600	13	847090	848383	+	1294	111	48	37	81	72	75
PF3D7_1320700	13	849662	853990	+	4329	435	179	132	164	140	152
PF3D7_1320800	13	854932	856463	+	1532	331	137	97	166	93	153
PF3D7_1320900	13	857147	857944	-	798	216	102	105	96	112	89
PF3D7_1321000	13	859299	861347	+	2049	233	117	74	85	77	100
PF3D7_1321100	13	861442	872332	-	10891	2011	994	614	986	692	817
PF3D7_1321200	13	875265	875847	+	583	29	15	6	16	19	12
PF3D7_1321300	13	876221	886264	-	10044	75	24	23	40	34	31
PF3D7_1321400	13	887271	889699	+	2429	2783	1107	951	969	1134	1066
PF3D7_1321500.2	13	890106	894782	-	4677	0	0	0	0	0	0
PF3D7_1321500.1	13	890106	894782	-	4677	0	0	0	0	0	0
PF3D7_1321600	13	897716	901044	+	3329	2732	895	859	772	944	689
PF3D7_1321700	13	902383	905166	+	2784	430	205	150	168	170	193
PF3D7_1321800	13	908503	909639	+	1137	2924	1295	1189	1073	1313	1118
PF3D7_1321900	13	911667	912545	-	879	1251	458	440	426	525	433
PF3D7_1322000	13	916360	918594	+	2235	122	40	21	54	37	45
PF3D7_1322100	13	920971	929449	+	8479	1225	492	467	627	607	786
PF3D7_1322200	13	931314	943825	+	12512	274	156	104	141	131	145
PF3D7_1322300	13	944275	949285	-	5011	256	64	67	78	55	55
PF3D7_1322400	13	951155	952479	+	1325	96	47	33	59	56	43
PF3D7_1322500	13	953154	955789	+	2636	63	37	28	32	26	32
PF3D7_1322600	13	955957	957495	-	1539	168	65	63	54	77	48
PF3D7_1322700	13	958219	959175	-	957	19	10	4	8	10	4
PF3D7_1322800	13	960166	960646	+	481	292	118	134	81	151	94
PF3D7_1322900	13	961213	963561	+	2349	313	157	79	158	105	134
PF3D7_1323000	13	963661	964690	-	1030	42230	17518	15875	18625	17987	18120
PF3D7_1323100	13	965486	966280	-	795	1721	335	401	365	322	399
PF3D7_1323200	13	968110	968798	-	689	103	20	31	48	34	55
PF3D7_1323300	13	970278	971336	+	1059	169	77	43	74	67	57
PF3D7_1323400	13	971847	973036	-	1190	537	175	144	163	141	160
PF3D7_1323500	13	975403	977175	+	1773	1042	329	289	337	322	404
PF3D7_1323600	13	978965	980221	+	1257	174	72	88	90	80	96
PF3D7_1323700	13	982611	983801	+	1191	1521	569	442	591	549	518
PF3D7_1323800	13	984596	988657	-	4062	120	49	25	44	62	40
PF3D7_1323900	13	989468	990598	+	1131	341	199	131	163	148	175
PF3D7_1324000	13	990899	995278	-	4380	428	163	134	134	133	126
PF3D7_1324100	13	997721	999262	+	1542	339	104	95	131	104	116
PF3D7_1324200	13	1000100	1001882	-	1783	448	171	131	169	177	170
PF3D7_1324300	13	1002748	1019303	-	16556	1029	507	441	333	492	351
PF3D7_1324400	13	1021509	1022537	+	1029	294	81	97	89	127	78
PF3D7_1324500	13	1023260	1027743	-	4484	656	253	246	174	224	241
PF3D7_1324600	13	1028492	1033629	+	5138	533	194	179	160	243	252
PF3D7_1324700	13	1034900	1035637	+	738	1956	936	691	773	782	777
PF3D7_1324800	13	1036543	1038531	-	1989	1422	600	512	554	559	554
PF3D7_1324900	13	1041157	1042107	+	951	1774	512	495	526	512	419
PF3D7_1325000	13	1042855	1043088	-	234	814	367	269	366	301	265
PF3D7_1325100	13	1044552	1045865	-	1314	2285	1122	683	1064	789	1011
PF3D7_1325200	13	1047848	1049359	-	1512	5615	2282	1838	2090	2177	1947
PF3D7_1325300	13	1050915	1051319	+	405	565	282	201	225	278	165
PF3D7_1325400	13	1052751	1063310	+	10560	65	46	27	52	32	62
PF3D7_1325500	13	1063944	1066411	+	2468	522	221	171	206	178	188
PF3D7_1325600	13	1067097	1067685	+	589	554	207	216	226	256	285
PF3D7_1325700	13	1068050	1068635	-	586	456	167	179	156	131	145
PF3D7_1325800	13	1071146	1075747	+	4602	99	41	34	28	29	43
PF3D7_1325900	13	1076161	1084587	-	8427	766	338	294	277	345	235
PF3D7_1326000	13	1085786	1086861	-	1076	101	33	29	22	28	30
PF3D7_1326100	13	1087584	1089099	+	1516	251	122	89	82	94	111
PF3D7_1326200	13	1090329	1091327	-	999	1738	534	568	547	633	470
PF3D7_1326300	13	1092394	1094187	-	1794	57	19	25	30	28	62
PF3D7_1326400	13	1095553	1098464	-	2912	2419	912	716	845	826	831
PF3D7_1326500	13	1099489	1105836	-	6348	44	22	13	21	13	26
PF3D7_1326600	13	1107875	1122540	+	14666	1200	390	419	309	507	381
PF3D7_1326700	13	1125280	1126908	+	1629	29	21	12	15	13	10
PF3D7_1326800	13	1127436	1128761	-	1326	100	28	35	20	19	33
PF3D7_1326900	13	1129363	1133046	-	3684	210	94	102	84	84	102
PF3D7_1327000	13	1134070	1138040	-	3971	1230	494	421	399	463	434
PF3D7_1327100	13	1138558	1141561	-	3004	642	312	279	228	328	251
PF3D7_1327200	13	1143157	1143915	+	759	20	12	8	11	7	10
PF3D7_1327300	13	1145719	1151106	+	5388	188	43	44	46	51	53
PF3D7_1327400	13	1152603	1153511	-	909	243	59	84	45	73	66
PF3D7_1327500	13	1155022	1157905	+	2884	170	76	58	72	75	87
PF3D7_1327600	13	1159366	1159980	+	615	970	364	364	285	384	281
PF3D7_1327700	13	1160461	1161276	-	816	2	1	3	1	0	0
PF3D7_1327800	13	1162620	1164302	+	1683	3352	1203	1076	1118	1114	1129
PF3D7_1327900	13	1165307	1166558	+	1252	0	1	1	0	0	0
PF3D7_1328000	13	1174191	1180832	-	6642	26	26	14	14	10	22
PF3D7_1328100	13	1184208	1185020	+	813	233	157	85	166	104	163
PF3D7_1328200	13	1186619	1195201	+	8583	156	55	65	71	55	86
PF3D7_1328300	13	1196229	1197509	-	1281	60	36	20	34	38	30
PF3D7_1328400	13	1200840	1202342	-	1503	115	65	62	24	55	45
PF3D7_1328500	13	1204186	1207200	-	3015	286	132	95	122	109	168
PF3D7_1328600	13	1209744	1211772	-	2029	24	4	6	21	16	22
PF3D7_1328800	13	1214907	1215728	+	822	2076	825	639	754	800	745
PF3D7_1328900	13	1215925	1217118	-	1194	103	37	33	22	40	34
PF3D7_1329000	13	1217917	1225535	-	7619	183	75	42	76	65	88
PF3D7_1329100	13	1227372	1234418	-	7047	2544	950	987	861	1064	1030
PF3D7_1329200	13	1237200	1238429	-	1230	125	47	43	62	58	62
PF3D7_1329300	13	1239486	1241234	-	1749	79	48	23	58	27	68
PF3D7_1329400	13	1243172	1246344	+	3173	1022	500	348	442	349	471
PF3D7_1329500	13	1252059	1257973	+	5915	885	202	282	232	289	342
PF3D7_1329600	13	1258956	1259861	-	906	106	40	46	44	44	38
PF3D7_1329700	13	1261345	1262943	-	1599	769	220	253	239	278	206
PF3D7_1329800	13	1265137	1268763	+	3627	99	44	24	48	44	80
PF3D7_1329900	13	1269311	1271434	+	2124	149	82	63	65	74	86
PF3D7_1330000.2	13	1272213	1273859	+	1647	0	0	0	0	0	0
PF3D7_1330000.1	13	1272213	1273859	+	1647	0	0	0	0	0	0
PF3D7_1330100	13	1274448	1275008	+	561	2	2	3	0	3	5
PF3D7_1330200	13	1275104	1275899	+	796	97	43	28	25	19	24
PF3D7_1330300	13	1276089	1278373	-	2285	358	136	116	97	109	109
PF3D7_1330400.1	13	1279800	1281285	-	1486	184	74	106	73	96	81
PF3D7_1330400.2	13	1280063	1281285	-	1223	0	0	0	0	0	0
PF3D7_1330500	13	1284988	1287165	+	2178	1057	406	356	347	357	315
PF3D7_1330600	13	1287891	1289408	-	1518	1147	395	345	343	255	362
PF3D7_1330700	13	1290118	1292954	+	2837	399	219	148	187	161	217
PF3D7_1330800	13	1294615	1296966	+	2352	115	58	34	48	62	47
PF3D7_1331000	13	1297600	1299273	-	1674	139	47	38	36	43	43
PF3D7_1331100	13	1299906	1305294	-	5389	629	278	213	300	268	263
PF3D7_1331200	13	1306654	1307999	+	1346	195	78	47	62	65	69
PF3D7_1331300	13	1309177	1310006	+	830	3371	1183	1228	1299	1419	1309
PF3D7_1331400	13	1310771	1312216	+	1446	2642	1336	896	1389	1105	1484
PF3D7_1331500	13	1313924	1315786	+	1863	14	12	3	9	3	5
PF3D7_1331600	13	1316496	1317806	-	1311	1142	450	451	493	537	426
PF3D7_1331700	13	1319089	1321845	-	2757	433	214	184	267	163	359
PF3D7_1331800	13	1324012	1324802	+	791	633	279	221	253	229	236
PF3D7_1332000	13	1325913	1327532	-	1620	409	189	184	161	186	150
PF3D7_1332100	13	1329491	1331059	+	1569	186	89	69	70	65	84
PF3D7_1332200	13	1332299	1335592	+	3294	103	28	27	18	22	31
PF3D7_1332300	13	1336401	1336892	+	492	206	65	60	75	81	74
PF3D7_1332400	13	1337117	1339693	-	2577	259	118	74	135	106	123
PF3D7_1332500	13	1340786	1341442	+	657	943	411	318	410	389	357
PF3D7_1332600	13	1342012	1343805	-	1794	293	114	68	79	79	81
PF3D7_1332700	13	1344806	1346278	-	1473	348	129	162	170	199	206
PF3D7_1332800	13	1348779	1349522	+	744	681	247	211	246	224	237
PF3D7_1332900	13	1350042	1353860	-	3819	58	34	19	38	26	33
PF3D7_1333000	13	1355285	1357194	+	1910	47	44	32	30	34	46
PF3D7_1333100	13	1357704	1360319	-	2616	23	13	10	10	5	10
PF3D7_1333200	13	1362093	1367609	+	5517	911	272	352	253	355	287
PF3D7_1333300	13	1368081	1368716	-	636	663	209	189	199	237	219
PF3D7_1333400	13	1370083	1370799	+	717	1938	795	646	636	748	607
PF3D7_1333500	13	1371671	1373056	+	1386	51	23	15	21	19	19
PF3D7_1333600	13	1373390	1377397	-	4008	573	240	202	234	182	237
PF3D7_1333700	13	1379109	1379621	-	513	552	172	158	235	200	252
PF3D7_1333800	13	1382631	1383335	+	705	34	25	18	39	17	24
PF3D7_1333900	13	1385058	1389143	+	4086	56	22	22	25	24	20
